M,S,L,tau_lam_label,tau_lam,beta_label,beta,int_label,interaction,margin,n_datasets,level_dependent_plain,level_dependent_plain_lo,level_dependent_plain_hi,level_dependent_significant_only,level_dependent_significant_only_lo,level_dependent_significant_only_hi,ii_holds_alpha,ii_holds_alpha_lo,ii_holds_alpha_hi,ii_holds_alpha_prime,ii_holds_alpha_prime_lo,ii_holds_alpha_prime_hi,equivalence_declared,equivalence_declared_lo,equivalence_declared_hi,equivalence_any_level,equivalence_any_level_lo,equivalence_any_level_hi,interaction_half_width_median,half_width_over_margin,interaction_est_mean
6,47,2,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.3345,0.31415682415874446,0.35547771849135024,0.0035,0.0016964316970424177,0.007207196253241745,0.008,0.0049302968532159265,0.012956077671536958,0.0,1.0842021724855044e-19,0.001917047281252934,0.11,0.09702766640529693,0.12446763047408034,0.4705,0.44870256680194337,0.49241053898765036,0.021462262009031577,0.8584904803612631,-0.00029697199595751425
6,47,2,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.442,0.4203666437667213,0.463855733717904,0.0525,0.04355496702511128,0.06316079029161008,0.018,0.01302999144428223,0.024818042134845595,0.0,1.0842021724855044e-19,0.001917047281252934,0.0075,0.004550377435809225,0.012337914136224913,0.083,0.07169373071300192,0.09590508671956302,0.021094307768888612,0.8437723107555445,0.02530149830364712
6,47,2,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.102,0.08948985374022951,0.11603611589564782,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0865,0.07495944584682306,0.0996259522547731,0.0005,8.826773070546787e-05,0.0028268625032662133,0.11,0.09702766640529693,0.12446763047408034,0.4755,0.4536811651658317,0.49741277015094953,0.021561706532184758,0.8624682612873903,-8.551377991268896e-05
6,47,2,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.079,0.0679692639204037,0.09164488989041128,0.018,0.01302999144428223,0.024818042134845595,0.205,0.18788077269708534,0.2232502851988538,0.0025,0.0010683087284139143,0.005839153316432755,0.0075,0.004550377435809225,0.012337914136224913,0.087,0.07542647321668068,0.10015700783763422,0.021592080851952838,0.8636832340781134,0.024692948930119172
6,47,2,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.0055,0.003073897009543817,0.009822062751615332,0.0005,8.826773070546787e-05,0.0028268625032662133,0.4425,0.420863144587703,0.464357315849641,0.013,0.008886895534737305,0.01898030851720305,0.1005,0.08807923318177419,0.11445248759594692,0.486,0.46414335632114256,0.5079103210027324,0.021334375750930126,0.853375030037205,-1.563231297610265e-05
6,47,2,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.0035,0.0016964316970424177,0.007207196253241745,0.0015,0.0005102635836384819,0.004401032555770693,0.624,0.6025528116222458,0.6449717606520033,0.028,0.021625209947844046,0.03618448268565872,0.011,0.007275425411318251,0.016599446829747115,0.0945,0.08244593448548859,0.10810879085960753,0.021128788610592402,0.845151544423696,0.024804268508947343
6,47,6,0,0.0,0,0.0,0,0.0,0.025,2000,0.1485,0.13358986385449248,0.1647578203842283,0.0,1.0842021724855044e-19,0.001917047281252934,0.0345,0.027351694147721588,0.04343307687112489,0.0,1.0842021724855044e-19,0.001917047281252934,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005422758766151049,0.21691035064604194,2.707500627225759e-05
6,47,6,0,0.0,0,0.0,margin,0.025,0.025,2000,0.465,0.44322864571722487,0.48690554759246274,0.032,0.025139125203291417,0.04065523105196132,0.025,0.019014423503992475,0.032806771413197815,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0005,8.826773070546787e-05,0.0028268625032662133,0.2345,0.21645128937571745,0.2535666627306278,0.005424411251067449,0.21697645004269794,0.025035048012064447
6,47,6,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.043,0.03495107254461269,0.05280110867045247,0.0,1.0842021724855044e-19,0.001917047281252934,0.183,0.16666695547445123,0.20054845250186307,0.003,0.0013756299236301083,0.006529915073935308,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005419638130012979,0.21678552520051914,-3.374565128767044e-05
6,47,6,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.065,0.055007837621403224,0.07665999351328683,0.0075,0.004550377435809225,0.012337914136224913,0.2525,0.23394670491371472,0.27200223349050545,0.017,0.012190680521843938,0.023661187151846397,0.0005,8.826773070546787e-05,0.0028268625032662133,0.257,0.23832742289347897,0.27660426208520994,0.005412357900601126,0.21649431602404504,0.02496655827043334
6,47,6,0,0.0,delta,0.05,0,0.0,0.025,2000,0.002,0.0007780273070510575,0.005131351785076866,0.0,1.0842021724855044e-19,0.001917047281252934,0.6565,0.6354057754606769,0.6769941887402909,0.0545,0.045378356153563185,0.06532973297403316,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005400860725444072,0.21603442901776287,9.517506984547669e-05
6,47,6,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.001,0.0002742789176520342,0.003638934269038394,0.0005,8.826773070546787e-05,0.0028268625032662133,0.742,0.7223734262506247,0.7606987228652489,0.0795,0.06843435071112523,0.0921778860524085,0.0015,0.0005102635836384819,0.004401032555770693,0.2525,0.23394670491371472,0.27200223349050545,0.0054351056399488725,0.2174042255979549,0.024928110191304902
6,47,6,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.497,0.4751140951980067,0.5188974070856807,0.0035,0.0016964316970424177,0.007207196253241745,0.0015,0.0005102635836384819,0.004401032555770693,0.0,1.0842021724855044e-19,0.001917047281252934,0.004,0.0020282466069651696,0.007873464296037741,0.778,0.7592629744365406,0.7956711472750827,0.021278498496480253,0.8511399398592101,-0.00014366404083257238
6,47,6,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.459,0.4372601333273435,0.48089706454971914,0.109,0.09608415062582279,0.12341498034811699,0.0155,0.010940972933704062,0.021916645881830028,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.2045,0.18739771047635959,0.22273526446686084,0.021302342439778375,0.852093697591135,0.024842912662132507
6,47,6,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.1955,0.17870981012231002,0.213457671671973,0.006,0.003435594376936234,0.010458448336941664,0.044,0.03585182041641652,0.05389652670408614,0.0,1.0842021724855044e-19,0.001917047281252934,0.0095,0.006090240228609851,0.014790383154299275,0.802,0.7839638291131115,0.8188782743290117,0.021305752371172274,0.8522300948468909,9.88709564331358e-05
6,47,6,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.079,0.0679692639204037,0.09164488989041128,0.029,0.022500401616129873,0.03730545692281039,0.1805,0.16426184953647252,0.19796314367624804,0.001,0.0002742789176520342,0.003638934269038394,0.0,1.0842021724855044e-19,0.001917047281252934,0.177,0.16089671809231565,0.19434169445137367,0.021286730552002375,0.8514692220800949,0.025345085017752386
6,47,6,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.006,0.003435594376936234,0.010458448336941664,0.0005,8.826773070546787e-05,0.0028268625032662133,0.3475,0.3269413555414848,0.36864334387929726,0.002,0.0007780273070510575,0.005131351785076866,0.004,0.0020282466069651696,0.007873464296037741,0.794,0.7757197975727613,0.8111529786258619,0.02131694075811766,0.8526776303247063,-0.0001476855083901118
6,47,6,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.001,0.0002742789176520342,0.003638934269038394,0.001,0.0002742789176520342,0.003638934269038394,0.61,0.5884323924516162,0.6311458571465081,0.015,0.010527098037106688,0.021332437825708653,0.001,0.0002742789176520342,0.003638934269038394,0.1945,0.1777453490221474,0.21242596686669812,0.02119139261600394,0.8476557046401575,0.025015660427279558
6,47,12,0,0.0,0,0.0,0,0.0,0.025,2000,0.18,0.16378097147756693,0.19744593878243488,0.0,1.0842021724855044e-19,0.001917047281252934,0.021,0.015573520825817387,0.028263010469622922,0.001,0.0002742789176520342,0.003638934269038394,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0053827686681283266,0.21531074672513306,2.422487476463371e-05
6,47,12,0,0.0,0,0.0,margin,0.025,0.025,2000,0.4635,0.4417362201390271,0.4854037243125043,0.04,0.032256746939981165,0.04950693655877153,0.0275,0.021188498165677007,0.03562311151510701,0.001,0.0002742789176520342,0.003638934269038394,0.0,1.0842021724855044e-19,0.001917047281252934,0.3255,0.30531626073663215,0.3463527887645251,0.005382199541138149,0.21528798164552596,0.025064193856571763
6,47,12,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.0525,0.04355496702511128,0.06316079029161008,0.0,1.0842021724855044e-19,0.001917047281252934,0.1745,0.15849452035891382,0.19175347742118176,0.005,0.0027181808584985597,0.009179695949941846,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0054059982951706565,0.21623993180682624,0.00012911632559753415
6,47,12,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.0535,0.04446618753651597,0.06424573568564287,0.009,0.005700499728577407,0.014182040701612969,0.257,0.23832742289347897,0.27660426208520994,0.012,0.008077154276022635,0.017793883870480226,0.0,1.0842021724855044e-19,0.001917047281252934,0.344,0.32349766533155805,0.36510045342019276,0.005361763494260566,0.21447053977042263,0.02508668363152611
6,47,12,0,0.0,delta,0.05,0,0.0,0.025,2000,0.0025,0.0010683087284139143,0.005839153316432755,0.0,1.0842021724855044e-19,0.001917047281252934,0.616,0.5944817195328204,0.6370735254979288,0.0405,0.03270494331440327,0.05005682313706816,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.005399477016990539,0.21597908067962154,6.69960140445866e-05
6,47,12,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.0015,0.0005102635836384819,0.004401032555770693,0.0,1.0842021724855044e-19,0.001917047281252934,0.738,0.7182854779032395,0.7568020075908841,0.091,0.07916698061730579,0.1044011640587591,0.0,1.0842021724855044e-19,0.001917047281252934,0.3425,0.3220221796329167,0.363581690260678,0.005447241980173052,0.2178896792069221,0.024900799942919535
6,47,12,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.616,0.5944817195328204,0.6370735254979288,0.0115,0.007675227286212753,0.01719772790757136,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0005,8.826773070546787e-05,0.0028268625032662133,0.9035,0.889774970136178,0.9156779727078507,0.021138617786467126,0.845544711458685,0.00014010930072433177
6,47,12,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.499,0.47710991149865634,0.5208939225959061,0.142,0.12738805517520033,0.1579845506781767,0.013,0.008886895534737305,0.01898030851720305,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.2775,0.2583169041326927,0.2975361819074648,0.021422263903028205,0.8568905561211282,0.0250545862571247
6,47,12,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.225,0.20723612332971553,0.24381825267497353,0.003,0.0013756299236301083,0.006529915073935308,0.0275,0.021188498165677007,0.03562311151510701,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.9125,0.8993120578362034,0.9241063781567628,0.021207458920170386,0.8482983568068154,0.0003679817506637486
6,47,12,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.081,0.06983042853923943,0.09377605708245051,0.044,0.03585182041641652,0.05389652670408614,0.169,0.15321410271973138,0.18605498258045802,0.001,0.0002742789176520342,0.003638934269038394,0.0,1.0842021724855044e-19,0.001917047281252934,0.292,0.27248689798007886,0.3123105936889222,0.0212682100035503,0.850728400142012,0.025190540227522942
6,47,12,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.011,0.007275425411318251,0.016599446829747115,0.0,1.0842021724855044e-19,0.001917047281252934,0.266,0.2470967619787775,0.2858004161488489,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0005,8.826773070546787e-05,0.0028268625032662133,0.9065,0.8929499767198155,0.9184914638405257,0.02113027939505578,0.8452111758022313,-0.0002652334724220592
6,47,12,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.001,0.0002742789176520342,0.003638934269038394,0.0005,8.826773070546787e-05,0.0028268625032662133,0.6085,0.5869205913312101,0.6296634094087581,0.0085,0.005313767739685552,0.013570689737786079,0.0,1.0842021724855044e-19,0.001917047281252934,0.2845,0.2651544714958926,0.30467177588232724,0.021263607125837754,0.8505442850335101,0.025039667121316677
6,93,1,0,0.0,0,0.0,0,0.0,0.025,2000,0.048,0.03946691899074102,0.05826609175151162,0.0,1.0842021724855044e-19,0.001917047281252934,0.0425,0.03450117971009799,0.05225291855224844,0.001,0.0002742789176520342,0.003638934269038394,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0038310669212468047,0.15324267684987217,-3.0249229333933965e-05
6,93,1,0,0.0,0,0.0,margin,0.025,0.025,2000,0.4405,0.4188772751220193,0.46235085350444977,0.0175,0.012609752959581211,0.024240197666827872,0.0225,0.01685787548400037,0.02997290466959618,0.001,0.0002742789176520342,0.003638934269038394,0.065,0.055007837621403224,0.07665999351328683,0.065,0.055007837621403224,0.07665999351328683,0.0037980987538166686,0.15192395015266674,0.025014377231633043
6,93,1,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.0105,0.006877887380873443,0.015998901907473176,0.0,1.0842021724855044e-19,0.001917047281252934,0.2605,0.24173648181135166,0.2801817838363685,0.013,0.008886895534737305,0.01898030851720305,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.003823669093422896,0.15294676373691585,-5.8261952660183165e-05
6,93,1,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.0555,0.04629144858684901,0.06641280644618483,0.006,0.003435594376936234,0.010458448336941664,0.264,0.24514712228916352,0.28375772402758787,0.013,0.008886895534737305,0.01898030851720305,0.065,0.055007837621403224,0.07665999351328683,0.065,0.055007837621403224,0.07665999351328683,0.0038390365545931584,0.15356146218372632,0.025012172959648787
6,93,1,0,0.0,delta,0.05,0,0.0,0.025,2000,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.724,0.7039936445634307,0.7431475182545679,0.0805,0.06936493417594901,0.09324346849302219,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.003833962221189752,0.15335848884759007,-8.614212829237934e-06
6,93,1,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.7145,0.6943093321283185,0.733868254588024,0.0955,0.08338376688235076,0.10916712436818286,0.062,0.05224755446133823,0.07343177895703933,0.062,0.05224755446133823,0.07343177895703933,0.0038626568587804755,0.154506274351219,0.024934805722349348
6,93,1,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.2045,0.18739771047635959,0.22273526446686084,0.002,0.0007780273070510575,0.005131351785076866,0.0135,0.009294493997659236,0.019570793006999862,0.0005,8.826773070546787e-05,0.0028268625032662133,0.325,0.304825368785213,0.3458455977632255,0.325,0.304825368785213,0.3458455977632255,0.020857168541593918,0.8342867416637567,3.88065105594744e-06
6,93,1,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.415,0.39358894368635533,0.43673695435145754,0.0315,0.02469804258437448,0.0400982307181595,0.025,0.019014423503992475,0.032806771413197815,0.0,1.0842021724855044e-19,0.001917047281252934,0.0535,0.04446618753651597,0.06424573568564287,0.0535,0.04446618753651597,0.06424573568564287,0.020741715415142616,0.8296686166057046,0.024676069744441025
6,93,1,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.071,0.06054753478172682,0.08309729178558818,0.0005,8.826773070546787e-05,0.0028268625032662133,0.117,0.10364199138514973,0.13182646683229002,0.001,0.0002742789176520342,0.003638934269038394,0.3055,0.2857016368980114,0.32604409449439586,0.3055,0.2857016368980114,0.32604409449439586,0.02090461372194958,0.8361845488779831,0.000329463913460553
6,93,1,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.0725,0.06193616869555324,0.08470290672991801,0.0095,0.006090240228609851,0.014790383154299275,0.215,0.19755057667839035,0.23354214027192374,0.007,0.0041743460559210965,0.011715862563394297,0.0475,0.03901402059617837,0.05772090719335553,0.0475,0.03901402059617837,0.05772090719335553,0.021235776839483286,0.8494310735793315,0.025324992074443928
6,93,1,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.0035,0.0016964316970424177,0.007207196253241745,0.0,1.0842021724855044e-19,0.001917047281252934,0.5285,0.506588839183156,0.5503018891218124,0.022,0.0164289081143177,0.0294037890865601,0.29,0.27053093918630444,0.31027422067182164,0.29,0.27053093918630444,0.31027422067182164,0.021411203414141704,0.8564481365656681,9.115895523166633e-05
6,93,1,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0005,8.826773070546787e-05,0.0028268625032662133,0.6335,0.6121452300862917,0.6543429182896137,0.0415,0.033602383185357104,0.05115554917155182,0.0475,0.03901402059617837,0.05772090719335553,0.0475,0.03901402059617837,0.05772090719335553,0.020933751866118983,0.8373500746447593,0.02504778050280484
6,93,2,0,0.0,0,0.0,0,0.0,0.025,2000,0.0595,0.04995260683841223,0.07073631181637158,0.0,1.0842021724855044e-19,0.001917047281252934,0.0365,0.02912975228047479,0.045647350549246665,0.001,0.0002742789176520342,0.003638934269038394,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0038458667549106547,0.1538346701964262,2.7565758977896534e-05
6,93,2,0,0.0,0,0.0,margin,0.025,0.025,2000,0.467,0.445218854626545,0.4889076704940176,0.022,0.0164289081143177,0.0294037890865601,0.0205,0.01514715886374858,0.02769128947897298,0.001,0.0002742789176520342,0.003638934269038394,0.0185,0.013451349814109871,0.025394766717736703,0.11,0.09702766640529693,0.12446763047408034,0.0038122590960126893,0.15249036384050757,0.02502050329409277
6,93,2,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.02,0.014721726201265444,0.027118639188737373,0.0,1.0842021724855044e-19,0.001917047281252934,0.2065,0.18933020760743016,0.2247950991466652,0.0065,0.0038025964940741515,0.011089529172522494,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.003844163497177842,0.15376653988711367,-1.554935958122539e-05
6,93,2,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.0515,0.042644720050338814,0.062074871360945055,0.0025,0.0010683087284139143,0.005839153316432755,0.258,0.23930127713475113,0.27762657374937527,0.0125,0.008481081388571086,0.018388039710650523,0.0165,0.01177282360725337,0.023080961113718216,0.121,0.10742889948295903,0.13602422235623068,0.0038667221961461162,0.15466888784584465,0.02496367979139096
6,93,2,0,0.0,delta,0.05,0,0.0,0.025,2000,0.0015,0.0005102635836384819,0.004401032555770693,0.0,1.0842021724855044e-19,0.001917047281252934,0.6825,0.6617654738724162,0.7025348038699263,0.0695,0.059160340573897574,0.08149023713526121,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.003841834025021634,0.15367336100086537,-8.963154112011308e-05
6,93,2,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.001,0.0002742789176520342,0.003638934269038394,0.0,1.0842021724855044e-19,0.001917047281252934,0.7305,0.7106260883764738,0.7494901528268686,0.0975,0.08526070981102837,0.11128251325038024,0.014,0.009703783146220175,0.020159586811157672,0.106,0.09325577694146077,0.12025485631616652,0.003900837719449741,0.15603350877798963,0.02497652772311307
6,93,2,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.3155,0.29550350721667695,0.3362038832301053,0.0025,0.0010683087284139143,0.005839153316432755,0.007,0.0041743460559210965,0.011715862563394297,0.0,1.0842021724855044e-19,0.001917047281252934,0.132,0.11786817910390121,0.1475427676951009,0.493,0.4711235114948243,0.5149033271671131,0.020772974819109398,0.8309189927643759,0.0001174075498161163
6,93,2,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.472,0.450195915853408,0.49391143879434196,0.0525,0.04355496702511128,0.06316079029161008,0.0195,0.014297256348690845,0.026545026088593226,0.0,1.0842021724855044e-19,0.001917047281252934,0.011,0.007275425411318251,0.016599446829747115,0.093,0.08104000170965553,0.10652047477728435,0.020911616865862015,0.8364646746344806,0.024692698165448626
6,93,2,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.102,0.08948985374022951,0.11603611589564782,0.0,1.0842021724855044e-19,0.001917047281252934,0.095,0.08291479680735943,0.10863801149045545,0.0005,8.826773070546787e-05,0.0028268625032662133,0.1255,0.11169516279841597,0.14074070561524243,0.5085,0.4865948134137185,0.5303725967825,0.020803582157392874,0.8321432862957149,-0.00018352250557298155
6,93,2,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.078,0.06703950613485772,0.09057848177051976,0.025,0.019014423503992475,0.032806771413197815,0.202,0.18498302507432463,0.22015953510530212,0.0025,0.0010683087284139143,0.005839153316432755,0.006,0.003435594376936234,0.010458448336941664,0.0785,0.06750431532799306,0.09111175553010317,0.021064885078957055,0.8425954031582822,0.024777024998875793
6,93,2,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.002,0.0007780273070510575,0.005131351785076866,0.0,1.0842021724855044e-19,0.001917047281252934,0.463,0.4412387889910627,0.4849030725077499,0.009,0.005700499728577407,0.014182040701612969,0.112,0.09891575901603857,0.12657186967421372,0.5025,0.48060343126068417,0.5243869835029094,0.021042928956389685,0.8417171582555873,-0.0001504658852872348
6,93,2,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0005,8.826773070546787e-05,0.0028268625032662133,0.6225,0.6010390156006559,0.6434913078154373,0.0415,0.033602383185357104,0.05115554917155182,0.006,0.003435594376936234,0.010458448336941664,0.079,0.0679692639204037,0.09164488989041128,0.021201820528413552,0.848072821136542,0.025386711340283852
6,93,6,0,0.0,0,0.0,0,0.0,0.025,2000,0.114,0.10080523897679412,0.12867472152433315,0.0,1.0842021724855044e-19,0.001917047281252934,0.033,0.026022752700289677,0.041767769460400554,0.0005,8.826773070546787e-05,0.0028268625032662133,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0038390235484134904,0.1535609419365396,8.09829896994885e-06
6,93,6,0,0.0,0,0.0,margin,0.025,0.025,2000,0.4425,0.420863144587703,0.464357315849641,0.0285,0.022062516054529094,0.03674525953169242,0.0245,0.01858163028213664,0.032241481682334906,0.0005,8.826773070546787e-05,0.0028268625032662133,0.001,0.0002742789176520342,0.003638934269038394,0.24,0.22179234080261478,0.2592045237836367,0.003854730074371147,0.15418920297484587,0.02502831509939155
6,93,6,0,0.0,half_delta,0.025,0,0.0,0.025,2000,0.0275,0.021188498165677007,0.03562311151510701,0.0,1.0842021724855044e-19,0.001917047281252934,0.193,0.17629898745996453,0.21087807957072474,0.0065,0.0038025964940741515,0.011089529172522494,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0038635830632874624,0.1545433225314985,-1.7508172244946052e-06
6,93,6,0,0.0,half_delta,0.025,margin,0.025,0.025,2000,0.0525,0.04355496702511128,0.06316079029161008,0.007,0.0041743460559210965,0.011715862563394297,0.279,0.25978160014051965,0.2990657347577941,0.0145,0.01011467734679028,0.020746775563306317,0.001,0.0002742789176520342,0.003638934269038394,0.239,0.22082092237035653,0.2581797763104574,0.003870479657995614,0.15481918631982455,0.024988890312020198
6,93,6,0,0.0,delta,0.05,0,0.0,0.025,2000,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.691,0.6703987237896356,0.7108689641489256,0.065,0.055007837621403224,0.07665999351328683,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0038820972106994815,0.15528388842797924,7.170962702323969e-06
6,93,6,0,0.0,delta,0.05,margin,0.025,0.025,2000,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.717,0.696856785116098,0.7363112163638381,0.092,0.08010326619960463,0.10546104438189775,0.0005,8.826773070546787e-05,0.0028268625032662133,0.234,0.21596595290745405,0.25305391624617246,0.003869153157997557,0.15476612631990228,0.024920221998707113
6,93,6,half_limit,0.01899110076791385,0,0.0,0,0.0,0.025,2000,0.5065,0.4845973363535631,0.5283777420317803,0.005,0.0027181808584985597,0.009179695949941846,0.005,0.0027181808584985597,0.009179695949941846,0.0,1.0842021724855044e-19,0.001917047281252934,0.006,0.003435594376936234,0.010458448336941664,0.8,0.7819018061397925,0.8169479654914557,0.020967152092597415,0.8386860837038965,8.36382189556953e-05
6,93,6,half_limit,0.01899110076791385,0,0.0,margin,0.025,0.025,2000,0.494,0.47212102629723074,0.5159019782701442,0.106,0.09325577694146077,0.12025485631616652,0.0115,0.007675227286212753,0.01719772790757136,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.182,0.16570477058207264,0.19951447148880416,0.020955581542765767,0.8382232617106307,0.02508094236181394
6,93,6,half_limit,0.01899110076791385,half_delta,0.025,0,0.0,0.025,2000,0.161,0.14554475026587133,0.1777550077908181,0.0005,8.826773070546787e-05,0.0028268625032662133,0.048,0.03946691899074102,0.05826609175151162,0.0,1.0842021724855044e-19,0.001917047281252934,0.005,0.0027181808584985597,0.009179695949941846,0.8105,0.7927352161406862,0.8270742974976557,0.021116840542821765,0.8446736217128705,0.00026853204393308794
6,93,6,half_limit,0.01899110076791385,half_delta,0.025,margin,0.025,0.025,2000,0.074,0.06332620153509969,0.08630712274852781,0.029,0.022500401616129873,0.03730545692281039,0.183,0.16666695547445123,0.20054845250186307,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.185,0.16859188991831542,0.20261584986887388,0.020902339389371107,0.8360935755748442,0.025103244646444242
6,93,6,half_limit,0.01899110076791385,delta,0.05,0,0.0,0.025,2000,0.01,0.006482767876552687,0.015395938459075187,0.0,1.0842021724855044e-19,0.001917047281252934,0.3555,0.334817286945448,0.37673673971883403,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0075,0.004550377435809225,0.012337914136224913,0.8085,0.7906702069434384,0.8251469748840286,0.021093665233617817,0.8437466093447127,-8.318342171218792e-05
6,93,6,half_limit,0.01899110076791385,delta,0.05,margin,0.025,0.025,2000,0.001,0.0002742789176520342,0.003638934269038394,0.0,1.0842021724855044e-19,0.001917047281252934,0.589,0.5672862632632163,0.6103725023207207,0.0125,0.008481081388571086,0.018388039710650523,0.0,1.0842021724855044e-19,0.001917047281252934,0.193,0.17629898745996453,0.21087807957072474,0.021081165915411308,0.8432466366164523,0.024915722522220338
6,93,12,0,0.0,0,0.0,0,0.0,0.025,2000,0.135,0.1207213108764002,0.1506781336389144,0.0,1.0842021724855044e-19,0.001917047281252934,0.0345,0.027351694147721588,0.04343307687112489,0.0,1.0842021724855044e-19,0.001917047281252934,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.003825551051784671,0.15302204207138684,-1.1045353089517871e-05
