end,dps,filed,concept,eps,ticker,dps_prev,gap
2018-06-30,0.1,2018-11-02,CommonStockDividendsPerShareDeclared,0.34,BALL,0.1,91.0
2018-09-30,0.1,2018-11-02,CommonStockDividendsPerShareDeclared,0.17,BALL,0.1,92.0
2018-12-31,0.09999999999999998,2019-02-22,CommonStockDividendsPerShareDeclared,0.45,BALL,0.1,92.0
2019-03-31,0.1,2019-05-03,CommonStockDividendsPerShareDeclared,0.35,BALL,0.09999999999999998,90.0
2019-06-30,0.15,2019-08-02,CommonStockDividendsPerShareDeclared,0.59,BALL,0.1,91.0
2008-06-30,0.218,2009-07-28,CommonStockDividendsPerShareDeclared,0.87,BAX,,
2008-09-30,0.218,2009-10-29,CommonStockDividendsPerShareDeclared,0.76,BAX,0.218,92.0
2009-03-31,0.26,2010-05-10,CommonStockDividendsPerShareDeclared,0.84,BAX,0.218,182.0
2009-06-30,0.26,2009-07-28,CommonStockDividendsPerShareDeclared,0.97,BAX,0.26,91.0
2009-09-30,0.26,2009-10-29,CommonStockDividendsPerShareDeclared,0.88,BAX,0.26,92.0
2009-12-31,0.29,2011-02-23,CommonStockDividendsPerShareDeclared,0.94,BAX,0.26,92.0
2010-03-31,0.29,2010-05-10,CommonStockDividendsPerShareDeclared,-0.11,BAX,0.29,90.0
2010-06-30,0.29,2010-08-05,CommonStockDividendsPerShareDeclared,0.9,BAX,0.29,91.0
2010-09-30,0.29,2010-11-03,CommonStockDividendsPerShareDeclared,0.9,BAX,0.29,92.0
2010-12-31,0.31,2011-02-23,CommonStockDividendsPerShareDeclared,0.73,BAX,0.29,92.0
2011-03-31,0.31,2011-05-03,CommonStockDividendsPerShareDeclared,0.99,BAX,0.31,90.0
2011-06-30,0.31,2011-08-02,CommonStockDividendsPerShareDeclared,1.08,BAX,0.31,91.0
2011-09-30,0.31,2011-11-02,CommonStockDividendsPerShareDeclared,1.02,BAX,0.31,92.0
2011-12-31,0.335,2012-02-23,CommonStockDividendsPerShareDeclared,0.82,BAX,0.31,92.0
2012-03-31,0.335,2012-05-03,CommonStockDividendsPerShareDeclared,1.05,BAX,0.335,91.0
2012-06-30,0.335,2012-08-02,CommonStockDividendsPerShareDeclared,1.2,BAX,0.335,91.0
2012-09-30,0.45,2012-11-01,CommonStockDividendsPerShareDeclared,1.07,BAX,0.335,92.0
2012-12-31,0.45,2013-02-21,CommonStockDividendsPerShareDeclared,0.9,BAX,0.45,92.0
2013-03-31,0.45,2013-05-01,CommonStockDividendsPerShareDeclared,1.01,BAX,0.45,90.0
2013-06-30,0.49,2013-07-31,CommonStockDividendsPerShareDeclared,1.09,BAX,0.45,91.0
2013-09-30,0.49,2013-10-30,CommonStockDividendsPerShareDeclared,1.0,BAX,0.49,92.0
2013-12-31,0.49,2014-02-21,CommonStockDividendsPerShareDeclared,0.6,BAX,0.49,92.0
2014-03-31,0.49,2014-04-30,CommonStockDividendsPerShareDeclared,1.02,BAX,0.49,90.0
2014-06-30,0.52,2014-07-30,CommonStockDividendsPerShareDeclared,0.96,BAX,0.49,91.0
2014-09-30,0.52,2014-10-29,CommonStockDividendsPerShareDeclared,0.86,BAX,0.52,92.0
2014-12-31,0.52,2015-02-26,CommonStockDividendsPerShareDeclared,1.76,BAX,0.52,92.0
2015-03-31,0.52,2015-05-06,CommonStockDividendsPerShareDeclared,0.79,BAX,0.52,90.0
2015-06-30,0.52,2015-08-07,CommonStockDividendsPerShareDeclared,0.61,BAX,0.52,91.0
2015-09-30,0.115,2015-11-09,CommonStockDividendsPerShareDeclared,0.0,BAX,0.52,92.0
2015-12-31,0.115,2016-02-26,CommonStockDividendsPerShareDeclared,0.37,BAX,0.115,92.0
2016-03-31,0.115,2016-05-06,CommonStockDividendsPerShareDeclared,6.16,BAX,0.115,91.0
2016-06-30,0.13,2016-08-04,CommonStockDividendsPerShareDeclared,2.21,BAX,0.115,91.0
2016-09-30,0.13,2016-11-07,CommonStockDividendsPerShareDeclared,0.24,BAX,0.13,92.0
2016-12-31,0.13,2017-02-23,CommonStockDividendsPerShareDeclared,0.45,BAX,0.13,92.0
2017-03-31,0.13,2017-05-04,CommonStockDividendsPerShareDeclared,0.5,BAX,0.13,90.0
2017-06-30,0.16,2017-08-07,CommonStockDividendsPerShareDeclared,0.49,BAX,0.13,91.0
2017-09-30,0.16,2017-11-02,CommonStockDividendsPerShareDeclared,0.46,BAX,0.16,92.0
2017-12-31,0.16,2018-02-23,CommonStockDividendsPerShareDeclared,-0.13,BAX,0.16,92.0
2018-03-31,0.16,2018-05-09,CommonStockDividendsPerShareDeclared,0.72,BAX,0.16,90.0
2018-06-30,0.19,2018-08-06,CommonStockDividendsPerShareDeclared,0.64,BAX,0.16,91.0
2018-09-30,0.19,2018-11-05,CommonStockDividendsPerShareDeclared,1.02,BAX,0.19,92.0
2018-12-31,0.19,2019-02-21,CommonStockDividendsPerShareDeclared,0.66,BAX,0.19,92.0
2019-03-31,0.19,2019-05-08,CommonStockDividendsPerShareDeclared,0.68,BAX,0.19,90.0
2019-06-30,0.22,2019-07-30,CommonStockDividendsPerShareDeclared,0.67,BAX,0.19,91.0
2019-09-30,0.22,2020-03-17,CommonStockDividendsPerShareDeclared,0.72,BAX,0.22,92.0
2019-12-31,0.22,2020-03-17,CommonStockDividendsPerShareDeclared,-0.05,BAX,0.22,92.0
2020-03-31,0.22,2020-04-30,CommonStockDividendsPerShareDeclared,0.65,BAX,0.22,91.0
2020-06-30,0.245,2020-07-30,CommonStockDividendsPerShareDeclared,0.48,BAX,0.22,91.0
2020-09-30,0.245,2020-10-29,CommonStockDividendsPerShareDeclared,0.7,BAX,0.245,92.0
2020-12-31,0.245,2021-02-11,CommonStockDividendsPerShareDeclared,0.33,BAX,0.245,92.0
2021-03-31,0.245,2021-04-29,CommonStockDividendsPerShareDeclared,0.59,BAX,0.245,90.0
2021-06-30,0.28,2021-07-29,CommonStockDividendsPerShareDeclared,0.59,BAX,0.245,91.0
2021-09-30,0.28,2021-10-28,CommonStockDividendsPerShareDeclared,0.9,BAX,0.28,92.0
2021-12-31,0.2799999999999999,2022-02-23,CommonStockDividendsPerShareDeclared,0.48,BAX,0.28,92.0
2022-03-31,0.28,2022-04-28,CommonStockDividendsPerShareDeclared,0.14,BAX,0.2799999999999999,90.0
2022-06-30,0.29,2022-07-28,CommonStockDividendsPerShareDeclared,0.5,BAX,0.28,91.0
2022-09-30,0.29,2022-10-27,CommonStockDividendsPerShareDeclared,-5.83,BAX,0.29,92.0
2022-12-31,0.2899999999999998,2023-02-09,CommonStockDividendsPerShareDeclared,0.36,BAX,0.29,92.0
2023-03-31,0.29,2023-04-27,CommonStockDividendsPerShareDeclared,0.09,BAX,0.2899999999999998,90.0
2023-06-30,0.29,2023-07-27,CommonStockDividendsPerShareDeclared,-0.28,BAX,0.29,91.0
2023-09-30,0.29,2023-11-02,CommonStockDividendsPerShareDeclared,4.95,BAX,0.29,92.0
2023-12-31,0.29000000000000004,2024-02-08,CommonStockDividendsPerShareDeclared,0.48,BAX,0.29,92.0
2024-03-31,0.29,2024-05-02,CommonStockDividendsPerShareDeclared,0.07,BAX,0.29000000000000004,91.0
2024-06-30,0.29,2024-08-06,CommonStockDividendsPerShareDeclared,-0.62,BAX,0.29,91.0
2024-09-30,0.29,2024-11-12,CommonStockDividendsPerShareDeclared,0.27,BAX,0.29,92.0
2024-12-31,0.17000000000000015,2025-02-21,CommonStockDividendsPerShareDeclared,-1.0,BAX,0.29,92.0
2025-03-31,0.17,2025-05-06,CommonStockDividendsPerShareDeclared,0.25,BAX,0.17000000000000015,90.0
2025-06-30,0.17,2025-08-05,CommonStockDividendsPerShareDeclared,0.18,BAX,0.17,91.0
2025-09-30,0.17,2025-11-04,CommonStockDividendsPerShareDeclared,-0.09,BAX,0.17,92.0
2025-12-31,0.010000000000000009,2026-02-12,CommonStockDividendsPerShareDeclared,-2.21,BAX,0.17,92.0
2026-03-31,0.01,2026-04-30,CommonStockDividendsPerShareDeclared,-0.03,BAX,0.010000000000000009,90.0
2026-06-30,0.01,2026-07-30,CommonStockDividendsPerShareDeclared,0.24,BAX,0.01,91.0
2010-05-01,1.15,2011-06-03,CommonStockDividendsPerShareDeclared,0.35,BBWI,,
2010-07-31,0.15,2011-08-31,CommonStockDividendsPerShareDeclared,0.55,BBWI,1.15,91.0
2010-10-30,150000.0,2011-12-02,CommonStockDividendsPerShareDeclared,0.19,BBWI,0.15,91.0
2011-01-29,0.0,2013-03-22,CommonStockDividendsPerShareDeclared,1.4,BBWI,150000.0,91.0
2011-04-30,0.2,2011-06-03,CommonStockDividendsPerShareDeclared,0.52,BBWI,0.0,91.0
2011-07-30,1.2,2011-08-31,CommonStockDividendsPerShareDeclared,0.76,BBWI,0.2,91.0
2011-10-29,200000.0,2011-12-02,CommonStockDividendsPerShareDeclared,320000.0,BBWI,1.2,91.0
2012-01-28,0.0,2013-03-22,CommonStockDividendsPerShareDeclared,-319998.48000000004,BBWI,200000.0,91.0
2012-04-28,250000.0,2012-06-01,CommonStockDividendsPerShareDeclared,430000.0,BBWI,0.0,91.0
2012-07-28,250000.0,2012-08-31,CommonStockDividendsPerShareDeclared,500000.0,BBWI,250000.0,91.0
2012-10-27,1250000.0,2012-11-30,CommonStockDividendsPerShareDeclared,260000.0,BBWI,250000.0,91.0
2013-02-02,0.0,2013-03-22,CommonStockDividendsPerShareDeclared,1.43,BBWI,1250000.0,98.0
2013-05-04,300000.0,2013-06-07,CommonStockDividendsPerShareDeclared,490000.0,BBWI,0.0,91.0
2013-08-03,300000.0,2013-09-06,CommonStockDividendsPerShareDeclared,620000.0,BBWI,300000.0,91.0
2013-11-02,300000.0,2013-12-06,CommonStockDividendsPerShareDeclared,320000.0,BBWI,300000.0,91.0
2014-02-01,0.0,2014-03-21,CommonStockDividendsPerShareDeclared,1.69,BBWI,300000.0,91.0
2014-05-03,1340000.0,2014-06-06,CommonStockDividendsPerShareDeclared,540000.0,BBWI,0.0,91.0
2014-08-02,340000.0,2014-09-05,CommonStockDividendsPerShareDeclared,650000.0,BBWI,1340000.0,91.0
2014-11-01,340000.0,2014-12-05,CommonStockDividendsPerShareDeclared,450000.0,BBWI,340000.0,91.0
2015-01-31,0.0,2015-03-20,CommonStockDividendsPerShareDeclared,1.93,BBWI,340000.0,91.0
2015-05-02,2500000.0,2015-06-05,CommonStockDividendsPerShareDeclared,860000.0,BBWI,0.0,91.0
2015-08-01,0.5,2015-09-04,CommonStockDividendsPerShareDeclared,0.69,BBWI,2500000.0,91.0
2015-10-31,0.5,2015-12-04,CommonStockDividendsPerShareDeclared,0.56,BBWI,0.5,91.0
2016-01-30,0.5,2016-03-18,CommonStockDividendsPerShareDeclared,2.19,BBWI,0.5,91.0
2016-04-30,2.6,2016-06-03,CommonStockDividendsPerShareDeclared,0.53,BBWI,0.5,91.0
2016-07-30,0.6,2016-09-02,CommonStockDividendsPerShareDeclared,0.88,BBWI,2.6,91.0
2016-10-29,0.6,2016-12-02,CommonStockDividendsPerShareDeclared,0.43,BBWI,0.6,91.0
2017-01-28,0.6000000000000001,2017-03-17,CommonStockDividendsPerShareDeclared,2.21,BBWI,0.6,91.0
2017-04-29,0.6,2017-06-02,CommonStockDividendsPerShareDeclared,0.33,BBWI,0.6000000000000001,91.0
2017-07-29,0.6,2017-09-01,CommonStockDividendsPerShareDeclared,0.48,BBWI,0.6,91.0
2017-10-28,0.6,2017-12-01,CommonStockDividendsPerShareDeclared,0.3,BBWI,0.6,91.0
2018-02-03,0.6000000000000001,2018-03-23,CommonStockDividendsPerShareDeclared,2.36,BBWI,0.6,98.0
2018-05-05,0.6,2018-06-07,CommonStockDividendsPerShareDeclared,0.17,BBWI,0.6000000000000001,91.0
2018-08-04,0.6,2018-09-07,CommonStockDividendsPerShareDeclared,0.36,BBWI,0.6,91.0
2018-11-03,0.6,2018-12-04,CommonStockDividendsPerShareDeclared,-0.16,BBWI,0.6,91.0
2019-02-02,0.6000000000000001,2019-03-22,CommonStockDividendsPerShareDeclared,1.96,BBWI,0.6,91.0
2019-05-04,0.3,2019-06-04,CommonStockDividendsPerShareDeclared,0.15,BBWI,0.6000000000000001,91.0
2019-08-03,0.3,2019-09-06,CommonStockDividendsPerShareDeclared,0.14,BBWI,0.3,91.0
2019-11-02,0.3,2019-12-06,CommonStockDividendsPerShareDeclared,-0.91,BBWI,0.3,91.0
2020-02-01,0.30000000000000004,2020-03-30,CommonStockDividendsPerShareDeclared,-0.7,BBWI,0.3,91.0
2020-05-02,0.3,2020-06-03,CommonStockDividendsPerShareDeclared,-1.07,BBWI,0.30000000000000004,91.0
2020-08-01,0.0,2020-09-03,CommonStockDividendsPerShareDeclared,-0.18,BBWI,0.3,91.0
2020-10-31,0.0,2020-12-04,CommonStockDividendsPerShareDeclared,1.19,BBWI,0.0,91.0
2021-01-30,0.0,2021-03-19,CommonStockDividendsPerShareDeclared,3.08,BBWI,0.0,91.0
2021-05-01,0.0,2021-06-03,CommonStockDividendsPerShareDeclared,0.99,BBWI,0.0,91.0
2021-07-31,0.15,2021-09-02,CommonStockDividendsPerShareDeclared,1.36,BBWI,0.0,91.0
2021-10-30,0.15,2021-12-03,CommonStockDividendsPerShareDeclared,0.33,BBWI,0.15,91.0
2022-01-29,0.15000000000000002,2022-03-18,CommonStockDividendsPerShareDeclared,2.31,BBWI,0.15,91.0
2023-04-29,0.2,2024-11-26,CommonStockDividendsPerShareDeclared,0.36,BBWI,0.15000000000000002,455.0
2023-07-29,0.2,2024-11-26,CommonStockDividendsPerShareDeclared,0.43,BBWI,0.2,91.0
2023-10-28,0.2,2024-11-26,CommonStockDividendsPerShareDeclared,0.52,BBWI,0.2,91.0
2024-02-03,0.19999999999999996,2024-03-22,CommonStockDividendsPerShareDeclared,2.55,BBWI,0.2,98.0
2024-05-04,0.2,2024-11-26,CommonStockDividendsPerShareDeclared,0.39,BBWI,0.19999999999999996,91.0
2024-08-03,0.2,2024-11-26,CommonStockDividendsPerShareDeclared,0.68,BBWI,0.2,91.0
2024-11-02,0.2,2024-11-26,CommonStockDividendsPerShareDeclared,0.49,BBWI,0.2,91.0
2025-02-01,0.19999999999999996,2025-03-14,CommonStockDividendsPerShareDeclared,2.06,BBWI,0.2,91.0
2025-05-03,0.2,2025-05-29,CommonStockDividendsPerShareDeclared,0.49,BBWI,0.19999999999999996,91.0
2025-08-02,0.2,2025-08-28,CommonStockDividendsPerShareDeclared,0.31,BBWI,0.2,91.0
2025-11-01,0.2,2025-11-20,CommonStockDividendsPerShareDeclared,0.38,BBWI,0.2,91.0
2026-01-31,0.19999999999999996,2026-03-12,CommonStockDividendsPerShareDeclared,1.94,BBWI,0.2,91.0
2026-05-02,0.2,2026-05-27,CommonStockDividendsPerShareDeclared,0.91,BBWI,0.19999999999999996,91.0
2026-08-01,0.2,2026-08-26,CommonStockDividendsPerShareDeclared,0.59,BBWI,0.2,91.0
2008-08-30,0.13,2009-10-08,CommonStockDividendsPerShareDeclared,0.49,BBY,,
2008-11-29,0.14,2010-01-07,CommonStockDividendsPerShareDeclared,0.13,BBY,0.13,91.0
2009-05-30,0.14,2010-07-08,CommonStockDividendsPerShareDeclared,0.37,BBY,0.14,182.0
2009-08-29,0.14,2009-10-08,CommonStockDividendsPerShareDeclared,0.38,BBY,0.14,91.0
2009-11-28,0.14,2010-01-07,CommonStockDividendsPerShareDeclared,0.54,BBY,0.14,91.0
2010-02-27,0.14,2010-04-28,CommonStockDividendsPerShareDeclared,1.87,BBY,0.14,91.0
2010-05-29,0.14,2010-07-08,CommonStockDividendsPerShareDeclared,0.37,BBY,0.14,91.0
2010-08-28,0.14,2010-10-07,CommonStockDividendsPerShareDeclared,0.61,BBY,0.14,91.0
2010-11-27,0.15,2011-01-05,CommonStockDividendsPerShareDeclared,0.55,BBY,0.14,91.0
2011-02-26,0.1499999999999999,2011-04-25,CommonStockDividendsPerShareDeclared,1.61,BBY,0.15,91.0
2011-04-30,0.15,2012-06-13,CommonStockDividendsPerShareDeclared,0.54,BBY,0.1499999999999999,63.0
2011-05-28,0.15,2011-07-01,CommonStockDividendsPerShareDeclared,0.35,BBY,0.15,28.0
2011-07-30,0.15,2012-09-06,CommonStockDividendsPerShareDeclared,0.34,BBY,0.15,63.0
2011-08-27,0.15,2011-09-30,CommonStockDividendsPerShareDeclared,0.48,BBY,0.15,28.0
2011-10-29,0.16,2012-12-05,CommonStockDividendsPerShareDeclared,0.43,BBY,0.15,63.0
2011-11-26,0.16,2012-01-03,CommonStockDividendsPerShareDeclared,0.43,BBY,0.16,28.0
2012-05-05,0.16,2012-06-13,CommonStockDividendsPerShareDeclared,0.46,BBY,0.16,161.0
2012-08-04,0.16,2012-09-06,CommonStockDividendsPerShareDeclared,0.04,BBY,0.16,91.0
2012-11-03,0.17,2012-12-05,CommonStockDividendsPerShareDeclared,-0.03,BBY,0.16,91.0
2013-05-04,0.17,2013-06-07,CommonStockDividendsPerShareDeclared,-0.24,BBY,0.17,182.0
2013-08-03,0.17,2013-09-09,CommonStockDividendsPerShareDeclared,0.78,BBY,0.17,91.0
2013-11-02,0.17,2013-12-09,CommonStockDividendsPerShareDeclared,0.16,BBY,0.17,91.0
2014-02-01,0.17000000000000004,2014-03-28,CommonStockDividendsPerShareDeclared,0.86,BBY,0.17,91.0
2014-05-03,0.17,2014-06-09,CommonStockDividendsPerShareDeclared,1.33,BBY,0.17000000000000004,91.0
2014-08-02,0.17,2014-09-10,CommonStockDividendsPerShareDeclared,0.42,BBY,0.17,91.0
2014-11-01,0.19,2014-12-05,CommonStockDividendsPerShareDeclared,0.3,BBY,0.17,91.0
2015-01-31,0.18999999999999995,2015-03-31,CommonStockDividendsPerShareDeclared,1.48,BBY,0.19,91.0
2015-05-02,0.74,2015-06-08,CommonStockDividendsPerShareDeclared,0.37,BBY,0.18999999999999995,91.0
2015-08-01,0.23,2015-09-04,CommonStockDividendsPerShareDeclared,0.47,BBY,0.74,91.0
2015-10-31,0.23,2015-12-04,CommonStockDividendsPerShareDeclared,0.36,BBY,0.23,91.0
2016-01-30,0.22999999999999998,2016-03-23,CommonStockDividendsPerShareDeclared,1.39,BBY,0.23,91.0
2016-04-30,0.73,2016-06-09,CommonStockDividendsPerShareDeclared,0.71,BBY,0.22999999999999998,91.0
2016-07-30,0.28,2016-09-02,CommonStockDividendsPerShareDeclared,0.62,BBY,0.73,91.0
2016-10-29,0.28,2016-12-02,CommonStockDividendsPerShareDeclared,0.61,BBY,0.28,91.0
2017-01-28,0.28,2017-03-24,CommonStockDividendsPerShareDeclared,1.92,BBY,0.28,91.0
2017-04-29,0.34,2017-06-05,CommonStockDividendsPerShareDeclared,0.61,BBY,0.28,91.0
2017-07-29,0.34,2017-09-05,CommonStockDividendsPerShareDeclared,0.69,BBY,0.34,91.0
2017-10-28,0.34,2017-12-01,CommonStockDividendsPerShareDeclared,0.8,BBY,0.34,91.0
2018-02-03,0.3400000000000001,2018-04-02,CommonStockDividendsPerShareDeclared,1.2300000000000004,BBY,0.34,98.0
2018-05-05,0.45,2018-06-08,CommonStockDividendsPerShareDeclared,0.74,BBY,0.3400000000000001,91.0
2018-08-04,0.45,2018-09-10,CommonStockDividendsPerShareDeclared,0.88,BBY,0.45,91.0
2018-11-03,0.45,2018-12-07,CommonStockDividendsPerShareDeclared,1.01,BBY,0.45,91.0
2019-02-02,0.44999999999999996,2019-03-28,CommonStockDividendsPerShareDeclared,2.73,BBY,0.45,91.0
2019-05-04,0.5,2019-06-07,CommonStockDividendsPerShareDeclared,0.99,BBY,0.44999999999999996,91.0
2019-08-03,0.5,2019-09-06,CommonStockDividendsPerShareDeclared,0.89,BBY,0.5,91.0
2019-11-02,0.5,2019-12-06,CommonStockDividendsPerShareDeclared,1.11,BBY,0.5,91.0
2020-02-01,0.5,2020-03-23,CommonStockDividendsPerShareDeclared,2.87,BBY,0.5,91.0
2020-05-02,0.55,2020-05-27,CommonStockDividendsPerShareDeclared,0.61,BBY,0.5,91.0
2020-08-01,0.55,2020-08-31,CommonStockDividendsPerShareDeclared,1.67,BBY,0.55,91.0
2020-10-31,0.55,2020-11-30,CommonStockDividendsPerShareDeclared,1.5,BBY,0.55,91.0
2021-01-30,0.55,2021-03-19,CommonStockDividendsPerShareDeclared,3.15,BBY,0.55,91.0
2021-05-01,0.7,2022-06-02,CommonStockDividendsPerShareDeclared,2.35,BBY,0.55,91.0
2021-07-31,0.7,2021-08-31,CommonStockDividendsPerShareDeclared,2.93,BBY,0.7,91.0
2021-10-30,0.7,2021-12-03,CommonStockDividendsPerShareDeclared,2.02,BBY,0.7,91.0
2022-01-29,0.7000000000000002,2022-03-18,CommonStockDividendsPerShareDeclared,2.639999999999999,BBY,0.7,91.0
2022-04-30,0.88,2022-06-02,CommonStockDividendsPerShareDeclared,1.5,BBY,0.7000000000000002,91.0
2022-07-30,0.88,2022-09-08,CommonStockDividendsPerShareDeclared,1.36,BBY,0.88,91.0
2022-10-29,0.88,2022-12-06,CommonStockDividendsPerShareDeclared,1.23,BBY,0.88,91.0
2023-01-28,0.8799999999999999,2023-03-17,CommonStockDividendsPerShareDeclared,2.22,BBY,0.88,91.0
2023-04-29,0.92,2023-06-02,CommonStockDividendsPerShareDeclared,1.11,BBY,0.8799999999999999,91.0
2023-07-29,0.92,2023-09-01,CommonStockDividendsPerShareDeclared,1.25,BBY,0.92,91.0
2023-10-28,0.92,2023-12-01,CommonStockDividendsPerShareDeclared,1.21,BBY,0.92,91.0
2024-02-03,0.9199999999999999,2024-03-15,CommonStockDividendsPerShareDeclared,2.13,BBY,0.92,98.0
2024-05-04,0.94,2024-06-07,CommonStockDividendsPerShareDeclared,1.14,BBY,0.9199999999999999,91.0
2024-08-03,0.94,2024-09-06,CommonStockDividendsPerShareDeclared,1.35,BBY,0.94,91.0
2024-11-02,0.94,2024-12-06,CommonStockDividendsPerShareDeclared,1.27,BBY,0.94,91.0
2025-02-01,0.94,2025-03-19,CommonStockDividendsPerShareDeclared,0.5499999999999994,BBY,0.94,91.0
2025-05-03,0.95,2025-06-06,CommonStockDividendsPerShareDeclared,0.95,BBY,0.94,91.0
2025-08-02,0.95,2025-09-05,CommonStockDividendsPerShareDeclared,0.88,BBY,0.95,91.0
2025-11-01,0.95,2025-12-05,CommonStockDividendsPerShareDeclared,0.67,BBY,0.95,91.0
2026-01-31,0.9500000000000002,2026-03-18,CommonStockDividendsPerShareDeclared,2.56,BBY,0.95,91.0
2026-05-02,0.96,2026-06-05,CommonStockDividendsPerShareDeclared,1.31,BBY,0.9500000000000002,91.0
2010-04-03,0.0,2012-02-23,CommonStockDividendsPerShareDeclared,-0.15,BC,,
2010-07-03,0.0,2012-02-23,CommonStockDividendsPerShareDeclared,0.15,BC,0.0,91.0
2010-10-02,0.0,2012-02-23,CommonStockDividendsPerShareDeclared,-0.08,BC,0.0,91.0
2010-12-31,0.05,2012-02-23,CommonStockDividendsPerShareDeclared,-1.17,BC,0.0,90.0
2011-04-02,0.0,2012-02-23,CommonStockDividendsPerShareDeclared,0.31,BC,0.05,92.0
2011-07-02,0.0,2012-02-23,CommonStockDividendsPerShareDeclared,0.78,BC,0.0,91.0
2011-10-01,0.0,2012-02-23,CommonStockDividendsPerShareDeclared,0.05,BC,0.0,91.0
2011-12-31,0.05,2012-02-23,CommonStockDividendsPerShareDeclared,-0.33,BC,0.0,91.0
2012-03-31,0.0,2013-02-21,CommonStockDividendsPerShareDeclared,0.44,BC,0.05,91.0
2012-06-30,0.0,2013-02-21,CommonStockDividendsPerShareDeclared,0.93,BC,0.0,91.0
2012-09-29,0.0,2013-02-21,CommonStockDividendsPerShareDeclared,0.02,BC,0.0,91.0
2012-12-31,0.05,2013-02-21,CommonStockDividendsPerShareDeclared,-0.84,BC,0.0,93.0
2013-03-30,0.0,2014-02-14,CommonStockDividendsPerShareDeclared,0.55,BC,0.05,89.0
2013-06-29,0.0,2014-02-14,CommonStockDividendsPerShareDeclared,0.88,BC,0.0,91.0
2013-09-28,0.0,2014-02-14,CommonStockDividendsPerShareDeclared,0.63,BC,0.0,91.0
2013-12-31,0.1,2014-02-14,CommonStockDividendsPerShareDeclared,6.33,BC,0.0,94.0
2014-03-29,0.1,2014-04-30,CommonStockDividendsPerShareDeclared,0.61,BC,0.1,88.0
2014-06-28,0.1,2014-07-31,CommonStockDividendsPerShareDeclared,0.95,BC,0.1,91.0
2014-09-27,0.125,2014-10-31,CommonStockDividendsPerShareDeclared,1.11,BC,0.1,91.0
2014-12-31,0.125,2015-02-20,CommonStockDividendsPerShareDeclared,-0.05,BC,0.125,95.0
2015-04-04,0.125,2015-05-07,CommonStockDividendsPerShareDeclared,0.61,BC,0.125,94.0
2015-07-04,0.125,2015-08-05,CommonStockDividendsPerShareDeclared,1.26,BC,0.125,91.0
2015-10-03,0.125,2015-11-04,CommonStockDividendsPerShareDeclared,0.82,BC,0.125,91.0
2015-12-31,0.15,2016-02-17,CommonStockDividendsPerShareDeclared,-0.1,BC,0.125,89.0
2016-04-02,0.15,2016-05-05,CommonStockDividendsPerShareDeclared,0.71,BC,0.15,93.0
2016-07-02,0.15,2016-08-03,CommonStockDividendsPerShareDeclared,1.18,BC,0.15,91.0
2016-10-01,0.15,2016-11-02,CommonStockDividendsPerShareDeclared,0.94,BC,0.15,91.0
2016-12-31,0.165,2017-02-17,CommonStockDividendsPerShareDeclared,0.2,BC,0.15,91.0
2017-04-01,0.165,2017-05-04,CommonStockDividendsPerShareDeclared,0.72,BC,0.165,91.0
2017-07-01,0.165,2017-08-02,CommonStockDividendsPerShareDeclared,1.33,BC,0.165,91.0
2017-09-30,0.165,2017-11-01,CommonStockDividendsPerShareDeclared,0.89,BC,0.165,91.0
2017-12-31,0.19,2018-02-20,CommonStockDividendsPerShareDeclared,-1.32,BC,0.165,92.0
2018-03-31,0.19,2018-05-03,CommonStockDividendsPerShareDeclared,0.83,BC,0.19,90.0
2018-06-30,0.19,2018-08-01,CommonStockDividendsPerShareDeclared,0.9,BC,0.19,91.0
2018-09-29,0.19,2018-10-31,CommonStockDividendsPerShareDeclared,0.8,BC,0.19,91.0
2018-12-31,0.21,2019-02-19,CommonStockDividendsPerShareDeclared,0.49,BC,0.19,93.0
2019-03-30,0.21,2019-05-01,CommonStockDividendsPerShareDeclared,-0.42,BC,0.21,89.0
2019-06-29,0.21,2019-08-02,CommonStockDividendsPerShareDeclared,0.89,BC,0.21,91.0
2019-09-28,0.21,2019-10-30,CommonStockDividendsPerShareDeclared,-2.82,BC,0.21,91.0
2019-12-31,0.24,2020-02-18,CommonStockDividendsPerShareDeclared,0.82,BC,0.21,94.0
2020-03-28,0.24,2020-08-04,CommonStockDividendsPerShareDeclared,0.86,BC,0.24,88.0
2020-06-27,0.24,2020-08-04,CommonStockDividendsPerShareDeclared,0.89,BC,0.24,91.0
2020-09-26,0.24,2020-11-04,CommonStockDividendsPerShareDeclared,1.74,BC,0.24,91.0
2020-12-31,0.27,2021-02-16,CommonStockDividendsPerShareDeclared,1.21,BC,0.24,96.0
2021-04-03,0.0,2021-05-11,CommonStockDividendsPerShareDeclared,2.17,BC,0.27,93.0
2021-07-03,0.335,2021-08-02,CommonStockDividendsPerShareDeclared,2.3,BC,0.0,91.0
2021-10-02,0.335,2021-11-01,CommonStockDividendsPerShareDeclared,1.84,BC,0.335,91.0
2021-12-31,0.6049999999999999,2022-02-16,CommonStockDividendsPerShareDeclared,1.3200000000000005,BC,0.335,90.0
2022-04-02,0.365,2022-05-10,CommonStockDividendsPerShareDeclared,2.26,BC,0.6049999999999999,92.0
2022-07-02,0.365,2023-08-03,CommonStockDividendsPerShareDeclared,2.61,BC,0.365,91.0
2022-10-01,0.365,2023-11-01,CommonStockDividendsPerShareDeclared,2.21,BC,0.365,91.0
