scoring,family,metric,registered_direction,theta,swept,mean,lo,hi,n_cells,n_seeds
B_per_window,align,mcr_window_D,decreasing,0.032791,1.0,0.026251005033656037,0.023461842065810236,0.029154269846096856,1200,100
B_per_window,align,mcr_window_D,decreasing,0.046321,0.0,0.18786027240596304,0.1847575983729415,0.19036723299059163,1200,100
B_per_window,align,mcr_window_D,decreasing,0.046321,0.2,0.15329400467038254,0.15114729668947116,0.1549503996188535,1200,100
B_per_window,align,mcr_window_D,decreasing,0.046321,0.4,0.1178119873456196,0.11642407962646298,0.11886702904624359,1200,100
B_per_window,align,mcr_window_D,decreasing,0.046321,0.5,0.10036937456120931,0.0992938205975441,0.10142630154292102,1200,100
B_per_window,align,mcr_window_D,decreasing,0.046321,0.6,0.08329238542006635,0.08222221921093424,0.08440340621394743,1200,100
B_per_window,align,mcr_window_D,decreasing,0.046321,0.8,0.04831528186265541,0.04712333422468643,0.04978266774031896,1200,100
B_per_window,align,mcr_window_D,decreasing,0.046321,1.0,0.013084603026837716,0.011308980506835702,0.015257994701659984,1200,100
B_per_window,align,mcr_window_D,decreasing,0.05,0.0,0.19367177178995446,0.19277067564865766,0.19461473893068798,1200,100
B_per_window,align,mcr_window_D,decreasing,0.05,0.2,0.1565985773860091,0.15563199023893962,0.1574685950831347,1200,100
B_per_window,align,mcr_window_D,decreasing,0.05,0.4,0.1187194267071865,0.1175842756440221,0.11978559732137599,1200,100
B_per_window,align,mcr_window_D,decreasing,0.05,0.5,0.10040487749136043,0.09919313228992603,0.10151497014007266,1200,100
B_per_window,align,mcr_window_D,decreasing,0.05,0.6,0.08185000712313155,0.08081304178301019,0.083010954117822,1200,100
B_per_window,align,mcr_window_D,decreasing,0.05,0.8,0.044423228118932914,0.04345169165820948,0.04549797539438504,1200,100
B_per_window,align,mcr_window_D,decreasing,0.05,1.0,0.006895798010714671,0.0060313708377092235,0.007710964951716999,1200,100
B_per_window,align,mcr_window_D,decreasing,0.065609,0.0,0.1952945015020674,0.1943513189268171,0.19616927233758835,1200,100
B_per_window,align,mcr_window_D,decreasing,0.065609,0.2,0.15724721176331014,0.15621007507002027,0.1581869976677699,1200,100
B_per_window,align,mcr_window_D,decreasing,0.065609,0.4,0.11944606428132828,0.11816782019013027,0.1208514368627302,1200,100
B_per_window,align,mcr_window_D,decreasing,0.065609,0.5,0.1000838338774027,0.09885545388725825,0.10142320908881429,1200,100
B_per_window,align,mcr_window_D,decreasing,0.065609,0.6,0.08105110875952165,0.07983284963272742,0.08235462818071701,1200,100
B_per_window,align,mcr_window_D,decreasing,0.065609,0.8,0.04361212570778973,0.04239388903189019,0.04472116773368823,1200,100
B_per_window,align,mcr_window_D,decreasing,0.065609,1.0,0.0055258235072834505,0.004689461162925205,0.006518166678876389,1200,100
B_per_window,align,mcr_window_D,decreasing,0.08,0.0,0.19601738392588275,0.19526583356611638,0.1967677367447802,1200,100
B_per_window,align,mcr_window_D,decreasing,0.08,0.2,0.15834044211147566,0.15726848228980125,0.15962299491408657,1200,100
B_per_window,align,mcr_window_D,decreasing,0.08,0.4,0.11968828310625475,0.1182487094185483,0.12122913261756169,1200,100
B_per_window,align,mcr_window_D,decreasing,0.08,0.5,0.09987135774114674,0.09862715314637528,0.10100505878266175,1200,100
B_per_window,align,mcr_window_D,decreasing,0.08,0.6,0.08130435115796988,0.08017578311825076,0.08250940361447229,1200,100
B_per_window,align,mcr_window_D,decreasing,0.08,0.8,0.04373528713479961,0.04257664998022846,0.045018076454918364,1200,100
B_per_window,align,mcr_window_D,decreasing,0.08,1.0,0.004880093080481689,0.004114336372942954,0.005765293129015531,1200,100
B_per_window,align,mcr_window_D,decreasing,0.12,0.0,0.1973858397275638,0.19665432031257393,0.1980023862981958,1200,100
B_per_window,align,mcr_window_D,decreasing,0.12,0.2,0.16028895211053423,0.1582781629022611,0.16211917085385244,1200,100
B_per_window,align,mcr_window_D,decreasing,0.12,0.4,0.12049643077276276,0.11794621990531592,0.12288181366717692,1200,100
B_per_window,align,mcr_window_D,decreasing,0.12,0.5,0.10147514551885876,0.0993009171452537,0.10366731740926,1200,100
B_per_window,align,mcr_window_D,decreasing,0.12,0.6,0.08121966241889061,0.0787085226925258,0.0835955633094632,1200,100
B_per_window,align,mcr_window_D,decreasing,0.12,0.8,0.04136918580835434,0.039676568527073956,0.04283451994281772,1200,100
B_per_window,align,mcr_window_D,decreasing,0.12,1.0,0.003742226020630933,0.003095202610491694,0.004596680046550071,1200,100
B_per_window,align,mcr_window_D,decreasing,0.2,0.0,0.19817949541338817,0.1975324023368267,0.19879969577039666,1200,100
B_per_window,align,mcr_window_D,decreasing,0.2,0.2,0.15913373212012646,0.1569465625696938,0.16124985271101075,1200,100
B_per_window,align,mcr_window_D,decreasing,0.2,0.4,0.11838154474219661,0.11549155571768066,0.12153681486052313,1200,100
B_per_window,align,mcr_window_D,decreasing,0.2,0.5,0.09846723178919546,0.09555611605333607,0.10124614926105652,1200,100
B_per_window,align,mcr_window_D,decreasing,0.2,0.6,0.07927980057684447,0.076854936701413,0.08187222633104638,1200,100
B_per_window,align,mcr_window_D,decreasing,0.2,0.8,0.04168793679717872,0.03963091447916507,0.043730505938291836,1200,100
B_per_window,align,mcr_window_D,decreasing,0.2,1.0,0.002663161594174709,0.0020705118588275674,0.0034457942672544493,1200,100
B_per_window,panic,mdd_pct,monotone,0.002,0.0,-16.198509790618274,-16.944358992532408,-15.434530749928713,1200,100
B_per_window,panic,mdd_pct,monotone,0.002,0.25,-14.844125587102866,-15.556300473064516,-14.226628939322376,1200,100
B_per_window,panic,mdd_pct,monotone,0.002,0.5,-13.275055373905483,-13.713712650082162,-12.806083047112283,1200,100
B_per_window,panic,mdd_pct,monotone,0.002,0.75,-11.436885985702325,-11.74454298716575,-11.088445516224965,1200,100
B_per_window,panic,mdd_pct,monotone,0.002,1.0,-8.891264334971606,-9.089680057557185,-8.719877614473809,1200,100
B_per_window,panic,mdd_pct,monotone,0.03,0.0,-16.198509790618274,-16.881941828113213,-15.388418570835896,1200,100
B_per_window,panic,mdd_pct,monotone,0.03,0.25,-14.844125587102866,-15.483957731000872,-14.229499329456715,1200,100
B_per_window,panic,mdd_pct,monotone,0.03,0.5,-13.275055373905483,-13.766091148574331,-12.734705616492013,1200,100
B_per_window,panic,mdd_pct,monotone,0.03,0.75,-11.436885985702325,-11.819738688400022,-11.079194747026815,1200,100
B_per_window,panic,mdd_pct,monotone,0.03,1.0,-8.891264334971606,-9.0896592215052,-8.692906602167547,1200,100
B_per_window,panic,mdd_pct,monotone,0.032791,0.0,-16.198509790618274,-16.94126445327398,-15.421660255407303,1200,100
B_per_window,panic,mdd_pct,monotone,0.032791,0.25,-14.844125587102866,-15.468858132928931,-14.23936191637939,1200,100
B_per_window,panic,mdd_pct,monotone,0.032791,0.5,-13.275055373905483,-13.773877778025359,-12.801603644350786,1200,100
B_per_window,panic,mdd_pct,monotone,0.032791,0.75,-11.436885985702325,-11.786818152002926,-11.119552883625694,1200,100
B_per_window,panic,mdd_pct,monotone,0.032791,1.0,-8.891264334971606,-9.070209572530224,-8.689062780948666,1200,100
B_per_window,panic,mdd_pct,monotone,0.046321,0.0,-16.198509790618274,-16.946574846145403,-15.538667964714305,1200,100
B_per_window,panic,mdd_pct,monotone,0.046321,0.25,-14.844125587102866,-15.415531290237823,-14.227987828553735,1200,100
B_per_window,panic,mdd_pct,monotone,0.046321,0.5,-13.275055373905483,-13.73345928928606,-12.79568249828287,1200,100
B_per_window,panic,mdd_pct,monotone,0.046321,0.75,-11.436885985702325,-11.795371307306464,-11.072855279787504,1200,100
B_per_window,panic,mdd_pct,monotone,0.046321,1.0,-8.891264334971606,-9.076205149902375,-8.717906570879103,1200,100
B_per_window,panic,mdd_pct,monotone,0.05,0.0,-16.198509790618274,-16.948483458028274,-15.49519847590508,1200,100
B_per_window,panic,mdd_pct,monotone,0.05,0.25,-14.844125587102866,-15.46233527246214,-14.247702429849404,1200,100
B_per_window,panic,mdd_pct,monotone,0.05,0.5,-13.275055373905483,-13.776005666823092,-12.800017055361643,1200,100
B_per_window,panic,mdd_pct,monotone,0.05,0.75,-11.436885985702325,-11.774877971101045,-11.063734885934597,1200,100
B_per_window,panic,mdd_pct,monotone,0.05,1.0,-8.891264334971606,-9.077214898371412,-8.699486033818152,1200,100
B_per_window,panic,mdd_pct,monotone,0.065609,0.0,-16.198509790618274,-16.895939375550604,-15.454878293738945,1200,100
B_per_window,panic,mdd_pct,monotone,0.065609,0.25,-14.844125587102866,-15.425397710698638,-14.226630598152054,1200,100
B_per_window,panic,mdd_pct,monotone,0.065609,0.5,-13.275055373905483,-13.744676254562824,-12.786131480475339,1200,100
B_per_window,panic,mdd_pct,monotone,0.065609,0.75,-11.436885985702325,-11.819048362820872,-11.084359219269828,1200,100
B_per_window,panic,mdd_pct,monotone,0.065609,1.0,-8.891264334971606,-9.06191556254062,-8.672160930755407,1200,100
B_per_window,panic,mdd_pct,monotone,0.08,0.0,-16.198509790618274,-17.016248062280912,-15.457138134639488,1200,100
B_per_window,panic,mdd_pct,monotone,0.08,0.25,-14.844125587102866,-15.411178536780215,-14.263374179683524,1200,100
B_per_window,panic,mdd_pct,monotone,0.08,0.5,-13.275055373905483,-13.719028897103442,-12.776928430672251,1200,100
B_per_window,panic,mdd_pct,monotone,0.08,0.75,-11.436885985702325,-11.824318063098437,-11.081013724275687,1200,100
B_per_window,panic,mdd_pct,monotone,0.08,1.0,-8.891264334971606,-9.086576806764377,-8.698059104388273,1200,100
B_per_window,panic,mdd_pct,monotone,0.12,0.0,-16.198509790618274,-16.967816461463027,-15.450853079421595,1200,100
B_per_window,panic,mdd_pct,monotone,0.12,0.25,-14.844125587102866,-15.451204632596715,-14.276461497914212,1200,100
B_per_window,panic,mdd_pct,monotone,0.12,0.5,-13.275055373905483,-13.722507936371958,-12.801084533552888,1200,100
B_per_window,panic,mdd_pct,monotone,0.12,0.75,-11.436885985702325,-11.79139019917933,-11.07247053316556,1200,100
B_per_window,panic,mdd_pct,monotone,0.12,1.0,-8.891264334971606,-9.072915244479873,-8.711792375350521,1200,100
B_per_window,panic,mdd_pct,monotone,0.2,0.0,-16.198509790618274,-16.92831503099501,-15.490592616768192,1200,100
B_per_window,panic,mdd_pct,monotone,0.2,0.25,-14.844125587102866,-15.429947689893172,-14.23281176424312,1200,100
B_per_window,panic,mdd_pct,monotone,0.2,0.5,-13.275055373905483,-13.75286616974676,-12.807462760538662,1200,100
B_per_window,panic,mdd_pct,monotone,0.2,0.75,-11.436885985702325,-11.770283662207364,-11.082835593582043,1200,100
B_per_window,panic,mdd_pct,monotone,0.2,1.0,-8.891264334971606,-9.092896876579255,-8.716596787221077,1200,100
