ticker,end,filing_lag_cal,ann_lag_cal
DHI,2013-06-30,25,25.0
DHI,2013-09-30,57,43.0
DHI,2013-12-31,28,28.0
DHI,2014-03-31,24,24.0
DHI,2014-06-30,24,24.0
DHI,2014-09-30,49,43.0
DHI,2014-12-31,27,26.0
DHI,2015-03-31,24,22.0
DHI,2015-06-30,28,28.0
DHI,2015-09-30,50,41.0
DHI,2015-12-31,28,25.0
DHI,2016-03-31,25,21.0
DHI,2016-06-30,26,21.0
DHI,2016-09-30,49,39.0
DHI,2016-12-31,25,24.0
DHI,2017-03-31,25,20.0
DHI,2017-06-30,27,26.0
DHI,2017-09-30,46,40.0
DHI,2017-12-31,39,11.0
DHI,2018-03-31,30,26.0
DHI,2018-06-30,27,26.0
DHI,2018-09-30,47,9.0
DHI,2018-12-31,29,25.0
DHI,2019-03-31,30,25.0
DHI,2019-06-30,31,30.0
DHI,2019-09-30,56,43.0
DHI,2019-12-31,28,27.0
DHI,2020-03-31,29,7.0
DHI,2020-06-30,30,28.0
DHI,2020-09-30,51,41.0
DHI,2020-12-31,27,26.0
DHI,2021-03-31,26,22.0
DHI,2021-06-30,23,22.0
DHI,2021-09-30,49,40.0
DHI,2021-12-31,33,33.0
DHI,2022-03-31,27,26.0
DHI,2022-06-30,22,21.0
DHI,2022-09-30,49,40.0
DHI,2022-12-31,25,24.0
DHI,2023-03-31,24,20.0
DHI,2023-06-30,24,20.0
DHI,2023-09-30,48,38.0
DHI,2023-12-31,24,23.0
DHI,2024-03-31,23,18.0
DHI,2024-06-30,23,18.0
DHI,2024-09-30,50,29.0
DHI,2024-12-31,23,21.0
DHI,2025-03-31,23,17.0
DHI,2025-06-30,23,22.0
DHI,2025-09-30,50,28.0
DHI,2025-12-31,22,20.0
DHI,2026-03-31,23,21.0
DHI,2026-06-30,23,21.0
DHR,2008-06-27,391,20.0
DHR,2008-09-26,391,20.0
DHR,2009-04-03,384,20.0
DHR,2009-06-30,604,23.0
DHR,2009-07-03,20,20.0
DHR,2009-09-30,512,22.0
DHR,2009-10-02,20,20.0
DHR,2009-12-31,420,28.0
DHR,2010-04-02,20,20.0
DHR,2010-07-02,40,20.0
DHR,2010-10-01,20,20.0
DHR,2010-12-31,55,27.0
DHR,2011-04-01,20,20.0
DHR,2011-07-01,26,20.0
DHR,2011-09-30,20,20.0
DHR,2011-12-31,55,31.0
DHR,2012-03-30,20,20.0
DHR,2012-06-29,20,20.0
DHR,2012-09-28,20,20.0
DHR,2012-12-31,53,9.0
DHR,2013-03-29,20,20.0
DHR,2013-06-28,20,12.0
DHR,2013-09-27,20,20.0
DHR,2013-12-31,52,14.0
DHR,2014-03-28,19,19.0
DHR,2014-06-27,20,20.0
DHR,2014-09-26,20,18.0
DHR,2014-12-31,56,13.0
DHR,2015-04-03,20,20.0
DHR,2015-07-03,20,20.0
DHR,2015-10-02,20,20.0
DHR,2015-12-31,55,12.0
DHR,2016-04-01,20,20.0
DHR,2016-07-01,24,24.0
DHR,2016-09-30,20,20.0
DHR,2016-12-31,53,10.0
DHR,2017-03-31,20,20.0
DHR,2017-06-30,20,20.0
DHR,2017-09-29,20,20.0
DHR,2017-12-31,52,9.0
DHR,2018-03-30,20,20.0
DHR,2018-06-29,20,20.0
DHR,2018-09-28,20,20.0
DHR,2018-12-31,52,8.0
DHR,2019-03-29,20,20.0
DHR,2019-06-28,20,20.0
DHR,2019-09-27,27,27.0
DHR,2019-12-31,52,13.0
DHR,2020-04-03,33,10.0
DHR,2020-07-03,20,20.0
DHR,2020-10-02,20,20.0
DHR,2020-12-31,56,13.0
DHR,2021-04-02,20,20.0
DHR,2021-07-02,20,20.0
DHR,2021-10-01,20,20.0
DHR,2021-12-31,54,11.0
DHR,2022-04-01,20,20.0
DHR,2022-07-01,20,20.0
DHR,2022-09-30,20,20.0
DHR,2022-12-31,417,9.0
DHR,2023-03-31,25,25.0
DHR,2023-06-30,25,25.0
DHR,2023-09-29,25,25.0
DHR,2023-12-31,52,8.0
DHR,2024-03-29,25,25.0
DHR,2024-06-28,25,25.0
DHR,2024-09-27,25,25.0
DHR,2024-12-31,51,13.0
DHR,2025-03-28,25,25.0
DHR,2025-06-27,25,25.0
DHR,2025-09-26,25,25.0
DHR,2025-12-31,55,12.0
DHR,2026-03-27,25,25.0
DHR,2026-06-26,25,25.0
DIS,2016-12-31,956,
DIS,2017-04-01,865,
DIS,2017-07-01,774,
DIS,2017-09-30,683,
DIS,2017-12-30,592,
DIS,2018-03-31,403,
DIS,2018-06-30,402,
DIS,2018-09-29,319,
DIS,2018-12-29,228,
DIS,2019-03-30,39,39.0
DIS,2019-06-29,38,38.0
DIS,2019-09-28,53,40.0
DIS,2019-12-28,38,38.0
DIS,2020-03-28,38,38.0
DIS,2020-06-27,38,38.0
DIS,2020-10-03,53,40.0
DIS,2021-01-02,40,40.0
DIS,2021-04-03,40,40.0
DIS,2021-07-03,40,40.0
DIS,2021-10-02,53,39.0
DIS,2022-01-01,39,39.0
DIS,2022-04-02,39,39.0
DIS,2022-07-02,39,39.0
DIS,2022-10-01,59,38.0
DIS,2022-12-31,39,39.0
DIS,2023-04-01,39,39.0
DIS,2023-07-01,39,39.0
DIS,2023-09-30,52,39.0
DIS,2023-12-30,39,39.0
DIS,2024-03-30,38,38.0
DIS,2024-06-29,39,39.0
DIS,2024-09-28,47,47.0
DIS,2024-12-28,39,39.0
DIS,2025-03-29,39,39.0
DIS,2025-06-28,39,39.0
DIS,2025-09-27,47,47.0
DIS,2025-12-27,37,37.0
DIS,2026-03-28,39,39.0
DIS,2026-06-27,39,39.0
DLTR,2009-08-01,383,5.0
DLTR,2009-10-31,383,5.0
DLTR,2010-05-01,383,19.0
DLTR,2010-07-31,19,19.0
DLTR,2010-10-30,19,19.0
DLTR,2011-01-29,47,25.0
DLTR,2011-04-30,19,19.0
DLTR,2011-07-30,19,19.0
DLTR,2011-10-29,19,19.0
DLTR,2012-01-28,54,25.0
DLTR,2012-04-28,19,19.0
DLTR,2012-07-28,19,19.0
DLTR,2012-10-27,19,19.0
DLTR,2013-02-02,41,25.0
DLTR,2013-05-04,19,19.0
DLTR,2013-08-03,19,19.0
DLTR,2013-11-02,19,19.0
DLTR,2014-02-01,41,25.0
DLTR,2014-05-03,19,19.0
DLTR,2014-08-02,19,19.0
DLTR,2014-11-01,19,6.0
DLTR,2015-01-31,41,25.0
DLTR,2015-05-02,19,19.0
DLTR,2015-08-01,31,31.0
DLTR,2015-10-31,24,24.0
DLTR,2016-01-30,58,31.0
DLTR,2016-04-30,40,26.0
DLTR,2016-07-30,34,26.0
DLTR,2016-10-29,38,24.0
DLTR,2017-01-28,59,32.0
DLTR,2017-04-29,26,26.0
DLTR,2017-07-29,26,26.0
DLTR,2017-10-28,24,24.0
DLTR,2018-02-03,41,32.0
DLTR,2018-05-05,26,26.0
DLTR,2018-08-04,26,26.0
DLTR,2018-11-03,26,26.0
DLTR,2019-02-02,53,32.0
DLTR,2019-05-04,27,26.0
DLTR,2019-08-03,26,26.0
DLTR,2019-11-02,24,24.0
DLTR,2020-02-01,48,32.0
DLTR,2020-05-02,26,26.0
DLTR,2020-08-01,26,26.0
DLTR,2020-10-31,24,24.0
DLTR,2021-01-30,45,32.0
DLTR,2021-05-01,26,26.0
DLTR,2021-07-31,26,26.0
DLTR,2021-10-30,24,24.0
DLTR,2022-01-29,45,32.0
DLTR,2022-04-30,26,26.0
DLTR,2022-07-30,26,26.0
DLTR,2022-10-29,24,24.0
DLTR,2023-01-28,41,32.0
DLTR,2023-04-29,26,26.0
DLTR,2023-07-29,26,26.0
DLTR,2023-10-28,32,32.0
DLTR,2024-02-03,417,39.0
DLTR,2024-05-04,32,32.0
DLTR,2024-08-03,32,32.0
DLTR,2024-11-02,32,32.0
DLTR,2025-02-01,53,53.0
DLTR,2025-05-03,32,32.0
DLTR,2025-08-02,32,32.0
DLTR,2025-11-01,32,32.0
DLTR,2026-01-31,44,44.0
DLTR,2026-05-02,26,26.0
DLTR,2026-08-01,26,26.0
DLX,2009-06-30,401,23.0
DLX,2009-09-30,398,22.0
DLX,2010-03-31,401,22.0
DLX,2010-06-30,36,22.0
DLX,2010-09-30,33,28.0
DLX,2010-12-31,420,27.0
DLX,2011-03-31,36,28.0
DLX,2011-06-30,39,28.0
DLX,2011-09-30,38,27.0
DLX,2011-12-31,55,26.0
DLX,2012-03-31,34,26.0
DLX,2012-06-30,34,26.0
DLX,2012-09-30,31,25.0
DLX,2012-12-31,53,24.0
DLX,2013-03-31,32,25.0
DLX,2013-06-30,31,25.0
DLX,2013-09-30,30,24.0
DLX,2013-12-31,59,23.0
DLX,2014-03-31,31,24.0
DLX,2014-06-30,32,24.0
DLX,2014-09-30,30,23.0
DLX,2014-12-31,51,22.0
DLX,2015-03-31,31,23.0
DLX,2015-06-30,27,23.0
DLX,2015-09-30,27,22.0
DLX,2015-12-31,50,28.0
DLX,2016-03-31,35,28.0
DLX,2016-06-30,36,28.0
DLX,2016-09-30,28,27.0
DLX,2016-12-31,55,26.0
DLX,2017-03-31,35,27.0
DLX,2017-06-30,31,27.0
DLX,2017-09-30,27,26.0
DLX,2017-12-31,54,25.0
DLX,2018-03-31,33,26.0
DLX,2018-06-30,27,26.0
DLX,2018-09-30,26,25.0
DLX,2018-12-31,57,24.0
DLX,2019-03-31,33,25.0
DLX,2019-06-30,26,25.0
DLX,2019-09-30,25,25.0
DLX,2019-12-31,52,37.0
DLX,2020-03-31,38,37.0
DLX,2020-06-30,31,30.0
DLX,2020-09-30,37,36.0
DLX,2020-12-31,50,35.0
DLX,2021-03-31,37,36.0
DLX,2021-06-30,37,36.0
DLX,2021-09-30,36,35.0
DLX,2021-12-31,59,34.0
DLX,2022-03-31,36,35.0
DLX,2022-06-30,36,35.0
DLX,2022-09-30,35,34.0
DLX,2022-12-31,55,33.0
DLX,2023-03-31,39,34.0
DLX,2023-06-30,35,34.0
DLX,2023-09-30,34,33.0
DLX,2023-12-31,53,32.0
DLX,2024-03-31,33,31.0
DLX,2024-06-30,33,31.0
DLX,2024-09-30,38,37.0
DLX,2024-12-31,52,36.0
DLX,2025-03-31,32,30.0
DLX,2025-06-30,38,37.0
DLX,2025-09-30,37,36.0
DLX,2025-12-31,44,28.0
DLX,2026-03-31,37,36.0
DLX,2026-06-30,37,36.0
DOC,2014-03-31,700,37.0
DOC,2014-06-30,406,44.0
DOC,2014-09-30,405,43.0
DOC,2014-12-31,425,63.0
DOC,2015-03-31,335,37.0
DOC,2015-06-30,41,38.0
DOC,2015-09-30,40,37.0
DOC,2015-12-31,60,60.0
DOC,2016-03-31,36,35.0
DOC,2016-06-30,35,34.0
DOC,2016-09-30,34,33.0
DOC,2016-12-31,55,55.0
DOC,2017-03-31,35,33.0
DOC,2017-06-30,35,34.0
DOC,2017-09-30,34,34.0
DOC,2017-12-31,60,59.0
DOC,2018-03-31,34,34.0
DOC,2018-06-30,34,33.0
DOC,2018-09-30,36,33.0
DOC,2018-12-31,59,58.0
DOC,2019-03-31,32,31.0
DOC,2019-06-30,39,38.0
DOC,2019-09-30,37,37.0
DOC,2019-12-31,58,57.0
DOC,2020-03-31,38,37.0
DOC,2020-06-30,38,37.0
DOC,2020-09-30,37,37.0
DOC,2020-12-31,57,56.0
DOC,2021-03-31,36,35.0
DOC,2021-06-30,36,35.0
DOC,2021-09-30,36,36.0
DOC,2021-12-31,55,27.0
DOC,2022-03-31,35,34.0
DOC,2022-06-30,36,35.0
DOC,2022-09-30,35,34.0
DOC,2022-12-31,55,53.0
DOC,2023-03-31,34,34.0
DOC,2023-06-30,35,34.0
DOC,2023-09-30,30,30.0
DOC,2023-12-31,53,38.0
DOV,2008-06-30,389,23.0
DOV,2008-09-30,388,22.0
DOV,2009-03-31,388,22.0
DOV,2009-06-30,24,24.0
DOV,2009-09-30,23,23.0
DOV,2009-12-31,407,29.0
DOV,2010-03-31,23,23.0
DOV,2010-06-30,23,23.0
DOV,2010-09-30,22,22.0
DOV,2010-12-31,42,28.0
DOV,2011-03-31,21,21.0
DOV,2011-06-30,22,22.0
DOV,2011-09-30,21,21.0
DOV,2011-12-31,41,25.0
DOV,2012-03-31,18,18.0
DOV,2012-06-30,18,9.0
DOV,2012-09-30,17,17.0
DOV,2012-12-31,46,24.0
DOV,2013-03-31,17,17.0
DOV,2013-06-30,18,18.0
DOV,2013-09-30,17,17.0
DOV,2013-12-31,45,30.0
DOV,2014-03-31,17,17.0
DOV,2014-06-30,17,17.0
DOV,2014-09-30,16,16.0
DOV,2014-12-31,44,27.0
DOV,2015-03-31,21,21.0
DOV,2015-06-30,21,21.0
DOV,2015-09-30,20,20.0
DOV,2015-12-31,43,26.0
DOV,2016-03-31,21,21.0
DOV,2016-06-30,21,21.0
DOV,2016-09-30,19,19.0
DOV,2016-12-31,41,26.0
DOV,2017-03-31,20,20.0
DOV,2017-06-30,20,20.0
DOV,2017-09-30,19,19.0
DOV,2017-12-31,411,30.0
DOV,2018-03-31,27,16.0
DOV,2018-06-30,19,19.0
DOV,2018-09-30,18,18.0
DOV,2018-12-31,46,29.0
DOV,2019-03-31,18,18.0
DOV,2019-06-30,18,18.0
DOV,2019-09-30,17,17.0
DOV,2019-12-31,45,30.0
DOV,2020-03-31,21,21.0
DOV,2020-06-30,22,22.0
DOV,2020-09-30,20,20.0
DOV,2020-12-31,43,28.0
DOV,2021-03-31,20,20.0
DOV,2021-06-30,20,20.0
DOV,2021-09-30,19,19.0
DOV,2021-12-31,42,27.0
DOV,2022-03-31,21,21.0
DOV,2022-06-30,21,21.0
DOV,2022-09-30,20,20.0
DOV,2022-12-31,41,31.0
DOV,2023-03-31,26,26.0
DOV,2023-06-30,25,25.0
DOV,2023-09-30,24,24.0
DOV,2023-12-31,40,32.0
DOV,2024-03-31,25,25.0
DOV,2024-06-30,25,25.0
DOV,2024-09-30,24,10.0
DOV,2024-12-31,45,30.0
DOV,2025-03-31,24,24.0
DOV,2025-06-30,24,24.0
DOV,2025-09-30,23,23.0
DOV,2025-12-31,44,29.0
DOV,2026-03-31,23,23.0
DOV,2026-06-30,23,23.0
DRI,2009-02-22,404,23.0
DRI,2009-08-30,401,30.0
DRI,2009-11-29,402,18.0
DRI,2010-02-28,33,23.0
DRI,2010-05-30,418,24.0
DRI,2010-08-29,37,23.0
DRI,2010-11-28,38,22.0
DRI,2011-02-27,36,25.0
DRI,2011-05-29,54,32.0
DRI,2011-08-28,33,31.0
DRI,2011-11-27,37,19.0
DRI,2012-02-26,36,26.0
DRI,2012-05-27,54,26.0
DRI,2012-08-26,33,26.0
DRI,2012-11-25,38,25.0
DRI,2013-02-24,36,26.0
DRI,2013-05-26,54,26.0
DRI,2013-08-25,36,26.0
DRI,2013-11-24,39,25.0
DRI,2014-02-23,36,8.0
DRI,2014-05-25,54,26.0
DRI,2014-08-24,40,9.0
DRI,2014-11-23,38,23.0
DRI,2015-02-22,36,26.0
DRI,2015-05-31,54,23.0
DRI,2015-08-30,33,23.0
DRI,2015-11-29,38,19.0
DRI,2016-02-28,38,10.0
DRI,2016-05-29,57,32.0
DRI,2016-08-28,38,37.0
DRI,2016-11-27,38,23.0
DRI,2017-02-26,37,29.0
DRI,2017-05-28,54,30.0
DRI,2017-08-27,37,30.0
DRI,2017-11-26,38,23.0
DRI,2018-02-25,37,25.0
DRI,2018-05-27,54,25.0
DRI,2018-08-26,37,25.0
DRI,2018-11-25,38,23.0
DRI,2019-02-24,37,25.0
DRI,2019-05-26,54,25.0
DRI,2019-08-25,37,25.0
DRI,2019-11-24,39,25.0
DRI,2020-02-23,37,25.0
DRI,2020-05-31,54,25.0
DRI,2020-08-30,37,25.0
DRI,2020-11-29,38,19.0
DRI,2021-02-28,37,25.0
DRI,2021-05-30,54,25.0
DRI,2021-08-29,37,25.0
DRI,2021-11-28,38,19.0
DRI,2022-02-27,37,25.0
DRI,2022-05-29,54,25.0
DRI,2022-08-28,37,25.0
DRI,2022-11-27,38,19.0
DRI,2023-02-26,37,25.0
DRI,2023-05-28,54,25.0
DRI,2023-08-27,33,25.0
DRI,2023-11-26,38,19.0
DRI,2024-02-25,37,25.0
DRI,2024-05-26,54,25.0
DRI,2024-08-25,33,25.0
DRI,2024-11-24,39,25.0
DRI,2025-02-23,37,25.0
DRI,2025-05-25,54,26.0
DRI,2025-08-24,33,25.0
DRI,2025-11-23,37,25.0
DRI,2026-02-22,33,25.0
DRI,2026-05-31,54,25.0
DTE,2008-06-30,424,30.0
DTE,2008-09-30,395,30.0
DTE,2009-03-31,689,29.0
DTE,2009-06-30,59,30.0
DTE,2009-09-30,30,29.0
DTE,2009-12-31,414,53.0
DTE,2010-03-31,324,27.0
DTE,2010-06-30,58,29.0
DTE,2010-09-30,29,29.0
DTE,2010-12-31,49,40.0
DTE,2011-03-31,27,27.0
DTE,2011-06-30,29,28.0
DTE,2011-09-30,35,35.0
DTE,2011-12-31,47,47.0
DTE,2012-03-31,27,10.0
DTE,2012-06-30,30,27.0
DTE,2012-09-30,24,24.0
DTE,2012-12-31,51,51.0
DTE,2013-03-31,26,26.0
DTE,2013-06-30,26,26.0
DTE,2013-09-30,25,25.0
DTE,2013-12-31,45,45.0
DTE,2014-03-31,25,25.0
DTE,2014-06-30,25,25.0
DTE,2014-09-30,24,24.0
DTE,2014-12-31,44,44.0
DTE,2015-03-31,24,24.0
DTE,2015-06-30,24,24.0
DTE,2015-09-30,23,23.0
DTE,2015-12-31,41,41.0
DTE,2016-03-31,26,26.0
DTE,2016-06-30,26,26.0
DTE,2016-09-30,26,26.0
DTE,2016-12-31,40,40.0
DTE,2017-03-31,26,26.0
DTE,2017-06-30,26,26.0
DTE,2017-09-30,25,25.0
DTE,2017-12-31,47,47.0
DTE,2018-03-31,25,25.0
DTE,2018-06-30,25,25.0
DTE,2018-09-30,24,24.0
DTE,2018-12-31,38,38.0
DTE,2019-03-31,24,24.0
DTE,2019-06-30,24,24.0
DTE,2019-09-30,28,28.0
DTE,2019-12-31,36,36.0
DTE,2020-03-31,28,28.0
DTE,2020-06-30,28,28.0
DTE,2020-09-30,27,27.0
DTE,2020-12-31,50,50.0
DTE,2021-03-31,27,27.0
DTE,2021-06-30,27,27.0
DTE,2021-09-30,27,27.0
DTE,2021-12-31,41,41.0
DTE,2022-03-31,28,28.0
DTE,2022-06-30,28,28.0
DTE,2022-09-30,27,27.0
DTE,2022-12-31,54,54.0
DTE,2023-03-31,27,27.0
DTE,2023-06-30,27,27.0
DTE,2023-09-30,32,32.0
DTE,2023-12-31,39,39.0
DTE,2024-03-31,25,25.0
DTE,2024-06-30,25,25.0
DTE,2024-09-30,24,24.0
DTE,2024-12-31,44,44.0
DTE,2025-03-31,31,31.0
DTE,2025-06-30,29,29.0
DTE,2025-09-30,30,30.0
DTE,2025-12-31,48,48.0
DTE,2026-03-31,30,30.0
DUK,2008-06-30,403,36.0
DUK,2008-09-30,402,36.0
DUK,2009-03-31,696,35.0
DUK,2009-06-30,38,35.0
DUK,2009-09-30,37,30.0
DUK,2009-12-31,421,43.0
DUK,2010-03-31,331,34.0
DUK,2010-06-30,37,34.0
DUK,2010-09-30,36,28.0
DUK,2010-12-31,56,48.0
DUK,2011-03-31,39,33.0
DUK,2011-06-30,405,33.0
DUK,2011-09-30,39,34.0
DUK,2011-12-31,59,47.0
DUK,2012-03-31,39,34.0
DUK,2012-06-30,244,33.0
DUK,2012-09-30,152,39.0
DUK,2012-12-31,60,44.0
DUK,2013-03-31,39,33.0
DUK,2013-06-30,39,38.0
DUK,2013-09-30,39,37.0
DUK,2013-12-31,59,49.0
DUK,2014-03-31,39,37.0
DUK,2014-06-30,38,38.0
DUK,2014-09-30,38,36.0
DUK,2014-12-31,61,49.0
DUK,2015-03-31,38,31.0
DUK,2015-06-30,38,37.0
DUK,2015-09-30,36,36.0
DUK,2015-12-31,56,49.0
DUK,2016-03-31,35,33.0
DUK,2016-06-30,35,35.0
DUK,2016-09-30,35,35.0
DUK,2016-12-31,55,47.0
DUK,2017-03-31,39,39.0
DUK,2017-06-30,34,34.0
DUK,2017-09-30,34,34.0
DUK,2017-12-31,52,51.0
DUK,2018-03-31,40,40.0
DUK,2018-06-30,33,33.0
DUK,2018-09-30,33,33.0
DUK,2018-12-31,59,45.0
DUK,2019-09-30,39,39.0
DUK,2020-03-31,405,42.0
DUK,2020-06-30,401,41.0
DUK,2020-09-30,400,36.0
DUK,2020-12-31,420,42.0
DUK,2021-03-31,40,40.0
DUK,2021-06-30,36,36.0
DUK,2021-09-30,35,35.0
DUK,2021-12-31,423,41.0
DUK,2022-03-31,39,39.0
DUK,2022-06-30,35,35.0
DUK,2022-09-30,35,35.0
DUK,2022-12-31,58,40.0
DUK,2023-03-31,39,39.0
DUK,2023-06-30,39,39.0
DUK,2023-09-30,33,33.0
DUK,2023-12-31,54,39.0
DUK,2024-03-31,37,37.0
DUK,2024-06-30,37,37.0
DUK,2024-09-30,38,38.0
DUK,2024-12-31,58,44.0
DUK,2025-03-31,36,36.0
DUK,2025-06-30,36,36.0
DUK,2025-09-30,38,38.0
DUK,2025-12-31,57,41.0
DUK,2026-03-31,35,35.0
DVA,2008-06-30,403,35.0
DVA,2008-09-30,401,34.0
DVA,2009-03-31,398,28.0
DVA,2009-06-30,38,35.0
DVA,2009-09-30,36,34.0
DVA,2009-12-31,421,42.0
DVA,2010-03-31,33,27.0
DVA,2010-06-30,36,33.0
DVA,2010-09-30,36,35.0
DVA,2010-12-31,56,41.0
DVA,2011-03-31,36,33.0
DVA,2011-06-30,35,34.0
DVA,2011-09-30,35,19.0
DVA,2011-12-31,55,47.0
DVA,2012-03-31,32,32.0
DVA,2012-06-30,34,32.0
DVA,2012-09-30,31,30.0
DVA,2012-12-31,60,45.0
DVA,2013-03-31,39,37.0
DVA,2013-06-30,38,37.0
DVA,2013-09-30,37,36.0
DVA,2013-12-31,52,42.0
DVA,2014-03-31,32,31.0
DVA,2014-06-30,32,31.0
DVA,2014-09-30,37,37.0
DVA,2014-12-31,57,43.0
DVA,2015-03-31,35,34.0
DVA,2015-06-30,36,35.0
DVA,2015-09-30,36,34.0
DVA,2015-12-31,57,42.0
DVA,2016-03-31,34,34.0
DVA,2016-06-30,39,39.0
DVA,2016-09-30,33,33.0
DVA,2016-12-31,55,47.0
DVA,2017-03-31,32,32.0
DVA,2017-06-30,32,32.0
DVA,2017-09-30,38,38.0
DVA,2017-12-31,54,44.0
DVA,2018-03-31,33,33.0
DVA,2018-06-30,32,32.0
DVA,2018-09-30,38,38.0
DVA,2018-12-31,53,44.0
DVA,2019-03-31,37,37.0
DVA,2019-06-30,33,22.0
DVA,2019-09-30,38,36.0
DVA,2019-12-31,52,41.0
DVA,2020-03-31,35,35.0
DVA,2020-06-30,30,30.0
DVA,2020-09-30,29,29.0
DVA,2020-12-31,43,42.0
DVA,2021-03-31,29,29.0
DVA,2021-06-30,34,34.0
DVA,2021-09-30,28,28.0
DVA,2021-12-31,42,41.0
DVA,2022-03-31,35,35.0
DVA,2022-06-30,32,32.0
DVA,2022-09-30,31,28.0
DVA,2022-12-31,53,53.0
DVA,2023-03-31,38,38.0
DVA,2023-06-30,34,34.0
DVA,2023-09-30,38,38.0
DVA,2023-12-31,45,44.0
DVA,2024-03-31,32,32.0
DVA,2024-06-30,37,37.0
DVA,2024-09-30,29,29.0
DVA,2024-12-31,44,44.0
DVA,2025-03-31,42,42.0
DVA,2025-06-30,36,36.0
DVA,2025-09-30,29,29.0
DVA,2025-12-31,42,33.0
DVA,2026-03-31,35,35.0
DVA,2026-06-30,35,35.0
DVN,2008-06-30,402,37.0
DVN,2008-09-30,401,36.0
DVN,2009-03-31,401,36.0
DVN,2009-06-30,37,36.0
DVN,2009-09-30,36,35.0
DVN,2009-12-31,421,48.0
DVN,2010-03-31,36,35.0
DVN,2010-06-30,37,35.0
DVN,2010-09-30,35,34.0
DVN,2010-12-31,56,47.0
DVN,2011-03-31,34,34.0
DVN,2011-06-30,35,34.0
DVN,2011-09-30,33,33.0
DVN,2011-12-31,55,46.0
DVN,2012-03-31,32,32.0
DVN,2012-06-30,32,32.0
DVN,2012-09-30,38,38.0
DVN,2012-12-31,52,51.0
DVN,2013-03-31,31,31.0
DVN,2013-06-30,38,38.0
DVN,2013-09-30,37,37.0
DVN,2013-12-31,59,50.0
DVN,2014-03-31,39,37.0
DVN,2014-06-30,37,37.0
DVN,2014-09-30,36,35.0
DVN,2014-12-31,51,48.0
DVN,2015-03-31,36,35.0
DVN,2015-06-30,36,35.0
DVN,2015-09-30,35,34.0
DVN,2015-12-31,48,47.0
DVN,2016-03-31,34,33.0
DVN,2016-06-30,34,33.0
DVN,2016-09-30,33,32.0
DVN,2016-12-31,46,45.0
DVN,2017-03-31,33,32.0
DVN,2017-06-30,33,32.0
DVN,2017-09-30,32,31.0
DVN,2017-12-31,416,51.0
DVN,2018-03-31,32,31.0
DVN,2018-06-30,32,31.0
DVN,2018-09-30,38,16.0
DVN,2018-12-31,51,50.0
DVN,2019-03-31,31,30.0
DVN,2019-06-30,38,37.0
DVN,2019-09-30,37,36.0
DVN,2019-12-31,50,49.0
DVN,2020-03-31,36,35.0
DVN,2020-06-30,36,35.0
DVN,2020-09-30,30,29.0
DVN,2020-12-31,48,48.0
DVN,2021-03-31,35,34.0
DVN,2021-06-30,35,34.0
DVN,2021-09-30,34,33.0
DVN,2021-12-31,47,46.0
DVN,2022-03-31,33,32.0
DVN,2022-06-30,33,32.0
DVN,2022-09-30,33,32.0
DVN,2022-12-31,46,45.0
DVN,2023-03-31,39,38.0
DVN,2023-06-30,33,32.0
DVN,2023-09-30,39,38.0
DVN,2023-12-31,59,58.0
DVN,2024-03-31,32,31.0
DVN,2024-06-30,38,37.0
DVN,2024-09-30,37,36.0
DVN,2024-12-31,50,49.0
DVN,2025-03-31,37,36.0
DVN,2025-06-30,37,36.0
DVN,2025-09-30,37,36.0
DVN,2025-12-31,49,48.0
DVN,2026-03-31,36,35.0
DVN,2026-06-30,36,35.0
DXC,2016-07-01,404,
DXC,2016-09-30,404,
DXC,2016-12-30,406,68.0
DXC,2017-03-31,424,55.0
DXC,2017-06-30,40,39.0
DXC,2017-09-30,39,38.0
DXC,2017-12-31,40,39.0
DXC,2018-03-31,59,54.0
DXC,2018-06-30,39,38.0
DXC,2018-09-30,39,37.0
DXC,2018-12-31,39,38.0
DXC,2019-03-31,74,53.0
DXC,2019-06-30,40,39.0
DXC,2019-09-30,43,43.0
DXC,2019-12-31,38,37.0
DXC,2020-03-31,62,58.0
DXC,2020-06-30,38,37.0
DXC,2020-09-30,37,36.0
DXC,2020-12-31,36,35.0
DXC,2021-03-31,58,56.0
DXC,2021-06-30,36,35.0
DXC,2021-09-30,35,34.0
DXC,2021-12-31,34,33.0
DXC,2022-03-31,56,55.0
DXC,2022-06-30,35,34.0
DXC,2022-09-30,35,34.0
DXC,2022-12-31,33,32.0
DXC,2023-03-31,49,48.0
DXC,2023-06-30,34,33.0
DXC,2023-09-30,33,32.0
DXC,2023-12-31,33,32.0
DXC,2024-03-31,47,46.0
DXC,2024-06-30,40,39.0
DXC,2024-09-30,39,38.0
DXC,2024-12-31,36,35.0
DXC,2025-03-31,45,44.0
DXC,2025-06-30,32,31.0
DXC,2025-09-30,31,30.0
DXC,2025-12-31,30,29.0
DXC,2026-03-31,38,37.0
DXC,2026-06-30,31,30.0
EBAY,2008-06-30,394,16.0
EBAY,2008-09-30,392,6.0
EBAY,2009-03-31,393,22.0
EBAY,2009-06-30,29,22.0
EBAY,2009-09-30,27,21.0
EBAY,2009-12-31,393,20.0
EBAY,2010-03-31,28,21.0
EBAY,2010-06-30,23,21.0
EBAY,2010-09-30,21,20.0
EBAY,2010-12-31,28,19.0
EBAY,2011-03-31,29,27.0
EBAY,2011-06-30,22,20.0
