s_int,s_rep,i,sigma2_int,sigma2_rep,truth_R1,est_R1,ucl90_R1,covers_R1,mls90_R1,mls_covers_R1,n_seeds_mls_R1,truth_R3,est_R3,ucl90_R3,covers_R3,mls90_R3,mls_covers_R3,n_seeds_mls_R3,n_seeds_truth_R1,n_seeds_plugin_R1
0.03,0.04,116,0.0005922737485184869,0.001609494658003,0.06403124237432849,0.06173542795287392,0.06285161750962345,False,0.06528241305800285,True,56,0.0443471156521669,0.04080772215141582,0.0416359510322482,False,0.04539662959675589,True,27,54,52
0.03,0.04,117,0.0013412851124238057,0.0014902600955370314,0.06403124237432849,0.06574043887515407,0.0667126352096287,True,0.07008046438271535,True,65,0.0443471156521669,0.04831968380258533,0.04918495747166507,True,0.05375332589452621,True,38,54,59
0.03,0.04,118,0.0007478846391246799,0.0016356140251091436,0.06403124237432849,0.06339647221528157,0.06456625017547227,True,0.06713932283225452,True,59,0.0443471156521669,0.04287533077653678,0.043859792297174106,False,0.04769674481900231,True,30,54,55
0.03,0.04,119,0.0003476151524060907,0.001666897933057794,0.06403124237432849,0.06067463241356868,0.06172069433089166,False,0.06398189009146157,False,54,0.0443471156521669,0.038195293441879545,0.03905476800415981,False,0.042490428215686285,False,24,54,50
0.03,0.04,120,0.0009215113960224124,0.0014985958610947703,0.06403124237432849,0.06259954567097076,0.06364036114191043,False,0.06646166439943778,True,58,0.0443471156521669,0.043824368830810624,0.04435231642658223,True,0.04875250404180913,True,32,54,53
0.03,0.04,121,0.0004851987926446119,0.0020937988841241146,0.06403124237432849,0.06835785661423886,0.0698150692412147,True,0.07211370012167041,True,68,0.0443471156521669,0.043371242954220506,0.04411811680611544,False,0.04824842328219355,True,31,54,64
0.03,0.04,122,0.00124717131291591,0.0016387339647345415,0.06403124237432849,0.06726543869168618,0.06784062473988041,True,0.07156962542249434,True,67,0.0443471156521669,0.04837003848188399,0.048515170859964554,True,0.053809343055104375,True,38,54,61
0.03,0.04,123,0.00047622391427299716,0.0016072818284859104,0.06403124237432849,0.06075185240998679,0.06171190312040945,False,0.0641627962559297,True,54,0.0443471156521669,0.039341392111408614,0.04029884599832609,False,0.043765407901856804,False,25,54,50
0.03,0.04,124,0.0010297876965768514,0.0015628060316684696,0.06403124237432849,0.06446239027459183,0.06651336528147185,True,0.06848506747065367,True,62,0.0443471156521669,0.04551547411986204,0.047435911382633776,True,0.05063377739814416,True,34,54,58
0.03,0.04,125,0.0015630672761734184,0.001410883433549337,0.06403124237432849,0.06621808018413168,0.0668543459452571,True,0.07077349604945571,True,66,0.0443471156521669,0.05003654896046465,0.05035129527459168,True,0.05566325586686405,True,41,54,59
0.03,0.04,126,0.0008216306687628832,0.0016103783351993188,0.06403124237432849,0.06357977146201078,0.06471939425126039,True,0.06739150934324495,True,60,0.0443471156521669,0.0435340811957991,0.04448631096516173,True,0.04842957299963433,True,31,54,55
0.03,0.04,127,0.0015660060148359036,0.0016088584136056169,0.06403124237432849,0.06916446227685961,0.06994701367301547,True,0.07380065990015673,True,72,0.0443471156521669,0.05136709346043419,0.052063072233022596,True,0.05714342267458238,True,43,54,64
0.03,0.04,128,0.0008768217755225432,0.0014721667823589992,0.06403124237432849,0.0618154943379129,0.06257518222848711,False,0.06560974677355547,True,57,0.0443471156521669,0.04310761298303595,0.04372482314064819,False,0.04795514760980826,True,31,54,52
0.03,0.04,129,0.0010130927828456294,0.0016323414076031318,0.06403124237432849,0.0654047062377922,0.06561435709438232,True,0.06944596379271675,True,63,0.0443471156521669,0.04584016129895688,0.046052590445492175,True,0.050994976279804184,True,34,54,57
0.03,0.04,130,0.000421245442291705,0.0015945044688321635,0.06403124237432849,0.06008539240078267,0.06093229527083633,False,0.0634231520803856,False,53,0.0443471156521669,0.03852594478417301,0.038736444421196725,False,0.04285826194225575,False,24,54,49
0.03,0.04,131,0.0008841754199505566,0.0015824371167931512,0.06403124237432849,0.0636321432417364,0.06415944268032513,True,0.06749910870365328,True,60,0.0443471156521669,0.04403559353310294,0.044547046765652944,True,0.04898748137124864,True,32,54,54
0.03,0.04,132,0.0010934996197056793,0.0016758020512765636,0.06403124237432849,0.06667161106692118,0.06754951504064048,True,0.07082533916115714,True,66,0.0443471156521669,0.047018092126578134,0.047673706376250506,True,0.052305367711938236,True,36,54,60
0.03,0.04,133,0.0010905114797940554,0.0015725157740771143,0.06403124237432849,0.06508104968382336,0.06549810795656051,True,0.06917780530283366,True,63,0.0443471156521669,0.04624776026121479,0.04645864153108743,True,0.05144841053533522,True,35,54,56
0.03,0.04,134,0.0018419340885419263,0.001317136624101575,0.06403124237432849,0.0669044642512372,0.06808650207204285,True,0.07173567822024961,True,68,0.0443471156521669,0.052153860559658566,0.05336665558496026,True,0.058018663258947216,True,44,54,61
0.03,0.04,135,0.0013482306005786655,0.0015067699636075408,0.06403124237432849,0.06604370165120779,0.06786891591095051,True,0.07039885378930555,True,65,0.0443471156521669,0.0485050915848054,0.05055035369655683,True,0.0539595831411956,True,38,54,61
0.03,0.04,136,0.0011335407397757911,0.0015594634564190743,0.06403124237432849,0.06521094733719132,0.06599817094670185,True,0.06934966847970282,True,63,0.0443471156521669,0.046617411383035566,0.04734846365042746,True,0.051859629642225284,True,36,54,57
0.03,0.04,137,0.0008369406443361892,0.0017235124043703356,0.06403124237432849,0.06545200877801124,0.06619876922069952,True,0.0693483838462989,True,63,0.0443471156521669,0.04456398673723451,0.04483502289512135,True,0.04957529341526325,True,33,54,58
0.03,0.04,138,0.001118478847404405,0.0018750208269579984,0.06403124237432849,0.06977478413668078,0.0711900292685404,True,0.07405862788674626,True,72,0.0443471156521669,0.048667162769603395,0.049780510999346786,True,0.05413987954483417,True,39,54,67
0.03,0.04,139,0.0013216284159226102,0.0014058079788586014,0.06403124237432849,0.06429031321777653,0.0652427694893918,True,0.06857054343066303,True,62,0.0443471156521669,0.047527189430489974,0.04819726742168388,True,0.05287171399435604,True,37,54,56
0.03,0.04,140,0.000553853598423884,0.0016218563526859391,0.06403124237432849,0.061624396985250594,0.06253672890551842,False,0.06513540813905737,True,56,0.0443471156521669,0.04043626054522323,0.04140837536279866,False,0.0449833964130175,True,27,54,52
0.03,0.04,141,0.0012929314488204268,0.001507668857850042,0.06403124237432849,0.06563740674737623,0.06575163725009964,True,0.06993092676641725,True,64,0.0443471156521669,0.04793791840203802,0.048102517306616195,True,0.05332863023478814,True,38,54,57
0.03,0.04,142,0.0010049178189245169,0.0016160323231597367,0.06403124237432849,0.06509210754956388,0.06589904940206615,True,0.06911532074623773,True,63,0.0443471156521669,0.045631926334870065,0.04693339308628339,True,0.050763324890425794,True,34,54,57
0.03,0.04,143,0.00039665375415875244,0.0018139803298343037,0.06403124237432849,0.06343984878471386,0.06471616615487888,True,0.06690991625558511,True,59,0.0443471156521669,0.04007460510158881,0.040905003957552026,False,0.04458107211382227,True,26,54,55
0.03,0.04,144,0.0009962092332048568,0.0015295658170584095,0.06403124237432849,0.0636815582984719,0.06452772797978565,True,0.06764776071019785,True,60,0.0443471156521669,0.04489899528843004,0.045957759652540064,True,0.04994797432732052,True,33,54,55
0.03,0.04,145,0.0004391996768456413,0.0017888369731915573,0.06403124237432849,0.06337881052235642,0.06431062673144827,True,0.06687745173815579,True,59,0.0443471156521669,0.040395020224940424,0.04139588176906789,False,0.04493751853879106,True,27,54,54
0.03,0.04,146,0.00017662833444234347,0.0018297516018656648,0.06403124237432849,0.06193651215699567,0.06389516690514667,False,0.0651812854287893,True,56,0.0443471156521669,0.0373692752898169,0.03819192985338361,False,0.04157152272151908,False,23,54,54
0.03,0.04,147,0.0009114636470793803,0.0015754018019250064,0.06403124237432849,0.06373591805983023,0.06383700286548029,False,0.06763016451915767,True,60,0.0443471156521669,0.0442914383942245,0.0441709585015635,False,0.04927209648285604,True,32,54,54
0.03,0.04,148,0.0008492119260124415,0.0017232170265865081,0.06403124237432849,0.06554117773724742,0.06680871687405818,True,0.06945098498131728,True,63,0.0443471156521669,0.04469925365227157,0.045760804238340676,True,0.04972577135705693,True,33,54,59
0.03,0.04,149,0.001633307713411843,0.0015287286720119296,0.06403124237432849,0.06848916014549822,0.06881298021098428,True,0.07316626558798302,True,70,0.0443471156521669,0.05150204036171573,0.051893868171746266,True,0.057293544616453515,True,43,54,62
0.03,0.04,150,0.000840732356357515,0.001595061672457999,0.06403124237432849,0.06348902032063114,0.06499548557121433,True,0.06731351559514524,True,60,0.0443471156521669,0.04363607228730432,0.04502783571456387,True,0.04854303318704816,True,31,54,56
0.03,0.04,151,0.0011425416679421098,0.0014945942443242103,0.06403124237432849,0.06427853573776032,0.06552059612687132,True,0.06839489080390186,True,62,0.0443471156521669,0.04624865220549586,0.04756733960319638,True,0.05144940278047937,True,35,54,57
0.03,0.04,152,0.0009903478334853213,0.0016053329794374989,0.06403124237432849,0.06481522809001229,0.06610426790696093,True,0.06881614465744723,True,62,0.0443471156521669,0.045393499752464414,0.046478483458710744,True,0.05049808677673426,True,34,54,58
0.03,0.04,153,0.0007906845068705488,0.0016693404273188574,0.06403124237432849,0.0642601382001958,0.06514534595342422,True,0.06807229402369672,True,61,0.0443471156521669,0.04363001403945592,0.0440922635070401,False,0.04853629367748773,True,31,54,56
0.03,0.04,154,0.0007813933451578565,0.0015475214639519817,0.06403124237432849,0.0622610333439931,0.06303155632224407,False,0.06598810159144106,True,57,0.0443471156521669,0.042580210440131036,0.0429950199722207,False,0.047368437628795244,True,30,54,52
0.03,0.04,155,0.0007321652715081238,0.0018445484654295854,0.06403124237432849,0.06649257253533881,0.06759356295583736,True,0.07034742942011456,True,65,0.0443471156521669,0.04429293677846594,0.04534898156076166,True,0.04927376336330945,True,32,54,60
0.03,0.04,156,0.0005374850611723379,0.001623648201139265,0.06403124237432849,0.06152057756109632,0.06297375447574079,False,0.065013939283369,True,56,0.0443471156521669,0.040248194931762855,0.04172988595194107,False,0.04477418245683369,True,27,54,52
0.03,0.04,157,0.0008999971162775189,0.0015654848550513821,0.06403124237432849,0.06348989546676134,0.06422953148458856,True,0.06736526595022525,True,60,0.0443471156521669,0.04408688791819824,0.04464567868419456,True,0.049044543909361506,True,32,54,54
0.03,0.04,158,0.001357976527075427,0.001654032103965548,0.06403124237432849,0.06830842360211896,0.06880132874313084,True,0.07274035989468201,True,70,0.0443471156521669,0.04960508639631416,0.050346699384115776,True,0.055183274501157585,True,40,54,62
0.03,0.04,159,0.0008266446776113727,0.0016620192029236397,0.06403124237432849,0.06442579517133376,0.06521768583305393,True,0.06827411527999344,True,61,0.0443471156521669,0.04398474144019112,0.04436181198629755,True,0.048930910861932485,True,32,54,56
0.03,0.04,160,0.001108781166325389,0.0017019524310754504,0.06403124237432849,0.0671765288510525,0.06872583838327165,True,0.071360591024081,True,67,0.0443471156521669,0.047364713874103466,0.0478784575958604,True,0.05269096774676012,True,37,54,62
0.03,0.04,161,0.0006846674562455885,0.001568721236405779,0.06403124237432849,0.06182321513037919,0.0628192138031719,False,0.06545066305055802,True,56,0.0443471156521669,0.04159905784809845,0.042109773950252866,False,0.04627695252621755,True,28,54,52
0.03,0.04,162,0.0015326893637677959,0.0015544681441529058,0.06403124237432849,0.06812947711580948,0.069095175783264,True,0.07270792883229878,True,69,0.0443471156521669,0.05068531799120662,0.05211037086682458,True,0.05638498023249168,True,42,54,63
0.03,0.04,163,0.0006915288759919821,0.0017817185348013515,0.06403124237432849,0.06523009999681655,0.06640629989597562,True,0.06900148760680011,True,63,0.0443471156521669,0.04335136944233961,0.044594062600940794,True,0.04822631495538481,True,31,54,58
0.03,0.04,164,0.0014988403948281881,0.0014903375885860915,0.06403124237432849,0.0669291832611184,0.06865624561581413,True,0.07144466720992165,True,67,0.0443471156521669,0.04992393000574891,0.05205572831104924,True,0.05553797269242381,True,41,54,62
0.03,0.04,165,0.0009662764635376818,0.0016117556129255346,0.06403124237432849,0.06472856934452322,0.06602727035764773,True,0.06870578288207348,True,62,0.0443471156521669,0.04517499535681258,0.04583935839283791,True,0.05025501113830819,True,33,54,57
0.03,0.04,166,0.000916237514880615,0.0016225494226228456,0.06403124237432849,0.06450842084663293,0.0655664942408982,True,0.06843502960529907,True,62,0.0443471156521669,0.04469829001161579,0.04545769700086505,True,0.04972469935314177,True,33,54,57
0.03,0.04,167,0.0008632533650547011,0.0016221538630770138,0.06403124237432849,0.06409025738135812,0.06464771952645137,True,0.06795647413946909,True,61,0.0443471156521669,0.044098631200670056,0.0446292809604644,True,0.04905760774670693,True,32,54,55
0.03,0.04,168,0.0006396309335673863,0.0015807081259283998,0.06403124237432849,0.06165263323998567,0.062494154803540265,False,0.06523537783443764,True,56,0.0443471156521669,0.0411513833406969,0.04173190437439045,False,0.045778936152821095,True,28,54,51
0.03,0.04,169,0.0018200513901045874,0.0017974492532573064,0.06403124237432849,0.07358634313932987,0.07470243436971764,True,0.07855769481162371,True,81,0.0443471156521669,0.05493952031348767,0.05573531182060662,True,0.06111757585097933,True,49,54,73
0.03,0.04,170,0.0003808812612007954,0.0016236693300468515,0.06403124237432849,0.060234706949519545,0.061295059121515554,False,0.06354745037665091,False,53,0.0443471156521669,0.038253463650132775,0.03909008753357849,False,0.04255513977659722,False,24,54,50
0.03,0.04,171,0.0009040470176797627,0.0016280328939837626,0.06403124237432849,0.06449893646911775,0.06543739855906408,True,0.06841487035273658,True,62,0.0443471156521669,0.04460271606455827,0.045270437072545355,True,0.049618377930505844,True,33,54,56
0.03,0.04,172,0.0010576668200095857,0.0016348734538347693,0.06403124237432849,0.06578308086186846,0.06668795545488851,True,0.06987558389315851,True,64,0.0443471156521669,0.04634201609662048,0.047304036346587995,True,0.051553265622109434,True,35,54,59
0.03,0.04,173,0.0007683848352486495,0.0015421059434588974,0.06403124237432849,0.062069289686337195,0.06303283882426088,False,0.06577780299193581,True,57,0.0443471156521669,0.04238461353157827,0.0434896039130043,False,0.04715084546878951,True,30,54,52
0.03,0.04,174,0.0011483265207458543,0.001581941466156674,0.06403124237432849,0.06566741545895652,0.06745241649429116,True,0.06983411495780384,True,64,0.0443471156521669,0.046935638536727116,0.04840382803113322,True,0.052213642056105236,True,36,54,60
0.03,0.04,175,0.0004277651486840079,0.001800773610151478,0.06403124237432849,0.06347686483268503,0.06450833330570471,True,0.06697144345956556,True,59,0.0443471156521669,0.0403519626385755,0.041943244699460126,False,0.044889619043389534,True,27,54,55
0.03,0.04,176,0.0010157331870364423,0.0014304005201831189,0.06403124237432849,0.062261819981451555,0.06370530674640358,False,0.06619723262275136,True,58,0.0443471156521669,0.04437717356733288,0.04556783419687274,True,0.04936747274234373,True,32,54,53
0.03,0.04,177,0.0010227931684312097,0.0016573967757139458,0.06403124237432849,0.06586035772647383,0.06697660579491838,True,0.06992599878339888,True,64,0.0443471156521669,0.0461272625704204,0.04698947290024598,True,0.05131436264567452,True,35,54,59
0.03,0.04,178,0.0009831382678144771,0.0015039828576152096,0.06403124237432849,0.06317518486751658,0.06424397689599806,True,0.0671122570454807,True,59,0.0443471156521669,0.04456224305647795,0.04616565603272822,True,0.04957335365422619,True,33,54,54
0.03,0.04,179,0.0007893675258206121,0.0017779134562754823,0.06403124237432849,0.06591808885557573,0.06719201502819686,True,0.06979452399782062,True,64,0.0443471156521669,0.044436957179104876,0.045462457102310096,True,0.04943397913712605,True,32,54,59
0.03,0.04,180,0.0010880749152232267,0.0016264277468352624,0.06403124237432849,0.06588573752257579,0.06637020401074269,True,0.0700077580696459,True,64,0.0443471156521669,0.046608583756429116,0.046433403360977475,True,0.05184980933189812,True,36,54,58
0.03,0.04,181,0.0009713440334795242,0.0013514278148469068,0.06403124237432849,0.06061517683858835,0.062292491240943215,False,0.06445462681169822,True,55,0.0443471156521669,0.04327003478209983,0.04460460317135315,True,0.048135834054966437,True,31,54,51
0.03,0.04,182,0.00034136592290985937,0.001688064368332481,0.06403124237432849,0.060971260931481655,0.06173480303689257,False,0.06428743218157133,True,54,0.0443471156521669,0.03829807003577134,0.038460410611291906,False,0.04260476223675245,False,24,54,50
0.03,0.04,183,0.0005691370488522846,0.0014649931673029325,0.06403124237432849,0.05915338860503386,0.06052771162857476,False,0.06257382943679499,False,52,0.0443471156521669,0.03931665245653008,0.0406647030844446,False,0.04373788622483927,False,25,54,48
0.03,0.04,184,0.0007918047671756352,0.0016074636192964075,0.06403124237432849,0.06329875200798551,0.0647970172847234,True,0.06707454343565754,True,59,0.0443471156521669,0.04316766359255394,0.044950264099139145,True,0.04802195102675059,True,31,54,55
0.03,0.04,185,0.0011465461765736392,0.0015511141806181172,0.06403124237432849,0.0651826245084522,0.06672342356149606,True,0.06933184354331845,True,63,0.0443471156521669,0.04669713371274213,0.04788217528983766,True,0.051948316902417135,True,36,54,59
0.03,0.04,186,0.0014292531556928556,0.0017525989449742726,0.06403124237432849,0.07024564787687135,0.07120692312362835,True,0.07479759211110107,True,73,0.0443471156521669,0.05096717033878152,0.05236988830253277,True,0.056698527422809196,True,42,54,67
0.03,0.04,187,0.0007698330617961313,0.0014951694919203915,0.06403124237432849,0.0613202417284612,0.062086617520888794,False,0.06500139387380317,True,56,0.0443471156521669,0.042031092337416025,0.04248233626954946,False,0.04675757013118458,True,29,54,51
0.03,0.04,188,0.00020201531852542896,0.0017633509488667258,0.06403124237432849,0.061063223107357185,0.06207083100237902,False,0.0642831013372807,True,54,0.0443471156521669,0.03711580010952092,0.037889575818340855,False,0.04128954376593877,False,23,54,51
0.03,0.04,189,0.0011272758862924655,0.00151578561838622,0.06403124237432849,0.06448912406805433,0.06606967899022656,True,0.06859864568668121,True,62,0.0443471156521669,0.046236345356043,0.04750426952182706,True,0.05143571200195364,True,35,54,57
0.03,0.04,190,0.000905409564406762,0.00155273988111828,0.06403124237432849,0.06333158237912047,0.06460772954313844,True,0.06720587721148816,True,59,0.0443471156521669,0.04405189536390326,0.04496466557354038,True,0.04900561637451702,True,32,54,55
0.03,0.04,191,0.0010777774429088934,0.0014636309369531473,0.06403124237432849,0.06328537996105568,0.06439632533325285,True,0.06731111431763791,True,60,0.0443471156521669,0.045315906709208174,0.04624050080422862,True,0.05041176824538084,True,34,54,55
0.03,0.04,192,0.0008119568520735267,0.0015968216731869446,0.06403124237432849,0.06328981117405405,0.06481792095200824,True,0.06708230157171463,True,59,0.0443471156521669,0.04331864072426738,0.04472142053886649,True,0.04818990582953386,True,31,54,55
0.03,0.04,193,0.0004031651368959681,0.0017308279896897356,0.06403124237432849,0.0621676854666107,0.06373365242757609,False,0.06558481649192831,True,57,0.0443471156521669,0.03945947875169909,0.04121129828988327,False,0.04389677361371157,False,26,54,54
0.03,0.04,194,0.0003313658174738854,0.0016603035992842593,0.06403124237432849,0.06043155645887671,0.06240358576052107,False,0.06371536429099532,False,53,0.0443471156521669,0.03792406734071903,0.03948421706941485,False,0.04218870221378718,False,24,54,51
0.03,0.04,195,0.0010372106486918771,0.001617944550012992,0.06403124237432849,0.06536895095316936,0.0663204283418507,True,0.06942953632115219,True,63,0.0443471156521669,0.04599826462705456,0.04639769789233365,True,0.05117085863356638,True,35,54,58
0.03,0.04,196,0.00039826188403642286,0.0016867587914396029,0.06403124237432849,0.06141481471856468,0.062191175365618794,False,0.06479422160645715,True,55,0.0443471156521669,0.03902265681621586,0.03995284643911954,False,0.043410830204979,False,25,54,51
0.03,0.04,197,0.0009655904728749789,0.0015762406088265484,0.06403124237432849,0.06417220341026227,0.06475517203508835,True,0.06812892152167246,True,61,0.0443471156521669,0.04490453813843331,0.045201749477606336,True,0.049954140481549246,True,33,54,55
0.03,0.04,198,0.0012006312070658538,0.0016085689911576283,0.06403124237432849,0.06646630115615815,0.06731151617549833,True,0.07070455951659768,True,66,0.0443471156521669,0.04767610024429717,0.04849002813630955,True,0.05303737011777978,True,37,54,60
0.03,0.04,199,0.0009483769849532619,0.0014952438346213367,0.06403124237432849,0.06276037487297169,0.06345611360311104,False,0.06665205609450803,True,58,0.0443471156521669,0.04410449192581355,0.044944210339519904,True,0.04906412752175148,True,32,54,53
0.0,0.05,0,0.00026045854736691425,0.002275568063925808,0.07071067811865477,0.06936565919256106,0.07179295203896793,True,0.07302318933290804,True,70,0.040824829046386304,0.04216045449609685,0.044162934207303405,True,0.04690147931532576,True,29,66,68
0.0,0.05,1,0.0,0.002300531241708606,0.07071067811865477,0.06783113211068507,0.07135878049529255,True,0.07123828973899873,True,67,0.040824829046386304,0.039162322383541094,0.04133890117996502,True,0.043525717347740966,True,25,66,67
0.0,0.05,2,0.0,0.0022915529940642876,0.07071067811865477,0.06769864096219787,0.07084365025655445,True,0.06956759253768688,False,64,0.040824829046386304,0.03908582858329677,0.04091551752531735,True,0.040748561294851084,False,22,66,66
0.0,0.05,3,0.0,0.002525880436335469,0.07071067811865477,0.0710757403948136,0.07388055014312024,True,0.07421031641149772,True,72,0.040824829046386304,0.04103559784979759,0.04281111884774032,True,0.04485602777212556,True,27,66,72
0.0,0.05,4,5.778965292985204e-05,0.0023454027141475904,0.07071067811865477,0.06891005065463987,0.07156388971966819,True,0.0724269263530333,True,69,0.040824829046386304,0.04026650546498391,0.042052434687416186,True,0.04479455204500308,True,27,66,67
0.0,0.05,5,0.0001220279718170444,0.0025113605085214583,0.07071067811865477,0.07172690561330498,0.074632537826745,True,0.07541970541453609,True,75,0.040824829046386304,0.042382405675366636,0.04392779981303966,True,0.04714838933486784,True,30,66,73
0.0,0.05,6,0.0,0.0024709474289135807,0.07071067811865477,0.07029861206188329,0.07351683709098394,True,0.07383463726410876,True,72,0.040824829046386304,0.04058692259758538,0.04293624028412281,True,0.04511749024749938,True,27,66,71
0.0,0.05,7,0.0,0.0026583137273548095,0.07071067811865477,0.07291520729388087,0.07620038693049863,True,0.07520557889554025,True,74,0.040824829046386304,0.04209761455913949,0.043994313906677025,True,0.04438664747194082,True,26,66,76
0.0,0.05,8,0.00022537636608399732,0.002706636321139908,0.07071067811865477,0.07509093825731447,0.07704027500627313,True,0.07900601507863128,True,82,0.040824829046386304,0.04505330820458437,0.04523733987667702,True,0.050119640029970144,True,33,66,78
0.0,0.05,9,0.00019639111463923362,0.002209248173032251,0.07071067811865477,0.0679329629907583,0.07008311427625259,False,0.07148206658059252,True,67,0.040824829046386304,0.04085612842639483,0.04172972080723465,True,0.045450479251172446,True,27,66,65
0.0,0.05,10,0.0,0.002818151690759602,0.07071067811865477,0.07507531805806222,0.0792232001861465,True,0.07856382148983196,True,81,0.040824829046386304,0.043344755090318994,0.04575690884529048,True,0.047687781104157355,True,30,66,82
0.0,0.05,11,0.00011036313914630606,0.002413281441893031,0.07071067811865477,0.07026326225654747,0.07235446272956646,True,0.07387693589240778,True,72,0.040824829046386304,0.04146344695923941,0.04255438013774214,True,0.04612609193007896,True,28,66,69
0.0,0.05,12,0.0005358131637051295,0.0023067750233712503,0.07071067811865477,0.07175906361183673,0.07305989300463248,True,0.07570251805029671,True,75,0.040824829046386304,0.04553749201796211,0.046003511612647575,True,0.050658271251558466,True,34,66,70
0.0,0.05,13,0.0004189707537150674,0.0022972586949338027,0.07071067811865477,0.07080598946122194,0.07239708742107462,True,0.07463054505802108,True,73,0.040824829046386304,0.044164199872041184,0.04463293877117267,True,0.04913054974225233,True,32,66,69
0.0,0.05,14,9.283399720426974e-05,0.002628130522751805,0.07071067811865477,0.07313750776932368,0.07615045192469315,True,0.07688473625713325,True,78,0.040824829046386304,0.0429525437241165,0.0442855333041147,True,0.04778264051218371,True,30,66,76
0.0,0.05,15,0.0,0.0029787194298313223,0.07071067811865477,0.07718444700626315,0.0808071229033995,True,0.07817172342442877,True,80,0.040824829046386304,0.044562461256318436,0.04665401416071688,True,0.0443556737154104,True,26,66,86
0.0,0.05,16,0.0,0.0027483039694045012,0.07071067811865477,0.07413911207189497,0.07737175863404464,True,0.07557715547971046,True,75,0.040824829046386304,0.042804236312188396,0.04467060567504043,True,0.04351561817923178,True,25,66,79
0.0,0.05,17,0.0,0.0028226218005855713,0.07071067811865477,0.07513483613591729,0.07883461401533894,True,0.07605609816546618,True,76,0.040824829046386304,0.04337911786859027,0.04551518562321618,True,0.043103150569163626,True,25,66,82
0.0,0.05,18,0.0004317340296444705,0.0025534994357690258,0.07071067811865477,0.07442266389469354,0.07569991918715868,True,0.07842385185970742,True,81,0.040824829046386304,0.04619596288447532,0.04707220560785934,True,0.05139078844319294,True,35,66,75
0.0,0.05,19,0.0,0.002552815110903629,0.07071067811865477,0.07145369284933606,0.07432078105933101,True,0.07342368064312021,True,71,0.040824829046386304,0.041253808801157005,0.04291176458080525,True,0.04300402491682703,True,25,66,73
0.0,0.05,20,0.0,0.0023187104707184402,0.07071067811865477,0.06809861189067572,0.07081097749483445,True,0.07093359436755055,True,66,0.040824829046386304,0.03931675190652148,0.04097026965332486,True,0.04268403155846977,True,24,66,66
0.0,0.05,21,1.4631783526287013e-05,0.002462354005153476,0.07071067811865477,0.07028043677890199,0.0731302132725959,True,0.07384282018547306,True,72,0.040824829046386304,0.040696450954539894,0.04289351409514253,True,0.04527284573813664,True,27,66,70
0.0,0.05,22,8.691997269404941e-05,0.002366943487195349,0.07071067811865477,0.06943203113178202,0.07160368707704633,True,0.0729912268891802,True,70,0.040824829046386304,0.04080296922395414,0.041715248925814276,True,0.04539134219338949,True,27,66,67
0.0,0.05,23,0.0,0.002492795118981915,0.07071067811865477,0.07060871219590278,0.07295193184953695,True,0.07234257895904646,True,69,0.040824829046386304,0.04076595899343728,0.04217481654576692,True,0.04211005070159459,True,24,66,70
0.0,0.05,24,0.0,0.002891913126411174,0.07071067811865477,0.07605147107599135,0.07885215935500922,True,0.07808813072797714,True,80,0.040824829046386304,0.04390833729799064,0.04552561621921188,True,0.04566264965937619,True,28,66,82
0.0,0.05,25,0.00015079370078819741,0.002316864626338606,0.07071067811865477,0.06917024615732843,0.07168844110194401,True,0.0727528887693152,True,70,0.040824829046386304,0.041174872414462535,0.042692248399764675,True,0.045805066618455834,True,28,66,68
0.0,0.05,26,0.0004065880425430657,0.0023133329612010666,0.07071067811865477,0.07094542948594504,0.07238158453685319,True,0.07476863914543429,True,73,0.040824829046386304,0.04414532836753069,0.04485764935975326,True,0.049109556100484786,True,32,66,69
0.0,0.05,27,0.0,0.002613010475314191,0.07071067811865477,0.07229122319222703,0.07481980247204534,True,0.070237350078409,False,65,0.040824829046386304,0.041737357170079585,0.043197233097950004,True,0.03558311260225907,False,17,66,74
0.0,0.05,28,0.0,0.0024829215527109277,0.07071067811865477,0.07046873849744903,0.07325641779273985,True,0.07348824598957576,True,71,0.040824829046386304,0.040685145140955545,0.04233925942343509,True,0.04431936048245357,True,26,66,71
0.0,0.05,29,0.00021912982794947697,0.0025254194454424725,0.07071067811865477,0.07259455020064813,0.07471790073452964,True,0.07638427675980451,True,77,0.040824829046386304,0.0436204400663014,0.04464358933043684,True,0.04852564309249667,True,31,66,73
0.0,0.05,30,0.0,0.0026497415932000474,0.07071067811865477,0.07279754931589452,0.075233350735362,True,0.07490935342181722,True,74,0.040824829046386304,0.04202968469387676,0.04350131704643958,True,0.0440015143674234,True,26,66,74
0.0,0.05,31,0.000265958168662689,0.0024906294903413936,0.07071067811865477,0.07243767769155411,0.07404170019983966,True,0.07624665627477191,True,76,0.040824829046386304,0.04389052094576099,0.04436414773162981,True,0.04882609509029503,True,32,66,72
0.0,0.05,32,0.0003313619725101094,0.0025292064720900866,0.07071067811865477,0.07341508643794055,0.07524020311927783,True,0.0773091722423144,True,78,0.040824829046386304,0.04491658513923523,0.04625848078528021,True,0.04996754219093963,True,33,66,74
0.0,0.05,33,5.265553797785625e-05,0.0023225003674527873,0.07071067811865477,0.06853945048571247,0.07200069993647468,True,0.07203489737558999,True,68,0.040824829046386304,0.040012362043245014,0.041797304442919646,True,0.04451182970293449,True,26,66,68
