seed,attempts,rejected,det_len,panic_len,front_load,delta,D_V,delta_end,setup_len,mode,trunc,rv_calm,depth,duration,ep_peak_rel_event,rise,onset_lag_before_event,realised_det_len,decay_half_life,stress_spell
220145,1,0,3,82,0.19896485321821,0.8095088481222261,0.15845866532859737,0.9627546542849814,105,v21,panic_len,0.0004427103441077845,-0.5655078454017614,67.0,-39.0,57.0,23.0,16.0,18.0,26.0
220146,1,0,8,58,0.14858638055322343,0.8347232283920166,0.21475925038199273,0.8752003307160532,99,v21,,0.0003225850887635213,-0.4817709882797284,84.0,-41.0,80.0,36.0,5.0,26.0,46.0
220147,1,0,4,44,0.12370429642771022,0.7216095594408528,0.11109700109607212,0.8780872229002178,74,v21,,0.0003788650857347541,-0.33061159052767286,27.0,15.0,19.0,-16.0,1.0,12.0,95.0
220148,1,0,4,43,0.29248699305006354,0.8591166047629666,0.2755620722365878,0.9250988217310664,90,v21,,0.00034981699689959014,-0.5746441888950469,120.0,-72.0,83.0,64.0,8.0,29.0,93.0
220149,1,0,6,17,0.19236986735990688,0.7599873257620213,0.22358603591185122,0.8267692359798209,57,v21,,0.0003274281970489236,-0.47421662384426777,68.0,-34.0,40.0,17.0,17.0,8.0,83.0
220150,1,0,9,17,0.22136141838197165,0.8377371548486036,0.19376734315599115,0.9041369660257668,79,v21,,0.00048405535526194757,-0.6187438520754014,59.0,-35.0,54.0,13.0,22.0,4.0,23.0
220151,2,1,8,17,0.27096573905468385,0.945405990387747,0.2842738668192727,0.9679223934994838,79,v21,,0.0003699791442592665,-0.40995659818906205,79.0,-58.0,82.0,52.0,6.0,13.0,22.0
220152,1,0,4,64,0.10990185495862564,0.714675889102577,0.21356332645682594,0.9666723637972815,62,v21,,0.0004384953317454457,-0.5070099721341634,114.0,-57.0,105.0,46.0,11.0,14.0,54.0
220153,1,0,23,79,0.16677363732068176,0.7651419031935093,0.10410802325719866,0.8630719227225779,88,v21,panic_len,0.0005195429058830565,-0.3995155170135295,49.0,49.0,30.0,-53.0,4.0,,58.0
220154,1,0,19,27,0.27604509386190806,0.6389601781003391,0.20375309300885192,0.907179207130741,50,v21,,0.00031771952500533266,-0.5224287186414571,87.0,-43.0,79.0,38.0,5.0,19.0,34.0
220155,1,0,9,47,0.18339320307724424,0.5767710521750352,0.113914794094232,0.7693351064976638,51,v21,,0.00031026931126015167,-0.506195080092167,106.0,-52.0,76.0,38.0,14.0,10.0,37.0
220156,1,0,11,17,0.18862011746770915,0.7950423112453427,0.14843250793419632,0.9342924792671781,60,v21,,0.0003023426238887037,-0.45638718357841135,94.0,-41.0,80.0,25.0,16.0,13.0,123.0
220157,1,0,18,26,0.20464382377603152,0.6931371877903764,0.12196503733522986,0.9479219202510961,68,v21,,0.0003874591981796598,-0.3472778555186359,35.0,-10.0,77.0,-1.0,11.0,16.0,47.0
220158,1,0,8,40,0.20220426272832498,0.5895173528077866,0.11965153843952106,0.7518733285427663,87,v21,,0.0002454847085735049,-0.5149522401535875,122.0,-76.0,152.0,57.0,19.0,13.0,90.0
220159,1,0,5,44,0.1163037642263538,0.5786560660392542,0.19049500349958892,0.9241988116384607,70,v21,,0.00022597754587905938,-0.5820104008255944,112.0,-64.0,76.0,38.0,26.0,8.0,117.0
220160,1,0,15,84,0.3552885716421825,0.7033464097962622,0.13758565672981626,0.8156465459298138,65,v21,,0.00060711825461315,,,,,,,,
220161,1,0,4,84,0.15540487809850417,0.8517300719461396,0.2132266356017925,0.9882040616526355,102,v21,panic_len,0.00026856930165953077,-0.518729028582327,113.0,-65.0,100.0,48.0,17.0,21.0,48.0
220162,2,1,4,27,0.22409214840660202,0.5539214200882286,0.1077127379043529,0.8719616386225479,83,v21,,0.00043570759734290146,-0.5785482098694631,78.0,-48.0,75.0,31.0,17.0,19.0,40.0
220163,1,0,3,88,0.1457084340828408,0.7471440896915543,0.16169087476682614,0.8702153480304553,99,v21,panic_len,0.0005821208302474743,,,,,,,,
220164,1,0,5,17,0.4440184981482657,0.778506130948057,0.22149698375042357,0.9358958656247582,105,v21,,0.0006886263392485794,-0.521694471182383,63.0,-45.0,51.0,32.0,13.0,16.0,23.0
220165,1,0,8,48,0.17984673805648585,0.9380322189728086,0.28353263299374654,0.9729601104904262,62,v21,,0.0003945436345399467,-0.5088320717352203,69.0,-15.0,61.0,0.0,15.0,34.0,103.0
220166,1,0,8,29,0.09229892274776118,0.7603460081832033,0.12594639025255758,0.8979844209398994,62,v21,,0.0003265885581381205,,,,,,,,
220167,1,0,13,21,0.14698458096482903,0.8804095874519576,0.25614590323349407,0.9320226221958211,62,v21,,0.00035308114089564616,-0.6239058481844424,19.0,-2.0,30.0,-4.0,6.0,4.0,21.0
220168,1,0,6,17,0.19967506326447687,0.8366809377080143,0.18869688815993407,0.987966863037355,69,v21,,0.0003718896582635385,-0.4612648984833355,30.0,-8.0,23.0,0.0,8.0,19.0,21.0
220169,1,0,13,23,0.36309613411928215,0.6632309711302413,0.13541949790779378,0.9888890832807792,96,v21,,0.0004023619451296806,-0.5428722199267599,118.0,-86.0,111.0,79.0,7.0,21.0,52.0
220170,1,0,4,17,0.49409310855502764,0.7857555605264219,0.19334486583202756,0.8676390187142919,70,v21,,0.00042759215904569997,-0.4312238116792756,36.0,-18.0,19.0,0.0,18.0,6.0,125.0
220171,1,0,8,59,0.40253571973704927,0.7651324725144002,0.1126089373950858,0.8358214360570441,70,v21,,0.00036958182363466916,-0.4125184578194576,97.0,-5.0,33.0,-2.0,7.0,42.0,95.0
220172,1,0,14,30,0.36117881025192156,0.628244726037192,0.18220485023568167,0.7271698251994453,99,v21,,0.00045162713615195984,-0.6654391391746484,72.0,-30.0,63.0,21.0,9.0,10.0,21.0
220173,1,0,23,41,0.537543422894712,0.7738439441210196,0.18346829648291874,0.9845750060236478,72,v21,,0.0006208971986423358,-0.6053160483549456,86.0,-37.0,55.0,11.0,26.0,11.0,92.0
220174,1,0,13,72,0.10873461572746626,0.9013632073182289,0.2731806341666638,0.9367766312660599,94,v21,,0.0007021704360900133,-0.4606941796782653,41.0,23.0,8.0,-25.0,2.0,9.0,17.0
220175,1,0,24,72,0.3189179798361039,0.7934167455199377,0.19801146102524403,0.9096311874074514,94,v21,panic_len,0.00037009730575500465,-0.4052894074739528,123.0,-37.0,124.0,32.0,5.0,,19.0
220176,1,0,5,25,0.31564403604053126,0.8519317016316926,0.23530920416667278,0.8937542838590622,103,v21,,0.0006332373611177618,-0.5221275623727327,59.0,-19.0,34.0,12.0,7.0,18.0,24.0
220177,1,0,11,33,0.3726516630994138,0.9490014448125516,0.2754357290477534,0.9784742768363619,105,v21,,0.00034767232515740376,-0.47401861753110064,65.0,-3.0,38.0,-3.0,6.0,34.0,42.0
220178,1,0,9,86,0.4732436293236086,0.8389069053640597,0.18449555195107686,0.9204399603632996,95,v21,panic_len,0.0003239705526070096,-0.5676956828694807,106.0,-72.0,102.0,59.0,13.0,12.0,53.0
220179,1,0,4,80,0.38725317439709117,0.6829397043111799,0.2943805749754621,0.8054447744335992,68,v21,,0.0003580943632304391,-0.6174616829403412,95.0,-14.0,16.0,-1.0,15.0,7.0,129.0
220180,1,0,15,34,0.3291829033688908,0.7753040135494547,0.14900129136559143,0.8999724739162059,83,v21,,0.0003775644538966459,-0.4186902302041092,87.0,-44.0,72.0,37.0,7.0,12.0,21.0
220181,1,0,8,95,0.14477920260476282,0.8577223492389199,0.263813432737696,0.9648117511498484,81,v21,,0.0004044951976397847,,,,,,,,
220182,1,0,5,82,0.1697927665297075,0.8041150823469542,0.29593798379054437,0.9112143332060688,58,v21,,0.0008572000821427438,-0.5646767892519111,101.0,-15.0,48.0,2.0,13.0,16.0,52.0
220183,1,0,12,34,0.3456541958863516,0.7383661854833946,0.12486143792558534,0.8704141483359786,57,v21,,0.0007214097761676121,-0.4457662910239508,33.0,-1.0,39.0,-4.0,5.0,15.0,26.0
220184,1,0,4,82,0.1346642996715953,0.8668570059439604,0.26015291129267004,0.9287647106656793,104,v21,panic_len,0.00047831163165724163,-0.4919938448658804,3.0,81.0,4.0,-82.0,1.0,,13.0
220185,1,0,9,16,0.3691854071831944,0.6924770130757265,0.25048665297616046,0.8663400371016177,75,v21,,0.000360959591224752,-0.5406706859497881,32.0,-4.0,19.0,-2.0,6.0,21.0,29.0
220186,1,0,8,35,0.49073008463626605,0.6522518515368926,0.2720384183960579,0.9554644881889833,86,v21,,0.0003521732816298651,-0.525347716426849,51.0,-2.0,28.0,0.0,2.0,13.0,23.0
220187,1,0,5,89,0.1353114874643918,0.719706673390213,0.15505737643318857,0.8901094686005218,96,v21,panic_len,0.00028275720797710187,-0.4771837459325091,119.0,-24.0,29.0,-2.0,26.0,13.0,90.0
220188,1,0,5,82,0.23888007915853707,0.8698798740521934,0.2668975299507669,0.9851282939542088,103,v21,panic_len,0.0004696504218321721,,,,,,,,
220189,1,0,15,39,0.40287220029489523,0.8407073642483004,0.2488808919773295,0.9688333885975844,52,v21,,0.00036880769452123194,-0.5346437831916407,33.0,20.0,17.0,-21.0,1.0,8.0,32.0
220190,1,0,14,99,0.422271936888435,0.7851441029694289,0.15123927018781874,0.9654424666533143,61,v21,,0.0004619563337572005,,,,,,,,
220191,1,0,4,96,0.15632978922565724,0.6962332663011709,0.1575881049020302,0.8292838701857428,73,v21,,0.00036624934917377336,-0.6159457235161886,88.0,-11.0,84.0,0.0,11.0,21.0,37.0
220192,1,0,15,59,0.154955215370857,0.7205085890161015,0.10140557860851869,0.9788705023857605,50,v21,,0.00027528428751117474,-0.49333715144592616,83.0,-12.0,33.0,-2.0,14.0,34.0,120.0
220193,1,0,7,15,0.3576641519802617,0.8468867504937013,0.1976090100685277,0.9233858669326408,95,v21,,0.00028263054180973073,-0.4456165908826122,92.0,-16.0,90.0,-1.0,17.0,5.0,94.0
220194,1,0,24,57,0.10064806476610659,0.7600347925704135,0.17257551104611552,0.9043652404060774,100,v21,,0.00043003208569924583,-0.4971641021625748,71.0,-1.0,74.0,-8.0,9.0,14.0,46.0
220195,1,0,17,97,0.3930842367387272,0.664347605642765,0.22924790564821582,0.8323601648244375,71,v21,,0.00027781793804967036,,,,,,,,
220196,2,1,7,26,0.19770863166584596,0.6337021824553908,0.17485071961886506,0.8841571669700636,97,v21,,0.0004182275805162511,-0.3992918825352979,41.0,-17.0,72.0,3.0,14.0,,74.0
220197,2,1,7,33,0.3980617114524365,0.7498178494012006,0.1478122577549162,0.8757835177616153,54,v21,,0.0005385739393798211,-0.4127815079616447,82.0,-8.0,36.0,-4.0,12.0,16.0,129.0
220198,1,0,12,18,0.424869308919653,0.7510220352373846,0.1991753917978608,0.9092795408140882,91,v21,,0.0005785004331264737,-0.4633125442698903,98.0,-70.0,138.0,61.0,9.0,9.0,57.0
220199,1,0,3,18,0.17082621330040199,0.9325227415054185,0.2972375573028792,0.9580129325237957,106,v21,,0.00031216031358632354,-0.5682387080997038,93.0,-21.0,88.0,0.0,21.0,,83.0
220200,1,0,7,18,0.20395984270069878,0.6929033240197014,0.2873088345786138,0.7757001796979275,58,v21,,0.0003487438445636048,,,,,,,,
220201,1,0,6,39,0.33471391615779006,0.7632370705497731,0.16334390898725865,0.9785825161008023,62,v21,,0.001073496122639993,-0.40405692361238765,98.0,-60.0,20.0,54.0,6.0,1.0,179.0
220202,1,0,7,34,0.4314515037701858,0.7135431540070507,0.22594985823816793,0.8502897051691101,78,v21,,0.0006170035705624778,-0.44036580794294466,18.0,-3.0,29.0,-1.0,4.0,21.0,93.0
220203,1,0,26,85,0.46654595497016915,0.7548926439328223,0.1462124290063798,0.9556079953747609,59,v21,,0.00023374685772259532,,,,,,,,
220204,1,0,13,69,0.2588151431418945,0.8918735169566565,0.24079277697576543,0.9569722956440305,71,v21,,0.00029569967256491377,,,,,,,,
220205,1,0,25,33,0.181692331690876,0.7830873592665335,0.2799464577727252,0.9223604669400987,78,v21,,0.00037679405314513533,,,,,,,,
220206,1,0,7,71,0.14348185092199786,0.7716705237894365,0.2604455821957197,0.8439244882539114,97,v21,,0.0013311761785865402,-0.5711969459618016,70.0,-2.0,19.0,-1.0,3.0,11.0,58.0
220207,1,0,9,62,0.37972428564631633,0.8928555897261816,0.24427088220080717,0.9298199070745288,95,v21,,0.00040317955849573353,,,,,,,,
220208,1,0,18,20,0.3337702250752845,0.5552135443976958,0.14967709614047403,0.7752437016175686,101,v21,,0.0002839241024485529,-0.47611405403491525,88.0,-51.0,77.0,36.0,15.0,13.0,63.0
220209,1,0,5,25,0.4400085757207865,0.8421243272028137,0.22874113921780206,0.9249279254023187,101,v21,,0.00034272390318560884,-0.4532368347271799,62.0,-49.0,49.0,28.0,21.0,15.0,22.0
220210,1,0,4,86,0.09044304002286525,0.6240947071827818,0.12574385067800042,0.7400262063626875,90,v21,,0.00029438577706908506,,,,,,,,
220211,1,0,8,17,0.450200704791219,0.7868441896014677,0.133418775889742,0.9216962384078221,96,v21,,0.00031026674358828916,,,,,,,,
220212,1,0,8,26,0.13287629077646929,0.7782956355298629,0.1484055627372332,0.8966437716133642,81,v21,,0.0002423391822410288,-0.45617800676083453,102.0,-77.0,95.0,66.0,11.0,16.0,107.0
220213,1,0,14,30,0.3058840034651934,0.5715131372300707,0.13378865319459582,0.737954086226059,52,v21,,0.0004264333056830283,-0.4812900819416642,31.0,-5.0,40.0,-3.0,8.0,13.0,32.0
220214,1,0,7,63,0.22650753828131293,0.8993630733833103,0.24261710346624807,0.9917785149403266,89,v21,,0.0003320130455194244,-0.315258953142067,32.0,-5.0,23.0,-4.0,9.0,39.0,64.0
220215,1,0,5,72,0.3167128861639351,0.7914482138810948,0.14555817560691145,0.8686251863494984,106,v21,,0.0002912664965654683,,,,,,,,
220216,1,0,9,80,0.4303069218856262,0.6840247727657782,0.2881470678445499,0.9787931995602703,74,v21,,0.0002993776845046884,,,,,,,,
220217,1,0,7,19,0.4374843527557437,0.917392673525971,0.2660767323430224,0.9470020853700328,101,v21,,0.0004396502262004274,,,,,,,,
220218,1,0,9,27,0.4100313366114742,0.8860099384557297,0.297886534956169,0.9818379415714896,68,v21,,0.002063066649486421,-0.6681085429870991,117.0,-25.0,48.0,14.0,11.0,6.0,21.0
220219,1,0,4,88,0.22341547988781335,0.7884791046407108,0.14426665638934513,0.8592924959054534,74,v21,,0.00035561829533842124,,,,,,,,
220220,1,0,16,17,0.24433829871903676,0.7872366289592938,0.2997578018429286,0.9285796841999396,67,v21,,0.00028342648560912554,-0.46974484572874387,124.0,-46.0,66.0,33.0,13.0,12.0,73.0
220221,1,0,7,54,0.1563485316802222,0.9105413832487815,0.2530477535224432,0.9524432456818291,65,v21,,0.0003194999243926564,,,,,,,,
220222,1,0,5,77,0.2908013801088838,0.8910917487266521,0.28636817604256803,0.9401228857294333,51,v21,,0.00020355805386508205,-0.4907584751338956,56.0,-1.0,34.0,-1.0,2.0,16.0,142.0
220223,1,0,8,63,0.309615207580036,0.8690959727613492,0.2223161326512314,0.9561721178610892,91,v21,,0.0004480862318033343,-0.4628837015715579,67.0,-25.0,92.0,20.0,5.0,19.0,31.0
220224,1,0,10,52,0.2331701554335417,0.7872107991135074,0.13121523396720502,0.8961329749676777,80,v21,,0.00047534926706521865,-0.44276202273477516,78.0,40.0,18.0,-42.0,2.0,14.0,32.0
220225,1,0,7,67,0.44493792377833097,0.6304534961172767,0.17095060531532108,0.9083174641846344,103,v21,,0.00035429469831631017,-0.5199327341880466,118.0,-45.0,64.0,22.0,23.0,20.0,87.0
220226,1,0,6,19,0.26832119598706916,0.8182038270268123,0.16651360362545095,0.9022386354889873,54,v21,,0.00029605482920347836,-0.3025678381594539,5.0,41.0,17.0,-46.0,5.0,4.0,94.0
220227,1,0,17,93,0.4251045193501715,0.8663369906602124,0.20988313345184217,0.8994063283922736,80,v21,panic_len,0.0003823155074089902,,,,,,,,
220228,1,0,14,93,0.2964272581478568,0.7121556682631476,0.25442698765585836,0.7860125944563421,56,v21,,0.00024339001433326145,-0.6449766156289287,112.0,-31.0,127.0,21.0,10.0,10.0,29.0
220229,1,0,14,32,0.1064850313262706,0.8973975603582639,0.24264975945419123,0.9460909164896442,69,v21,,0.0002940573980283088,-0.43283392634501816,118.0,-3.0,125.0,-4.0,7.0,,105.0
220230,1,0,9,17,0.3093663972628873,0.8077396754711785,0.20222636108430014,0.9916632080936066,73,v21,,0.0002768725861175981,-0.4096268973605044,47.0,-25.0,44.0,16.0,9.0,18.0,110.0
220231,1,0,5,34,0.12029562699205221,0.6609747715035362,0.1306229253462524,0.8884968123645752,73,v21,,0.0003809784778202414,,,,,,,,
220232,1,0,17,19,0.4596332254057905,0.5747905905762177,0.16605015654112004,0.7909682741027853,105,v21,,0.0003680062401688301,-0.6826514042960614,73.0,-52.0,85.0,48.0,4.0,9.0,25.0
220233,1,0,8,69,0.09774951673291395,0.8836685492095178,0.25287885360901097,0.9423200778670182,54,v21,,0.0002255539124976715,-0.581044677137077,66.0,-1.0,72.0,-3.0,4.0,16.0,21.0
220234,1,0,14,18,0.0928570622965243,0.8729735446211208,0.2250395950897299,0.9818964908179031,58,v21,,0.0001957528389428973,-0.5645842208181537,77.0,-50.0,41.0,1.0,49.0,9.0,114.0
220235,1,0,4,16,0.5306329682807167,0.8661318383040351,0.2938501093086987,0.9571937162567777,89,v21,,0.0004094086026536492,-0.5357174208404101,74.0,-51.0,111.0,28.0,23.0,15.0,21.0
220236,1,0,13,90,0.3865942044051701,0.6566218411524516,0.1932173294725926,0.7682223683401765,87,v21,panic_len,0.0005660074421760998,-0.45599639115406343,46.0,-16.0,42.0,8.0,8.0,29.0,43.0
220237,1,0,7,84,0.35202565661021035,0.6010998089944968,0.11554351956707605,0.8662037345586979,99,v21,panic_len,0.00043159286406464656,,,,,,,,
220238,1,0,16,47,0.2480133369413977,0.8722587416721546,0.2119184931724841,0.9502438100716986,105,v21,,0.00043477135300242723,-0.6333200931910454,92.0,-41.0,101.0,36.0,5.0,12.0,30.0
220239,2,1,9,27,0.3294576633088556,0.8021440333780102,0.28153203503376345,0.971490313076136,91,v21,,0.0004326781289372667,-0.6948354407439179,107.0,-81.0,88.0,71.0,10.0,12.0,75.0
220240,1,0,16,33,0.3929629003517585,0.6084436585202365,0.11873527309598371,0.8121901297530453,80,v21,,0.0008443615851720436,-0.7967422004660947,71.0,-13.0,70.0,11.0,2.0,20.0,37.0
220241,1,0,3,17,0.5101524995934418,0.7656828427213578,0.10685123537951907,0.944370968681669,67,v21,,0.00047824525982427334,-0.36614312783927927,54.0,-37.0,67.0,29.0,8.0,15.0,35.0
220242,1,0,3,17,0.24739683766889364,0.7380365198268033,0.20956637401993922,0.82419432911925,71,v21,,0.0003896282083535519,-0.42501081783624073,25.0,-4.0,14.0,-1.0,5.0,29.0,123.0
220243,1,0,7,70,0.12897368712690116,0.8818115220067505,0.2253600348780949,0.9545626653204675,74,v21,,0.0018615819358438529,-0.6244918277852923,83.0,-26.0,11.0,20.0,6.0,1.0,98.0
220244,1,0,19,97,0.38920444612229793,0.8235949393185407,0.25417169943090373,1.0,74,v21,panic_len,0.00037400314209630204,-0.5541691918652807,120.0,-75.0,161.0,60.0,15.0,21.0,71.0
220245,1,0,4,26,0.14866640711439427,0.817467216004511,0.18552645399477083,0.8673107433846781,78,v21,,0.00028505332879599554,,,,,,,,
220246,1,0,22,37,0.13829021200525185,0.6324995408634859,0.22821764542253786,0.7772688231345855,94,v21,,0.0006098282113605086,-0.5971224266314867,71.0,-29.0,81.0,28.0,1.0,11.0,24.0
220247,1,0,7,46,0.23723736585052496,0.742059278983551,0.10527333814409474,0.8981170352147735,67,v21,,0.00024082021971618845,-0.4450369990766,93.0,-49.0,87.0,42.0,7.0,17.0,37.0
220248,1,0,11,46,0.1797541360488001,0.6782606858976259,0.12183439414269391,0.7947510474400253,88,v21,,0.0003973940554132642,-0.5352933424740043,28.0,19.0,28.0,-21.0,2.0,18.0,46.0
220249,1,0,6,66,0.3137660831979894,0.7991658348242993,0.2649937317859391,1.0,65,v21,,0.00045727875416778853,-0.4765791198020438,68.0,-7.0,75.0,0.0,7.0,8.0,42.0
220250,1,0,3,28,0.4005541912897278,0.8448658588137923,0.27373156844234836,0.9066044086672183,69,v21,,0.0002600995806690204,-0.5350174282858022,40.0,-16.0,20.0,0.0,16.0,3.0,36.0
220251,1,0,6,52,0.29922074865085824,0.7970637840617066,0.1921153466018941,0.8987681722493326,90,v21,,0.0004038922131300388,-0.3923137666649652,44.0,-3.0,41.0,-4.0,7.0,16.0,46.0
220252,1,0,15,74,0.19491166518536585,0.898926577857712,0.29081998595222613,0.9803886603539819,67,v21,,0.0005508273310874067,-0.6069946341397574,96.0,-68.0,109.0,63.0,5.0,17.0,27.0
220253,1,0,25,55,0.43241479645167774,0.6478125668441346,0.13091427875738973,0.7673729344687242,110,v21,panic_len,0.00043742592252842834,,,,,,,,
220254,1,0,6,17,0.5502384702770775,0.8034169851383524,0.2344602687676408,0.85816430082367,99,v21,,0.0004199772626977222,-0.6108875714054267,105.0,-87.0,102.0,80.0,7.0,15.0,23.0
220255,1,0,21,62,0.3011188150436835,0.7645069504209041,0.1381456659081345,0.9618733089423919,92,v21,,0.0003091029567279158,,,,,,,,
220256,1,0,13,84,0.4186194640384191,0.7626507868751303,0.12162262805738976,0.8962463410267894,86,v21,,0.0002529206575504526,-0.5742517253338507,126.0,-21.0,48.0,10.0,11.0,38.0,43.0
220257,1,0,14,78,0.40121259508753204,0.8207193795795462,0.17880442952711878,0.882899258083118,98,v21,panic_len,0.00046940343882262116,-0.47423420435821584,64.0,22.0,39.0,-24.0,2.0,14.0,50.0
220258,1,0,15,19,0.30336130970303804,0.8113121568413858,0.1932385931932611,0.8796599513179041,92,v21,,0.0003237793598064925,-0.6821484052226872,81.0,-9.0,82.0,-3.0,12.0,,46.0
220259,1,0,12,45,0.20388734170273012,0.7239199704436449,0.15599377578382692,0.8531316250115241,103,v21,,0.0007215690722917429,,,,,,,,
220260,1,0,7,69,0.4624895846894115,0.7127003934245406,0.20267562249990057,0.8705676377238244,104,v21,,0.0004038473085117067,-0.4893907664602615,86.0,-38.0,59.0,-1.0,39.0,17.0,61.0
220261,1,0,20,79,0.4891446025709181,0.8482920552386981,0.20159691363379406,0.9821880943491984,74,v21,,0.0002083467458269174,-0.44065971886281596,105.0,-27.0,86.0,13.0,14.0,21.0,34.0
220262,1,0,18,17,0.3907289573129087,0.7054287709105039,0.2701743587862301,0.8462655196254246,98,v21,,0.0002501729022425633,-0.6743643324142935,77.0,-2.0,82.0,-3.0,5.0,,31.0
220263,1,0,13,97,0.5330865480024841,0.8669653280949624,0.28924021467476446,0.9609346803600387,56,v21,,0.0003965327304958276,,,,,,,,
220264,1,0,4,50,0.10646514386500311,0.7583175108944505,0.1257511371341162,0.8810139458432064,94,v21,,0.0005263547701947924,-0.3092606649650018,53.0,-1.0,52.0,-2.0,3.0,10.0,27.0
220265,1,0,6,42,0.20018793244497002,0.6961982993057172,0.2804527424133073,0.877216152867696,80,v21,,0.000458940995908601,-0.536758742757488,58.0,-34.0,56.0,27.0,7.0,16.0,30.0
220266,1,0,7,30,0.40781402185570875,0.7395214528975675,0.10295371391696116,0.8709414357170462,77,v21,,0.0002900411486738007,-0.5026301670759379,79.0,-43.0,66.0,35.0,8.0,16.0,32.0
220267,1,0,20,21,0.21593536391297188,0.7852496798526878,0.20335491925341376,0.9023118811880775,62,v21,,0.0006979151029592133,-0.5552113949692732,32.0,-2.0,38.0,-4.0,6.0,7.0,21.0
220268,1,0,11,93,0.4274763166962343,0.8053651688763098,0.20196492397161014,0.8710356843014309,86,v21,panic_len,0.00031765944718798876,,,,,,,,
220269,1,0,3,16,0.2949635651348605,0.844197789106731,0.20105666818740414,0.9763176647260874,90,v21,,0.000427435007817248,-0.447532497414604,97.0,-90.0,91.0,71.0,19.0,9.0,22.0
220270,1,0,13,84,0.5204000480375947,0.8324188940787854,0.22570489006849434,0.9783323487732303,71,v21,,0.00042580890135757816,-0.4567178736708275,110.0,-1.0,71.0,-6.0,7.0,7.0,42.0
220271,1,0,17,54,0.32270834890051586,0.6907594971112454,0.10021695522394332,0.9976325165788333,52,v21,,0.00021642897067514208,,,,,,,,
220272,1,0,9,77,0.1958011939713815,0.736991723813255,0.1156607993327835,0.9407299109754661,74,v21,,0.0005693462832385529,,,,,,,,
220273,1,0,9,28,0.29186552683399936,0.6339670742406902,0.18012800534017964,0.8703471644871928,69,v21,,0.0005260774855842328,-0.43130007243956814,104.0,-70.0,91.0,60.0,10.0,9.0,24.0
220274,1,0,15,17,0.23567940921767386,0.8125133057307051,0.171144030980674,0.9748132565686951,66,v21,,0.00042533689249823705,-0.47844898124637014,54.0,-26.0,54.0,21.0,5.0,16.0,94.0
220275,1,0,4,39,0.22989716047771674,0.7341503084974331,0.11037679214583257,0.9718152180273036,102,v21,,0.0017497290249341802,-0.6203187740287344,65.0,-33.0,57.0,30.0,3.0,1.0,20.0
220276,1,0,25,26,0.4574709717875085,0.7051249178173973,0.12014374542574012,0.7771501581774943,78,v21,,0.00040131346697555933,-0.5431739967350511,74.0,-29.0,58.0,8.0,21.0,17.0,75.0
220277,1,0,21,17,0.18156759371139886,0.7779843169479099,0.14666523713552324,0.8718733365596174,68,v21,,0.00029725462937112596,,,,,,,,
220278,1,0,15,23,0.16913834722325496,0.7570270233768176,0.10615403834318884,0.8952480576765187,106,v21,,0.00026594728926830483,-0.34762743996026746,19.0,49.0,5.0,-52.0,3.0,1.0,6.0
220279,1,0,13,55,0.1295389249200651,0.8108712037178532,0.16004210983317496,0.912528537132878,79,v21,,0.0006882675303754915,-0.4277109697180258,19.0,-1.0,39.0,-3.0,4.0,14.0,27.0
220280,1,0,11,29,0.20080691653355415,0.9063463959188697,0.26902555205908474,0.9655263179486774,87,v21,,0.00043194112655387993,-0.6993724510607928,73.0,-36.0,46.0,7.0,29.0,20.0,29.0
220281,1,0,4,20,0.5298258811120017,0.6423462579664491,0.19794339257083776,0.9590234951939771,102,v21,,0.0005001016018064046,-0.533529353949195,89.0,-67.0,83.0,58.0,9.0,19.0,30.0
220282,1,0,9,33,0.30509302588603787,0.8051658439890836,0.22740849940278263,0.8873128185186491,52,v21,,0.00026069928202001295,,,,,,,,
220283,1,0,3,25,0.3902273785707238,0.7140945648295637,0.19061595769172723,0.8526870099761071,63,v21,,0.0002833769050382837,-0.6228952068851212,64.0,-16.0,71.0,3.0,13.0,21.0,87.0
220284,1,0,15,90,0.5616647038876746,0.7888832540081594,0.20348925093717463,0.9065410773201182,73,v21,,0.00040321936752237594,-0.6846086861262617,111.0,-55.0,78.0,43.0,12.0,41.0,60.0
220285,1,0,21,17,0.18205762123314329,0.8355309738167648,0.2314363744958971,0.9443601118565216,55,v21,,0.000436475856326573,-0.4086995501562928,99.0,-48.0,67.0,23.0,25.0,8.0,76.0
220286,1,0,22,69,0.3125802244704676,0.8733760316088273,0.2383176072525506,0.9277580831594623,99,v21,panic_len,0.0002940362491074745,,,,,,,,
220287,1,0,9,80,0.25565012893024336,0.8693760637397207,0.24526098258225823,0.9299958281052672,101,v21,panic_len,0.0004380541039270585,-0.47978377186210575,82.0,-3.0,51.0,-3.0,6.0,21.0,68.0
220288,2,1,9,29,0.4163629178010682,0.7474079457893756,0.2621519345306511,0.9143649682151189,73,v21,,0.0003351845123338983,-0.5046899619721896,98.0,-67.0,96.0,58.0,9.0,18.0,103.0
220289,1,0,4,60,0.11656568662091023,0.6710623037798592,0.10289479951800524,0.9390068938019808,96,v21,,0.0010977302103085122,-0.503335553406658,39.0,11.0,39.0,-13.0,2.0,19.0,53.0
220290,1,0,5,90,0.32167369859312034,0.8339138108192001,0.24496016090400458,0.9078199689893471,71,v21,,0.0004008997521531962,-0.5321170107478899,20.0,12.0,39.0,-13.0,1.0,11.0,77.0
