Model,Persona,Arm,Scenario,Seed,Crash_Discount,Ordering,Decode_Replicate,Track,Start_Design,Start_Cash_Share,Action_Interface,Cost_bp,Cost_Visible,Topped,Env_Attempts,point_mas_v1,point_mas_v2,band_mas,relative_mas,mean_cash_share,rg_v1,rg_theta_0.03,coverage_0.03,rg_action_0.03,mcr_0.03,rg_theta_0.05,coverage_0.05,rg_action_0.05,mcr_0.05,rg_theta_0.08,coverage_0.08,rg_action_0.08,mcr_0.08,return_pct,mdd_pct,trade_count,turnover,cost_paid,zero_trade,fallback_share,n_rows,norm_rg_v1,degenerate_rg_v1,beats_rg_v1,floor_rg_v1,ceiling_rg_v1,norm_rg_theta_0.05,degenerate_rg_theta_0.05,beats_rg_theta_0.05,floor_rg_theta_0.05,ceiling_rg_theta_0.05,norm_rg_action_0.05,degenerate_rg_action_0.05,beats_rg_action_0.05,floor_rg_action_0.05,ceiling_rg_action_0.05,norm_return_pct,degenerate_return_pct,beats_return_pct,floor_return_pct,ceiling_return_pct,norm_mdd_pct,degenerate_mdd_pct,beats_mdd_pct,floor_mdd_pct,ceiling_mdd_pct,norm_point_mas_v1,degenerate_point_mas_v1,beats_point_mas_v1,floor_point_mas_v1,ceiling_point_mas_v1,norm_point_mas_v2,degenerate_point_mas_v2,beats_point_mas_v2,floor_point_mas_v2,ceiling_point_mas_v2,norm_band_mas,degenerate_band_mas,beats_band_mas,floor_band_mas,ceiling_band_mas,norm_relative_mas,degenerate_relative_mas,beats_relative_mas,floor_relative_mas,ceiling_relative_mas,norm_mcr_0.05,degenerate_mcr_0.05,beats_mcr_0.05,floor_mcr_0.05,ceiling_mcr_0.05
gemini-2.5-flash,INTJ,memory,crash,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.42749340979435174,0.42749340979435174,0.33124006316976234,0.42749340979435174,0.18294715232908437,84.0,84.0,1.0,68.0,0.36598642060902337,84.0,1.0,68.0,0.36598642060902337,84.0,1.0,68.0,0.36598642060902337,14.952713678534057,-35.339106129582056,75,18.81858773030683,94.09293865153417,False,0.0,200,2.4615384615384617,True,4,100.0,93.5,2.4615384615384617,True,4,100.0,93.5,0.5415384615384616,True,6,100.0,40.909090909090914,1.4015895151724567,True,3,34.584371868689765,20.57766164601793,16.426195218485535,True,0,-17.646006943787274,-18.723133993019193,0.14609587893807327,False,6,0.5,0.0037054382869885737,0.14609587893807327,False,6,0.5,0.0037054382869885737,0.1718998420755942,False,6,0.4,0.0,0.14609587893807327,False,6,0.5,0.0037054382869885737,0.4668644364617044,False,6,0.5999999999999999,0.09875475381134105
gemini-2.5-flash,INTJ,placebo_directive,crash,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.47121298963720476,0.47121298963720476,0.3732112398719498,0.47121298963720476,0.03776692153912943,97.0,97.0,1.0,81.25,0.3792094901066949,97.0,1.0,81.25,0.3792094901066949,97.0,1.0,81.25,0.3792094901066949,30.73550858525609,-31.600410416296356,32,7.151368522242371,35.75684261121185,False,0.0,200,0.46153846153846156,True,6,100.0,93.5,0.46153846153846156,True,6,100.0,93.5,0.31730769230769235,True,6,100.0,40.909090909090914,0.2747871000574959,True,6,34.584371868689765,20.57766164601793,12.955206614168432,True,0,-17.646006943787274,-18.723133993019193,0.05800388032347953,False,6,0.5,0.0037054382869885737,0.05800388032347953,False,6,0.5,0.0037054382869885737,0.06697190032012551,False,6,0.4,0.0,0.05800388032347953,False,6,0.5,0.0037054382869885737,0.4404839977478884,False,6,0.5999999999999999,0.09875475381134105
gemini-2.5-flash,INTJ,static,crash,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.4891891551709297,0.4891891551709297,0.38968853001464054,0.4891891551709297,0.01830990697737596,98.5,98.5,1.0,78.57142857142857,0.3921879048583515,98.5,1.0,78.57142857142857,0.3921879048583515,98.5,1.0,78.57142857142857,0.3921879048583515,33.351994463799414,-29.68121805529409,14,4.513527948843323,22.567639744216613,False,0.0,200,0.23076923076923078,True,6,100.0,93.5,0.23076923076923078,True,6,100.0,93.5,0.3626373626373627,True,6,100.0,40.909090909090914,0.08798478624163822,True,6,34.584371868689765,20.57766164601793,11.173436894086839,True,0,-17.646006943787274,-18.723133993019193,0.021783121684339157,False,6,0.5,0.0037054382869885737,0.021783121684339157,False,6,0.5,0.0037054382869885737,0.025778674963398696,False,6,0.4,0.0,0.021783121684339157,False,6,0.5,0.0037054382869885737,0.41459165293197014,False,6,0.5999999999999999,0.09875475381134105
gemini-2.5-flash,INTJ,swapped,crash,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.5,0.5,0.4,0.5,0.375,62.5,62.5,1.0,57.14285714285714,0.4750000000000001,62.5,1.0,57.14285714285714,0.4750000000000001,62.5,1.0,57.14285714285714,0.4750000000000001,42.50850387999383,-15.174400407068788,7,8.258707536733617,41.293537683668085,False,0.0,200,5.769230769230769,True,3,100.0,93.5,5.769230769230769,True,3,100.0,93.5,0.7252747252747254,True,5,100.0,40.909090909090914,-0.5657382701098322,True,10,34.584371868689765,20.57766164601793,-2.2946286034511405,True,9,-17.646006943787274,-18.723133993019193,-0.0,False,0,0.5,0.0037054382869885737,-0.0,False,0,0.5,0.0037054382869885737,-0.0,False,0,0.4,0.0,-0.0,False,0,0.5,0.0037054382869885737,0.24937892369148223,False,3,0.5999999999999999,0.09875475381134105
gemini-2.5-flash,ISFJ,memory,crash,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.038042948417974794,0.16267981372175824,0.07306077563153306,0.16267981372175824,0.9619570515820252,28.499999999999996,28.499999999999996,1.0,33.33333333333333,0.2619570515820252,28.499999999999996,1.0,33.33333333333333,0.2619570515820252,28.499999999999996,1.0,33.33333333333333,0.2619570515820252,3.2377549487338175,-0.8886780341298861,12,0.8733755680147366,4.366877840073682,False,0.0,200,14.3,True,1,100.0,95.0,14.3,True,1,100.0,95.0,1.1333333333333333,True,2,100.0,41.17647058823529,1.2872212888173176,True,1,34.56417916473347,10.227707659680929,-4.056196317960046,True,9,-7.978078523003706,-9.725873731407042,1.2021612663211687,False,9,1.0,0.19981030953876264,0.8000475329603345,False,7,0.8,0.0033970982698605396,0.8956274633835243,False,7,0.7,0.0,0.8000475329603345,False,7,0.8,0.0033970982698605396,0.7303024663827762,False,7,0.7,0.1001896904612374
gemini-2.5-flash,ISFJ,placebo_directive,crash,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.3110845564967949,0.2491574970358224,0.15192373551307115,0.2491574970358224,0.6889154435032051,58.5,58.5,1.0,53.2258064516129,0.23071287331311668,58.5,1.0,53.2258064516129,0.23071287331311668,58.5,1.0,53.2258064516129,0.23071287331311668,24.94641818496892,-6.526715384418513,62,3.542286699239725,17.711433496198623,False,0.0,200,8.3,True,2,100.0,95.0,8.3,True,2,100.0,95.0,0.7951612903225806,True,5,100.0,41.17647058823529,0.3951994839419424,True,6,34.56417916473347,10.227707659680929,-0.8303965656886413,True,8,-7.978078523003706,-9.725873731407042,0.8609401642079484,False,6,1.0,0.19981030953876264,0.6914894507260826,False,6,0.8,0.0033970982698605396,0.7829660921241841,False,6,0.7,0.0,0.6914894507260826,False,6,0.8,0.0033970982698605396,0.7823925651557273,False,7,0.7,0.1001896904612374
gemini-2.5-flash,ISFJ,static,crash,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.32146247570285635,0.2593615051319266,0.1635393765797695,0.2593615051319266,0.6785375242971438,51.5,51.5,1.0,52.702702702702695,0.24151841219073042,51.5,1.0,52.702702702702695,0.24151841219073042,51.5,1.0,52.702702702702695,0.24151841219073042,25.21511570724815,-6.248034856664431,74,4.256572413191227,21.28286206595613,False,0.0,200,9.7,True,2,100.0,95.0,9.7,True,2,100.0,95.0,0.8040540540540542,True,5,100.0,41.17647058823529,0.38415854391810017,True,6,34.56417916473347,10.227707659680929,-0.9898434656539215,True,9,-7.978078523003706,-9.725873731407042,0.8479708403966413,False,6,1.0,0.19981030953876264,0.6786800471023421,False,6,0.8,0.0033970982698605396,0.7663723191717579,False,6,0.7,0.0,0.6786800471023421,False,6,0.8,0.0033970982698605396,0.764377638260051,False,7,0.7,0.1001896904612374
gemini-2.5-flash,ISFJ,swapped,crash,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.6057553899824665,0.5617553899824663,0.46175538998246635,0.5617553899824663,0.39424461001753364,60.5,60.5,1.0,61.53846153846154,0.5397553899824665,60.5,1.0,61.53846153846154,0.5397553899824665,60.5,1.0,61.53846153846154,0.5397553899824665,39.21159525833859,-17.09094190127941,13,11.906952615710074,59.53476307855038,False,0.0,200,7.9,True,2,100.0,95.0,7.9,True,2,100.0,95.0,0.6538461538461537,True,5,100.0,41.17647058823529,-0.19096507448256275,True,10,34.56417916473347,10.227707659680929,5.213919419427054,True,6,-7.978078523003706,-9.725873731407042,0.492688939531684,False,4,1.0,0.19981030953876264,0.2990757496615829,False,4,0.8,0.0033970982698605396,0.3403494428821909,False,4,0.7,0.0,0.2990757496615829,False,4,0.8,0.0033970982698605396,0.2671588124931648,False,4,0.7,0.1001896904612374
gemini-2.5-flash,ENTJ,memory,flat,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.3882958249312749,0.35429582493127504,0.2602489761053273,0.35429582493127504,0.33220212727937976,67.0,64.8936170212766,0.94,50.0,0.35404942300081177,63.33333333333333,0.9,50.0,0.36847258365906144,65.78947368421053,0.76,62.5,0.3479961822587795,59.49916257430616,-12.425986992521699,12,12.507053237155361,62.535266185776806,False,0.0,200,,True,3,100.0,100.0,,True,2,100.0,100.0,,True,2,100.0,100.0,,True,10,56.81133143582851,56.81133143582851,0.04755890186927235,True,7,-11.926115291804814,-22.43669650940542,0.5899821595886413,False,2,0.8,0.1021752126271388,0.6087276001645691,False,3,0.9000000000000002,0.003533050051953731,0.674688779868341,False,3,0.8,0.0,0.6087276001645691,False,3,0.9000000000000002,0.003533050051953731,0.700183861336827,False,3,1.0,0.09805488070634195
gemini-2.5-flash,ENTJ,placebo_directive,flat,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.31780220828384353,0.28229822363294654,0.19000473969041934,0.28229822363294654,0.26220727109699515,75.5,73.93617021276596,0.94,60.317460317460316,0.2800077352095693,72.77777777777777,0.9,60.317460317460316,0.2913414123299946,74.3421052631579,0.76,59.64912280701754,0.2617870583415052,48.50166157480045,-21.514600166790455,63,18.47771791285521,92.38858956427603,False,0.0,200,,True,4,100.0,100.0,,True,4,100.0,100.0,,True,5,100.0,100.0,,True,3,56.81133143582851,56.81133143582851,0.9122697095883853,True,4,-11.926115291804814,-22.43669650940542,0.6910012376194211,False,4,0.8,0.1021752126271388,0.6890402110226727,False,4,0.9000000000000002,0.003533050051953731,0.7624940753869759,False,4,0.8,0.0,0.6890402110226727,False,4,0.9000000000000002,0.003533050051953731,0.7857003408643959,False,4,1.0,0.09805488070634195
gemini-2.5-flash,ENTJ,static,flat,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.31896191535988344,0.2804586243994678,0.18924551958615826,0.2804586243994678,0.25952912381243315,73.0,71.27659574468085,0.94,63.07692307692307,0.2771586423536523,70.0,0.9,63.07692307692307,0.2883656931249257,73.68421052631578,0.76,63.1578947368421,0.25286929400811053,51.241635562558294,-20.02998469328667,65,16.217627071433572,81.08813535716786,False,0.0,200,,True,4,100.0,100.0,,True,4,100.0,100.0,,True,5,100.0,100.0,,True,5,56.81133143582851,56.81133143582851,0.7710201019056336,True,6,-11.926115291804814,-22.43669650940542,0.6893393489949056,False,4,0.8,0.1021752126271388,0.6910922657398993,False,4,0.9000000000000002,0.003533050051953731,0.7634431005173022,False,4,0.8,0.0,0.6910922657398993,False,4,0.9000000000000002,0.003533050051953731,0.788999565109214,False,4,1.0,0.09805488070634195
gemini-2.5-flash,ENTJ,swapped,flat,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.7722169973002102,0.8712169973002102,0.7717149713885498,0.8712169973002102,0.9712129454768896,8.5,5.851063829787234,0.94,11.76470588235294,0.9683116441243507,5.555555555555555,0.9,11.76470588235294,0.9680143838632107,6.578947368421052,0.76,12.5,0.9627803234609099,0.0006207718274975349,-1.4807793680500336,17,3.720947497176356,18.604737485881778,False,0.0,200,,True,1,100.0,100.0,,True,1,100.0,100.0,,True,1,100.0,100.0,,True,1,56.81133143582851,56.81133143582851,-0.9937924180884911,True,9,-11.926115291804814,-22.43669650940542,0.03981372287503001,False,1,0.8,0.1021752126271388,0.032107154314454246,False,1,0.9000000000000002,0.003533050051953731,0.03535628576431277,False,1,0.8,0.0,0.032107154314454246,False,1,0.9000000000000002,0.003533050051953731,0.035462929453887675,False,1,1.0,0.09805488070634195
gemini-2.5-flash,INTJ,memory,flat,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.4260585466546566,0.4260585466546566,0.33133217531099346,0.4260585466546566,0.14694084161898752,88.5,87.7659574468085,0.94,66.66666666666666,0.36021808842677083,87.77777777777777,0.9,67.1875,0.3587271770400067,88.1578947368421,0.76,67.3076923076923,0.3661138487772836,64.28731978449338,-17.662507650801484,66,17.084707757096215,85.4235387854811,False,0.0,200,1.9166666666666667,True,4,100.0,94.0,2.2000000000000006,True,4,100.0,94.44444444444444,0.459375,True,6,100.0,28.57142857142857,-0.30119323240795165,True,10,56.779967601349604,31.854599514142954,2.797101634611339,True,3,-11.926115291804829,-13.976949729858323,0.14907383597265783,False,6,0.5,0.0039944275740964146,0.14907383597265783,False,6,0.5,0.0039944275740964146,0.1716695617225164,False,6,0.4,0.0,0.14907383597265783,False,6,0.5,0.0039944275740964146,0.4823426472479547,False,6,0.5999999999999999,0.09978957005648371
gemini-2.5-flash,INTJ,placebo_directive,flat,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.48185056886023814,0.48185056886023814,0.38235038096570434,0.48185056886023814,0.02364049531161232,97.5,97.3404255319149,0.94,81.48148148148148,0.38601084369273464,97.22222222222221,0.9,81.48148148148148,0.38427799230130055,98.68421052631578,0.76,90.47619047619048,0.3842744148908757,59.34464398081079,-20.918496730496162,27,4.0067752061867115,20.033876030933552,False,0.0,200,0.4166666666666667,True,6,100.0,94.0,0.5000000000000013,True,6,100.0,94.44444444444444,0.25925925925925924,True,6,100.0,28.57142857142857,-0.10289422288521968,True,10,56.779967601349604,31.854599514142954,4.384742752431182,True,3,-11.926115291804829,-13.976949729858323,0.03659118394778344,False,6,0.5,0.0039944275740964146,0.03659118394778344,False,6,0.5,0.0039944275740964146,0.04412404758573921,False,6,0.4,0.0,0.03659118394778344,False,6,0.5,0.0039944275740964146,0.4312625143043472,False,6,0.5999999999999999,0.09978957005648371
gemini-2.5-flash,INTJ,static,flat,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.47886406251329316,0.47886406251329316,0.3793636446977979,0.47886406251329316,0.03613442900896661,98.5,98.40425531914893,0.94,83.33333333333334,0.38532648762919,98.33333333333333,0.9,83.33333333333334,0.3838275601629139,98.68421052631578,0.76,85.71428571428571,0.38277847601110787,68.67161994896685,-15.959655348385072,18,5.064222849004172,25.321114245020855,False,0.0,200,0.25,True,6,100.0,94.0,0.30000000000000077,True,6,100.0,94.44444444444444,0.2333333333333332,True,6,100.0,28.57142857142857,-0.47709034049213617,True,10,56.779967601349604,31.854599514142954,1.9667799514857924,True,3,-11.926115291804829,-13.976949729858323,0.04261229845328855,False,6,0.5,0.0039944275740964146,0.04261229845328855,False,6,0.5,0.0039944275740964146,0.05159088825550537,False,6,0.4,0.0,0.04261229845328855,False,6,0.5,0.0039944275740964146,0.43216299960297944,False,6,0.5999999999999999,0.09978957005648371
gemini-2.5-flash,INTJ,swapped,flat,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.4975006251562891,0.4975006251562891,0.39799999999999996,0.4975006251562891,0.3224993748437109,68.0,65.95744680851064,0.94,54.54545454545454,0.4675525264294797,64.44444444444444,0.9,54.54545454545454,0.4694437498263454,66.44736842105263,0.76,66.66666666666666,0.4651307563733038,63.906557951303846,-12.641417874258565,11,15.036270198929607,75.18135099464804,False,0.0,200,5.333333333333333,True,3,100.0,94.0,6.399999999999999,True,2,100.0,94.44444444444444,0.6363636363636365,True,6,100.0,28.57142857142857,-0.2859171557675844,True,10,56.779967601349604,31.854599514142954,0.34878611807038434,True,6,-11.926115291804829,-13.976949729858323,0.005039005573035674,False,5,0.5,0.0039944275740964146,0.005039005573035674,False,5,0.5,0.0039944275740964146,0.005000000000000143,False,5,0.4,0.0,0.005039005573035674,False,5,0.5,0.0039944275740964146,0.26100265479949486,False,2,0.5999999999999999,0.09978957005648371
gemini-2.5-flash,ISFJ,memory,flat,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.03963040106899051,0.1610704074070454,0.06953766464196408,0.1610704074070454,0.9603695989310094,42.5,38.82978723404255,0.94,50.0,0.27043486790955223,37.77777777777778,0.9,42.857142857142854,0.27272990120612556,36.18421052631579,0.76,40.0,0.2725276042398062,1.9323354228044431,-1.5715677671671702,11,0.7609099432794425,3.8045497163972124,False,0.0,200,12.777777777777779,True,2,100.0,95.5,14.000000000000005,True,2,100.0,95.55555555555556,0.7857142857142857,True,3,100.0,27.27272727272727,1.3181763589652356,True,1,56.75644472549044,15.165568868998246,-45.52688103518312,True,9,-7.0413745971444675,-7.161519151429885,1.201878243876252,False,9,1.0,0.2009426879767272,0.8020623920151645,False,7,0.8,0.0033916576144933453,0.9006604790829085,False,7,0.7,0.0,0.8020623920151645,False,7,0.8,0.0033916576144933453,0.711359166593541,False,7,0.7000000000000002,0.09936094330529713
gemini-2.5-flash,ISFJ,placebo_directive,flat,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.4531511092955736,0.34836130825860484,0.24981413868342123,0.34836130825860484,0.5468488907044263,72.5,71.80851063829788,0.94,45.0,0.2967469604509769,71.11111111111111,0.9,41.81818181818181,0.2839209189706739,69.73684210526315,0.76,40.909090909090914,0.2789489628310302,32.85205418451558,-11.270878496044068,65,4.251976818735401,21.259884093677005,False,0.0,200,6.111111111111111,True,4,100.0,95.5,6.500000000000002,True,4,100.0,95.55555555555556,0.8,True,3,100.0,27.27272727272727,0.5747508329340333,True,6,56.75644472549044,15.165568868998246,35.20345906691635,True,5,-7.0413745971444675,-7.161519151429885,0.6843675447005975,False,5,1.0,0.2009426879767272,0.566951998505222,False,5,0.8,0.0033916576144933453,0.6431226590236839,False,5,0.7,0.0,0.566951998505222,False,5,0.8,0.0033916576144933453,0.6927273150017845,False,7,0.7000000000000002,0.09936094330529713
gemini-2.5-flash,ISFJ,static,flat,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.3642023119859015,0.29989810372419723,0.20274501348237955,0.29989810372419723,0.6357976880140985,55.00000000000001,52.659574468085104,0.94,58.06451612903226,0.26419467352559123,51.11111111111111,0.9,56.896551724137936,0.2585276058588013,51.973684210526315,0.76,52.083333333333336,0.26264350602785413,37.59495236074499,-7.746830318426035,70,5.135897927453803,25.679489637269015,False,0.0,200,9.999999999999998,True,2,100.0,95.5,11.000000000000005,True,2,100.0,95.55555555555556,0.5926724137931033,True,6,100.0,27.27272727272727,0.4607138457689971,True,6,56.75644472549044,15.165568868998246,5.871724486202473,True,5,-7.0413745971444675,-7.161519151429885,0.7956847130329254,False,5,1.0,0.2009426879767272,0.627788926711724,False,6,0.8,0.0033916576144933453,0.7103642664537435,False,6,0.7,0.0,0.627788926711724,False,6,0.8,0.0033916576144933453,0.7350044743520459,False,7,0.7000000000000002,0.09936094330529713
gemini-2.5-flash,ISFJ,swapped,flat,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.6697023529466954,0.6017023529466955,0.5017023529466955,0.6017023529466955,0.3302976470533045,67.0,64.8936170212766,0.94,66.66666666666666,0.5603216520709525,63.33333333333333,0.9,66.66666666666666,0.5530026143852171,65.78947368421053,0.76,80.0,0.5627662538772308,64.27086824053585,-12.28479259878814,6,7.24926341350534,36.246317067526704,False,0.0,200,7.333333333333333,True,3,100.0,95.5,8.250000000000004,True,2,100.0,95.55555555555556,0.4583333333333334,True,6,100.0,27.27272727272727,-0.18067480812314832,True,10,56.75644472549044,15.165568868998246,43.6425773338617,True,4,-7.0413745971444675,-7.161519151429885,0.4133591446863383,False,4,1.0,0.2009426879767272,0.24892740447518608,False,4,0.8,0.0033916576144933453,0.28328235293329207,False,4,0.7,0.0,0.24892740447518608,False,4,0.8,0.0033916576144933453,0.2447349768157016,False,4,0.7000000000000002,0.09936094330529713
gemini-2.5-flash,ENTJ,memory,flat,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.20000000000000007,0.10000000000000003,0.0,0.10000000000000003,0.0,100.0,100.0,1.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,1.0,100.0,0.0,15.506199967850854,-4.827686491202554,1,0.1,0.5,False,0.0,30,,True,5,100.0,100.0,,True,5,100.0,100.0,,True,5,100.0,100.0,,True,2,56.81133143582851,56.81133143582851,-0.6753602539805802,True,8,-11.926115291804814,-22.43669650940542,0.859814685372316,False,4,0.8,0.1021752126271388,0.8923920731783398,False,4,0.9000000000000002,0.003533050051953731,1.0,False,4,0.8,0.0,0.8923920731783398,False,4,0.9000000000000002,0.003533050051953731,1.108714908045771,False,6,1.0,0.09805488070634195
gemini-2.5-flash,ENTJ,static,flat,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.18267561929136536,0.0893365573339575,0.0,0.0893365573339575,0.017324380708634686,93.33333333333333,93.33333333333333,1.0,75.0,0.017324380708634686,93.33333333333333,1.0,75.0,0.017324380708634686,93.33333333333333,1.0,75.0,0.017324380708634686,14.299528999554578,-4.834824414715733,8,0.5279147072202767,2.639573536101383,False,0.0,30,,True,4,100.0,100.0,,True,4,100.0,100.0,,True,5,100.0,100.0,,True,2,56.81133143582851,56.81133143582851,-0.6746811361120816,True,8,-11.926115291804814,-22.43669650940542,0.8846409469527576,False,8,0.8,0.1021752126271388,0.9042870378132999,False,8,0.9000000000000002,0.003533050051953731,1.0,False,4,0.8,0.0,0.9042870378132999,False,8,0.9000000000000002,0.003533050051953731,1.089507108881447,False,6,1.0,0.09805488070634195
gemini-2.5-flash,ISFJ,memory,flat,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.05627745959177521,0.14372254040822477,0.04400543969801055,0.14372254040822477,0.9437225404082248,76.66666666666667,76.66666666666667,1.0,25.0,0.24372254040822483,76.66666666666667,1.0,25.0,0.24372254040822483,76.66666666666667,1.0,25.0,0.24372254040822483,0.6315681774679893,-0.20089977063191267,4,0.30481365726143905,1.5240682863071955,False,0.0,30,5.185185185185184,True,4,100.0,95.5,5.250000000000001,True,4,100.0,95.55555555555556,1.03125,True,2,100.0,27.27272727272727,1.349451661986617,True,1,56.75644472549044,15.165568868998246,-56.93537145480777,True,9,-7.0413745971444675,-7.161519151429885,1.1810448715107167,False,9,1.0,0.2009426879767272,0.8238395516001007,False,7,0.8,0.0033916576144933453,0.9371350861456993,False,7,0.7,0.0,0.8238395516001007,False,7,0.8,0.0033916576144933453,0.7596533300758948,False,7,0.7000000000000002,0.09936094330529713
gemini-2.5-flash,ISFJ,static,flat,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.6566212139702478,0.4566212139702478,0.3599545473035811,0.4566212139702478,0.34337878602975225,80.0,80.0,1.0,68.42105263157895,0.36328788063691436,80.0,1.0,68.42105263157895,0.36328788063691436,80.0,1.0,68.42105263157895,0.36328788063691436,9.759538283773562,-4.260566722082304,19,1.0762821019323314,5.381410509661655,False,0.0,30,4.444444444444445,True,4,100.0,95.5,4.500000000000002,True,4,100.0,95.55555555555556,0.4342105263157895,True,6,100.0,27.27272727272727,1.1299811671165088,True,2,56.75644472549044,15.165568868998246,-23.145517427748167,True,8,-7.0413745971444675,-7.161519151429885,0.42972985900134186,False,4,1.0,0.2009426879767272,0.4310509541005776,False,4,0.8,0.0033916576144933453,0.4857792181377412,False,4,0.7,0.0,0.4310509541005776,False,4,0.8,0.0033916576144933453,0.5605897845138501,False,5,0.7000000000000002,0.09936094330529713
gemini-2.5-flash,ENTJ,stateful_memory,flat,42,0.7,setup_first,0,B,target,0.1,target,5.0,False,,1,0.371,0.32800000000000007,0.22799999999999998,0.32800000000000007,0.285,71.5,69.68085106382979,0.94,55.55555555555556,0.30425531914893617,68.33333333333333,0.9,55.55555555555556,0.31666666666666665,71.05263157894737,0.76,57.14285714285714,0.2894736842105263,47.698414920690404,-20.834759464585375,9,12.165237371983311,60.82618685991655,False,0.0,200,,True,3,100.0,100.0,,True,3,100.0,100.0,,True,5,100.0,100.0,,True,3,56.81133143582851,56.81133143582851,0.8475881579091455,True,5,-11.926115291804814,-22.43669650940542,0.6147675000412061,False,2,0.8,0.1021752126271388,0.6380603323225129,False,3,0.9000000000000002,0.003533050051953731,0.7150000000000001,False,3,0.8,0.0,0.6380603323225129,False,3,0.9000000000000002,0.003533050051953731,0.7576218538312768,False,3,1.0,0.09805488070634195
gemini-2.5-flash,INTJ,stateful_memory,flat,42,0.7,setup_first,0,B,target,0.5,target,5.0,False,,1,0.36296666401853833,0.36296666401853833,0.28498783396754923,0.36296666401853833,0.16736063896425346,91.0,91.48936170212765,0.94,50.0,0.3234583704842623,91.66666666666666,0.9,52.38095238095239,0.32061277045721737,92.10526315789474,0.76,57.89473684210527,0.31921957618534585,57.34343870778489,-14.836862499524962,24,8.11170930504676,40.5585465252338,False,0.0,200,1.5,True,4,100.0,94.0,1.5000000000000013,True,4,100.0,94.44444444444444,0.6666666666666665,True,6,100.0,28.57142857142857,-0.02260633040458479,True,9,56.779967601349604,31.854599514142954,1.4192989710484905,True,3,-11.926115291804829,-13.976949729858323,0.27627378319813645,False,6,0.5,0.0039944275740964146,0.27627378319813645,False,6,0.5,0.0039944275740964146,0.287530415081127,False,6,0.4,0.0,0.27627378319813645,False,6,0.5,0.0039944275740964146,0.5585393922600354,False,6,0.5999999999999999,0.09978957005648371
gemini-2.5-flash,ISFJ,stateful_memory,flat,42,0.7,setup_first,0,B,target,0.8,target,5.0,False,,1,0.08015256565556776,0.12048081689187244,0.047153910807517026,0.12048081689187244,0.9198474343444323,55.00000000000001,52.12765957446809,0.94,0.0,0.21633837735324515,51.11111111111111,0.9,0.0,0.21588641182546067,51.973684210526315,0.76,0.0,0.20483967420901777,8.63218598862976,-0.9981096920941401,20,0.28646509243251406,1.4323254621625692,False,0.0,200,9.999999999999998,True,2,100.0,95.5,11.000000000000005,True,2,100.0,95.55555555555556,1.3749999999999998,True,0,100.0,27.27272727272727,1.157086927020044,True,2,56.75644472549044,15.165568868998246,-50.29994859936679,True,9,-7.0413745971444675,-7.161519151429885,1.151165780606287,False,9,1.0,0.2009426879767272,0.8530153991022159,False,7,0.8,0.0033916576144933453,0.9326372702749756,False,7,0.7,0.0,0.8530153991022159,False,7,0.8,0.0033916576144933453,0.805997516775883,False,7,0.7000000000000002,0.09936094330529713
