model,agent_type,scenario,n_runs,n_ISFJ,c1_mean_ISFJ,c1_median_ISFJ,c1to5_mean_ISFJ,n_INTJ,c1_mean_INTJ,c1_median_INTJ,c1to5_mean_INTJ,n_ENTJ,c1_mean_ENTJ,c1_median_ENTJ,c1to5_mean_ENTJ,kw_p,mwu_p_ISFJ_vs_INTJ,cliff_ISFJ_vs_INTJ,mwu_p_INTJ_vs_ENTJ,cliff_INTJ_vs_ENTJ,mwu_p_ISFJ_vs_ENTJ,cliff_ISFJ_vs_ENTJ,ordering_medians_cons_gt_bal_gt_aggr,crit_ordering_pass,band_hit_all,point_hit_all,band_hit_ISFJ,point_hit_ISFJ,band_hit_INTJ,point_hit_INTJ,band_hit_ENTJ,point_hit_ENTJ,crit_band_pass,auc_ovr_ISFJ,auc_ovr_INTJ,auc_ovr_ENTJ,auc_ovr_macro,auc_lr_cv_macro,crit_auc_pass,rf_r2_oof,rf_persona_share,rf_null_persona_share,rf_n_runs,rf_n_trees,crit_surrogate_pass,gate_pass
gemma-3-4b-it,static,crash,24,9,1.0,1.0,1.0,6,1.0,1.0,1.0,9,0.7333333333333333,0.7,0.4070219576642329,6.886700801296332e-05,1.0,0.0,0.001384107038488744,0.8888888888888888,0.0002762624687922702,0.8888888888888888,False,False,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,False,0.7666666666666666,0.2777777777777778,0.9444444444444444,0.6629629629629629,0.7058641975308642,False,0.6660062500000002,0.9967832943137832,,24,100,True,False
gemma-3-4b-it,memory,flat,15,5,1.0,1.0,1.0,5,0.8800000000000001,0.8,0.6000324395011203,5,0.58,0.5,0.23668575779519352,0.0026336253039810223,0.06679806847513828,0.6,0.009700785068229596,1.0,0.006501702373081825,1.0,True,True,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.9,0.4,1.0,0.7666666666666666,0.7933333333333333,False,0.8332925531914893,1.0,,15,100,True,False
gemma-3-4b-it,memory,bull_trap,15,5,1.0,1.0,1.0,5,0.8800000000000001,0.8,0.5017166057279898,5,0.7,0.7,0.3226664029531063,0.0021874911181828873,0.06679806847513828,0.6,0.006501702373081825,1.0,0.003976751709788651,1.0,True,True,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.9,0.4,1.0,0.7666666666666666,0.7533333333333334,False,0.6617826086956495,1.0,,15,100,True,False
gemma-3-4b-it,memory,crash,24,9,1.0,1.0,1.0,6,0.7999999999999999,0.8,0.5285054322987903,9,0.6777777777777777,0.7,0.3261126918616572,1.2383735029350446e-05,0.00024031381891399418,1.0,0.00043271284098099505,1.0,7.031069297129345e-05,1.0,True,True,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,False,1.0,0.5,1.0,0.8333333333333334,0.7962962962962963,False,0.8780219133278814,0.9998915402112617,,24,100,True,False
gpt_4_1,static,flat,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,0.56,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4_1,static,bull_trap,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,0.8,1.0,0.64,0.36787944117144245,1.0,0.0,0.4237107971667934,0.2,0.4237107971667934,0.2,False,False,0.06666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,0.2,0.0,False,0.55,0.5,0.6,0.5499999999999999,0.5,False,-0.8737142857142854,,,15,100,False,False
gpt_4_1,static,crash,45,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,0.8,1.0,0.7466666666666666,0.04315930926145375,1.0,0.0,0.079231118469792,0.2,0.079231118469792,0.2,False,False,0.06666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,0.2,0.0,False,0.55,0.5,0.6,0.5499999999999999,0.54,False,-0.10617857142857146,,,45,100,False,False
gpt_4_1,memory,flat,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4_1,memory,bull_trap,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4_1,memory,crash,45,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,0.9333333333333333,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,45,100,False,False
gpt_4_1_mini,static,flat,15,5,1.0,1.0,0.6832901603466761,5,1.0,1.0,0.9199999999999999,5,1.0,1.0,0.8800000000000001,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4_1_mini,static,bull_trap,15,5,0.9,1.0,0.7171924159205091,5,1.0,1.0,1.0,5,1.0,1.0,0.9199999999999999,0.36787944117144245,0.4237107971667934,-0.2,1.0,0.0,0.4237107971667934,-0.2,False,False,0.0,0.26666666666666666,0.0,0.8,0.0,0.0,0.0,0.0,False,0.4,0.45,0.45,0.43333333333333335,0.5,False,-1.4838928571428562,,,15,100,False,False
gpt_4_1_mini,static,crash,45,15,0.84,1.0,0.699511115750392,15,1.0,1.0,1.0,15,1.0,1.0,0.9205256030318573,0.001188939105405449,0.008140706990257708,-0.4,1.0,0.0,0.008140706990257708,-0.4,False,False,0.06666666666666667,0.2,0.2,0.6,0.0,0.0,0.0,0.0,False,0.3,0.4,0.4,0.3666666666666667,0.6155555555555555,False,0.4178352017937226,0.8720809804453411,,45,100,False,False
gpt_4_1_mini,memory,flat,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,0.8800000000000001,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4_1_mini,memory,bull_trap,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,0.96,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4_1_mini,memory,crash,45,15,1.0,1.0,0.9802575157543304,15,1.0,1.0,0.9733333333333333,15,1.0,1.0,0.9333333333333333,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,45,100,False,False
gpt_4o,static,flat,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4o,static,bull_trap,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4o,static,crash,45,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,0.9802736410950346,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,45,100,False,False
gpt_4o,memory,flat,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4o,memory,bull_trap,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4o,memory,crash,45,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,45,100,False,False
gpt_4o_mini,static,flat,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4o_mini,static,bull_trap,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_4o_mini,static,crash,45,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,45,100,False,False
gpt_4o_mini,memory,flat,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,0.9,1.0,0.5189881442604686,0.36787944117144245,1.0,0.0,0.4237107971667934,0.2,0.4237107971667934,0.2,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.55,0.45,0.6,0.5333333333333333,0.5,False,-0.11557142857142821,,,15,100,False,False
gpt_4o_mini,memory,bull_trap,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,0.7,1.0,0.6608452166760552,0.11731916609425075,1.0,0.0,0.17971249487899976,0.4,0.17971249487899976,0.4,False,False,0.06666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,0.2,0.0,False,0.6,0.45,0.7,0.5833333333333334,0.5533333333333333,False,-0.9426363636363637,1.0,,15,100,False,False
gpt_4o_mini,memory,crash,45,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,0.8,1.0,0.5735199023772075,0.01379572619908658,1.0,0.0,0.038290985416298315,0.26666666666666666,0.038290985416298315,0.26666666666666666,False,False,0.044444444444444446,0.3333333333333333,0.0,1.0,0.0,0.0,0.13333333333333333,0.0,False,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.5555555555555555,0.5444444444444445,False,-0.2514565217391307,0.9999999999999933,,45,100,False,False
gpt_5_4,static,flat,15,5,1.0,1.0,0.9077610982112185,5,1.0,1.0,0.9057192731484692,5,1.0,1.0,0.8719890316651122,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_5_4,static,bull_trap,15,5,0.95,1.0,0.9206280336651282,5,1.0,1.0,1.0,5,1.0,1.0,0.9306397480949803,0.36787944117144245,0.4237107971667934,-0.2,1.0,0.0,0.4237107971667934,-0.2,False,False,0.06666666666666667,0.26666666666666666,0.2,0.8,0.0,0.0,0.0,0.0,False,0.4,0.45,0.45,0.43333333333333335,0.5,False,-1.4838928571428567,,,15,100,False,False
gpt_5_4,static,crash,45,15,0.9700000000000001,1.0,0.9568600769627597,15,1.0,1.0,0.9802146365717062,15,1.0,1.0,0.9567214085446893,0.12932139416380642,0.16439422239165813,-0.13333333333333333,1.0,0.0,0.16439422239165813,-0.13333333333333333,False,False,0.044444444444444446,0.28888888888888886,0.13333333333333333,0.8666666666666667,0.0,0.0,0.0,0.0,False,0.43333333333333335,0.4666666666666667,0.4666666666666667,0.45555555555555555,0.5177777777777778,False,-0.139767857142858,0.0,,45,100,False,False
gpt_5_4,memory,flat,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_5_4,memory,bull_trap,15,5,1.0,1.0,1.0,5,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_5_4,memory,crash,45,15,1.0,1.0,1.0,15,1.0,1.0,0.9394346824354509,15,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,45,100,False,False
gpt_5_4_mini,static,flat,15,5,1.0,1.0,0.9719239400557271,5,1.0,1.0,0.8791151726448747,5,1.0,1.0,0.7535349254547624,1.0,1.0,0.0,1.0,0.0,1.0,0.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.5,0.5,False,,,,15,100,False,False
gpt_5_4_mini,static,bull_trap,15,5,1.0,1.0,0.9705164582139899,5,1.0,1.0,0.9167118631419641,5,0.75,0.75,0.7477122606871802,0.000911881965554517,1.0,0.0,0.003976751709788651,1.0,0.003976751709788651,1.0,False,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.75,0.25,1.0,0.6666666666666666,0.8333333333333334,True,0.99925,1.0,,15,100,True,False
gpt_5_4_mini,static,crash,45,15,0.9666666666666667,1.0,0.9314074352140963,15,0.9299999999999999,1.0,0.8817904525428368,15,0.7366666666666666,0.7,0.6668465850534844,0.00018464590038335491,0.35536062918984146,0.1422222222222222,0.0018363895430062822,0.6266666666666666,0.00040098937794986653,0.6888888888888889,False,False,0.044444444444444446,0.28888888888888886,0.13333333333333333,0.8666666666666667,0.0,0.0,0.0,0.0,False,0.7077777777777777,0.3788888888888889,0.8288888888888889,0.6385185185185186,0.6422222222222221,False,0.24342775996335264,0.9999999999999998,,45,100,False,False
gpt_5_4_mini,memory,flat,15,5,1.0,1.0,0.9677344224739048,5,1.0,1.0,0.8047171910935361,5,0.5999999999999999,0.4,0.6240325476449599,0.03138144571425708,1.0,0.0,0.07070114486598297,0.6,0.07070114486598297,0.6,False,False,0.0,0.4666666666666667,0.0,1.0,0.0,0.0,0.0,0.4,False,0.65,0.35,0.8,0.6,0.62,False,0.21248416149068317,1.0,,15,100,False,False
gpt_5_4_mini,memory,bull_trap,15,5,1.0,1.0,1.0,5,0.95,1.0,0.8020434626801173,5,0.76,1.0,0.6316499308845547,0.2662398554625252,0.4237107971667934,0.2,0.440686016488678,0.28,0.17971249487899976,0.4,False,False,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.2,False,0.65,0.48,0.67,0.6,0.54,False,-0.5169208605938613,1.0,,15,100,False,False
gpt_5_4_mini,memory,crash,45,15,0.99,1.0,0.9761799239986594,15,0.7799999999999999,0.75,0.7554632549642065,15,0.8066666666666666,1.0,0.679819712768865,0.0001879578299084531,6.991223957506532e-06,0.8577777777777779,0.06588386232880865,-0.3688888888888889,0.1250349185532394,0.21777777777777776,False,False,0.022222222222222223,0.4,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.26666666666666666,False,0.7688888888888888,0.8422222222222222,0.4622222222222222,0.6911111111111111,0.6274074074074074,False,-0.17818016145470228,1.0,,45,100,False,False
gpt_5_mini,static,flat,15,5,0.9,0.9,0.8186808984224598,5,0.8,0.8,0.5731398490172763,5,0.7300000000000001,0.7,0.4521491211718439,0.0041439281557377585,0.003976751709788651,1.0,0.28772573925836464,0.39999999999999997,0.007290358091535638,1.0,True,False,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,False,1.0,0.65,0.85,0.8333333333333334,0.8333333333333334,True,0.12432207207207635,0.9999999999999994,,15,100,False,False
gpt_5_mini,static,bull_trap,15,5,0.9099999999999999,0.9,0.8506533366219861,5,0.89,0.9,0.7000745502068805,5,0.7200000000000001,0.7,0.5135543852529879,0.01039450120708814,1.0,0.03999999999999998,0.018118911585663852,0.92,0.008561916896063825,1.0,False,False,0.26666666666666666,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,0.0,False,0.76,0.28,0.98,0.6733333333333333,0.7866666666666666,False,0.1331310240963821,1.0,,15,100,False,False
gpt_5_mini,static,crash,45,15,0.8913333333333334,0.9,0.8237669545744993,15,0.75,0.75,0.5432157525750299,15,0.6699999999999999,0.7,0.43662841430806654,4.692209196506171e-06,0.0001163145959168342,0.8133333333333334,0.05950347424608303,0.39555555555555555,1.6024927584972883e-05,0.9111111111111111,True,False,0.26666666666666666,0.28888888888888886,0.7333333333333333,0.8,0.06666666666666667,0.06666666666666667,0.0,0.0,False,0.9311111111111111,0.6044444444444443,0.8266666666666668,0.7874074074074073,0.7711111111111112,False,0.4826081247731929,0.9999999999999991,,45,100,False,False
gpt_5_mini,memory,flat,15,5,1.0,1.0,0.9723833086395237,5,0.8400000000000001,0.8,0.6157613188918933,5,0.5399999999999999,0.5,0.26681070051965355,0.021564456312722635,0.07070114486598297,0.6,0.0886833015366387,0.68,0.02480842454780953,0.8,True,False,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.2,False,0.85,0.52,0.87,0.7466666666666667,0.6866666666666666,False,0.3008708751793391,0.9598721199160776,,15,100,False,False
gpt_5_mini,memory,bull_trap,15,5,1.0,1.0,0.98541413520959,5,0.75,0.75,0.6066500617557417,5,0.64,0.4,0.3301302275346024,0.03426969044706808,0.007088720793989425,1.0,0.6694224180573263,0.19999999999999996,0.06679806847513828,0.6,True,False,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,False,0.9,0.7,0.7,0.7666666666666666,0.7266666666666666,False,0.11424872177247469,0.9999999999999961,,15,100,False,False
gpt_5_mini,memory,crash,45,15,0.9966666666666666,1.0,0.9960037484259456,15,0.78,0.75,0.5632383875194715,15,0.6733333333333335,0.5,0.5095283358564964,0.0007376613035803008,4.976673168798531e-05,0.7866666666666667,0.4829716427012172,0.15111111111111114,0.004115613704797255,0.5022222222222222,True,False,0.022222222222222223,0.4222222222222222,0.0,1.0,0.06666666666666667,0.06666666666666667,0.0,0.2,False,0.8222222222222222,0.6922222222222222,0.6633333333333333,0.725925925925926,0.6785185185185184,False,0.056361332007952014,1.0,,45,100,False,False
POOLED,static,flat,270,90,0.9188888888888891,1.0,0.8674238519079823,90,0.9222222222222223,1.0,0.8649210603876067,90,0.8822222222222222,1.0,0.7212076036496586,0.2536271785009963,0.34014075430768886,-0.060000000000000026,0.09736624169797892,0.10703703703703701,0.47651701344872266,0.04827160493827162,False,False,0.07407407407407407,0.2740740740740741,0.16666666666666666,0.8222222222222222,0.0,0.0,0.05555555555555555,0.0,False,0.497067901234568,0.4530864197530864,0.5388271604938272,0.49632716049382725,0.5103086419753086,False,-0.051138606645490414,0.2897032571130376,,270,100,False,False
POOLED,static,bull_trap,270,90,0.907777777777778,1.0,0.8791058088441445,90,0.9372222222222222,1.0,0.8964591950361797,90,0.8577777777777779,1.0,0.7513800766458311,0.021745002047587052,0.06878012305537666,-0.11543209876543212,0.005951750176547847,0.18185185185185182,0.3092339041976202,0.07246913580246911,False,False,0.07777777777777778,0.2777777777777778,0.14444444444444443,0.8111111111111111,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.0,False,0.4892592592592592,0.4369753086419753,0.5635802469135803,0.4966049382716049,0.5360288065843622,False,0.0036077979694791873,0.9999999999999664,,270,100,False,False
POOLED,static,crash,789,264,0.9104924242424243,1.0,0.8757801899893578,261,0.9088122605363984,1.0,0.8554796356901058,264,0.8359848484848484,1.0,0.7359665558565287,0.001896188959967855,0.14655894130586453,-0.058080808080808066,0.0004424356799339954,0.14459247648902823,0.03801745657196267,0.08826905417814512,False,False,0.09759188846641319,0.2674271229404309,0.1893939393939394,0.7651515151515151,0.034482758620689655,0.034482758620689655,0.06818181818181818,0.0,False,0.5077561327561328,0.45254992453268317,0.5581349206349207,0.5061469926412455,0.5271068373941937,False,0.022258285829094282,0.9875600743274071,,789,100,False,False
POOLED,memory,flat,270,90,0.9338888888888889,1.0,0.911133780927302,90,0.928888888888889,1.0,0.8694729844882352,90,0.8127777777777778,1.0,0.684203960106526,0.009139844486313786,0.4042342583329741,0.04925925925925925,0.03478073919467375,0.1428395061728395,0.003919162848175309,0.1861728395061728,False,False,0.05555555555555555,0.3037037037037037,0.05555555555555555,0.8444444444444444,0.03333333333333333,0.03333333333333333,0.07777777777777778,0.03333333333333333,False,0.558858024691358,0.49817901234567896,0.5822530864197532,0.5464300411522633,0.5371193415637862,False,0.029263092116052603,0.9336899330897104,,270,100,False,False
POOLED,memory,bull_trap,270,90,0.9255555555555557,1.0,0.916817886178007,90,0.9266666666666667,1.0,0.8753437283851838,90,0.8161111111111113,1.0,0.7045271414653284,0.061268772955946176,0.8711600115464027,0.010493827160493824,0.05338717071302094,0.1334567901234568,0.0391173642672394,0.1406172839506173,False,False,0.08518518518518518,0.29259259259259257,0.1111111111111111,0.8111111111111111,0.05555555555555555,0.05555555555555555,0.08888888888888889,0.011111111111111112,False,0.5377777777777778,0.49827160493827155,0.5685185185185184,0.5348559670781893,0.5351440329218107,False,0.01238491137903619,1.0,,270,100,False,False
POOLED,memory,crash,789,264,0.9255681818181819,1.0,0.9135015125318197,261,0.9026819923371647,1.0,0.8630381032145683,264,0.8371212121212122,1.0,0.7330845823838912,0.04855706414126346,0.09996826919118551,0.0640456287008011,0.370358439353661,0.03632590270521305,0.01638216006731643,0.09301825068870523,False,False,0.09505703422053231,0.31432192648922685,0.10984848484848485,0.8143939393939394,0.09961685823754789,0.09961685823754789,0.07575757575757576,0.026515151515151516,False,0.5393073593073593,0.5335031347962382,0.5324170274170275,0.5350758405068751,0.5132053153317521,False,0.009733600641271711,1.0,,789,100,False,False
POOLED,both,flat,540,180,0.9263888888888889,1.0,0.8892788164176423,180,0.9255555555555556,1.0,0.8671970224379212,180,0.8475,1.0,0.7027057818780923,0.010583003927042473,0.9228297197141997,-0.004197530864197524,0.009571973698075827,0.12098765432098765,0.012426873526225615,0.11675925925925926,False,False,0.06481481481481481,0.28888888888888886,0.1111111111111111,0.8333333333333334,0.016666666666666666,0.016666666666666666,0.06666666666666667,0.016666666666666666,False,0.5281404320987654,0.4767052469135803,0.5594367283950618,0.5214274691358024,0.5298868312757202,False,-0.009107039459905097,0.7661138954198871,,540,100,False,False
POOLED,both,bull_trap,540,180,0.9166666666666666,1.0,0.8979618475110758,180,0.9319444444444445,1.0,0.8859014617106816,180,0.8369444444444446,1.0,0.7279536090555797,0.0037156370269812626,0.25436772682698494,-0.05126543209876541,0.0011509196918078621,0.15521604938271608,0.03342555980453305,0.10472222222222222,False,False,0.08148148148148149,0.2851851851851852,0.12777777777777777,0.8111111111111111,0.03888888888888889,0.03888888888888889,0.07777777777777778,0.005555555555555556,False,0.5133641975308643,0.46845679012345676,0.5649845679012345,0.5156018518518518,0.5296090534979423,False,0.007553735634994618,0.9651184351449851,,540,100,False,False
POOLED,both,crash,1578,528,0.9180303030303031,1.0,0.8946408512605888,522,0.9057471264367816,1.0,0.8592588694523371,528,0.8365530303030304,1.0,0.7345255691202099,0.0015980264737152326,0.9024961402091228,0.0034214269128062247,0.00217127892084073,0.08852171136653897,0.0020986200333022813,0.08871025596877868,False,False,0.09632446134347275,0.2908745247148289,0.14962121212121213,0.7897727272727273,0.06704980842911877,0.06704980842911877,0.07196969696969698,0.013257575757575758,False,0.523154761904762,0.4936687275049344,0.5443082611832613,0.5203772501976526,0.5218983554759417,False,0.012176115249273978,0.9999999999999948,,1578,100,False,False
