family,model,persona,agent_type,scenario,seed,discount,run_id,day,cash_share,action,Price,SMA20,SMA60,RSI14,MACD,Volume_Ratio,Implied_Volatility,Reported_PE,Dividend_Yield,Trend_Strength,Trend_Regime,Sentiment
mbti,claude_opus_4_6,INTJ,static,crash,789,0.85,claude_opus_4_6|INTJ|static|crash|789|0.85,1,0.75,BUY,83.7,83.7,83.7,50.0,0.0,1.0,15.0,12.6,3.17,0.0,0,0.15
mbti,claude_opus_4_6,ISFJ,memory,crash,789,0.85,claude_opus_4_6|ISFJ|memory|crash|789|0.85,1,0.7,BUY,83.7,83.7,83.7,50.0,0.0,1.0,15.0,12.6,3.17,0.0,0,0.15
mbti,claude_opus_4_6,ISFJ,static,crash,789,0.85,claude_opus_4_6|ISFJ|static|crash|789|0.85,1,0.75,BUY,83.7,83.7,83.7,50.0,0.0,1.0,15.0,12.6,3.17,0.0,0,0.15
mbti,claude_opus_4_6,ENTJ,memory,crash,999,0.85,claude_opus_4_6|ENTJ|memory|crash|999|0.85,1,1.0,HOLD,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,claude_opus_4_6,ENTJ,static,crash,999,0.85,claude_opus_4_6|ENTJ|static|crash|999|0.85,1,0.75,BUY,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,claude_opus_4_6,INTJ,memory,crash,999,0.85,claude_opus_4_6|INTJ|memory|crash|999|0.85,1,0.75,BUY,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,claude_opus_4_6,INTJ,static,crash,999,0.85,claude_opus_4_6|INTJ|static|crash|999|0.85,1,1.0,HOLD,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,claude_opus_4_6,ISFJ,memory,crash,999,0.85,claude_opus_4_6|ISFJ|memory|crash|999|0.85,1,0.75,BUY,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,claude_opus_4_6,ISFJ,static,crash,999,0.85,claude_opus_4_6|ISFJ|static|crash|999|0.85,1,0.75,BUY,80.3,80.3,80.3,50.0,0.0,1.0,15.0,12.0,3.32,0.0,0,-0.01
mbti,claude_opus_4_6,ENTJ,memory,crash,123,0.92,claude_opus_4_6|ENTJ|memory|crash|123|0.92,1,0.75,BUY,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,claude_opus_4_6,ENTJ,static,crash,123,0.92,claude_opus_4_6|ENTJ|static|crash|123|0.92,1,0.75,BUY,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,claude_opus_4_6,INTJ,memory,crash,123,0.92,claude_opus_4_6|INTJ|memory|crash|123|0.92,1,0.75,BUY,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,claude_opus_4_6,INTJ,static,crash,123,0.92,claude_opus_4_6|INTJ|static|crash|123|0.92,1,0.75,BUY,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,claude_opus_4_6,ISFJ,memory,crash,123,0.92,claude_opus_4_6|ISFJ|memory|crash|123|0.92,1,0.7,BUY,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,claude_opus_4_6,ISFJ,static,crash,123,0.92,claude_opus_4_6|ISFJ|static|crash|123|0.92,1,0.75,BUY,92.56,92.56,92.56,50.0,0.0,1.0,15.0,14.0,2.87,0.0,0,0.33
mbti,claude_opus_4_6,ENTJ,memory,crash,42,0.92,claude_opus_4_6|ENTJ|memory|crash|42|0.92,1,0.75,BUY,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,claude_opus_4_6,ENTJ,static,crash,42,0.92,claude_opus_4_6|ENTJ|static|crash|42|0.92,1,0.75,BUY,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,claude_opus_4_6,INTJ,memory,crash,42,0.92,claude_opus_4_6|INTJ|memory|crash|42|0.92,1,0.75,BUY,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,claude_opus_4_6,INTJ,static,crash,42,0.92,claude_opus_4_6|INTJ|static|crash|42|0.92,1,0.75,BUY,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,claude_opus_4_6,ISFJ,memory,crash,42,0.92,claude_opus_4_6|ISFJ|memory|crash|42|0.92,1,0.7,BUY,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,claude_opus_4_6,ISFJ,static,crash,42,0.92,claude_opus_4_6|ISFJ|static|crash|42|0.92,1,0.75,BUY,92.77,92.77,92.77,50.0,0.0,1.0,15.0,13.9,2.88,0.0,0,0.1
mbti,claude_opus_4_6,ENTJ,memory,crash,456,0.92,claude_opus_4_6|ENTJ|memory|crash|456|0.92,1,0.75,BUY,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,claude_opus_4_6,ENTJ,static,crash,456,0.92,claude_opus_4_6|ENTJ|static|crash|456|0.92,1,0.75,BUY,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,claude_opus_4_6,INTJ,memory,crash,456,0.92,claude_opus_4_6|INTJ|memory|crash|456|0.92,1,0.75,BUY,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,claude_opus_4_6,INTJ,static,crash,456,0.92,claude_opus_4_6|INTJ|static|crash|456|0.92,1,0.75,BUY,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,claude_opus_4_6,ISFJ,memory,crash,456,0.92,claude_opus_4_6|ISFJ|memory|crash|456|0.92,1,0.7,BUY,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,claude_opus_4_6,ISFJ,static,crash,456,0.92,claude_opus_4_6|ISFJ|static|crash|456|0.92,1,0.75,BUY,92.46,92.46,92.46,50.0,0.0,1.0,15.0,13.9,2.87,0.0,0,0.06
mbti,claude_opus_4_6,ENTJ,memory,crash,789,0.92,claude_opus_4_6|ENTJ|memory|crash|789|0.92,1,0.75,BUY,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,claude_opus_4_6,ENTJ,static,crash,789,0.92,claude_opus_4_6|ENTJ|static|crash|789|0.92,1,0.5,BUY,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,claude_opus_4_6,INTJ,memory,crash,789,0.92,claude_opus_4_6|INTJ|memory|crash|789|0.92,1,0.75,BUY,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,claude_opus_4_6,INTJ,static,crash,789,0.92,claude_opus_4_6|INTJ|static|crash|789|0.92,1,0.75,BUY,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,claude_opus_4_6,ISFJ,memory,crash,789,0.92,claude_opus_4_6|ISFJ|memory|crash|789|0.92,1,0.7,BUY,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,claude_opus_4_6,ISFJ,static,crash,789,0.92,claude_opus_4_6|ISFJ|static|crash|789|0.92,1,0.75,BUY,90.66,90.66,90.66,50.0,0.0,1.0,15.0,13.7,2.93,0.0,0,0.15
mbti,claude_opus_4_6,ENTJ,memory,crash,999,0.92,claude_opus_4_6|ENTJ|memory|crash|999|0.92,1,1.0,HOLD,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,claude_opus_4_6,ENTJ,static,crash,999,0.92,claude_opus_4_6|ENTJ|static|crash|999|0.92,1,0.75,BUY,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,claude_opus_4_6,INTJ,memory,crash,999,0.92,claude_opus_4_6|INTJ|memory|crash|999|0.92,1,0.75,BUY,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,claude_opus_4_6,INTJ,static,crash,999,0.92,claude_opus_4_6|INTJ|static|crash|999|0.92,1,1.0,HOLD,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,claude_opus_4_6,ISFJ,memory,crash,999,0.92,claude_opus_4_6|ISFJ|memory|crash|999|0.92,1,0.7,BUY,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,claude_opus_4_6,ISFJ,static,crash,999,0.92,claude_opus_4_6|ISFJ|static|crash|999|0.92,1,0.75,BUY,87.3,87.3,87.3,50.0,0.0,1.0,15.0,13.1,3.06,0.0,0,-0.01
mbti,claude_opus_4_6,ENTJ,memory,crash,123,0.95,claude_opus_4_6|ENTJ|memory|crash|123|0.95,1,0.75,BUY,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,claude_opus_4_6,ENTJ,static,crash,123,0.95,claude_opus_4_6|ENTJ|static|crash|123|0.95,1,0.5,BUY,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,claude_opus_4_6,INTJ,memory,crash,123,0.95,claude_opus_4_6|INTJ|memory|crash|123|0.95,1,0.75,BUY,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,claude_opus_4_6,INTJ,static,crash,123,0.95,claude_opus_4_6|INTJ|static|crash|123|0.95,1,0.75,BUY,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,claude_opus_4_6,ISFJ,memory,crash,123,0.95,claude_opus_4_6|ISFJ|memory|crash|123|0.95,1,0.7,BUY,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,claude_opus_4_6,ISFJ,static,crash,123,0.95,claude_opus_4_6|ISFJ|static|crash|123|0.95,1,0.75,BUY,95.54,95.54,95.54,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.33
mbti,claude_opus_4_6,ENTJ,memory,crash,42,0.95,claude_opus_4_6|ENTJ|memory|crash|42|0.95,1,0.75,BUY,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,claude_opus_4_6,ENTJ,static,crash,42,0.95,claude_opus_4_6|ENTJ|static|crash|42|0.95,1,0.75,BUY,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,claude_opus_4_6,INTJ,memory,crash,42,0.95,claude_opus_4_6|INTJ|memory|crash|42|0.95,1,0.75,BUY,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,claude_opus_4_6,INTJ,static,crash,42,0.95,claude_opus_4_6|INTJ|static|crash|42|0.95,1,0.75,BUY,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,claude_opus_4_6,ISFJ,memory,crash,42,0.95,claude_opus_4_6|ISFJ|memory|crash|42|0.95,1,0.7,BUY,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,claude_opus_4_6,ISFJ,static,crash,42,0.95,claude_opus_4_6|ISFJ|static|crash|42|0.95,1,0.75,BUY,95.77,95.77,95.77,50.0,0.0,1.0,15.0,14.3,2.79,0.0,0,0.1
mbti,claude_opus_4_6,ENTJ,memory,crash,456,0.95,claude_opus_4_6|ENTJ|memory|crash|456|0.95,1,1.0,HOLD,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,claude_opus_4_6,ENTJ,static,crash,456,0.95,claude_opus_4_6|ENTJ|static|crash|456|0.95,1,0.75,BUY,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,claude_opus_4_6,INTJ,memory,crash,456,0.95,claude_opus_4_6|INTJ|memory|crash|456|0.95,1,0.75,BUY,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,claude_opus_4_6,INTJ,static,crash,456,0.95,claude_opus_4_6|INTJ|static|crash|456|0.95,1,0.75,BUY,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,claude_opus_4_6,ISFJ,memory,crash,456,0.95,claude_opus_4_6|ISFJ|memory|crash|456|0.95,1,0.75,BUY,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,claude_opus_4_6,ISFJ,static,crash,456,0.95,claude_opus_4_6|ISFJ|static|crash|456|0.95,1,0.75,BUY,95.45,95.45,95.45,50.0,0.0,1.0,15.0,14.4,2.78,0.0,0,0.06
mbti,claude_opus_4_6,ENTJ,memory,crash,789,0.95,claude_opus_4_6|ENTJ|memory|crash|789|0.95,1,0.75,BUY,93.64,93.64,93.64,50.0,0.0,1.0,15.0,14.1,2.83,0.0,0,0.15
mbti,claude_opus_4_6,ENTJ,static,crash,789,0.95,claude_opus_4_6|ENTJ|static|crash|789|0.95,1,0.75,BUY,93.64,93.64,93.64,50.0,0.0,1.0,15.0,14.1,2.83,0.0,0,0.15
mbti,claude_opus_4_6,INTJ,memory,crash,789,0.95,claude_opus_4_6|INTJ|memory|crash|789|0.95,1,0.75,BUY,93.64,93.64,93.64,50.0,0.0,1.0,15.0,14.1,2.83,0.0,0,0.15
mbti,claude_opus_4_6,INTJ,static,crash,789,0.95,claude_opus_4_6|INTJ|static|crash|789|0.95,1,0.75,BUY,93.64,93.64,93.64,50.0,0.0,1.0,15.0,14.1,2.83,0.0,0,0.15
mbti,claude_opus_4_6,ISFJ,memory,crash,789,0.95,claude_opus_4_6|ISFJ|memory|crash|789|0.95,1,0.7,BUY,93.64,93.64,93.64,50.0,0.0,1.0,15.0,14.1,2.83,0.0,0,0.15
mbti,claude_opus_4_6,ISFJ,static,crash,789,0.95,claude_opus_4_6|ISFJ|static|crash|789|0.95,1,0.75,BUY,93.64,93.64,93.64,50.0,0.0,1.0,15.0,14.1,2.83,0.0,0,0.15
mbti,claude_opus_4_6,ENTJ,memory,crash,999,0.95,claude_opus_4_6|ENTJ|memory|crash|999|0.95,1,1.0,HOLD,90.3,90.3,90.3,50.0,0.0,1.0,15.0,13.5,2.95,0.0,0,-0.01
mbti,claude_opus_4_6,ENTJ,static,crash,999,0.95,claude_opus_4_6|ENTJ|static|crash|999|0.95,1,0.75,BUY,90.3,90.3,90.3,50.0,0.0,1.0,15.0,13.5,2.95,0.0,0,-0.01
mbti,claude_opus_4_6,INTJ,memory,crash,999,0.95,claude_opus_4_6|INTJ|memory|crash|999|0.95,1,0.75,BUY,90.3,90.3,90.3,50.0,0.0,1.0,15.0,13.5,2.95,0.0,0,-0.01
mbti,claude_opus_4_6,INTJ,static,crash,999,0.95,claude_opus_4_6|INTJ|static|crash|999|0.95,1,1.0,HOLD,90.3,90.3,90.3,50.0,0.0,1.0,15.0,13.5,2.95,0.0,0,-0.01
mbti,claude_opus_4_6,ISFJ,memory,crash,999,0.95,claude_opus_4_6|ISFJ|memory|crash|999|0.95,1,0.75,BUY,90.3,90.3,90.3,50.0,0.0,1.0,15.0,13.5,2.95,0.0,0,-0.01
mbti,claude_opus_4_6,ISFJ,static,crash,999,0.95,claude_opus_4_6|ISFJ|static|crash|999|0.95,1,0.75,BUY,90.3,90.3,90.3,50.0,0.0,1.0,15.0,13.5,2.95,0.0,0,-0.01
mbti,claude_opus_4_6,ENTJ,memory,flat,123,,claude_opus_4_6|ENTJ|memory|flat|123|,1,1.0,HOLD,100.58,100.58,100.58,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,-0.25
mbti,claude_opus_4_6,ENTJ,static,flat,123,,claude_opus_4_6|ENTJ|static|flat|123|,1,0.75,BUY,99.8,99.8,99.8,50.0,0.0,1.0,15.0,15.0,2.67,0.0,0,0.4
mbti,claude_opus_4_6,INTJ,memory,flat,123,,claude_opus_4_6|INTJ|memory|flat|123|,1,0.75,BUY,99.72,99.72,99.72,50.0,0.0,1.0,15.0,15.0,2.67,0.0,0,-0.16
mbti,claude_opus_4_6,INTJ,static,flat,123,,claude_opus_4_6|INTJ|static|flat|123|,1,0.75,BUY,100.35,100.35,100.35,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.13
mbti,claude_opus_4_6,ISFJ,memory,flat,123,,claude_opus_4_6|ISFJ|memory|flat|123|,1,0.75,BUY,99.82,99.82,99.82,50.0,0.0,1.0,15.0,15.0,2.67,0.0,0,-0.18
mbti,claude_opus_4_6,ISFJ,static,flat,123,,claude_opus_4_6|ISFJ|static|flat|123|,1,0.75,BUY,100.19,100.19,100.19,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,0.06
mbti,claude_opus_4_6,ENTJ,memory,flat,42,,claude_opus_4_6|ENTJ|memory|flat|42|,1,1.0,HOLD,99.17,99.17,99.17,50.0,0.0,1.0,15.0,14.9,2.69,0.0,0,-0.03
mbti,claude_opus_4_6,ENTJ,static,flat,42,,claude_opus_4_6|ENTJ|static|flat|42|,1,1.0,HOLD,100.71,100.71,100.71,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,-0.35
mbti,claude_opus_4_6,INTJ,memory,flat,42,,claude_opus_4_6|INTJ|memory|flat|42|,1,0.75,BUY,99.21,99.21,99.21,50.0,0.0,1.0,15.0,14.9,2.69,0.0,0,0.57
mbti,claude_opus_4_6,INTJ,static,flat,42,,claude_opus_4_6|INTJ|static|flat|42|,1,1.0,HOLD,99.4,99.4,99.4,50.0,0.0,1.0,15.0,14.9,2.68,0.0,0,0.1
mbti,claude_opus_4_6,ISFJ,memory,flat,42,,claude_opus_4_6|ISFJ|memory|flat|42|,1,0.75,BUY,99.83,99.83,99.83,50.0,0.0,1.0,15.0,15.0,2.67,0.0,0,0.18
mbti,claude_opus_4_6,ISFJ,static,flat,42,,claude_opus_4_6|ISFJ|static|flat|42|,1,0.75,BUY,99.63,99.63,99.63,50.0,0.0,1.0,15.0,14.9,2.68,0.0,0,0.15
mbti,claude_opus_4_6,ENTJ,memory,flat,456,,claude_opus_4_6|ENTJ|memory|flat|456|,1,0.75,BUY,99.85,99.85,99.85,50.0,0.0,1.0,15.0,15.0,2.67,0.0,0,0.33
mbti,claude_opus_4_6,ENTJ,static,flat,456,,claude_opus_4_6|ENTJ|static|flat|456|,1,0.75,BUY,100.5,100.5,100.5,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.01
mbti,claude_opus_4_6,INTJ,memory,flat,456,,claude_opus_4_6|INTJ|memory|flat|456|,1,0.75,BUY,100.25,100.25,100.25,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,-0.39
mbti,claude_opus_4_6,INTJ,static,flat,456,,claude_opus_4_6|INTJ|static|flat|456|,1,1.0,HOLD,100.25,100.25,100.25,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,-0.39
mbti,claude_opus_4_6,ISFJ,memory,flat,456,,claude_opus_4_6|ISFJ|memory|flat|456|,1,1.0,HOLD,100.25,100.25,100.25,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,-0.39
mbti,claude_opus_4_6,ISFJ,static,flat,456,,claude_opus_4_6|ISFJ|static|flat|456|,1,0.85,BUY,100.02,100.02,100.02,50.0,0.0,1.0,15.0,15.0,2.67,0.0,0,0.28
mbti,claude_opus_4_6,ENTJ,memory,flat,789,,claude_opus_4_6|ENTJ|memory|flat|789|,1,0.75,BUY,100.19,100.19,100.19,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,0.26
mbti,claude_opus_4_6,ENTJ,static,flat,789,,claude_opus_4_6|ENTJ|static|flat|789|,1,0.75,BUY,100.19,100.19,100.19,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,0.26
mbti,claude_opus_4_6,INTJ,memory,flat,789,,claude_opus_4_6|INTJ|memory|flat|789|,1,0.75,BUY,100.19,100.19,100.19,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,0.26
mbti,claude_opus_4_6,INTJ,static,flat,789,,claude_opus_4_6|INTJ|static|flat|789|,1,0.75,BUY,100.19,100.19,100.19,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,0.26
mbti,claude_opus_4_6,ISFJ,memory,flat,789,,claude_opus_4_6|ISFJ|memory|flat|789|,1,0.75,BUY,100.19,100.19,100.19,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,0.26
mbti,claude_opus_4_6,ISFJ,static,flat,789,,claude_opus_4_6|ISFJ|static|flat|789|,1,0.75,BUY,100.19,100.19,100.19,50.0,0.0,1.0,15.0,15.0,2.66,0.0,0,0.26
mbti,claude_opus_4_6,ENTJ,memory,flat,999,,claude_opus_4_6|ENTJ|memory|flat|999|,1,0.75,BUY,100.38,100.38,100.38,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.08
mbti,claude_opus_4_6,ENTJ,static,flat,999,,claude_opus_4_6|ENTJ|static|flat|999|,1,0.75,BUY,100.38,100.38,100.38,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.08
mbti,claude_opus_4_6,INTJ,memory,flat,999,,claude_opus_4_6|INTJ|memory|flat|999|,1,0.75,BUY,100.38,100.38,100.38,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.08
mbti,claude_opus_4_6,INTJ,static,flat,999,,claude_opus_4_6|INTJ|static|flat|999|,1,0.75,BUY,100.38,100.38,100.38,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.08
mbti,claude_opus_4_6,ISFJ,memory,flat,999,,claude_opus_4_6|ISFJ|memory|flat|999|,1,0.7,BUY,100.38,100.38,100.38,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.08
mbti,claude_opus_4_6,ISFJ,static,flat,999,,claude_opus_4_6|ISFJ|static|flat|999|,1,0.75,BUY,100.38,100.38,100.38,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.08
mbti,claude_sonnet_4_6,ENTJ,memory,bull_trap,123,,claude_sonnet_4_6|ENTJ|memory|bull_trap|123|,1,0.5,BUY,99.72,99.72,99.72,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.33
mbti,claude_sonnet_4_6,ENTJ,static,bull_trap,123,,claude_sonnet_4_6|ENTJ|static|bull_trap|123|,1,0.6,BUY,99.72,99.72,99.72,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.33
mbti,claude_sonnet_4_6,INTJ,memory,bull_trap,123,,claude_sonnet_4_6|INTJ|memory|bull_trap|123|,1,0.75,BUY,99.72,99.72,99.72,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.33
mbti,claude_sonnet_4_6,INTJ,static,bull_trap,123,,claude_sonnet_4_6|INTJ|static|bull_trap|123|,1,0.75,BUY,99.72,99.72,99.72,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.33
mbti,claude_sonnet_4_6,ISFJ,memory,bull_trap,123,,claude_sonnet_4_6|ISFJ|memory|bull_trap|123|,1,0.6,BUY,99.72,99.72,99.72,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.33
mbti,claude_sonnet_4_6,ISFJ,static,bull_trap,123,,claude_sonnet_4_6|ISFJ|static|bull_trap|123|,1,0.6,BUY,99.72,99.72,99.72,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.33
mbti,claude_sonnet_4_6,ENTJ,memory,bull_trap,42,,claude_sonnet_4_6|ENTJ|memory|bull_trap|42|,1,0.5,BUY,100.96,100.96,100.96,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.1
mbti,claude_sonnet_4_6,ENTJ,static,bull_trap,42,,claude_sonnet_4_6|ENTJ|static|bull_trap|42|,1,0.6,BUY,100.96,100.96,100.96,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.1
mbti,claude_sonnet_4_6,INTJ,memory,bull_trap,42,,claude_sonnet_4_6|INTJ|memory|bull_trap|42|,1,0.75,BUY,100.96,100.96,100.96,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.1
mbti,claude_sonnet_4_6,INTJ,static,bull_trap,42,,claude_sonnet_4_6|INTJ|static|bull_trap|42|,1,0.7,BUY,100.96,100.96,100.96,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.1
mbti,claude_sonnet_4_6,ISFJ,memory,bull_trap,42,,claude_sonnet_4_6|ISFJ|memory|bull_trap|42|,1,0.6,BUY,100.96,100.96,100.96,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.1
mbti,claude_sonnet_4_6,ISFJ,static,bull_trap,42,,claude_sonnet_4_6|ISFJ|static|bull_trap|42|,1,0.6,BUY,100.96,100.96,100.96,50.0,0.0,1.0,15.0,15.1,2.66,0.0,0,0.1
mbti,claude_sonnet_4_6,ENTJ,memory,bull_trap,456,,claude_sonnet_4_6|ENTJ|memory|bull_trap|456|,1,0.5,BUY,99.94,99.94,99.94,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.06
mbti,claude_sonnet_4_6,ENTJ,static,bull_trap,456,,claude_sonnet_4_6|ENTJ|static|bull_trap|456|,1,0.7,BUY,99.94,99.94,99.94,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.06
mbti,claude_sonnet_4_6,INTJ,memory,bull_trap,456,,claude_sonnet_4_6|INTJ|memory|bull_trap|456|,1,0.75,BUY,99.94,99.94,99.94,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.06
mbti,claude_sonnet_4_6,INTJ,static,bull_trap,456,,claude_sonnet_4_6|INTJ|static|bull_trap|456|,1,0.75,BUY,99.94,99.94,99.94,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.06
mbti,claude_sonnet_4_6,ISFJ,memory,bull_trap,456,,claude_sonnet_4_6|ISFJ|memory|bull_trap|456|,1,0.6,BUY,99.94,99.94,99.94,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.06
mbti,claude_sonnet_4_6,ISFJ,static,bull_trap,456,,claude_sonnet_4_6|ISFJ|static|bull_trap|456|,1,0.6,BUY,99.94,99.94,99.94,50.0,0.0,1.0,15.0,15.1,2.65,0.0,0,0.06
mbti,claude_sonnet_4_6,ENTJ,memory,bull_trap,789,,claude_sonnet_4_6|ENTJ|memory|bull_trap|789|,1,0.5,BUY,98.44,98.44,98.44,50.0,0.0,1.0,15.0,14.9,2.68,0.0,0,0.15
mbti,claude_sonnet_4_6,ENTJ,static,bull_trap,789,,claude_sonnet_4_6|ENTJ|static|bull_trap|789|,1,0.6,BUY,98.44,98.44,98.44,50.0,0.0,1.0,15.0,14.9,2.68,0.0,0,0.15
mbti,claude_sonnet_4_6,INTJ,memory,bull_trap,789,,claude_sonnet_4_6|INTJ|memory|bull_trap|789|,1,0.5,BUY,98.44,98.44,98.44,50.0,0.0,1.0,15.0,14.9,2.68,0.0,0,0.15
mbti,claude_sonnet_4_6,INTJ,static,bull_trap,789,,claude_sonnet_4_6|INTJ|static|bull_trap|789|,1,0.7,BUY,98.44,98.44,98.44,50.0,0.0,1.0,15.0,14.9,2.68,0.0,0,0.15
