model,persona,agent_type,scenario,n_runs,seed,discount,path_variant,n_rows,n_fallback,fallback_frac,mean_cash_share,point_mas_v1,point_mas_v2,band_mas_v2,rel_mas,rg_v1,rg_v1_n,coverage_0.03,rg_0.03,rg_0.03_n,rg_action_0.03,rg_action_0.03_n,coverage_action_0.03,coverage_0.05,rg_0.05,rg_0.05_n,rg_action_0.05,rg_action_0.05_n,coverage_action_0.05,coverage_0.08,rg_0.08,rg_0.08_n,rg_action_0.08,rg_action_0.08_n,coverage_action_0.08,final_value,return_pct,max_drawdown_pct,trade_count,zero_trade,effective_trade_count,turnover,fallback_hold_rows,cash_share_day1,floor_rg_v1,ceil_rg_v1,norm_rg_v1,norm_degenerate_rg_v1,bl_always_hold_rg_v1,bl_random_rg_v1,bl_buy_day1_hold_rg_v1,bl_mco_0.05_rg_v1,floor_rg_0.03,ceil_rg_0.03,norm_rg_0.03,norm_degenerate_rg_0.03,floor_rg_0.05,ceil_rg_0.05,norm_rg_0.05,norm_degenerate_rg_0.05,bl_always_hold_rg_0.05,bl_random_rg_0.05,bl_buy_day1_hold_rg_0.05,bl_mco_0.05_rg_0.05,floor_rg_0.08,ceil_rg_0.08,norm_rg_0.08,norm_degenerate_rg_0.08,floor_rg_action_0.03,ceil_rg_action_0.03,norm_rg_action_0.03,norm_degenerate_rg_action_0.03,floor_rg_action_0.05,ceil_rg_action_0.05,norm_rg_action_0.05,norm_degenerate_rg_action_0.05,floor_rg_action_0.08,ceil_rg_action_0.08,norm_rg_action_0.08,norm_degenerate_rg_action_0.08,floor_return_pct,ceil_return_pct,norm_return_pct,norm_degenerate_return_pct,bl_always_hold_return_pct,bl_random_return_pct,bl_buy_day1_hold_return_pct,bl_mco_0.05_return_pct,floor_point_mas_v1,ceil_point_mas_v1,norm_point_mas_v1,norm_degenerate_point_mas_v1,floor_point_mas_v2,ceil_point_mas_v2,norm_point_mas_v2,norm_degenerate_point_mas_v2,floor_band_mas_v2,ceil_band_mas_v2,norm_band_mas_v2,norm_degenerate_band_mas_v2,beats_k_rg_v1,beats_n_rg_v1,beats_k_rg_0.05,beats_n_rg_0.05,beats_k_return_pct,beats_n_return_pct,beats_k_point_mas_v1,beats_n_point_mas_v1,beats_k_point_mas_v2,beats_n_point_mas_v2,beats_k_band_mas_v2,beats_n_band_mas_v2,beats_k_max_drawdown_pct,beats_n_max_drawdown_pct
claude_opus_4_6,INTJ,memory,flat,5,481.8,,1.8,200.0,0.0,0.0,0.26961735411958865,0.3452111683400037,0.3452111683400037,0.25268024551591706,0.7303826458804114,89.0,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,11671.898144708912,16.718981447089114,-17.538300116748626,49.0,0.0,49.0,6.530929312584443,0.0,0.75,99.7,49.4,,1.0,49.4,66.08,99.7,49.4,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,24.806762820566348,0.0,,1.0,0.0,11.828376863464403,24.806762820566348,0.0,0.5,1.1102230246251566e-18,0.3095776633199926,0.0,0.5,1.1102230246251566e-18,0.3095776633199926,0.0,0.4,0.0,0.3682993862102073,0.0,8.0,11.0,,0.0,9.0,11.0,8.2,11.0,8.2,11.0,8.2,11.0,2.8,11.0
claude_opus_4_6,INTJ,static,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.5751746561561151,0.3359821938019708,0.3359821938019708,0.2447358985673415,0.424825343843885,93.7,200.0,0.59,93.8760109717582,118.0,53.35789210789211,15.6,0.078,0.579,93.94124125521584,115.8,51.05952380952381,15.2,0.076,0.568,93.81038803726575,113.6,47.54184704184704,14.6,0.073,12020.724508631583,20.207245086315826,-6.591878370067493,29.2,0.0,29.2,4.0450143451925005,0.0,0.85,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,27.774531017970368,,1.0,0.0,44.81461419729551,119.76528319175335,27.774531017970368,0.5,3.1641356201816966e-18,0.32803561239605833,0.0,0.5,3.1641356201816966e-18,0.32803561239605833,0.0,0.4,0.0,0.38816025358164635,0.0,7.2,11.0,2.0,11.0,4.2,11.0,7.6,11.0,7.6,11.0,7.4,11.0,4.2,11.0
claude_opus_4_6,INTJ,static,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.038568915476141837,0.4730501155676815,0.4730501155676815,0.3740123932453919,0.9614310845238582,99.9,200.0,0.9510000000000001,99.89575268513816,190.2,100.0,10.066666666666666,0.050333333333333334,0.8263333333333333,99.8731273021841,165.26666666666668,100.0,9.4,0.04700000000000001,0.554,99.57868852459016,110.8,100.0,6.4,0.032,6229.090666518631,-37.70909333481369,-44.271047726856196,10.2,0.0,10.2,0.9996959936523437,0.0,0.8,100.0,93.2,,1.0,0.03333333333333333,63.29666666666666,100.0,93.2,100.0,93.05973381222364,,1.0,100.0,92.84135867692659,,1.0,0.0,63.515728676978675,100.0,92.84135867692659,100.0,95.61026498847518,,1.0,100.0,62.169941830114105,,1.0,89.29201666102304,62.169941830114105,1.9712960438022584,0.8,75.32015428264049,81.31024804818291,1.1692113450096104,0.5333333333333333,0.0,-23.40266854191017,,1.0,0.0,-20.448496675639326,-38.312434921335495,-23.40266854191017,0.5,2.5535129566378604e-18,0.053899768864636925,0.0,0.5,2.5535129566378604e-18,0.053899768864636925,0.0,0.4,0.0,0.06496901688652022,0.0,8.266666666666667,11.0,8.0,11.0,2.3333333333333335,11.0,7.0,11.0,7.0,11.0,7.0,11.0,3.0,11.0
claude_opus_4_6,INTJ,static,flat,5,481.8,,2.2,200.0,0.0,0.0,0.2610270975769304,0.37988219161963105,0.37988219161963105,0.2838400513581363,0.7389729024230697,89.3,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,10124.504938408427,1.2450493840842618,-23.087025052947006,41.8,0.0,41.8,5.2739729105464805,0.0,0.85,99.6,51.2,,1.0,51.2,65.9,99.6,51.2,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,14.116388890586894,0.0,,1.0,0.0,2.121402671344807,3.8841504173959778,0.0,0.5,1.1102230246251566e-18,0.24023561676073787,0.0,0.5,1.1102230246251566e-18,0.24023561676073787,0.0,0.4,0.0,0.29039987160465935,0.0,8.0,11.0,,0.0,6.2,11.0,8.0,11.0,8.0,11.0,8.0,11.0,2.4,11.0
claude_opus_4_6,ISFJ,memory,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.6965405608431169,0.3034594391568831,0.2345705235705365,0.1381563426455665,0.3034594391568831,96.0,200.0,0.59,96.62419270335178,118.0,77.30609947328213,16.0,0.08,0.579,96.54714815331874,115.8,74.36112339672711,15.2,0.076,0.568,96.46145439597828,113.6,71.41912095472466,14.4,0.072,11600.88824053639,16.0088824053639,-5.038845196491639,25.2,0.0,25.2,2.2106843199263038,0.0,0.7,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,6.31844914832498,,1.0,0.0,44.81461419729551,119.76528319175335,6.31844914832498,1.0,0.0,0.696540560843117,0.0,0.8,1.298960938811433e-17,0.7067868455368294,0.0,0.7,0.0,0.8026337962206191,0.0,8.8,11.0,2.0,11.0,6.0,11.0,4.2,11.0,6.2,11.0,6.2,11.0,4.0,11.0
claude_opus_4_6,ISFJ,memory,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.5054181308430857,0.49458186915691427,0.29458186915691426,0.19471778953406535,0.49458186915691427,100.0,200.0,0.9510000000000001,100.0,190.2,100.0,4.4,0.022000000000000002,0.8263333333333333,100.0,165.26666666666668,100.0,3.933333333333333,0.019666666666666666,0.554,100.0,110.8,100.0,2.6,0.013000000000000001,7854.331308813209,-21.456686911867916,-25.710593967833834,4.466666666666667,0.0,4.466666666666667,0.5917477625,0.0,0.7099999999999999,100.0,94.93333333333334,,1.0,0.03333333333333333,63.29666666666666,100.0,94.93333333333334,100.0,94.83058092012243,,1.0,100.0,94.77620347636982,,1.0,0.0,63.515728676978675,100.0,94.77620347636982,100.0,96.54041268532141,,1.0,100.0,62.046864576013576,,1.0,89.29201666102304,62.046864576013576,7.785944874225606,0.8,75.32015428264049,77.7338500087093,1.3000162585094681,0.6666666666666666,0.0,-11.811578969712974,,1.0,0.0,-20.448496675639326,-38.312434921335495,-11.811578969712974,1.0,0.0,0.5054181308430857,0.0,0.8,0.0,0.6317726635538572,0.0,0.7,0.0,0.7218317292370494,0.0,8.266666666666667,11.0,7.6,11.0,3.466666666666667,11.0,3.533333333333333,11.0,5.066666666666666,11.0,5.066666666666666,11.0,4.466666666666667,11.0
claude_opus_4_6,ISFJ,memory,flat,5,481.8,,2.6,200.0,0.0,0.0,0.32397526826514383,0.6760247317348561,0.47817834272962834,0.38239148913496657,0.6760247317348561,92.8,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,10276.455766084533,2.764557660845331,-22.35463499046844,32.8,0.0,32.8,2.5295358394499234,0.0,0.79,99.7,49.7,,1.0,49.7,65.7,99.7,49.7,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,14.695431166683866,0.0,,1.0,0.0,6.304991915313633,11.049232629170092,0.0,1.0,0.0,0.3239752682651439,0.0,0.8,1.9317880628477722e-17,0.40227707158796466,0.0,0.7,0.0,0.4537264440929049,0.0,9.0,11.0,,0.0,5.4,11.0,2.4,11.0,3.2,11.0,3.2,11.0,2.8,11.0
claude_opus_4_6,ISFJ,static,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.5855012568119902,0.41449874318800983,0.30296328701963604,0.21231639816258774,0.41449874318800983,93.7,200.0,0.59,93.54422184585144,118.0,60.095238095238095,18.0,0.09,0.579,93.42252625374223,115.8,58.65079365079365,17.6,0.088,0.568,93.2748372285993,113.6,56.17857142857142,17.0,0.08499999999999999,12848.531493815393,28.48531493815394,-6.205694584992827,27.6,0.0,27.6,2.6752371604149427,0.0,0.75,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,6.31844914832498,,1.0,0.0,44.81461419729551,119.76528319175335,6.31844914832498,1.0,0.0,0.5855012568119902,0.0,0.8,1.298960938811433e-17,0.6212958912254549,0.0,0.7,0.0,0.6966908597677317,0.0,8.0,11.0,2.0,11.0,7.2,11.0,3.8,11.0,5.0,11.0,4.0,11.0,3.4,11.0
claude_opus_4_6,ISFJ,static,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.09374364193385772,0.9062563580661424,0.7062563580661423,0.6068105499491007,0.9062563580661424,100.0,200.0,0.9510000000000001,100.0,190.2,100.0,12.866666666666667,0.06433333333333334,0.8263333333333333,100.0,165.26666666666668,100.0,12.066666666666666,0.060333333333333336,0.554,100.0,110.8,100.0,8.266666666666667,0.04133333333333333,6405.077662524185,-35.949223374758155,-42.27857059637563,13.0,0.0,13.0,0.9785756760809643,0.0,0.75,100.0,94.93333333333334,,1.0,0.03333333333333333,63.29666666666666,100.0,94.93333333333334,100.0,94.83058092012243,,1.0,100.0,94.77620347636982,,1.0,0.0,63.515728676978675,100.0,94.77620347636982,100.0,96.54041268532141,,1.0,100.0,62.046864576013576,,1.0,89.29201666102304,62.046864576013576,7.785944874225606,0.8,75.32015428264049,77.7338500087093,1.1800097551056807,0.6666666666666666,0.0,-11.811578969712974,,1.0,0.0,-20.448496675639326,-38.312434921335495,-11.811578969712974,1.0,0.0,0.09374364193385773,0.0,0.8,0.0,0.11717955241732213,0.0,0.7,0.0,0.133127785786999,0.0,8.266666666666667,11.0,7.6,11.0,2.4,11.0,3.0,11.0,3.0,11.0,3.0,11.0,3.0,11.0
claude_opus_4_6,ISFJ,static,flat,5,481.8,,3.8,200.0,0.0,0.0,0.12642975526188888,0.8735702447381112,0.6736702447381112,0.5742550698742928,0.8735702447381112,94.5,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,11130.55569963666,11.30555699636659,-22.576204853993225,23.0,0.0,23.0,1.7275851458788385,0.0,0.77,99.6,50.1,,1.0,50.1,66.28,99.6,50.1,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.992188263299932,0.0,,1.0,0.0,6.726068010305933,10.347214277067371,0.0,1.0,0.0,0.12642975526188885,0.0,0.8,1.687538997430238e-17,0.15791219407736107,0.0,0.7,0.0,0.17963561446529613,0.0,9.0,11.0,,0.0,6.6,11.0,2.0,11.0,2.2,11.0,2.2,11.0,2.8,11.0
claude_sonnet_4_6,ENTJ,memory,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.1832930110099932,0.24052521264531887,0.20606332847841533,0.11190911182765606,0.8167069889900068,84.9,200.0,0.59,89.48974467276457,118.0,50.68671679197995,24.8,0.124,0.579,89.96928661175485,115.8,51.845219108377,23.6,0.11800000000000002,0.568,90.47588535318565,113.6,53.1496746537194,22.4,0.11200000000000002,19892.458241927678,98.92458241927679,-7.96339529189981,49.8,0.0,49.8,14.514551267587018,0.0,0.5,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,63.278909526485634,,1.0,0.0,44.81461419729551,119.76528319175335,63.278909526485634,0.8,8.992806499463768e-18,0.6993434841933514,0.0,0.9000000000000001,6.036837696399288e-18,0.7710407461350941,0.0,0.8,0.0,0.86011361021543,0.0,5.8,11.0,2.0,11.0,7.4,11.0,7.4,11.0,7.0,11.0,7.0,11.0,4.0,11.0
claude_sonnet_4_6,ENTJ,memory,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.8346194521271888,0.6437734068565913,0.7373625050927992,0.63919642949189,0.16538054787281115,30.333333333333332,200.0,0.9510000000000001,29.51214654319564,190.2,23.993506628490707,46.2,0.23099999999999998,0.8263333333333333,27.628740988679777,165.26666666666668,21.607766173338593,41.666666666666664,0.20833333333333334,0.554,23.62144081874293,110.8,16.723936953314624,27.6,0.13799999999999998,8743.830861459699,-12.561691385403005,-17.03485688579064,49.0,0.0,49.0,9.31041561359771,0.0,0.6,100.0,99.8,,1.0,0.03333333333333333,63.29666666666666,100.0,99.8,100.0,99.76690695226766,,1.0,100.0,100.0,,1.0,0.0,63.515728676978675,100.0,100.0,100.0,100.0,,1.0,100.0,100.0,,1.0,89.29201666102304,100.0,-0.5570204200499265,0.8,75.32015428264049,100.0,,1.0,0.0,-38.0199552066869,,1.0,0.0,-20.448496675639326,-38.312434921335495,-38.0199552066869,0.8,6.781612308751998e-18,0.19528324142926087,0.0,0.9000000000000002,3.987551030112021e-18,0.18070832767466768,0.0,0.8,0.0,0.20100446313513742,0.0,3.0,11.0,3.066666666666667,11.0,7.533333333333333,11.0,3.0,11.0,3.0,11.0,3.0,11.0,7.666666666666667,11.0
claude_sonnet_4_6,ENTJ,memory,flat,5,481.8,,3.4,200.0,0.0,0.0,0.3559420152013506,0.29994302431757663,0.3196871705565485,0.22794251975946364,0.6440579847986495,77.3,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,10314.229217728283,3.1422921772828345,-18.922930070092683,92.6,0.0,92.6,19.833135872906592,0.0,0.7,99.6,49.4,,1.0,49.4,65.9,99.6,49.4,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.904221972537618,0.0,,1.0,0.0,6.626283611415578,13.628462888416163,0.0,0.8,9.131584377541913e-18,0.6250712196030292,0.0,0.9000000000000001,5.6760152133961125e-18,0.6447920327149462,0.0,0.8,0.0,0.7150718503006704,0.0,7.2,11.0,,0.0,4.6,11.0,7.0,11.0,6.8,11.0,6.8,11.0,3.8,11.0
claude_sonnet_4_6,ENTJ,static,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.2586434644386341,0.19253617798484918,0.19209075446894128,0.12558982121174164,0.7413565355613658,90.3,200.0,0.59,89.11053794953818,118.0,70.63716313716313,43.4,0.217,0.579,89.27365939162672,115.8,70.52052052052052,42.4,0.21200000000000002,0.568,89.2104904256793,113.6,70.16376403077895,41.8,0.209,17121.381179627533,71.21381179627531,-8.547516527232535,56.8,0.0,56.8,14.133292739072289,0.0,0.6199999999999999,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,63.278909526485634,,1.0,0.0,44.81461419729551,119.76528319175335,63.278909526485634,0.8,8.992806499463768e-18,0.7593297775189386,0.0,0.9000000000000001,6.036837696399288e-18,0.7865658283678432,0.0,0.8,0.0,0.8430127234853229,0.0,7.0,11.0,2.0,11.0,5.8,11.0,8.2,11.0,6.8,11.0,6.8,11.0,3.6,11.0
claude_sonnet_4_6,ENTJ,static,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.4218020158888429,0.27557337593460024,0.34137093552938763,0.24868769591172163,0.578197984111157,74.56666666666666,200.0,0.9510000000000001,74.99645861398061,190.2,41.567122371055646,80.86666666666666,0.4043333333333333,0.8263333333333333,76.27471072560866,165.26666666666668,45.14796728990305,70.26666666666667,0.3513333333333334,0.554,79.64683009130036,110.8,54.179084540885206,46.8,0.23399999999999999,9057.157995877269,-9.428420041227298,-18.98905900521195,85.06666666666666,0.0,85.06666666666666,13.302456278271277,0.0,0.6199999999999999,100.0,99.8,,1.0,0.03333333333333333,63.29666666666666,100.0,99.8,100.0,99.76690695226766,,1.0,100.0,100.0,,1.0,0.0,63.515728676978675,100.0,100.0,100.0,100.0,,1.0,100.0,100.0,,1.0,89.29201666102304,100.0,0.17792430708596954,0.8,75.32015428264049,100.0,,1.0,0.0,-38.0199552066869,,1.0,0.0,-20.448496675639326,-38.312434921335495,-38.0199552066869,0.8,6.781612308751998e-18,0.6555332800817497,0.0,0.9000000000000002,3.987551030112021e-18,0.6206989605229027,0.0,0.8,0.0,0.6891403801103481,0.0,5.0,11.0,5.0,11.0,8.333333333333334,11.0,5.0,11.0,5.0,11.0,4.933333333333334,11.0,7.933333333333334,11.0
claude_sonnet_4_6,ENTJ,static,flat,5,481.8,,3.8,200.0,0.0,0.0,0.1729142340473317,0.18354763135490526,0.16392315143564942,0.07823093270111847,0.8270857659526684,90.8,200.0,0.001,100.0,0.2,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,10134.46496003005,1.3446496003005044,-24.772348452622616,42.2,0.0,42.2,7.3459938676259195,0.0,0.7,99.6,50.3,,1.0,50.3,65.94,99.6,50.3,100.0,100.0,,1.0,,,,1.0,,,,,,,,1.0,33.333333333333336,,,1.0,,,,1.0,,,,1.0,14.116388890586894,0.0,,1.0,0.0,2.9929474773107563,4.743104462011232,0.0,0.8,8.382183835919932e-18,0.7705654608063683,0.0,0.9000000000000001,5.342948306008566e-18,0.8178631650715007,0.0,0.8,0.0,0.9022113341236018,0.0,8.0,11.0,,0.0,5.6,11.0,8.2,11.0,7.0,11.0,7.0,11.0,3.0,11.0
claude_sonnet_4_6,INTJ,memory,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.3627914071397834,0.3591764023604009,0.3591764023604009,0.2629910790740872,0.6372085928602166,92.3,200.0,0.59,89.32629560688488,118.0,79.24129798308392,60.8,0.304,0.579,89.12381528533979,115.8,78.99678387650086,60.2,0.30100000000000005,0.568,88.91399923095138,113.6,78.72405660377358,59.6,0.298,14294.755304051048,42.947553040510485,-8.596348013617902,69.4,0.0,69.4,14.976662562122618,0.0,0.7,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,27.774531017970368,,1.0,0.0,44.81461419729551,119.76528319175335,27.774531017970368,0.5,3.1641356201816966e-18,0.28164719527919824,0.0,0.5,3.1641356201816966e-18,0.28164719527919824,0.0,0.4,0.0,0.34252230231478203,0.0,7.0,11.0,2.0,11.0,5.6,11.0,7.0,11.0,7.0,11.0,7.0,11.0,2.4,11.0
claude_sonnet_4_6,INTJ,memory,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.03319572951419528,0.46798481976471124,0.46798481976471124,0.3689602201607843,0.9668042704858048,100.0,200.0,0.9510000000000001,100.0,190.2,100.0,7.666666666666667,0.03833333333333334,0.8263333333333333,100.0,165.26666666666668,100.0,7.133333333333334,0.035666666666666666,0.554,100.0,110.8,100.0,4.933333333333334,0.024666666666666667,6208.052944608536,-37.91947055391465,-44.423126044219615,7.8,0.0,7.8,0.999633791575,0.0,0.5933333333333334,100.0,93.2,,1.0,0.03333333333333333,63.29666666666666,100.0,93.2,100.0,93.05973381222364,,1.0,100.0,92.84135867692659,,1.0,0.0,63.515728676978675,100.0,92.84135867692659,100.0,95.61026498847518,,1.0,100.0,62.169941830114105,,1.0,89.29201666102304,62.169941830114105,1.9712960438022584,0.8,75.32015428264049,81.31024804818291,1.1692113450096104,0.5333333333333333,0.0,-23.40266854191017,,1.0,0.0,-20.448496675639326,-38.312434921335495,-23.40266854191017,0.5,2.5535129566378604e-18,0.06403036047057754,0.0,0.5,2.5535129566378604e-18,0.06403036047057754,0.0,0.4,0.0,0.07759944959803936,0.0,8.266666666666667,11.0,8.0,11.0,2.2666666666666666,11.0,7.0,11.0,7.0,11.0,7.0,11.0,3.0,11.0
claude_sonnet_4_6,INTJ,memory,flat,5,481.8,,2.4,200.0,0.0,0.0,0.08333506382419101,0.43337886703614154,0.43337886703614154,0.33416559818047176,0.916664936175809,95.8,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,11284.61582336538,12.846158233653796,-21.637532195396894,16.4,0.0,16.4,2.4698338951943777,0.0,0.75,99.6,52.0,,1.0,52.0,66.45,99.6,52.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.711665111563672,0.0,,1.0,0.0,7.067402566689753,13.490775556341287,0.0,0.5,9.992007221626408e-19,0.13324226592771687,0.0,0.5,9.992007221626408e-19,0.13324226592771687,0.0,0.4,0.0,0.16458600454882066,0.0,8.0,11.0,,0.0,8.2,11.0,8.0,11.0,8.0,11.0,8.0,11.0,2.4,11.0
claude_sonnet_4_6,INTJ,static,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.23923924931521415,0.37847415069775603,0.37847415069775603,0.28051318606668063,0.7607607506847859,95.4,200.0,0.59,95.23508460765655,118.0,61.766304347826086,16.2,0.081,0.579,95.15426497277676,115.8,60.625,15.6,0.078,0.568,95.04666035793392,113.6,59.080882352941174,15.0,0.075,17236.92117842129,72.3692117842129,-8.83898188523398,23.8,0.0,23.8,4.40667398697601,0.0,0.73,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,27.774531017970368,,1.0,0.0,44.81461419729551,119.76528319175335,27.774531017970368,0.5,3.1641356201816966e-18,0.24305169860448794,0.0,0.5,3.1641356201816966e-18,0.24305169860448794,0.0,0.4,0.0,0.29871703483329853,0.0,7.8,11.0,2.2,11.0,7.2,11.0,7.0,11.0,7.0,11.0,7.0,11.0,2.6,11.0
claude_sonnet_4_6,INTJ,static,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.03533538586808941,0.4675078827202906,0.4675078827202906,0.3680073712543344,0.9646646141319106,100.0,200.0,0.9510000000000001,100.0,190.2,100.0,8.4,0.042,0.8263333333333333,100.0,165.26666666666668,100.0,7.733333333333333,0.03866666666666667,0.554,100.0,110.8,100.0,5.266666666666667,0.026333333333333334,6198.848673538207,-38.01151326461793,-44.43943773237764,8.666666666666666,0.0,8.666666666666666,0.9985757747499999,0.0,0.73,100.0,93.2,,1.0,0.03333333333333333,63.29666666666666,100.0,93.2,100.0,93.05973381222364,,1.0,100.0,92.84135867692659,,1.0,0.0,63.515728676978675,100.0,92.84135867692659,100.0,95.61026498847518,,1.0,100.0,62.169941830114105,,1.0,89.29201666102304,62.169941830114105,1.9712960438022584,0.8,75.32015428264049,81.31024804818291,1.1410094541746754,0.5333333333333333,0.0,-23.40266854191017,,1.0,0.0,-20.448496675639326,-38.312434921335495,-23.40266854191017,0.5,2.5535129566378604e-18,0.06498423455941892,0.0,0.5,2.5535129566378604e-18,0.06498423455941892,0.0,0.4,0.0,0.07998157186416405,0.0,8.266666666666667,11.0,8.0,11.0,1.8666666666666667,11.0,7.0,11.0,7.0,11.0,7.0,11.0,3.0,11.0
claude_sonnet_4_6,INTJ,static,flat,5,481.8,,2.6,200.0,0.0,0.0,0.06630798856947755,0.43839833363495095,0.43839833363495095,0.3390231764622605,0.9336920114305224,97.4,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,11326.164235330385,13.261642353303841,-24.309735034308353,11.4,0.0,11.4,1.556150464775363,0.0,0.75,99.7,51.9,,1.0,51.9,66.46000000000001,99.7,51.9,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.711665111563672,0.0,,1.0,0.0,6.653445825843162,13.18541248630115,0.0,0.5,9.992007221626408e-19,0.12320333273009802,0.0,0.5,9.992007221626408e-19,0.12320333273009802,0.0,0.4,0.0,0.15244205884434886,0.0,8.8,11.0,,0.0,8.4,11.0,8.0,11.0,8.0,11.0,8.0,11.0,2.4,11.0
