cond,i,M,S,R,s_ma,rho,beta,shared,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e1b_p,e1b_coef,e1b_se,e1b_converged,e1b_ok,e1b_method,e1b_llf_gap,t_e1b,e1a_p,e1a_coef,e1a_se,e1a_converged,e1a_ok,e1a_method,e1a_llf_gap,e1a_vc_model,e1a_vc_path,e1a_vc_persona_path,t_e1a,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e1_error
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,43,6,19,1,0.0,0.0,0.05,True,3.2665899439303454e-22,0.06857609941349939,0.007075668781521624,True,True,0.0028405710870213915,0.0016228589241428389,6.915246952301099e-07,0.0010439811598406908,1.3101298809051514,2.1784054482950524e-22,0.06857609941350042,0.0070456551541647795,True,True,powell,0.24750084226934632,2.6475908756256104,2.895731907126473e-21,0.06857609941351188,0.0072441357679433665,True,True,powell,0.0077184748538456915,2.0327033014070813e-08,7.485004974290279e-14,0.0009414381103088203,8.430920600891113,0.06857609941350083,0.05385898326338608,0.08447045893613614,True,False,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,44,6,19,1,0.0,0.0,0.05,True,1.0346001279379249e-19,0.057858064964315364,0.006368350983315071,True,True,0.0022793192242068845,0.0014841653963199547,1.7035130449797916e-06,0.002259674607054458,1.5341238975524902,9.679591745962483e-20,0.05785806496432159,0.006363280218795588,True,True,powell,3.1826305451522785,2.7941324710845947,3.619917183548547e-14,0.05785806496431871,0.007639068419415154,True,True,powell,4.475962798097271,2.8053216283438727e-06,0.00020391238304290184,0.0008448334415515147,7.206811428070068,0.05785806496431812,0.04275813957287257,0.07418604310878639,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,45,6,19,1,0.0,0.0,0.05,True,1.7470366941084647e-16,0.05259682998446451,0.006384442962758652,False,True,0.0023220184107413224,0.0008205585445647019,7.184053199609654e-08,0.0009045819736129113,2.8314828872680664,1.7225373121793587e-16,0.05259682998446816,0.006383133615407325,True,True,powell,0.03891331055046976,4.410418748855591,7.983119035639421e-16,0.05259682998446166,0.006530150664175278,True,True,powell,0.016583918485366667,1.6485715118232913e-11,0.0002404785779290192,0.0005101832958348834,6.40955376625061,0.052596829984468935,0.0378977158400787,0.06563607395425904,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,46,6,19,1,0.0,0.0,0.05,True,3.406318717579382e-24,0.05650091293442915,0.00556806950640386,True,True,0.0015485848261679437,0.006139824280302486,1.1505729549276751e-05,0.0020125571455829766,1.244591474533081,4.528132776096932e-27,0.056500912934426765,0.005243806323228289,True,True,powell,3.8015327913285546,1.9149818420410156,1.0422301066102868e-17,0.05650091293442156,0.006593501591938255,True,True,powell,1.7256662548750228,3.702218862049271e-14,2.6408098015680118e-05,0.0007487179629783255,10.62173843383789,0.056500912934429486,0.04248749596423124,0.06913051634739796,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,47,6,19,1,0.0,0.0,0.05,True,7.738847355649044e-11,0.05226707689007619,0.008034178014263106,False,True,0.002588602307802024,0.003205179679102016,5.740182236817955e-05,0.0008786757514564666,3.8115956783294678,6.024998807576519e-15,0.05226707689007611,0.006697967584028932,True,True,powell,4.408033545512353,5.519913673400879,1.7859604934804676e-11,0.05226707689008718,0.007774911754162019,True,True,powell,0.04826729356364012,6.066016527370524e-14,1.5460812059393223e-12,0.0010855083132042102,5.296985149383545,0.05226707689007502,0.03637291399279818,0.0680008094157287,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,48,6,19,1,0.0,0.0,0.05,True,9.045206355010084e-17,0.05946440203590845,0.007150006131897137,True,True,0.0028665735550238215,0.00199798639561348,2.4954706888265873e-06,0.0007420541978408711,1.3190622329711914,3.3886195293591825e-17,0.05946440203591088,0.007051957352598494,True,True,powell,1.3339716360897,3.3692376613616943,1.0228107209123695e-15,0.059464402035915076,0.007410734430651637,True,True,powell,0.02007152699593462,3.51765701044023e-14,3.650425081047775e-05,0.0009503553340342339,7.876650333404541,0.05946440203590739,0.0443717169032224,0.07528737367841536,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,49,6,19,1,0.0,0.0,0.05,True,3.9614550573192026e-12,0.04858469065862069,0.0070021391284570186,True,True,0.002756208301015573,0.005752685692925936,2.0262623325042033e-06,0.000810739330567212,1.8680150508880615,2.0070082084155737e-12,0.048584690658616515,0.006907125106965008,True,True,powell,1.7871426000228894,3.3366928100585938,2.973240253239241e-11,0.04858469065863028,0.007308287203668835,True,True,lbfgs,-0.001205204777079416,5.417511697446238e-06,2.9569508078368305e-05,0.0009133292052246163,4.849333763122559,0.04858469065861904,0.03400917827787549,0.06442399603965299,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,50,6,19,1,0.0,0.0,0.05,True,3.6598229324285744e-13,0.04798862995025341,0.006603109195651928,True,True,0.00246782176290692,0.0023606982838094833,9.17797206631435e-07,0.0011739615995032496,2.8517301082611084,2.6221169801168593e-13,0.04798862995025481,0.006562545119698651,True,True,powell,0.4045778537915794,4.871630430221558,2.782367464293733e-10,0.047988629950244936,0.007604636500338025,True,True,powell,5.975597688449852,3.717035864650937e-12,9.374645448965474e-05,0.0009471272109814106,7.2951979637146,0.04798862995025222,0.0337918009359319,0.06077937471283591,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,51,6,19,1,0.0,0.0,0.05,True,2.3003945129232493e-19,0.06271997232605138,0.006970498662789251,False,True,0.0022491442184416244,0.0010593471662679451,2.738754332691068e-05,0.0009154245016625417,3.7192463874816895,1.510733284953662e-23,0.06271997232604976,0.006271455447505512,True,True,powell,2.221114747687352,4.493422269821167,3.863553749520432e-21,0.06271997232606075,0.0066467044240536306,True,True,powell,0.7914267999756248,3.4175593517122795e-14,9.400835262370244e-13,0.0007874520855472133,9.256712675094604,0.06271997232605009,0.04860401580748477,0.07723687122375208,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,52,6,19,1,0.0,0.0,0.05,True,1.5329339587860356e-10,0.05279607862277979,0.00824673158273184,False,True,0.003115840776783206,0.0017800978989816296,4.003412556218942e-05,0.0016866331911569385,1.7717721462249756,1.1037141774002848e-12,0.05279607862278796,0.007418396365074762,True,True,powell,3.319975624900053,3.525381088256836,2.770236757797329e-12,0.052796078622791835,0.007554261568932096,True,True,powell,0.053088265984797545,4.3788469587785214e-14,5.49330089773325e-13,0.001027288006175881,7.273153066635132,0.05279607862278101,0.03606914198922248,0.0694662655508977,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,53,6,19,1,0.0,0.0,0.05,True,4.779209765843921e-10,0.044478838992937995,0.007143831829110845,True,True,0.0028249711823878434,0.0027113119797029968,4.420305797954158e-06,0.001141632781186739,1.8994007110595703,2.5962662930456795e-10,0.04447883899293566,0.007036512441561287,True,True,powell,0.5260389134091383,3.644047975540161,5.507188167508636e-12,0.04447883899293287,0.006453832650500871,True,True,powell,0.1987459839594976,3.5427780476491275e-14,1.2708702987203066e-13,0.00074187742781428,7.4600279331207275,0.04447883899293684,0.028062569313597664,0.06097072411999665,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,54,6,19,1,0.0,0.0,0.05,True,5.907216315509897e-10,0.04533634810005528,0.007320713216894405,True,True,0.0030547244778312953,0.0022567161674860517,3.5534945820174427e-09,0.0011776591401831383,2.158869743347168,5.904320430427862e-10,0.04533634810004722,0.007320621890211469,True,True,powell,0.0003275899598520482,4.692551612854004,5.553843341088087e-13,0.04533634810005246,0.0062871011125176166,True,True,powell,6.215732742020919e-05,1.772596286264023e-06,5.1988872368914e-14,0.0006910869228479906,5.704540014266968,0.04533634810005166,0.03283081422596539,0.058585522665922506,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,55,6,19,1,0.0,0.0,0.05,True,4.945615503987293e-15,0.055408824306155506,0.007078026596968515,True,True,0.0025985108818514253,0.001454193373091063,1.3531650898411228e-05,0.0010361027897104378,2.0463168621063232,2.649781453525294e-16,0.055408824306156006,0.006766842470830201,True,True,powell,1.5471267187863305,4.082066535949707,5.106537080194613e-15,0.05540882430616431,0.007081670059013023,True,True,powell,0.1670077853971179,3.478097822530593e-14,5.4889090504238105e-14,0.0008950035598348705,13.273053884506226,0.05540882430615238,0.044553175905033986,0.06684411475416126,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,56,6,19,1,0.0,0.0,0.05,True,9.961259776670451e-14,0.049702906705447386,0.0066792280544426125,True,True,0.002542054690280427,0.003435681824378243,4.391008973460732e-08,0.0008338454390840134,2.022963285446167,9.701879343345337e-14,0.04970290670544822,0.00667610243257015,True,True,powell,0.07446755921728254,3.155183792114258,2.617208240238068e-14,0.049702906705438345,0.006526143652014825,True,True,lbfgs,-9.796165159059456e-07,1.4357707636172126e-06,0.00014563451788755964,0.0006011310921881717,5.170403480529785,0.04970290670544233,0.03713604480084019,0.062280304783768066,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,57,6,19,1,0.0,0.0,0.05,True,2.6386227749233746e-12,0.0483260997716288,0.006907932408235139,True,True,0.002474497430503946,0.0010982586829973184,1.2921883601610703e-05,0.0009887076531710792,2.1261467933654785,1.9752374938983439e-13,0.04832609977163517,0.006574566797821886,True,True,powell,1.3216390793932078,5.477931022644043,5.31575837562985e-13,0.048326099771619876,0.006696173140831978,True,True,powell,2.523300213397306e-05,3.606366356897352e-14,2.1690472452524997e-13,0.0007938788914554894,9.876673698425293,0.048326099771630444,0.03779237545666292,0.0590563529317057,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,58,6,19,1,0.0,0.0,0.05,True,4.575023813654915e-13,0.042425891743638915,0.005862067294716276,False,True,0.001954748621867948,0.0033161202423670974,2.0999248924499122e-07,0.001636621520318592,1.997023582458496,4.161555699593952e-13,0.042425891743635896,0.005851685424249622,True,True,powell,0.0884988506013542,5.172564268112183,8.429018308692781e-11,0.0424258917436358,0.006534360614696436,True,True,powell,1.7961315279535484e-07,1.8992322619708765e-08,8.260113564741098e-05,0.0006705313875767527,7.3026440143585205,0.04242589174363514,0.03054635655975436,0.05424688338769695,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,59,6,19,1,0.0,0.0,0.05,True,1.7676259223141803e-08,0.04327348858734753,0.007681688692936423,True,True,0.00258651110899556,0.0009289180803916198,4.089285989422751e-05,0.0005446315741510362,1.8671143054962158,6.163301259868212e-11,0.04327348858734803,0.0066170219647182565,True,True,powell,10.993220504814417,4.641408920288086,4.8627933149224594e-12,0.0432734885873572,0.0062628746373198044,True,True,lbfgs,-6.070033805372077e-06,1.76980407110997e-11,1.904968755499416e-07,0.0006873840352867659,7.220256090164185,0.043273488587348134,0.028192551290103687,0.059238649996143485,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,60,6,19,1,0.0,0.0,0.05,True,2.1922503787266793e-11,0.04838994002703149,0.007230354224058636,True,True,0.0029642881643670584,0.007221434258937625,8.189000704698666e-07,0.0007142915613848781,4.493565559387207,1.7904379413316146e-11,0.04838994002703123,0.007198564543000253,True,True,powell,0.20582788939145757,4.949736595153809,3.1043594128780373e-13,0.04838994002702972,0.006638042053691596,True,True,powell,1.2550744658510666,2.030977924861018e-07,4.1842380191392665e-14,0.0007760165244280286,10.064679861068726,0.04838994002703546,0.03273128550939719,0.06377581027490942,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,61,6,19,1,0.0,0.0,0.05,True,9.8492552040681e-09,0.04394538374783211,0.007664930999852535,True,True,0.0033157496644938274,0.0013741261919380896,1.74036146097612e-06,0.0007828508348398368,2.55680251121521,5.619949039462869e-09,0.04394538374783785,0.007540788153093291,True,True,powell,4.241891907085574,5.093743562698364,1.919444926010023e-11,0.04394538374783413,0.006547263628383272,True,True,powell,2.211880620225884,4.229463874698447e-12,6.041464900644432e-05,0.0006940186246959821,11.249836921691895,0.04394538374783373,0.030831994122379445,0.056541417416590675,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,62,6,19,1,0.0,0.0,0.05,True,1.8185236306977699e-07,0.05193306696297396,0.009954600183835802,True,True,0.002647953715460107,0.001358625952447294,0.00015791620943584976,0.0009849849227792124,2.914604425430298,2.1388807820133997e-14,0.05193306696297589,0.0067957508378771675,True,True,powell,5.309655392969034,4.500329494476318,1.1640282552320786e-12,0.05193306696296013,0.007304667890165253,True,True,lbfgs,-0.01640233724378959,1.6034410253437734e-06,1.1085596170827121e-10,0.0009604010893110586,5.586535692214966,0.0519330669629741,0.0371699140504663,0.0652948445231354,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,63,6,19,1,0.0,0.0,0.05,True,2.1049921144890536e-05,0.05394231766525,0.012682006521445946,True,True,0.003069917191930097,0.0012644696164353902,0.0003209252791810444,0.000439329569963125,1.2881927490234375,1.001809818781171e-13,0.05394231766524831,0.007249665172034007,True,True,powell,10.695968216660276,3.7875044345855713,4.143806996078553e-12,0.053942317665233164,0.0077814273852462555,True,True,lbfgs,-8.872855596564477e-05,3.14815187885784e-07,0.0003853272195205899,0.0007048263155570641,3.3338656425476074,0.05394231766525034,0.03604907301888774,0.07131965799463943,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,64,6,19,1,0.0,0.0,0.05,True,1.8580810539197655e-05,0.040847727486737706,0.009540972773566992,True,True,0.0032255021987061656,0.002083024992346637,0.00010332721078171884,0.0011608819705310502,3.1481266021728516,4.682092077130729e-08,0.04084772748674027,0.0074771887685802845,True,True,powell,5.01983472810889,4.2966907024383545,8.90888669692096e-08,0.040847727486743764,0.007638401811534704,True,True,powell,0.90080391454444,6.967521659116703e-07,6.964293331609181e-14,0.0010525619928692166,11.109117269515991,0.040847727486738025,0.028806394160312908,0.05264517116894544,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,65,6,19,1,0.0,0.0,0.05,True,5.290881115289049e-18,0.05340857108647617,0.00617660177746643,True,True,0.002165586083742187,0.0008479230897748053,4.730136184184981e-07,0.0009799308543827839,2.562192440032959,4.1565495463040435e-18,0.053408571086479326,0.006157017602373013,True,True,powell,0.10335342905864309,4.020004749298096,5.932978054272192e-17,0.05340857108648837,0.0063835836109463655,True,True,powell,0.0002909575564444822,3.955872888107702e-06,7.320529356258327e-14,0.0007086384138675977,6.9630677700042725,0.053408571086479735,0.042195523412236424,0.06555418096914467,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,66,6,19,1,0.0,0.0,0.05,True,6.119201241352945e-15,0.04990681746046737,0.006397107463498511,False,True,0.0023312071974288494,0.002923910428258812,7.383604449747776e-08,0.0010009158488853305,2.91375732421875,6.071165391291885e-15,0.049906817460460585,0.0063962922598379155,True,True,powell,0.04575242676764901,4.567511081695557,2.939176452885344e-16,0.04990681746045957,0.006104214715994378,True,True,powell,0.11748639757001911,3.625889997745306e-14,3.596437622703552e-05,0.0006152616668109471,6.226645469665527,0.049906817460464714,0.03676309379593388,0.06276143164702748,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,67,6,19,1,0.0,0.0,0.05,True,3.076569424360304e-10,0.04614953338713124,0.0073312921475600585,True,True,0.00306247746143151,0.003107464934675694,6.050937275891785e-08,0.0011142285975640196,1.3862521648406982,3.0193062913077046e-10,0.0461495333871284,0.007327900194375907,True,True,powell,0.008579975061820733,2.75634765625,4.2352961310480166e-11,0.04614953338713631,0.00699701457172917,True,True,lbfgs,-0.0013556549188251665,3.852478236467503e-07,1.824179284512634e-05,0.0008524161113416186,6.06024956703186,0.04614953338713151,0.03218209952038995,0.06038028135619548,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,68,6,19,1,0.0,0.0,0.05,True,3.5141182240660186e-14,0.04600268384549002,0.006070702275233107,False,True,0.0020906608563077155,0.0012299219566856176,5.254964326225465e-07,0.0006538259972787376,1.7163691520690918,2.901815951592502e-14,0.046002683845490625,0.00605089410883219,True,True,powell,0.1286057652814634,4.480741500854492,5.5647430595336026e-11,0.04600268384547809,0.0070179692409638875,True,True,powell,0.0045065408507980464,4.007670382657333e-12,7.406468284084648e-05,0.0008078609963678773,7.355234384536743,0.046002683845490326,0.033105586789631214,0.05964911536282251,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,69,6,19,1,0.0,0.0,0.05,True,1.0031329920546653e-10,0.04512457226138337,0.0069782300274287895,False,True,0.0023849951190869838,0.0020995149302440114,2.0561024047816173e-05,0.0007715092265715869,3.3430583477020264,2.2491131893472257e-12,0.04512457226138184,0.006429745267583112,True,True,powell,2.936348158529654,5.254395246505737,2.1598646621212293e-11,0.04512457226138468,0.006740255426341479,True,True,lbfgs,-0.0005762175458130514,3.51182827203754e-14,5.0222557775021294e-05,0.0007585930113570772,7.325672388076782,0.04512457226138287,0.03459014711605147,0.055966023390701544,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,70,6,19,1,0.0,0.0,0.05,True,8.942296152599459e-22,0.05864177509179469,0.006115879923016603,True,True,0.0021234598886155373,0.00553175915225459,4.5091492902201925e-07,0.001016564496900341,1.7664117813110352,7.250650154891949e-22,0.05864177509179053,0.006102123521832888,True,True,powell,0.06380921838172071,3.265552043914795,1.1163859125902707e-16,0.058641775091805036,0.007072344066909746,True,True,powell,3.038272325284197e-06,4.681451534651432e-13,0.00013424713814556315,0.0007628621124255481,6.753640413284302,0.05864177509179454,0.04416319394105357,0.07410286691405973,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,71,6,19,1,0.0,0.0,0.05,True,3.0090234000996503e-09,0.04318535695377997,0.007281165232537218,True,True,0.0027295683732159056,0.0027092748032073698,1.538460810337013e-05,0.0005341626433459575,1.5835139751434326,4.134055001280236e-10,0.043185356953779334,0.006910895179752965,True,True,powell,1.3851047254479454,3.713601589202881,3.0331635292931437e-09,0.04318535695377322,0.007282776166626926,True,True,powell,0.029010848654252186,3.1599150720330735e-14,4.5021922482341675e-14,0.000955256597189043,6.858311414718628,0.04318535695378052,0.033566931912829154,0.053755507183210885,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,72,6,19,1,0.0,0.0,0.05,True,3.2661575198819446e-10,0.046505253900223996,0.007398712140117173,False,True,0.003080035372747498,0.0013119810417980087,2.115699115494576e-06,0.0006040642691165202,2.736724853515625,2.4201717164099555e-10,0.04650525390022536,0.007344491149769943,True,True,powell,0.22307307110804686,5.588073968887329,1.4375098977062768e-12,0.046505253900213185,0.006568178363925947,True,True,lbfgs,-0.0007320344936943002,2.1489059616766385e-06,3.6545713632774846e-05,0.0007286375557510169,4.717166423797607,0.04650525390022294,0.031049738425776338,0.06264430560117909,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,73,6,19,1,0.0,0.0,0.05,True,2.896941288107952e-14,0.052494173881407286,0.006904544998888751,False,True,0.002335404167319927,0.0024607595233763204,2.0102216118731935e-05,0.0010302284492317332,3.6025357246398926,1.9884576881820476e-16,0.0524941738814089,0.006383996467215742,True,True,powell,1.9020467089872,5.596662521362305,8.606397847324759e-17,0.05249417388140481,0.006307434754352963,True,True,powell,1.9120418490838347,1.0114392109514453e-06,0.00011420490034305981,0.0005845146407496869,8.184237241744995,0.05249417388140785,0.04053262148445558,0.06417371875424195,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,74,6,19,1,0.0,0.0,0.05,True,5.065998276994098e-11,0.05539477887144035,0.008432778221646722,False,True,0.00288974751161711,0.0014357881697051864,6.124327131079678e-05,0.0007373125654866644,4.129431247711182,5.178318578222874e-15,0.055394778871442556,0.00708146462595547,True,True,powell,4.062670185480783,5.177311182022095,1.0646627381722244e-15,0.05539477887143785,0.006907798725422003,True,True,powell,0.00036066140864932095,4.876362886234703e-14,5.0412966978352425e-14,0.0008447797759200992,7.725805997848511,0.05539477887143951,0.04038923536087203,0.07027835526741955,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,75,6,19,1,0.0,0.0,0.05,True,1.5032111964359624e-08,0.04127113743133841,0.007290179197509749,True,True,0.002331091320005633,0.003698444961630177,3.675112135300827e-05,0.0015254544066898355,2.459784746170044,1.2993520586164818e-10,0.041271137431338076,0.006421277175992125,True,True,powell,3.769962952143942,2.9781339168548584,1.6347734160724273e-08,0.04127113743133152,0.007308786731664044,True,True,powell,0.00012359059428490582,3.6397354047335874e-14,8.045177687291945e-07,0.0009535117863125394,6.4483442306518555,0.04127113743133545,0.027533264140275494,0.05561019227642506,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,76,6,19,1,0.0,0.0,0.05,True,0.0009271190242837711,0.04760248752369985,0.014373784550461125,False,True,0.0023358928977124114,0.0005661398989634197,0.0004968753154507171,0.0009837521074878646,3.643064498901367,1.1740733468244987e-13,0.04760248752370412,0.006415709874651324,True,True,powell,8.156030552376706,5.123634576797485,3.1317132604811476e-09,0.04760248752371887,0.008034797875406384,True,True,lbfgs,-0.00017640767737248098,1.232907245903625e-07,1.0189434533286102e-10,0.0011702713520609536,5.942813873291016,0.047602487523704495,0.03159320925347611,0.06409351084615475,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,77,6,19,1,0.0,0.0,0.05,True,9.350656147886993e-14,0.05280516349754852,0.0070881648907794035,True,True,0.002844566042712346,0.0021616610663382184,1.0122423086287542e-06,0.00048873711685004,1.271625280380249,4.412288124121492e-14,0.05280516349755167,0.006995705699846331,True,True,powell,3.0785879259306057,2.634263038635254,6.30356204712996e-14,0.052805163497550364,0.007039171389648511,True,True,powell,2.246199712868247,2.062179069108208e-12,0.0001068280660831513,0.0007794706948516279,8.323889970779419,0.052805163497549976,0.04173801195002152,0.06382867010045012,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,78,6,19,1,0.0,0.0,0.05,True,2.631249670014218e-21,0.06001035749883829,0.006332589488134137,False,True,0.001876491806798497,0.0013400846177943704,2.1542342202074408e-05,0.0017952203469182712,1.6046624183654785,1.7886905076809253e-25,0.06001035749883863,0.005753041349850573,True,True,powell,2.9124087552086166,4.032459497451782,5.618889877512989e-16,0.06001035749883625,0.007411149597425259,True,True,lbfgs,-4.4930402509635314e-08,7.173002455843192e-14,0.0001263513947935686,0.0008581981740193409,5.778681516647339,0.060010357498838166,0.043423992079684004,0.0744203570295665,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,79,6,19,1,0.0,0.0,0.05,True,4.556727456493513e-09,0.04736920222280185,0.008079895533259097,False,True,0.002499625497074694,0.001055711622732676,6.429489879700705e-05,0.0006167893842941198,4.070054054260254,6.536936650707114e-13,0.047369202222803025,0.006589317634751851,True,True,powell,4.165557006476774,5.999053239822388,1.5475734212295003e-11,0.04736920222280385,0.007024562099767607,True,True,powell,1.2328030125304394,1.590920868847896e-06,1.0655985305862633e-12,0.0008765755135034114,5.663241147994995,0.04736920222280314,0.03662537597162785,0.05882921573106813,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,80,6,19,1,0.0,0.0,0.05,True,1.5045413086388684e-09,0.053764366561939024,0.00889567501608427,False,True,0.00224708887694311,0.001176913402651533,0.00011913126634677669,0.0006311615424399416,4.009897470474243,8.114687355600379e-18,0.0537643665619414,0.00625315517816686,True,True,powell,5.374507078066927,5.075687885284424,1.3928365660447977e-11,0.05376436656192993,0.007954897599433346,True,True,powell,0.09603528430511687,3.63050367599493e-08,4.176654378390987e-14,0.0011394122691120985,8.25913143157959,0.05376436656193999,0.03486657217277235,0.07232704522608466,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,81,6,19,1,0.0,0.0,0.05,True,2.592919821937965e-11,0.04718274104578476,0.007075983460180185,True,True,0.00281256506906929,0.0007970348977157869,2.178885308895489e-06,0.0012646637066408561,3.221341371536255,2.0355503883119474e-11,0.04718274104578553,0.007038575567333745,True,True,powell,0.5290450024986058,5.306677579879761,6.782680371562992e-12,0.04718274104578245,0.0068757851395110925,True,True,lbfgs,-5.786328074464109e-07,9.239680854003668e-07,0.00018796078505006799,0.0006542706584146634,4.934525012969971,0.04718274104578617,0.03581373413120386,0.0598176991832127,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,82,6,19,1,0.0,0.0,0.05,True,1.7343547961427662e-19,0.059459934386502426,0.006585526114962685,True,True,0.0024685556832228614,0.002594312565951766,1.8347930505377271e-07,0.0009355519007479816,2.1007862091064453,1.5174553899275284e-19,0.059459934386499484,0.006574886825955445,True,True,powell,0.11282818447307363,4.016543865203857,3.542956928457101e-14,0.0594599343865098,0.007847674602156789,True,True,powell,0.01660239461580204,7.389935095199761e-07,0.00021574866775327773,0.0008958626025508861,7.365335941314697,0.059459934386502857,0.04634920706825048,0.0729198474765605,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,83,6,19,1,0.0,0.0,0.05,True,5.56774957455401e-09,0.04139246256765877,0.007100822966722829,True,True,0.002705291901303052,0.004181605403169401,8.881276135098652e-06,0.000729963278984643,2.111255645751953,1.5587855283323206e-09,0.041392462567660354,0.006855141617925171,True,True,powell,1.6637435977854693,3.1426596641540527,9.596729200353133e-12,0.04139246256766583,0.006076024968240186,True,True,powell,0.05742324582638503,3.300418213362033e-14,3.490020260879932e-05,0.00061719725008373,6.257606744766235,0.04139246256766001,0.029076097817501305,0.05271853112387323,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,84,6,19,1,0.0,0.0,0.05,True,2.597173699380144e-15,0.05803787916242317,0.007338319482302758,True,True,0.003069502070993081,0.002721939466332954,5.789446908683083e-11,0.0009558083713538341,1.2379767894744873,2.595927475526413e-15,0.0580378791624221,0.007338264035581222,True,True,powell,8.540026556147495e-06,3.0278537273406982,1.0467378912735297e-19,0.05803787916241309,0.006389035164583254,True,True,powell,6.749723038292132,2.412100308888981e-11,7.261533259034958e-05,0.0006408616856423861,7.9838433265686035,0.05803787916242364,0.04200497479224824,0.07540506689477129,True,True,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,85,6,19,1,0.0,0.0,0.05,True,2.1540144560634814e-18,0.060019038527503454,0.006860164258277478,False,True,0.0024211562358856563,0.0017658143313596495,1.3756285378707197e-05,0.0007003429475374117,1.8135676383972168,2.8699304305097604e-20,0.06001903852750469,0.006507038379312645,True,True,powell,1.388940518666459,3.5293774604797363,1.2477637126676342e-20,0.060019038527513745,0.006444949233995119,True,True,lbfgs,-0.0008328354024342843,4.782279068264134e-09,9.179460950862749e-09,0.0007310412547645641,6.6246795654296875,0.060019038527501845,0.05098030293969635,0.06892984460811288,True,False,
M6_S19_R1_sma0.0_rho0.0_beta0.05_shared,86,6,19,1,0.0,0.0,0.05,True,3.430855389587422e-11,0.04596280376268086,0.0069359168878614956,False,True,0.0023952778986485366,0.0008672329665194236,1.825357140235819e-05,0.0006869598105098942,4.014444589614868,1.0017641384601525e-12,0.04596280376267951,0.006446157129742811,True,True,powell,2.795176622350027,5.468020677566528,2.1952514312898986e-10,0.04596280376267766,0.007241634882952501,True,True,powell,1.4634521676271106e-05,3.9691591786468515e-12,0.00012713946589615113,0.0008133952540556315,6.191523790359497,0.04596280376267967,0.03605219205075734,0.056022648474222767,True,True,
