ticker,excluded,reason,full_history,left_index,n_rows,first,last,set
OMC,False,,True,False,6539,2000-01-03,2025-12-31,A
ON,False,,False,False,6456,2000-05-02,2025-12-31,B
ORCL,False,,True,False,6539,2000-01-03,2025-12-31,A
ORLY,False,,True,False,6539,2000-01-03,2025-12-31,A
OTIS,False,,False,False,1455,2020-03-19,2025-12-31,B
OXY,False,,True,False,6539,2000-01-03,2025-12-31,A
PANW,False,,False,False,3382,2012-07-20,2025-12-31,B
PARA,True,reuse_flag,False,False,1227,2021-02-12,2025-12-31,
PAYC,False,,False,False,2947,2014-04-15,2025-12-31,B
PAYX,False,,True,False,6539,2000-01-03,2025-12-31,A
PBI,False,,True,False,6539,2000-01-03,2025-12-31,A
PCAR,False,,True,False,6539,2000-01-03,2025-12-31,A
PCG,False,,True,False,6539,2000-01-03,2025-12-31,A
PCL,True,reuse_flag,False,True,104,2025-08-05,2025-12-31,
PCLN,False,,False,False,53,2025-10-16,2025-12-31,
PCS,True,reuse_flag,False,True,106,2025-08-01,2025-12-31,
PD,True,reuse_flag,False,True,1691,2019-04-11,2025-12-31,
PEG,False,,True,False,6539,2000-01-03,2025-12-31,A
PENN,False,,True,False,6539,2000-01-03,2025-12-31,A
PEP,False,,True,False,6539,2000-01-03,2025-12-31,A
PFE,False,,True,False,6539,2000-01-03,2025-12-31,A
PFG,False,,False,False,6087,2001-10-23,2025-12-31,B
PG,False,,True,False,6539,2000-01-03,2025-12-31,A
PGR,False,,True,False,6539,2000-01-03,2025-12-31,A
PH,False,,True,False,6539,2000-01-03,2025-12-31,A
PHM,False,,True,False,6539,2000-01-03,2025-12-31,A
PKG,False,,False,False,6521,2000-01-28,2025-12-31,B
PLD,False,,True,True,6539,2000-01-03,2025-12-31,A
PLTR,False,,False,False,1320,2020-09-30,2025-12-31,B
PM,False,,False,False,4478,2008-03-17,2025-12-31,B
PNC,False,,True,False,6539,2000-01-03,2025-12-31,A
PNR,False,,True,False,6539,2000-01-03,2025-12-31,A
PNW,False,,True,False,6539,2000-01-03,2025-12-31,A
PODD,False,,False,False,4689,2007-05-15,2025-12-31,B
POM,True,reuse_flag,False,True,59,2025-10-08,2025-12-31,
POOL,False,,True,False,6539,2000-01-03,2025-12-31,A
PPG,False,,True,False,6539,2000-01-03,2025-12-31,A
PPL,False,,True,False,6539,2000-01-03,2025-12-31,A
PRGO,False,,True,False,6539,2000-01-03,2025-12-31,A
PRU,False,,False,False,6051,2001-12-13,2025-12-31,B
PSA,False,,True,False,6539,2000-01-03,2025-12-31,A
PSX,False,,False,False,3451,2012-04-12,2025-12-31,B
PTC,False,,True,False,6539,2000-01-03,2025-12-31,A
PVH,False,,True,False,6539,2000-01-03,2025-12-31,A
PWER,True,reuse_flag,False,True,524,2023-11-29,2025-12-31,
PWJ,True,reuse_flag,False,True,4528,2008-01-02,2025-12-31,
PWR,False,,True,False,6539,2000-01-03,2025-12-31,A
PYPL,False,,False,False,2640,2015-07-06,2025-12-31,B
Q,True,reuse_flag,False,True,46,2025-10-27,2025-12-31,
QCOM,False,,True,False,6539,2000-01-03,2025-12-31,A
QRVO,False,,False,False,2766,2015-01-02,2025-12-31,B
R,False,,True,False,6539,2000-01-03,2025-12-31,A
RAL,True,reuse_flag,False,True,132,2025-06-25,2025-12-31,
RCL,False,,True,False,6539,2000-01-03,2025-12-31,A
REG,False,,True,False,6539,2000-01-03,2025-12-31,A
REGN,False,,True,False,6539,2000-01-03,2025-12-31,A
RF,False,,True,False,6539,2000-01-03,2025-12-31,A
RHI,False,,True,False,6539,2000-01-03,2025-12-31,A
RIG,False,,True,False,6539,2000-01-03,2025-12-31,A
RJF,False,,True,False,6539,2000-01-03,2025-12-31,A
RL,False,,True,False,6539,2000-01-03,2025-12-31,A
RMD,False,,True,False,6539,2000-01-03,2025-12-31,A
ROK,False,,True,False,6539,2000-01-03,2025-12-31,A
ROL,False,,True,False,6539,2000-01-03,2025-12-31,A
ROP,False,,True,False,6539,2000-01-03,2025-12-31,A
ROST,False,,True,False,6539,2000-01-03,2025-12-31,A
RRC,False,,True,False,6539,2000-01-03,2025-12-31,A
RSG,False,,True,False,6539,2000-01-03,2025-12-31,A
RTX,False,,True,False,6539,2000-01-03,2025-12-31,A
RVTY,False,,True,False,6539,2000-01-03,2025-12-31,A
S,True,reuse_flag,False,True,1132,2021-06-30,2025-12-31,
SANM,False,,True,False,6539,2000-01-03,2025-12-31,A
SBAC,False,,True,False,6539,2000-01-03,2025-12-31,A
SBNY,True,reuse_flag,False,False,346,2024-08-15,2025-12-31,
SBUX,False,,True,False,6539,2000-01-03,2025-12-31,A
SCHW,False,,True,False,6539,2000-01-03,2025-12-31,A
SCI,False,,True,False,6539,2000-01-03,2025-12-31,A
SDS,True,reuse_flag,False,True,4899,2006-07-13,2025-12-31,
SE,True,reuse_flag,False,True,2060,2017-10-20,2025-12-31,
SEDG,False,,False,False,2709,2015-03-26,2025-12-31,B
SEG,True,reuse_flag,False,True,358,2024-07-30,2025-12-31,
SHLD,True,reuse_flag,False,False,577,2023-09-14,2025-12-31,
SHW,False,,True,False,6539,2000-01-03,2025-12-31,A
SIG,False,,True,False,6539,2000-01-03,2025-12-31,A
SII,False,,False,True,3991,2010-02-22,2025-12-31,B
SJM,False,,True,False,6539,2000-01-03,2025-12-31,A
SLB,False,,True,False,6539,2000-01-03,2025-12-31,A
SLE,True,reuse_flag,False,False,1723,2019-02-26,2025-12-31,
SLG,False,,True,False,6539,2000-01-03,2025-12-31,A
SLM,False,,True,False,6539,2000-01-03,2025-12-31,A
SMCI,False,,False,False,4721,2007-03-29,2025-12-31,B
SNA,False,,True,False,6539,2000-01-03,2025-12-31,A
SNDK,True,reuse_flag,False,True,222,2025-02-13,2025-12-31,
SNPS,False,,True,False,6539,2000-01-03,2025-12-31,A
SO,False,,True,False,6539,2000-01-03,2025-12-31,A
SOLV,False,,False,False,444,2024-03-26,2025-12-31,
SPG,False,,True,False,6539,2000-01-03,2025-12-31,A
SPGI,False,,True,False,6539,2000-01-03,2025-12-31,A
SRE,False,,True,False,6539,2000-01-03,2025-12-31,A
SSP,False,,True,False,6539,2000-01-03,2025-12-31,A
STE,False,,True,False,6539,2000-01-03,2025-12-31,A
STI,True,reuse_flag,False,False,921,2022-05-02,2025-12-31,
STLD,False,,True,False,6539,2000-01-03,2025-12-31,A
STT,False,,True,False,6539,2000-01-03,2025-12-31,A
STX,False,,False,False,5801,2002-12-11,2025-12-31,B
STZ,False,,True,False,6539,2000-01-03,2025-12-31,A
SUB,True,reuse_flag,False,True,4305,2008-11-19,2025-12-31,
SUN,False,,False,True,3339,2012-09-20,2025-12-31,B
SW,True,reuse_flag,False,False,4414,2008-06-17,2025-12-31,
SWK,False,,True,False,6539,2000-01-03,2025-12-31,A
SWKS,False,,True,False,6539,2000-01-03,2025-12-31,A
SYF,False,,False,False,2873,2014-07-31,2025-12-31,B
SYK,False,,True,False,6539,2000-01-03,2025-12-31,A
SYY,False,,True,False,6539,2000-01-03,2025-12-31,A
T,False,,True,True,6539,2000-01-03,2025-12-31,A
TAP,False,,True,False,6539,2000-01-03,2025-12-31,A
TDC,False,,False,False,4593,2007-10-01,2025-12-31,B
TDG,False,,False,False,4982,2006-03-15,2025-12-31,B
TDY,False,,True,False,6539,2000-01-03,2025-12-31,A
TE,True,reuse_flag,False,True,1502,2020-01-10,2025-12-31,
TECH,False,,True,False,6539,2000-01-03,2025-12-31,A
TEK,True,reuse_flag,False,True,299,2024-10-22,2025-12-31,
TEL,False,,False,False,4668,2007-06-14,2025-12-31,B
TER,False,,True,False,6539,2000-01-03,2025-12-31,A
TEX,False,,True,False,6539,2000-01-03,2025-12-31,A
TFC,False,,True,False,6539,2000-01-03,2025-12-31,A
TFX,False,,True,False,6539,2000-01-03,2025-12-31,A
TGT,False,,True,False,6539,2000-01-03,2025-12-31,A
THC,False,,True,False,6539,2000-01-03,2025-12-31,A
TJX,False,,True,False,6539,2000-01-03,2025-12-31,A
TKR,False,,True,False,6539,2000-01-03,2025-12-31,A
TMC,True,reuse_flag,False,True,1082,2021-09-10,2025-12-31,
TMO,False,,True,False,6539,2000-01-03,2025-12-31,A
TMUS,False,,False,False,4707,2007-04-19,2025-12-31,B
TPL,False,,True,False,6539,2000-01-03,2025-12-31,A
TPR,False,,False,False,6346,2000-10-06,2025-12-31,B
TRGP,False,,False,False,3790,2010-12-07,2025-12-31,B
TRIP,False,,False,False,3537,2011-12-07,2025-12-31,B
TRMB,False,,True,False,6539,2000-01-03,2025-12-31,A
TROW,False,,True,False,6539,2000-01-03,2025-12-31,A
TRV,False,,True,False,6539,2000-01-03,2025-12-31,A
TSCO,False,,True,False,6539,2000-01-03,2025-12-31,A
TSLA,False,,False,False,3902,2010-06-29,2025-12-31,B
TSN,False,,True,False,6539,2000-01-03,2025-12-31,A
TT,False,,True,True,6539,2000-01-03,2025-12-31,A
TTWO,False,,True,False,6539,2000-01-03,2025-12-31,A
TX,True,reuse_flag,False,True,5011,2006-02-01,2025-12-31,
TXN,False,,True,False,6539,2000-01-03,2025-12-31,A
TXT,False,,True,False,6539,2000-01-03,2025-12-31,A
TYL,False,,True,False,6539,2000-01-03,2025-12-31,A
UA,False,,False,False,2459,2016-03-23,2025-12-31,B
UAA,False,,False,False,5060,2005-11-18,2025-12-31,B
UAL,False,,False,False,5008,2006-02-06,2025-12-31,B
UBER,False,,False,False,1671,2019-05-10,2025-12-31,B
UCL,True,reuse_flag,False,True,1398,2020-06-10,2025-12-31,
UDR,False,,True,False,6539,2000-01-03,2025-12-31,A
UHS,False,,True,False,6539,2000-01-03,2025-12-31,A
UIS,False,,True,False,6539,2000-01-03,2025-12-31,A
UK,True,reuse_flag,False,True,1545,2019-11-07,2025-12-31,
ULTA,False,,False,False,4575,2007-10-25,2025-12-31,B
UNH,False,,True,False,6539,2000-01-03,2025-12-31,A
UNM,False,,True,False,6539,2000-01-03,2025-12-31,A
UNP,False,,True,False,6539,2000-01-03,2025-12-31,A
UPC,True,reuse_flag,False,True,1201,2021-03-23,2025-12-31,
UPS,False,,True,False,6539,2000-01-03,2025-12-31,A
URBN,False,,True,False,6539,2000-01-03,2025-12-31,A
URI,False,,True,False,6539,2000-01-03,2025-12-31,A
USB,False,,True,True,6539,2000-01-03,2025-12-31,A
UST,True,reuse_flag,False,True,4004,2010-02-02,2025-12-31,
V,False,,False,False,4476,2008-03-19,2025-12-31,B
VFC,False,,True,False,6539,2000-01-03,2025-12-31,A
VIAV,False,,True,False,6539,2000-01-03,2025-12-31,A
VICI,False,,False,False,2011,2018-01-02,2025-12-31,B
VLO,False,,True,False,6539,2000-01-03,2025-12-31,A
VLTO,False,,False,False,563,2023-10-04,2025-12-31,
VMC,False,,True,False,6539,2000-01-03,2025-12-31,A
VNO,False,,True,False,6539,2000-01-03,2025-12-31,A
VNT,False,,False,False,1324,2020-09-24,2025-12-31,B
VO,True,reuse_flag,False,True,5516,2004-01-30,2025-12-31,
VRSK,False,,False,False,4084,2009-10-07,2025-12-31,B
VRSN,False,,True,False,6539,2000-01-03,2025-12-31,A
VRTS,True,reuse_flag,False,True,4276,2009-01-02,2025-12-31,
VRTX,False,,True,False,6539,2000-01-03,2025-12-31,A
VST,False,,False,False,2323,2016-10-05,2025-12-31,B
VTR,False,,True,False,6539,2000-01-03,2025-12-31,A
VTRS,False,,True,False,6539,2000-01-03,2025-12-31,A
VZ,False,,True,False,6539,2000-01-03,2025-12-31,A
WAB,False,,True,False,6539,2000-01-03,2025-12-31,A
WAT,False,,True,False,6539,2000-01-03,2025-12-31,A
WB,True,reuse_flag,False,True,2945,2014-04-17,2025-12-31,
WBD,False,,False,False,5154,2005-07-08,2025-12-31,B
WDAY,False,,False,False,3323,2012-10-12,2025-12-31,B
WDC,False,,True,False,6539,2000-01-03,2025-12-31,A
WEC,False,,True,False,6539,2000-01-03,2025-12-31,A
WELL,False,,True,False,6539,2000-01-03,2025-12-31,A
WEN,False,,True,True,6539,2000-01-03,2025-12-31,A
WFC,False,,True,False,6539,2000-01-03,2025-12-31,A
WHR,False,,True,False,6539,2000-01-03,2025-12-31,A
WM,False,,True,False,6539,2000-01-03,2025-12-31,A
WMB,True,reuse_flag,True,False,6539,2000-01-03,2025-12-31,
WMT,False,,True,False,6539,2000-01-03,2025-12-31,A
WOR,False,,True,False,6539,2000-01-03,2025-12-31,A
WRB,False,,True,False,6539,2000-01-03,2025-12-31,A
WST,False,,True,False,6539,2000-01-03,2025-12-31,A
WTW,False,,False,False,6176,2001-06-12,2025-12-31,B
WU,False,,False,False,4843,2006-10-02,2025-12-31,B
WY,False,,True,False,6539,2000-01-03,2025-12-31,A
WYNN,False,,False,False,5833,2002-10-25,2025-12-31,B
XEL,False,,True,False,6539,2000-01-03,2025-12-31,A
XOM,False,,True,False,6539,2000-01-03,2025-12-31,A
XRAY,False,,True,False,6539,2000-01-03,2025-12-31,A
XRX,False,,True,False,6539,2000-01-03,2025-12-31,A
XYL,False,,False,False,3575,2011-10-13,2025-12-31,B
YUM,False,,True,False,6539,2000-01-03,2025-12-31,A
ZBH,False,,False,False,6146,2001-07-25,2025-12-31,B
ZBRA,False,,True,False,6539,2000-01-03,2025-12-31,A
ZION,False,,True,False,6539,2000-01-03,2025-12-31,A
ZTS,False,,False,False,3249,2013-02-01,2025-12-31,B
