item,statistic,population,is_main,reference,n_gen,n_ref,gen_p10,gen_p50,gen_p90,ref_p10,ref_p50,ref_p90,B_D,B_upper95,B_pass,C_share,C_threshold,C_pass
20,mdd,flat,False,crash,500,6275,-0.3843090200820738,-0.23973894770971693,-0.15706830268512612,-0.5396630073255964,-0.3065824908413777,-0.21634317548187626,0.31008764940239053,0.3453231075697211,False,0.6,0.7649384541128034,False
20,mdd,bull_trap,False,crash,500,6275,-0.31409312121130245,-0.20776732507889023,-0.1338874744644092,-0.5396630073255964,-0.3065824908413777,-0.21634317548187626,0.46481274900398406,0.5088370517928287,False,0.454,0.7649384541128034,False
20,mdd,crash,True,crash,1500,6275,-0.6392731323478368,-0.515860017862949,-0.3950112679131518,-0.5396630073255964,-0.3065824908413777,-0.21634317548187626,0.631285524568393,0.6492330677290836,False,0.596,0.7797572070438226,False
20,mdd,sustained_bull,False,crash,500,6275,-0.2598060647211875,-0.16556702632970088,-0.1091936867353522,-0.5396630073255964,-0.3065824908413777,-0.21634317548187626,0.7232828685258964,0.760103187250996,False,0.206,0.7649384541128034,False
20,worst_day,all,False,crash,3000,6275,-0.2008648948733399,-0.09483109928038355,-0.0513852279033476,-0.20459479261848368,-0.0943942723898514,-0.05420208095685336,0.07277822045152715,0.0913588313413014,True,0.7756666666666666,0.7856861838305317,False
20,worst_day,flat,False,crash,500,6275,-0.10036008916851492,-0.06311248258075289,-0.04780933058936932,-0.20459479261848368,-0.0943942723898514,-0.05420208095685336,0.4432111553784861,0.4779956175298805,False,0.698,0.7649384541128034,False
20,worst_day,bull_trap,False,crash,500,6275,-0.11186829796209484,-0.0658736400309942,-0.04923691650631915,-0.20459479261848368,-0.0943942723898514,-0.05420208095685336,0.37380876494023907,0.4138314741035856,False,0.754,0.7649384541128034,False
20,worst_day,crash,True,crash,1500,6275,-0.22480577923915854,-0.1378203301950926,-0.091643237800469,-0.20459479261848368,-0.0943942723898514,-0.05420208095685336,0.37952988047808767,0.3976941567065074,False,0.8486666666666667,0.7797572070438226,True
20,worst_day,sustained_bull,False,crash,500,6275,-0.09878063580402865,-0.06122031400861555,-0.046090028978096116,-0.20459479261848368,-0.0943942723898514,-0.05420208095685336,0.4644621513944224,0.4993565737051793,False,0.656,0.7649384541128034,False
20,daily_sigma,all,False,all,3000,12927,0.0186090341951863,0.028358698214658,0.0462870273253267,0.01075576645549614,0.017467668043776,0.03410848373488636,0.46433194089889385,0.4749010752688172,False,0.659,0.7856861838305317,False
20,daily_sigma,flat,True,all,500,12927,0.01720724908548927,0.020179237024434152,0.026236721997771013,0.01075576645549614,0.017467668043776,0.03410848373488636,0.42248472189989944,0.43639938114024907,False,0.976,0.7649384541128034,True
20,daily_sigma,bull_trap,False,all,500,12927,0.018608815568452623,0.0220078486498096,0.029844841823512023,0.01075576645549614,0.017467668043776,0.03410848373488636,0.47895907789897113,0.49712039916453926,False,0.96,0.7649384541128034,True
20,daily_sigma,crash,False,all,1500,12927,0.02859569382896925,0.0371519237629599,0.053417701785967935,0.01075576645549614,0.017467668043776,0.03410848373488636,0.7480249091049741,0.7595100332637117,False,0.3466666666666667,0.7797572070438226,False
20,daily_sigma,sustained_bull,False,all,500,12927,0.017246810896530903,0.0202624188347951,0.02621754184933042,0.01075576645549614,0.017467668043776,0.03410848373488636,0.42048472189989944,0.4345246460895799,False,0.978,0.7649384541128034,True
