Model,Agent_Type,Scenario,Seed,MBTI,Day,p_intended,predicted_persona,correct,p_ENTJ,p_ISFJ,p_INTJ
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,179,0.22564757,ENTJ,0,0.7193227,0.05502981,0.22564757
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,180,0.032233994,ENTJ,0,0.9660207,0.0017453323,0.032233994
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,181,0.015370779,ENTJ,0,0.9827776,0.0018516507,0.015370779
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,182,0.005275214,ENTJ,0,0.9931492,0.0015755235,0.005275214
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,183,0.054252982,ENTJ,0,0.94212306,0.0036239643,0.054252982
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,184,0.020198215,ISFJ,0,0.008107554,0.97169423,0.020198215
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,185,0.43576393,ENTJ,0,0.52490395,0.039332103,0.43576393
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,186,0.0066084983,ENTJ,0,0.9922799,0.0011116881,0.0066084983
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,187,0.14748657,ENTJ,0,0.8487351,0.0037783443,0.14748657
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,188,0.44656444,ENTJ,0,0.54346895,0.009966581,0.44656444
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,189,0.015843552,ENTJ,0,0.9824425,0.0017138424,0.015843552
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,190,0.02128539,ENTJ,0,0.972823,0.0058916193,0.02128539
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,191,0.98611987,INTJ,1,0.011653716,0.0022264437,0.98611987
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,192,0.8708324,INTJ,1,0.11872179,0.010445783,0.8708324
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,193,0.026439501,ENTJ,0,0.97195274,0.0016077363,0.026439501
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,194,0.06974537,ENTJ,0,0.89560765,0.034646977,0.06974537
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,195,0.19538635,ENTJ,0,0.79006827,0.014545375,0.19538635
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,196,0.9743016,INTJ,1,0.022819627,0.002878794,0.9743016
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,197,0.3942638,ENTJ,0,0.39500198,0.21073422,0.3942638
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,198,0.9616863,INTJ,1,0.035972923,0.0023407664,0.9616863
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,199,0.7138204,INTJ,1,0.26765463,0.018524986,0.7138204
meta-llama/Llama-3.1-8B-Instruct,static,crash,999,INTJ,200,0.7082186,INTJ,1,0.26791957,0.023861857,0.7082186
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,1,0.9623612,INTJ,1,0.031974576,0.0056641935,0.9623612
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,2,0.9950559,INTJ,1,0.0037441764,0.0011999728,0.9950559
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,3,0.99502486,INTJ,1,0.0038028513,0.0011722452,0.99502486
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,4,0.9930483,INTJ,1,0.005526076,0.0014255532,0.9930483
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,5,0.99501234,INTJ,1,0.0038426884,0.0011450014,0.99501234
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,6,0.99508214,INTJ,1,0.0028897363,0.0020280865,0.99508214
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,7,0.9950654,INTJ,1,0.0038376888,0.0010968535,0.9950654
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,8,0.9938824,INTJ,1,0.004974359,0.0011432411,0.9938824
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,9,0.98557395,INTJ,1,0.009470093,0.004955961,0.98557395
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,10,0.9935377,INTJ,1,0.004786459,0.0016758484,0.9935377
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,11,0.9943721,INTJ,1,0.0045648096,0.0010630381,0.9943721
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,12,0.9947661,INTJ,1,0.0040188003,0.0012149756,0.9947661
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,13,0.99470043,INTJ,1,0.0040067853,0.0012928842,0.99470043
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,14,0.9955434,INTJ,1,0.0029793417,0.0014773207,0.9955434
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,15,0.99513274,INTJ,1,0.0030122641,0.0018549986,0.99513274
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,16,0.9916359,INTJ,1,0.0068075564,0.0015565185,0.9916359
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,17,0.9948043,INTJ,1,0.0042051743,0.0009904605,0.9948043
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,18,0.99569416,INTJ,1,0.0028894683,0.001416396,0.99569416
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,19,0.9945457,INTJ,1,0.0027428234,0.0027114686,0.9945457
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,20,0.9926542,INTJ,1,0.00347082,0.0038749622,0.9926542
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,21,0.9569528,INTJ,1,0.04093506,0.002112198,0.9569528
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,22,0.9929756,INTJ,1,0.0058001555,0.0012243002,0.9929756
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,23,0.99158996,INTJ,1,0.0066234157,0.001786753,0.99158996
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,24,0.9956162,INTJ,1,0.0030491343,0.0013346692,0.9956162
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,25,0.9952087,INTJ,1,0.0036630433,0.0011282829,0.9952087
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,26,0.9929516,INTJ,1,0.005214563,0.0018339383,0.9929516
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,27,0.9952691,INTJ,1,0.003667987,0.001062766,0.9952691
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,28,0.99495655,INTJ,1,0.0039801844,0.0010633707,0.99495655
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,29,0.99061894,INTJ,1,0.007756582,0.0016244475,0.99061894
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,30,0.9868923,INTJ,1,0.010635412,0.0024722884,0.9868923
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,31,0.99483526,INTJ,1,0.0037930126,0.0013717869,0.99483526
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,32,0.9950599,INTJ,1,0.003215507,0.0017245584,0.9950599
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,33,0.99055344,INTJ,1,0.007240512,0.0022060075,0.99055344
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,34,0.995478,INTJ,1,0.0026530067,0.0018690603,0.995478
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,35,0.99087685,INTJ,1,0.0071437117,0.0019793415,0.99087685
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,36,0.98165566,INTJ,1,0.016677573,0.0016666999,0.98165566
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,37,0.99493486,INTJ,1,0.003914078,0.0011510695,0.99493486
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,38,0.9949103,INTJ,1,0.003864942,0.0012248621,0.9949103
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,39,0.988861,INTJ,1,0.009946869,0.0011920854,0.988861
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,40,0.9955076,INTJ,1,0.0031622911,0.0013300893,0.9955076
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,41,0.99463415,INTJ,1,0.004037412,0.0013284623,0.99463415
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,42,0.9908332,INTJ,1,0.007879943,0.001286896,0.9908332
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,43,0.98171633,INTJ,1,0.015923746,0.0023598901,0.98171633
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,44,0.99548054,INTJ,1,0.0032768094,0.0012425972,0.99548054
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,45,0.9908894,INTJ,1,0.0073223338,0.0017882683,0.9908894
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,46,0.9926137,INTJ,1,0.005208272,0.002178045,0.9926137
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,47,0.99399614,INTJ,1,0.0048470534,0.0011566819,0.99399614
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,48,0.99456054,INTJ,1,0.0038043621,0.0016351143,0.99456054
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,49,0.9745737,INTJ,1,0.023581265,0.0018450618,0.9745737
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,50,0.9911368,INTJ,1,0.005333128,0.0035300388,0.9911368
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,51,0.9933949,INTJ,1,0.004958609,0.0016465035,0.9933949
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,52,0.98681563,INTJ,1,0.011777259,0.0014071089,0.98681563
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,53,0.99072546,INTJ,1,0.008182485,0.0010920779,0.99072546
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,54,0.99339104,INTJ,1,0.0050712726,0.001537719,0.99339104
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,55,0.9948614,INTJ,1,0.0033951362,0.0017433414,0.9948614
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,56,0.9953881,INTJ,1,0.00336196,0.0012499682,0.9953881
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,57,0.99493057,INTJ,1,0.00408627,0.0009831558,0.99493057
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,58,0.994146,INTJ,1,0.0047590598,0.0010948749,0.994146
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,59,0.9938885,INTJ,1,0.005103016,0.0010085261,0.9938885
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,60,0.99179345,INTJ,1,0.0065971385,0.00160934,0.99179345
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,61,0.9958949,INTJ,1,0.0030361519,0.0010689339,0.9958949
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,62,0.99485636,INTJ,1,0.004000742,0.0011429139,0.99485636
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,63,0.9922283,INTJ,1,0.006119716,0.0016519445,0.9922283
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,64,0.7416373,INTJ,1,0.25393382,0.004428907,0.7416373
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,65,0.99003065,INTJ,1,0.008543323,0.0014259983,0.99003065
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,66,0.98698586,INTJ,1,0.009835693,0.003178354,0.98698586
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,67,0.9953307,INTJ,1,0.0035621782,0.0011072039,0.9953307
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,68,0.9944522,INTJ,1,0.0041212663,0.0014265187,0.9944522
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,69,0.9949981,INTJ,1,0.0038544238,0.0011474588,0.9949981
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,70,0.99456704,INTJ,1,0.0043068053,0.0011262378,0.99456704
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,71,0.9928994,INTJ,1,0.0057113227,0.0013891736,0.9928994
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,72,0.9899941,INTJ,1,0.008842859,0.0011629973,0.9899941
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,73,0.99370295,INTJ,1,0.004999326,0.0012977007,0.99370295
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,74,0.99524516,INTJ,1,0.0032090237,0.0015457738,0.99524516
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,75,0.99524885,INTJ,1,0.0036097413,0.0011414364,0.99524885
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,76,0.99502313,INTJ,1,0.003644589,0.0013323319,0.99502313
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,77,0.9944332,INTJ,1,0.004060711,0.0015061076,0.9944332
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,78,0.9941598,INTJ,1,0.004824399,0.0010157754,0.9941598
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,79,0.99241626,INTJ,1,0.0062895,0.001294293,0.99241626
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,80,0.994181,INTJ,1,0.0041904086,0.0016286881,0.994181
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,81,0.9829653,INTJ,1,0.015093875,0.0019407995,0.9829653
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,82,0.9928992,INTJ,1,0.0053293956,0.0017714661,0.9928992
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,83,0.9359618,INTJ,1,0.061382324,0.0026559944,0.9359618
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,84,0.9895393,INTJ,1,0.008104817,0.0023558578,0.9895393
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,85,0.07616399,ENTJ,0,0.92006034,0.0037756069,0.07616399
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,86,0.8767234,INTJ,1,0.119849116,0.0034275174,0.8767234
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,87,0.9707916,INTJ,1,0.026301699,0.0029067514,0.9707916
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,88,0.99444526,INTJ,1,0.003829745,0.001724991,0.99444526
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,89,0.9951266,INTJ,1,0.0037714913,0.0011019423,0.9951266
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,90,0.9931553,INTJ,1,0.0054234914,0.0014212216,0.9931553
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,91,0.9799652,INTJ,1,0.018213196,0.0018215453,0.9799652
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,92,0.9947429,INTJ,1,0.0040468606,0.0012103006,0.9947429
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,93,0.9306836,INTJ,1,0.06745823,0.0018580791,0.9306836
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,94,0.9905964,INTJ,1,0.007088147,0.0023154912,0.9905964
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,95,0.98958534,INTJ,1,0.007063192,0.0033514404,0.98958534
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,96,0.9922172,INTJ,1,0.0067459405,0.0010368603,0.9922172
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,97,0.1040541,ENTJ,0,0.8930079,0.0029380068,0.1040541
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,98,0.98797333,INTJ,1,0.010784408,0.0012422565,0.98797333
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,99,0.8778247,INTJ,1,0.11994342,0.0022318778,0.8778247
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,100,0.99342394,INTJ,1,0.0046534208,0.0019226433,0.99342394
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,101,0.95966136,INTJ,1,0.038553726,0.0017849543,0.95966136
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,102,0.99433005,INTJ,1,0.004096401,0.0015735452,0.99433005
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,103,0.9915622,INTJ,1,0.0067375056,0.0017002993,0.9915622
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,104,0.99578553,INTJ,1,0.0029891604,0.001225284,0.99578553
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,105,0.99236053,INTJ,1,0.005929621,0.0017099119,0.99236053
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,106,0.23127794,ENTJ,0,0.7657742,0.002947967,0.23127794
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,107,0.995089,INTJ,1,0.0038090053,0.0011019742,0.995089
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,108,0.99116427,INTJ,1,0.0072686556,0.0015670453,0.99116427
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,109,0.99072015,INTJ,1,0.00729897,0.0019808686,0.99072015
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,110,0.9955872,INTJ,1,0.0032288358,0.0011839889,0.9955872
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,111,0.9951894,INTJ,1,0.003251366,0.0015592001,0.9951894
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,112,0.9948579,INTJ,1,0.004008526,0.0011335285,0.9948579
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,113,0.99526703,INTJ,1,0.003579252,0.0011537411,0.99526703
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,114,0.99350137,INTJ,1,0.005272238,0.0012264238,0.99350137
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,115,0.9873438,INTJ,1,0.010690657,0.001965592,0.9873438
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,116,0.9829245,INTJ,1,0.01571671,0.001358746,0.9829245
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,117,0.9914473,INTJ,1,0.007107153,0.0014455928,0.9914473
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,118,0.9926554,INTJ,1,0.005557962,0.0017865725,0.9926554
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,119,0.9920685,INTJ,1,0.0062911944,0.0016403456,0.9920685
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,120,0.9831471,INTJ,1,0.015117801,0.0017352004,0.9831471
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,121,0.9798779,INTJ,1,0.018274302,0.0018477974,0.9798779
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,122,0.99096596,INTJ,1,0.007257585,0.001776426,0.99096596
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,123,0.9907052,INTJ,1,0.007687566,0.0016071992,0.9907052
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,124,0.99229175,INTJ,1,0.006161655,0.0015466678,0.99229175
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,125,0.99125856,INTJ,1,0.006617484,0.0021239382,0.99125856
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,126,0.97512394,INTJ,1,0.021806158,0.0030698297,0.97512394
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,127,0.99393684,INTJ,1,0.004682531,0.001380635,0.99393684
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,128,0.9883704,INTJ,1,0.010185065,0.0014445188,0.9883704
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,129,0.7222683,INTJ,1,0.2735517,0.0041799964,0.7222683
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,130,0.9921091,INTJ,1,0.0055064606,0.00238441,0.9921091
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,131,0.9928727,INTJ,1,0.0056372536,0.0014900777,0.9928727
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,132,0.9845122,INTJ,1,0.013307535,0.0021802885,0.9845122
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,133,0.9937962,INTJ,1,0.005171495,0.001032339,0.9937962
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,134,0.9948915,INTJ,1,0.004056943,0.0010515412,0.9948915
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,135,0.9947396,INTJ,1,0.0037169885,0.0015434114,0.9947396
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,136,0.99476695,INTJ,1,0.0038146968,0.0014183886,0.99476695
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,137,0.99485755,INTJ,1,0.0039577414,0.0011846531,0.99485755
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,138,0.9903998,INTJ,1,0.008247006,0.0013532479,0.9903998
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,139,0.003393788,ENTJ,0,0.9957561,0.0008501791,0.003393788
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,140,0.99260145,INTJ,1,0.005525051,0.0018734891,0.99260145
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,141,0.98969823,INTJ,1,0.00852779,0.0017739978,0.98969823
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,142,0.99524397,INTJ,1,0.0037174693,0.0010385505,0.99524397
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,143,0.99134046,INTJ,1,0.0075671803,0.0010922829,0.99134046
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,144,0.9942257,INTJ,1,0.004192198,0.0015820994,0.9942257
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,145,0.9918692,INTJ,1,0.006702761,0.001427994,0.9918692
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,146,0.99539787,INTJ,1,0.0034995691,0.001102648,0.99539787
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,147,0.973492,INTJ,1,0.022229234,0.004278696,0.973492
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,148,0.99083495,INTJ,1,0.007967738,0.0011973769,0.99083495
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,149,0.994097,INTJ,1,0.0046645473,0.0012384822,0.994097
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,150,0.9386041,INTJ,1,0.059643127,0.0017527081,0.9386041
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,151,0.99184203,INTJ,1,0.0063181245,0.0018399087,0.99184203
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,152,0.9940143,INTJ,1,0.0047591096,0.001226576,0.9940143
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,153,0.9932259,INTJ,1,0.0053718374,0.0014021959,0.9932259
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,154,0.98560184,INTJ,1,0.012809086,0.0015890764,0.98560184
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,155,0.9959045,INTJ,1,0.0028663683,0.0012291112,0.9959045
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,156,0.9935866,INTJ,1,0.004759737,0.001653701,0.9935866
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,157,0.99347395,INTJ,1,0.004383498,0.002142551,0.99347395
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,158,0.995663,INTJ,1,0.0032361639,0.0011009076,0.995663
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,159,0.9339134,INTJ,1,0.06399242,0.0020941542,0.9339134
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,160,0.9943234,INTJ,1,0.003994063,0.0016825757,0.9943234
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,161,0.9924745,INTJ,1,0.0060125417,0.0015129235,0.9924745
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,162,0.99544984,INTJ,1,0.0029554458,0.0015947578,0.99544984
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,163,0.99496776,INTJ,1,0.003783162,0.0012490436,0.99496776
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,164,0.9845734,INTJ,1,0.0124452,0.002981364,0.9845734
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,165,0.91430044,INTJ,1,0.08310702,0.0025925194,0.91430044
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,166,0.9927739,INTJ,1,0.0047344957,0.0024916036,0.9927739
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,167,0.9946333,INTJ,1,0.0040499396,0.0013167622,0.9946333
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,168,0.8601666,INTJ,1,0.13392363,0.0059097973,0.8601666
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,169,0.99289304,INTJ,1,0.0055626445,0.0015442325,0.99289304
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,170,0.9947476,INTJ,1,0.0042651542,0.0009872073,0.9947476
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,171,0.99563617,INTJ,1,0.0030958268,0.0012679467,0.99563617
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,172,0.99282223,INTJ,1,0.005310483,0.0018672216,0.99282223
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,173,0.8248423,INTJ,1,0.076184995,0.09897269,0.8248423
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,174,0.991184,INTJ,1,0.0069226814,0.0018933772,0.991184
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,175,0.99550843,INTJ,1,0.0032699006,0.0012216624,0.99550843
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,176,0.9882222,INTJ,1,0.009491584,0.0022862994,0.9882222
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,177,0.9948689,INTJ,1,0.0039022872,0.0012287714,0.9948689
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,178,0.99521315,INTJ,1,0.003390794,0.001396038,0.99521315
meta-llama/Llama-3.1-8B-Instruct,memory,crash,999,INTJ,179,0.99460226,INTJ,1,0.003973722,0.001423965,0.99460226
