i,raw
91,"{'signature': 'ErACCpABCBEYAipAniBICHOhQHtK98ZQQdxfn5vZGIg33LI90Bo/BC3OKxeZgU4HjYhIV2cKSxa3NQERNlNjvbJXKTB/yGkdN7CLXjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeOfitUGEgxVuiEdsVrf/rZSeScaDC88AwLUv7IClQKdQiIwUOGgaFy5kayD0IuTg0k5fDclFs8Vl+w8XoUjHlwMR42E5q4/qIDiknsNtMgZMC3EKk1pV1UApPNdf92UbRRjB+lZo2eNGdplFCAQYXgmH3WtPyEvaZBALYmwZExDOaX30qLPDpo9SGQZ1KS3GZXc5VqMah/zLKSSZJOxKYUKfRgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
92,"{'signature': 'ErQCCpABCBEYAipAB9IBbsjPsR2UZQRd2cbcR9MmxlCz9c8XpnH4UuW5oBLt6l9YZzOul5InrCUD7akCm0lJBcrSHziJZ0bLiBXtfTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeWfitUGEgx9ZfQm4JaPyXZBwzcaDP+C/L8VaXQNWERdrSIwKPYvHZeq9j7SvRMU1iUZX5HiRpuY2K6aXUUSoXYL6GEumuCQjlJbZTx4R43JhqrYKlFZWI8fAwRd/9HUlwusa2a5lbWKXL3qQAm2Slol0fo+URMOe3TfcWRG/QwUefavTdbds0maMPGmp1Jf6h8uJM3yp3+sZGVC1dtbWCYgLIhiwEQYAQ==', 'thinking': '', 'type': 'thinking'} OVERVALUED"
93,"{'signature': 'ErkCCpABCBEYAipAXyt0rsRz+bxgtkOfuX7ogkXCGwNKZ0bdwU5nHSYkatqTX1TB0gq0Xc23Fde6Cj+YmfmrzBS8XisnY8FETjayWzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeefitUGEgz/OZu9uG/YQD0cNWgaDEq+Hk/OpLtR3jFl1CIwyadaVcaGrke9ZbTts72jHA2PbDeDmMe5fXaxHYL9CUCrH/SHEzLtBFq/9YaTXwioKlbML+lP2J5V6aGK+exBcHyOOjIxwq7gpVAMh+GsfL3fQK2j2TteKBJHWgSRBxbWRRshLZZ/Agh6QT3LNTtrlacGNd0KdFxRjeeOHzilJ6yvIsEu5QXIwxgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
94,"{'signature': 'ErICCpABCBEYAipAAeheTyzdXmJpsrecBTSAGd7MwSzACPW9YzmLhJ1tkHIf4UH9apwt7KRY/D7bp9EJ7gKkw+7JfCsjbwkZaT2AmDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeifitUGEgzwXu+DkXJC9FQ300gaDDDXTQB2wBmJyVUZLCIwX1unhaHpH5saVi3OhsV4/VmFy2aRwonS8GgFZxTjPJPGGt1rXkAfvQrMwQ1+9v1HKk/rmGprf4EEg2CAmKe4dRlPPNeeOAn5wOjvswIGXs+JDrNrr7Z11s7udgWhIknWoeUWBRXzM6fK+UjV5ux5+Oz7z2mV8mKvIpRPvo2Bt0InGAE=', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
95,"{'signature': 'EqICCpABCBEYAipADyf52vwYx0/jVYAkbVsDZjHYv8Y7quifWg27GX8T5uc72Zbf7CGeZdKtUNLshKOVhqP7NL842HWP03I2ygKjODIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAeqfitUGEgw9xpPOcMY70a8xkvgaDBcMjF9MiO/gmbsh4yIwKsthXV3DX4eUThvfugHSNKB2YPLXds9SW+XWrml51dymX0m+LLhJHjy7NyPZ/dhPKj+cTs5V/MiI389gD6J8gF6/+ISdtHUMKOCkdwbOUZDP5pmbNlVDQYNITTKCqm3Jw+V/aXOhPa1P8PSRdRNWs7cYAQ==', 'thinking': '', 'type': 'thinking'} OVERVALUED"
96,OVERVALUED
97,OVERVALUED
98,"{'signature': 'EsMCCpABCBEYAipAN+wPVroSSkZN7G7gBB3jts8H61ORPnD3IiILXEGq16HbBV/x/nL72obKhUbkIgdrCylQGS3NuHvp0IY6fZzfgDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAe6fitUGEgz9UHIvnWJCNemw1i0aDKlKxCejz6nlV6Hx7CIwtebfOrGP3z+4zqc3VI8zLEL49xzfWqm529PEcTGazJLnGzu/ua0xjeYz8C9qGGtGKmCv3Vsf6+k9qK8Kao4ot/ctSxFAHp32MEcGb+YSvIvPLXKsDGvzoGWzMKOZrccDLeYGEl0ZasHmy/tGXJErvtfpYtTQkFr0mSIANjk803N2XyutRpXrt/xKYnLKFEaXqOgYAQ==', 'thinking': '', 'type': 'thinking'} OVERVA"
99,OVERVALUED
100,UNDERVALUED
101,UNDERVALUED
102,{'signature': 'EusCCpABCBEYAipASYJ2v4dsqPg2+GdP0yII2roFRuK8+TYoiO560m3kaRzSTp4Bpe2b7hISaz05P1Yxm5spyS3dW21SoGZ73iPMeDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAfqfitUGEgyqVdgunFsQq2OvOe4aDBbQB8mWjwwY0wd32iIw5vsn6KNXtMHBvKASvf+LjvqmlQ2dAiWXap9mq42dU7xY3u4eXJEDbsStihhDz/IrKocBZNT4+/kAEjGviWFuu7ZgrZ2urnyenL8nK3KmGDhL0suBfJv1gXRybMQfW7lOI/tiKk4YEKkCEMqnXhJq8YCQOFhfzJR9a0JCOHrO71ExRUVROS2xSckYHC8A4SVZi59ezmjeZdZ1NHfg24SrFwo7V/SR3A0lK85UesDcXTGvXcxUj1nVM
103,OVERVALUED
104,"{'signature': 'ErkCCpABCBEYAipABriO/SDfhW/uzMIBe3MqFoWnRDZq5g6vSHYclAeiaP7B4fMIFBQtD+B3TBnC9cjv+/TZ7S0UEdClBCNf7+PB3DIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAf6fitUGEgzx1MYRPpt6vtGJKjwaDIuPCa4qdCK15NvW5yIwwQu34Mx0gFwPEV8wPYXg+UvB/nW8eoWBXlgKVsil3gEicPExyjYR+e8J35cSDIoDKlajt+YamSG2J2C2WlXt4uaTyQZmRX7uk/YhX/7uT6GEyyHOlAUEPVA3MTrrRdqc9Uk+0kYSFu4P5RgKjF/vn4zit27vbRpoSk6fQvNiM2gIXLpJBoPevBgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
105,UNDERVALUED
106,"{'signature': 'EskCCpABCBEYAipAVMYhKayib6SAxL6d2A+vHDrg0Agn6rspnjnQanZlQknXcEkkdVaDrZi6Rg/nPeGgYPW4t6gZ2c9XOxPH7aMCgDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYOgitUGEgx+ApfiVc1X3Ub8kGEaDKNk90PRCAcckFz0CiIwBPk+oXrcfkwZ5b9UFJ3LMCtGIW2VWPyFtDLJflIJ1yB2dClFDIGxHZsJqXGClVFIKmb9pT/6ETHClNvXjwDOGg4mIjAJpENG+iZr3cD+hIVhsFfiMJzB0eBpvCaElx+b868UXAMQM0n6FsKOoaKYg8oCsanmneTTb2nxwVv39Y7O2iBmRGK2WGP8dN9uzMM5uH2wYHOE2loYAQ==', 'thinking': '', 'type': 'thinking'"
107,"{'signature': 'EqkCCpABCBEYAipA4rv/JGRa1YSQKXKkgFlrd6CIOUUpnGdL6Wq80cgh5ZDDL4V3A0U/cc3do2wsW/qMeKx2AqfJKhaXEEAzUO/wTjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYWgitUGEgz9RuT0KKDk8IeSNzkaDJcAd+Qxm/MgXXX1OCIw4k8fOk/I5kDlrYdGuSrYNEV9gFNCkfR5QIDz7RwUb0uHb5sM4fSI87GuHdhvg6jIKkYfGaiNwbrWN1EF5mkwPp5ChT76czbmzXJ2CC3lopwUj4FrUc2Xe9QZ5LY0iOATRZtkl1HhhuM6JIoFVgTMinoJieOnUFTIGAE=', 'thinking': '', 'type': 'thinking'} OVERVALUED"
108,UNDERVALUED
109,OVERVALUED
110,FAIR
111,"{'signature': 'ErACCpABCBEYAipAxnZKVZyDVwMC47Z8BbztJ/Kp3z5V/DtCXzd8/dEbcIzKfR9ppOD8bIsS+GUe45/oAeVqiKRWv/HpuUDFusrehDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYugitUGEgy4CiTrA3HBXdNWh1QaDHnvWuAvQAkksiv6ZyIw21u8xBY287BaST69PaakAoMs/FqNIZU0ZofSG/yhbqxPuThoWuvA43W6Z8iDqN5cKk0gf4xIOcgVkCG8+MKVM66nN70SyYcMWtLmTQKzOL7uxQCFbV5wXl0w0f4PkjBkf5XKLe/Pnmw3ku76EvFLY3pIeuR08c7YOTmUwUhDvhgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
112,"{'signature': 'Eq8CCpABCBEYAipA64rhiHIL85aU/s7Za3SxoKF0RG7bBuvXzFYtgx6E3XvMqoc6FsycJo4qTYsLiNexCuhZzx5upxTCcsum6cqQJjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAY2gitUGEgwUEiYFLEpOGAWxOjMaDLX+hEKr6xDI/BuNKCIwA1XifpSQ9sO6rMi444P20aKLK/fB8RPPU6VZJA33Kx3HvRNDmPcTTZAmJ8ScFX4nKkxJIFQgTGu9Zy1cjJXtgw5+DU9MOgnWW4LjGsUO800jAJpJv0l0Aj+lTgRErRf2ykwJ1SgHkiw0wP4XKx4Qwhya/FC5sMR3AIBp1iLgGAE=', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
113,OVERVALUED
114,UNDERVALUED
115,OVERVALUED
116,UNDERVALUED
117,OVERVALUED
118,OVERVALUED
119,UNDERVALUED
120,"{'signature': 'EsUCCpABCBEYAipAq7pBLikKjRL3QTZrZMPcmNdEzSQq87v+0OoB4mNt35/nU+eXZT3TQi6rkE6kfpMl3pHQUKhBOY3rBx59K2wVjTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAZ6gitUGEgwCMtrxTBgkyXuXRIsaDN/gBCTueAplUiX9PCIwJKyX+m96WB7L8JgZXilY/wNaJAXKiC2+PdOOzmU+bXKjHFmkk5z/BWVV8Hj73ELbKmL/4GucLh0/Es2HXZG9e5bfV8umTeOT7EccY6amSyfcaBvQG/lmzHZ/ul2Mi9KQyejhX+EW+U3EO/rwA2vm+/zR6kGC2ZdJhzHm9itpNjmh+Re+4v9aIVrjdOdbcDUnlXMTYBgB', 'thinking': '', 'type': 'thinking'} UNDERV"
121,UNDERVALUED
122,UNDERVALUED
123,UNDERVALUED
124,OVERVALUED
125,OVERVALUED
126,"{'signature': 'ErECCpABCBEYAipAki9xGW6pna5arPdDzjdvnAG8n9nvq1+ZbWlPFhk/6dFeA+u5Lh5q307++uZV3QMq+EqeD3c1t22INPGaA1icDzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAamgitUGEgw2+AC5bYnY9ZuRS3waDECe8VOanW4h7o4qVCIwHP3X6JhXpgMLmsp933purjyvhQgl3GeQ3mXur3CONQWMEkPrrRB5XxC+QbNqiu3YKk5i5DK52NGe6FoFdbW7y53MHdCshKIIddCFkTJV1XnGNKlsHrdIreshYxiMLJ4k6uATK2swr5gjsyoQ24utyicUKTEOwAQ96+IYY2wNjJQYAQ==', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
127,OVERVALUED
128,OVERVALUED
129,{'signature': 'EroECpABCBEYAipAzQBul9vNDJCSl1fhkVOW7qIgnPPS7WTM19zB85qKkIXi0Q8xozfYKIKveT7825P1TI9j5YPDX+PjQx7iL3MwAzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAa+gitUGEgxP7e/AighUz1oB6WIaDAh5du+OjzY88qOdnyIwVxsyiGu/POW6in7YRP0GQkodlAOsCqcdsLtQDH5DTs958i6r6Q2fnyhZblO/hU6MKtYCNOTZmXWD4J+F3Etb1mWcOAvqLuBJPANO6Oy0qx7yd+aceFCeuTtT1FW7RDGMFggG2Ayyu4cKwAJPUgT1NjOZlACxU42EY8phMYRrhNWQk7tYiqNej8m2UTvKSTxoi+hEnxf8gOz3Ru3aTeTmOljPBFVRSOpiTE0764MLVDiR1Zte5lwMb
130,"{'signature': 'EtYCCpABCBEYAipACioTGWC2O8yN7bTEEC9358SvFm36O7vtmfS1Hy2qCmb+RCQ/wxBm/OoeosogfYZ8n3vRlgxD6/VPPfdbmhkDpzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAbCgitUGEgxKbbMo7wg+IVPq3vAaDHs854x7Kd+SPNCZnSIwGUt/yCeOf+a65NwarN0z7+1Ge4cwrK87ow2awnNcFaWWYdVo3aDWf2u9QDGautpyKnPDG1iKqKBN46RSKUEYpFkzXKsMdsiQaLWkBIP0hykYZdYnKQUOHCvqnz93PcY6dJpBvnIQzW/CLtsteifQsDFxU3M+tNKOGdqrfbi4wLevVks4YuOLqAKwpPsXf1uZPio11cUTX2YEvRzGQKUgz7xpf8+JGAE=', 'thinking': '', 't"
131,UNDERVALUED
132,UNDERVALUED
133,UNDERVALUED
134,OVERVALUED
135,"{'signature': 'ErACCpABCBEYAipALPwZGTpnDY/OSKapO2FNTVmJPMOi6uis0Q9n+udkJZCFFqhnZBkWCMmGeNe4H/EyADx4lr3QyXV9vV00cWC+0jIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAbmgitUGEgwoUVlbI+S/CmNV9ccaDH3SBuC5+221JsT54yIwE7EEJOpMVYyqhl9IWGpwOFsTZYLHAKFnXdLb/iDbQD6KK6+85LY44cBlZJp931//Kk362b0y/Ot5kd6vLqvLAZgKg2yosOMc1seS/Ldjge9j9SexZu1KqeylOYKbSyRiridNdrHFnX249Fqd7eA9tZ5L5qTKbFWDOdYnn0YyaxgB', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
136,"{'signature': 'EqoCCpABCBEYAipAB0Xc9cgvD6NPnuNgjpZaYzZ5LkxMe/V8KIwfBrD/Igtnf5sI0ncGqGqVQeZ9bhcd4LpEuCs5+5HueciziWMKHjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAb6gitUGEgz4BLyW0QBtslGGKJMaDPBLC0abqdAGuYyauyIw9zXoJOZG3f5tzNXaSKsrMlm8xPkCGEDMQrMz+LAY2r/b1t9G72oYe5DkgMfpnOT9KkfbogWG5rWLCylvr3M+CRwNL9NEG3biBbqgXV1pyh0mJJHNWAPQEYMHV6v3lQLYDJawIv/bdQn+8I5iP51hcfdBxIA1ntP42RgB', 'thinking': '', 'type': 'thinking'} OVERVALUED"
137,{'signature': 'EpIECpABCBEYAipA2mkxwMT+M2yx/OxKs5bqsFhYNnKU9fs/AQsQ/KJidvehAtNum2EN+G6NLuWcfKxK9HMSRhQsGaCP5v3566NajjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAcGgitUGEgz4vRRma6awF47mRRQaDJjPPPWPOubfExGhxiIwZuUmLZfr4IHyJLh4j32/AaTkFt+4/y3Wq3pbF+wg19tUc0BfFnw6UsAYl7BDHmTMKq4C9DpDrnEtxSmJflNvf7x0775QpebgT0A807pAY6tZeIEne38vwrb90qqqcT1z3ZIivLYJeqGsjxS4kGVwcq9+cM5sC0oER84yfCESi0VxYluuKc6xXhIrk5DJ66eX4n3O3bvosu15T6Kwd0SFHhiJj3oWkJtRxsj2gTd4zMl3sXclvNtYA
138,"{'signature': 'EqkCCpABCBEYAipAKgmZr+btQPnhnamJPOzzRyHxERDlY2CUEY4H6Kwkye3EMiVPE9ELlIZU79qEjfwvEQ0jSCBfoHX5wn5HJVm8KzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAcKgitUGEgwPr9mL4ZmNDOXspMsaDBVt9QePnD9oZNmD2yIwZBeQXexEaT9mTRobES8FyQhSZileX9xzrhdNUA+DmtUOI0RNwwpG+WFCOxJGL8qsKka+xn/eZmPHP+jrEWwMwdLcvisK8WaZCEpxqDdUOrQdx/aIPc1b+424ZetVVUq0+mFK02KJ27AVNW99dEgkQLTvKl0gPAv2GAE=', 'thinking': '', 'type': 'thinking'} OVERVALUED"
139,UNDERVALUED
140,UNDERVALUED
141,UNDERVALUED
142,OVERVALUED
143,UNDERVALUED
144,UNDERVALUED
145,UNDERVALUED
146,OVERVALUED
147,OVERVALUED
148,FAIR
149,{'signature': 'EpYDCpABCBEYAipAuCNhQgcdCdd6ac2jCDWR9mmFqxR4fPDrfM2bC015AQP+qV3nohZZWU0FBcrj8AyelkRY6oh9mnNj04YBTayG0DIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAdegitUGEgwS7NwbU7lyRnR0dHkaDLpoETZ2DtxMXYhBRiIwB9alIJahzQsX3zHNdU096kxJClrHk4UWF1X/eTQqW2n6cf2MkPPqVXFf/on7dSpCKrIBaa5FW2VfZCrcZZphbiWjXZYeawS7HAdMqadIBqNysBw26AYr4Vd639P7iCh4uf4SAbUt8UcqrWN0feqKqMbihMXC50yhPHJBURHFZnTSXuSGdHeveRHRzfH40nCaH4S2mdcwgVTyP2jRwS7FKoEKAORIuEcGcj7VUq85yQz3UEYbgGohz
150,OVERVALUED
151,"{'signature': 'EsMCCpABCBEYAipAUno7qCZJ7QLer9GhNoG81mwxUrPWwbCatmNaZ8UvEqzrQYMwcOklbt2zHkbevGUJjHz6T4ZUVYM0e8WkXzB9qjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAdugitUGEgyAMu1IBEAkR3H4od4aDEwL4hZKi4Q6SsMPnyIwJJxiSfAh7lon1N86kDDoXgVPhREGxnJu0dPVxU+/JrBVkXcmAhFp/ts7x0u8rV5dKmCVbKB4OjJEurku4wPfXeJDcuJVlrddfqQMaPO1DLkZRBctjRHb739w6X7+QeBL5X3ESKky7n5yOB757aEqdO6nW/gIKLcx7zBIX5/35rsjIhCM6OFiv1jL5MdzzldK9/4YAQ==', 'thinking': '', 'type': 'thinking'} UNDERV"
152,UNDERVALUED
153,"{'signature': 'ErgCCpABCBEYAipApl96OEDn2W/loLBi7Hx+VRFiX7kEGqtE6Ku6QsNNuR/Bqvv7NxpMBw/SJTIUOv8Bu2lKTsGGS3I9Qjcn9YdeVzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAd+gitUGEgxXvtyhqrOQyjEayLAaDG5P8XO8FsMRWMOsByIwCZjVl4nupsbL0h1TUH/6tsPIb9sRTsO+5bMVg6fjvUjeaLSkGZmompUaohYiYzInKlW1HtL5y7p8r3otHZAR4BSNKdUUKnI75sec5vlrRQoLnDM0qmyDtNrXcKXOY8x8ogR/ZeTfUKWmE6dC4uE5JjRdtykJ4SmB8ir2advPR/LvU0HTviEjGAE=', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
154,UNDERVALUED
155,OVERVALUED
156,OVERVALUED
157,UNDERVALUED
158,OVERVALUED
159,{'signature': 'EqQDCpABCBEYAipA5+paWbi4w5Sy3dIZJOCsRCkiZqEUkfTKW/q4X1OxnVK3f7exS8gHjUfiAiF9hJnSrPKOyl1hNsxjyFQ2eosrZjIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAe2gitUGEgzobS4+vug0yIA8OQMaDMR6UQAcd2fCq9sv5yIwWwlv1XeDOTQQFbnJ1zp+9GfQtBypBoUx9thSvT+IEh8S1LvyRljhOdzMtUt0oLAOKsABh5CR1e+QVSwAV0a4qkJuANccNt8NL60jK1i40bsDAROxrhUl+Zqx/eotdw4/PDHDfy4qwkE85f1mnJx1K35IlAxhwS9V7xOk0640sxw0XFhpyoUEIjOBEtswhQME3Zd95R3WhVWSfEQo7BkS+NwmCb3PmYuW1Qs1EbMy8TLluUFXArkGR
160,UNDERVALUED
161,OVERVALUED
162,UNDERVALUED
163,FAIR
164,UNDERVALUED
165,OVERVALUED
166,UNDERVALUED
167,"{'signature': 'EqMCCpABCBEYAipA3ThmxCD+ERyGp4exkQtD4gGqp/dTBfsBlBD7J85jl3x9Q3sUUajbHGlMwwh0s7XvsscAo7AwmpxHdVYwrZ2yQzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAfugitUGEgxnS60QAgeFn0tzXzQaDITJoxbtRhe46ZnbqSIwPTvYF1AH1zubEcwPPHgSMs7zmURCX0ShJ/3l05IYotFCNb9lPHdfIuP3TI3zA199KkCifuD8o+OGkTMSJGgsSbxIiNWtRkiLG0i0RuYsW61fsGKZNATp5JCONpnZpJxLCC2muBMwxixZF3gb0ELo7snRGAE=', 'thinking': '', 'type': 'thinking'} OVERVALUED"
168,OVERVALUED
169,UNDERVALUED
170,OVERVALUED
171,"{'signature': 'Er4CCpABCBEYAipAi6afvp+1dOXPrTTXvImEtT8ueFndCp82oiAK5xRdpPnMqtwdokgB0FZTTDCSSS2vc201see/MdWOKJlha0t47DIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYGhitUGEgzIZqZ53lFsFPuUTb4aDAu9no9KeoNhLdBiZiIwwoIh7nTPrsNv3DTViSLXeu8tSl047XHu70COjjcsfR9QTo6hNePyrS3gOHhY1JR1KltVew9R3ZhePnPfYwZ4iGW82KgQFoKFfqjvI3j07m0WHAN8BUasuXPZdyhxJIfGffQF/H5ie14r0gPXEZYg/wBN+86gV4sN6BupXkS1TwNGYDKU6k7ekdlh78vEGAE=', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
172,UNDERVALUED
173,UNDERVALUED
174,"{'signature': 'ErsCCpABCBEYAipAKgqORSrY3j+2+UETAwsWIkpxexen7ocM2yyoqmipY2CpGJAe0To0dM3l9n3FvqRbG0Wi3wbxCS3w1x1LuyR2IDIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYehitUGEgwYFoMCxoYvsuhBaKgaDOYBFHNXwlqd+vllQiIwsTWT+11H6M/piJuuDX1E2PWcr2dTunZFPBNothKXWEwmDyoGDzBY3dcJkCGI0rcnKlgW2I8b42GLQ0fi+O/T85qCCka2bq8aoWu6ye5SswO5jXJT10opXMYd3vOJxbmrcmoFIpVcGoT6QPKC0f8XxOv4nv4KbY/8ST8tEvxQei/ToU9JJ6VzFJDqGAE=', 'thinking': '', 'type': 'thinking'} OVERVALUED"
175,UNDERVALUED
176,"{'signature': 'EtYCCpABCBEYAipAvB0mNBCXSuHDi8+XISWzhsaSK7iEmjbFmvmKXOm6vKv8+NhK+FgVf7fMRWo7BkeXgyaNIgwa+No8lA96ylkyGzIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAYqhitUGEgxHAgB7s8aXgLl15FkaDPedm8aLa2nlVrm7oiIw6FpzOBQ2K5Yh5ZCA2FgVS2I4uuqr8ZNXfOgqL7gvUC9Kr6BnZfAk7tijJytfY175KnM5b8qBAl6ZanPXqSI1EVwcjUr6NPVpNJf0CBezBCB8qT4WVYx1HErWjwdPL7pNovG8Sn44Exi4z57nMvW47crlT+sepZOTYtZScyVmf9nsOeUcUk3UAmWQpvvDotip5Yy5dCQZZZSjc6sUAirlIX7X1saJGAE=', 'thinking': '', 't"
177,OVERVALUED
178,OVERVALUED
179,"{'signature': 'EsICCpABCBEYAipAZ3tfL4CUQk6AsFhoLHRWE/Ddgxefl+LaW9GnmMvUPW/fjb0nNugwdHNuKovjYKSQfUoqXcRLvzUdHZCHskZMVTIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAY+hitUGEgzeyaV8vIxOQnX5RCQaDCdm6geVzsPGnj0IRyIwwKgU7ALPZp41sCoxcXNUTv1e1BObqvmMa346MYQTWmQrbMGWn5hGU8w424ZT2/FFKl++vvarblXAExy7vyrFPFvwlX73FsxhbgNoETJkwK1dSeKks0wakbSANenjH7tyglhH+Jv86dmaBc9DPu3/ErzDoXyVeATpmzYvHYagNUwb1huF0nEvR2vS8WRoy9JtfhgB', 'thinking': '', 'type': 'thinking'} UNDERVALUE"
180,"{'signature': 'ErsCCpABCBEYAipAtY+B7v+e7P4LPOOlU/8EdvYP2LQ1TrLIOzjJE8rTxiO/Z/yFBfDnRvaJcfbSN4SIJwAkSzqa9ak4ApawHkTU5DIPY2xhdWRlLXNvbm5ldC01OABCCHRoaW5raW5nWiQ3OWM3MjIyZS1iNzRkLTQ3NTktODExMi0yZDk0MDg4YTZhY2KoAZGhitUGEgzo24w2uvFy6NMndywaDGidZu6iCbz2mqmH2SIw93bLw8FlQoTeF4+gh3kKEW2T/aI/frFOsbSlCeOMF+oR7fnrPq5yUHCOL9oAIiDkKlgS+QSoshNwMJiJQuAYlLXicmNMLEuNkCh+dzZ1YqJPlssbc/XdDU/XSKc0xZWTcHmqxBuPuyqs6v25kNSVggT3PMbx14slH5yRdZwIxOZKH5psTgFIe9IHGAE=', 'thinking': '', 'type': 'thinking'} UNDERVALUED"
181,OVERVALUED
182,UNDERVALUED
183,OVERVALUED
184,OVERVALUED
