scenario,seed,persona,policy,theta,phase7,phase6,abs_diff
flat,90,INTJ,rule_p_sma50,0.03,0.03639863913931256,0.0363986391393125,5.551115123125783e-17
flat,90,INTJ,rule_p_sma50,0.05,0.03411762958137195,0.0341176295813719,4.85722573273506e-17
flat,90,INTJ,rule_p_sma50,0.08,0.012578971929237756,0.0125789719292377,5.551115123125783e-17
flat,90,INTJ,rule_p_sma50,0.12,0.001797433900491252,0.0017974339004912,5.204170427930421e-17
flat,90,INTJ,rule_rsi,0.03,0.0249463646693937,0.0249463646693937,0.0
flat,90,INTJ,rule_rsi,0.05,0.014588305257063021,0.014588305257063,2.0816681711721685e-17
flat,90,INTJ,rule_rsi,0.08,0.012327238103520452,0.0123272381035204,5.204170427930421e-17
flat,90,INTJ,rule_rsi,0.12,0.001797436642314465,0.0017974366423144,6.505213034913027e-17
flat,90,ISFJ,L5_full_level_free,0.03,0.045807888263675337,0.0458078882636753,3.469446951953614e-17
flat,90,ISFJ,L5_full_level_free,0.05,0.032369031218557165,0.0323690312185571,6.245004513516506e-17
flat,90,ISFJ,L5_full_level_free,0.08,0.013236635038417962,0.0132366350384179,6.245004513516506e-17
flat,90,ISFJ,L5_full_level_free,0.12,0.00501718964501389,0.0050171896450138,9.020562075079397e-17
flat,90,ISFJ,L5_level_free,0.03,0.03051718082393061,0.0305171808239306,1.0408340855860843e-17
flat,90,ISFJ,L5_level_free,0.05,0.021502602172247698,0.0215026021722476,9.71445146547012e-17
flat,90,ISFJ,L5_level_free,0.08,0.02275955132314629,0.0227595513231462,9.020562075079397e-17
flat,90,ISFJ,L5_level_free,0.12,0.00501718964501389,0.0050171896450138,9.020562075079397e-17
flat,90,ISFJ,always_hold,0.03,0.12111583345510409,0.121115833455104,8.326672684688674e-17
flat,90,ISFJ,always_hold,0.05,0.12475544621540065,0.1247554462154006,4.163336342344337e-17
flat,90,ISFJ,always_hold,0.08,0.1388171420153103,0.1388171420153103,0.0
flat,90,ISFJ,always_hold,0.12,0.16793675057625254,0.1679367505762525,2.7755575615628914e-17
flat,90,ISFJ,band_hi,0.03,0.03311140748472939,0.0331114074847293,9.020562075079397e-17
flat,90,ISFJ,band_hi,0.05,0.03980473932169212,0.0398047393216921,2.0816681711721685e-17
flat,90,ISFJ,band_hi,0.08,0.05120619578486386,0.0512061957848638,5.551115123125783e-17
flat,90,ISFJ,band_hi,0.12,0.005006268335237318,0.0050062683352373,1.8214596497756474e-17
flat,90,ISFJ,band_lo,0.03,0.17162950753638923,0.1716295075363892,2.7755575615628914e-17
flat,90,ISFJ,band_lo,0.05,0.1643850000971751,0.1643850000971751,0.0
flat,90,ISFJ,band_lo,0.08,0.15305614527117045,0.1530561452711704,5.551115123125783e-17
flat,90,ISFJ,band_lo,0.12,0.20040622541548103,0.200406225415481,2.7755575615628914e-17
flat,90,ISFJ,constant_mix,0.03,0.10182014361906468,0.1018201436190646,8.326672684688674e-17
flat,90,ISFJ,constant_mix,0.05,0.10136991627384112,0.1013699162738411,1.3877787807814457e-17
flat,90,ISFJ,constant_mix,0.08,0.10048214289040366,0.1004821428904036,6.938893903907228e-17
flat,90,ISFJ,constant_mix,0.12,0.09858788831238145,0.0985878883123814,5.551115123125783e-17
flat,90,ISFJ,mandate_conditional_oracle,0.03,0.02262478280440419,0.0226247828044041,9.020562075079397e-17
flat,90,ISFJ,mandate_conditional_oracle,0.05,0.0026236349452604174,0.0026236349452604,1.734723475976807e-17
flat,90,ISFJ,mandate_conditional_oracle,0.08,0.0031578665163770826,0.003157866516377,8.283304597789254e-17
flat,90,ISFJ,mandate_conditional_oracle,0.12,0.005017338984037815,0.0050173389840378,1.5612511283791264e-17
flat,90,ISFJ,rule_analyst,0.03,0.07830903313269597,0.0783090331326959,6.938893903907228e-17
flat,90,ISFJ,rule_analyst,0.05,0.07580418664365508,0.075804186643655,8.326672684688674e-17
flat,90,ISFJ,rule_analyst,0.08,0.030762907193642414,0.0307629071936424,1.3877787807814457e-17
flat,90,ISFJ,rule_analyst,0.12,0.0006744771639154434,0.0006744771639154,4.347650711666873e-17
flat,90,ISFJ,rule_p_sma50,0.03,0.03649123892314459,0.0364912389231445,9.020562075079397e-17
flat,90,ISFJ,rule_p_sma50,0.05,0.03459442288224193,0.0345944228822419,3.469446951953614e-17
flat,90,ISFJ,rule_p_sma50,0.08,0.012934110120483833,0.0129341101204838,3.2959746043559335e-17
flat,90,ISFJ,rule_p_sma50,0.12,0.0006744999019024922,0.0006744999019024,9.215718466126788e-17
flat,90,ISFJ,rule_rsi,0.03,0.024886650410480805,0.0248866504104808,6.938893903907228e-18
flat,90,ISFJ,rule_rsi,0.05,0.014164866941860864,0.0141648669418608,6.418476861114186e-17
flat,90,ISFJ,rule_rsi,0.08,0.013141069191025704,0.0131410691910257,3.469446951953614e-18
flat,90,ISFJ,rule_rsi,0.12,0.0050173389840290445,0.005017338984029,4.423544863740858e-17
flat,91,ENTJ,L5_full_level_free,0.03,0.05201175523065681,0.0520117552306568,1.3877787807814457e-17
flat,91,ENTJ,L5_full_level_free,0.05,0.06637888637501196,0.0663788863750119,6.938893903907228e-17
flat,91,ENTJ,L5_level_free,0.03,0.09457040511284831,0.0945704051128483,1.3877787807814457e-17
flat,91,ENTJ,L5_level_free,0.05,0.0959249854438294,0.0959249854438294,0.0
flat,91,ENTJ,always_hold,0.03,0.10402765982528647,0.1040276598252864,6.938893903907228e-17
flat,91,ENTJ,always_hold,0.05,0.10344753945399675,0.1034475394539967,4.163336342344337e-17
flat,91,ENTJ,band_hi,0.03,0.058576454966827445,0.0585764549668274,4.163336342344337e-17
flat,91,ENTJ,band_hi,0.05,0.03305976265034282,0.0330597626503428,2.0816681711721685e-17
flat,91,ENTJ,band_lo,0.03,0.1434343434343434,0.1434343434343434,0.0
flat,91,ENTJ,band_lo,0.05,0.168421052631579,0.168421052631579,0.0
flat,91,ENTJ,constant_mix,0.03,0.1003512758675091,0.1003512758675091,0.0
flat,91,ENTJ,constant_mix,0.05,0.10114275800374052,0.1011427580037405,2.7755575615628914e-17
flat,91,ENTJ,mandate_conditional_oracle,0.03,0.0424301763404516,0.0424301763404516,0.0
flat,91,ENTJ,mandate_conditional_oracle,0.05,0.0015340573035409974,0.0015340573035409,9.73613550891983e-17
flat,91,ENTJ,rule_analyst,0.03,0.07753113030554556,0.0775311303055455,6.938893903907228e-17
flat,91,ENTJ,rule_analyst,0.05,0.05151161370338872,0.0515116137033887,2.0816681711721685e-17
flat,91,ENTJ,rule_p_sma50,0.03,0.014398686206780972,0.0143986862067809,7.112366251504909e-17
flat,91,ENTJ,rule_p_sma50,0.05,0.007753836634903573,0.0077538366349035,7.37257477290143e-17
flat,91,ENTJ,rule_rsi,0.03,0.030715469382077695,0.0307154693820776,9.367506770274758e-17
flat,91,ENTJ,rule_rsi,0.05,0.017146754375795083,0.017146754375795,8.326672684688674e-17
flat,91,INTJ,L5_full_level_free,0.03,0.053322832040519755,0.0533228320405197,5.551115123125783e-17
flat,91,INTJ,L5_full_level_free,0.05,0.06735555756625121,0.0673555575662512,1.3877787807814457e-17
flat,91,INTJ,L5_level_free,0.03,0.09525587518137774,0.0952558751813777,4.163336342344337e-17
flat,91,INTJ,L5_level_free,0.05,0.09599830603201875,0.0959983060320187,5.551115123125783e-17
flat,91,INTJ,always_hold,0.03,0.11101606425880955,0.1110160642588095,5.551115123125783e-17
flat,91,INTJ,always_hold,0.05,0.10946975832511784,0.1094697583251178,4.163336342344337e-17
flat,91,INTJ,band_hi,0.03,0.059663362254671205,0.0596633622546712,6.938893903907228e-18
flat,91,INTJ,band_hi,0.05,0.03437649260302816,0.0343764926030281,5.551115123125783e-17
flat,91,INTJ,band_lo,0.03,0.14464529964914605,0.144645299649146,5.551115123125783e-17
flat,91,INTJ,band_lo,0.05,0.17035970360438343,0.1703597036043834,2.7755575615628914e-17
flat,91,INTJ,constant_mix,0.03,0.10080441117703388,0.1008044111770338,8.326672684688674e-17
flat,91,INTJ,constant_mix,0.05,0.10117249320044289,0.1011724932004428,8.326672684688674e-17
flat,91,INTJ,mandate_conditional_oracle,0.03,0.04327732813963394,0.0432773281396339,4.163336342344337e-17
flat,91,INTJ,mandate_conditional_oracle,0.05,0.0027178117309847316,0.0027178117309847,3.165870343657673e-17
flat,91,INTJ,rule_analyst,0.03,0.07875641994423055,0.0787564199442305,5.551115123125783e-17
flat,91,INTJ,rule_analyst,0.05,0.05319109966619815,0.0531910996661981,4.85722573273506e-17
flat,91,INTJ,rule_p_sma50,0.03,0.01529362168573088,0.0152936216857308,7.979727989493313e-17
flat,91,INTJ,rule_p_sma50,0.05,0.008411012490863687,0.0084110124908636,8.673617379884035e-17
flat,91,INTJ,rule_rsi,0.03,0.03131039606614589,0.0313103960661458,9.020562075079397e-17
flat,91,INTJ,rule_rsi,0.05,0.018313741452796125,0.0183137414527961,2.42861286636753e-17
flat,91,ISFJ,L5_full_level_free,0.03,0.05381983007503292,0.0538198300750329,2.0816681711721685e-17
flat,91,ISFJ,L5_full_level_free,0.05,0.06775833270464536,0.0677583327046453,5.551115123125783e-17
flat,91,ISFJ,L5_level_free,0.03,0.0936809440111117,0.0936809440111117,0.0
flat,91,ISFJ,L5_level_free,0.05,0.09447710635426926,0.0944771063542692,5.551115123125783e-17
flat,91,ISFJ,always_hold,0.03,0.10698549312788024,0.1069854931278802,4.163336342344337e-17
flat,91,ISFJ,always_hold,0.05,0.10602674835555413,0.1060267483555541,2.7755575615628914e-17
flat,91,ISFJ,band_hi,0.03,0.05821319544454366,0.0582131954445436,6.245004513516506e-17
flat,91,ISFJ,band_hi,0.05,0.03353724990123654,0.0335372499012365,4.163336342344337e-17
flat,91,ISFJ,band_lo,0.03,0.14448177242511384,0.1444817724251138,2.7755575615628914e-17
flat,91,ISFJ,band_lo,0.05,0.16998873134697612,0.1699887313469761,2.7755575615628914e-17
flat,91,ISFJ,constant_mix,0.03,0.09989467847884623,0.0998946784788462,2.7755575615628914e-17
flat,91,ISFJ,constant_mix,0.05,0.10016104503676422,0.1001610450367642,1.3877787807814457e-17
flat,91,ISFJ,mandate_conditional_oracle,0.03,0.0419384078632503,0.0419384078632503,0.0
flat,91,ISFJ,mandate_conditional_oracle,0.05,0.001758222417122821,0.0017582224171228,2.0816681711721685e-17
flat,91,ISFJ,rule_analyst,0.03,0.07860905401421649,0.0786090540142164,8.326672684688674e-17
flat,91,ISFJ,rule_analyst,0.05,0.052822682351612825,0.0528226823516128,2.7755575615628914e-17
flat,91,ISFJ,rule_p_sma50,0.03,0.014149176543586845,0.0141491765435868,4.5102810375396984e-17
flat,91,ISFJ,rule_p_sma50,0.05,0.00685083503657907,0.006850835036579,7.025630077706069e-17
flat,91,ISFJ,rule_rsi,0.03,0.029802106216891073,0.029802106216891,7.28583859910259e-17
flat,91,ISFJ,rule_rsi,0.05,0.01720967926889665,0.0172096792688966,4.85722573273506e-17
flat,92,ENTJ,L5_full_level_free,0.03,0.04328532327442642,0.0432853232744264,2.0816681711721685e-17
flat,92,ENTJ,L5_full_level_free,0.05,0.03680992974450894,0.0368099297445089,4.163336342344337e-17
flat,92,ENTJ,L5_full_level_free,0.08,0.021454603668340406,0.0214546036683404,6.938893903907228e-18
flat,92,ENTJ,L5_full_level_free,0.12,0.024955336768013328,0.0249553367680133,2.7755575615628914e-17
flat,92,ENTJ,L5_full_level_free,0.2,0.0,0.0,0.0
flat,92,ENTJ,L5_level_free,0.03,0.036676349471113076,0.036676349471113,7.632783294297951e-17
flat,92,ENTJ,L5_level_free,0.05,0.026937933876012787,0.0269379338760127,8.673617379884035e-17
flat,92,ENTJ,L5_level_free,0.08,0.004231906462246702,0.0042319064622467,2.6020852139652106e-18
flat,92,ENTJ,L5_level_free,0.12,0.0,0.0,0.0
flat,92,ENTJ,L5_level_free,0.2,0.0,0.0,0.0
flat,92,ENTJ,always_hold,0.03,0.1042213668512798,0.1042213668512798,0.0
flat,92,ENTJ,always_hold,0.05,0.10554815759713287,0.1055481575971328,6.938893903907228e-17
flat,92,ENTJ,always_hold,0.08,0.10908876768819012,0.1090887676881901,1.3877787807814457e-17
flat,92,ENTJ,always_hold,0.12,0.10993338435420388,0.1099333843542038,8.326672684688674e-17
flat,92,ENTJ,always_hold,0.2,0.11612335405582545,0.1161233540558254,5.551115123125783e-17
flat,92,ENTJ,band_hi,0.03,0.17628767068693013,0.1762876706869301,2.7755575615628914e-17
flat,92,ENTJ,band_hi,0.05,0.19198376143511506,0.191983761435115,5.551115123125783e-17
flat,92,ENTJ,band_hi,0.08,0.19979784862719535,0.1997978486271953,5.551115123125783e-17
flat,92,ENTJ,band_hi,0.12,0.20003440712046758,0.2000344071204675,8.326672684688674e-17
flat,92,ENTJ,band_hi,0.2,0.20206223189047018,0.2020622318904701,8.326672684688674e-17
flat,92,ENTJ,band_lo,0.03,0.02318840579710145,0.0231884057971014,4.85722573273506e-17
flat,92,ENTJ,band_lo,0.05,0.0077669902912621365,0.0077669902912621,3.642919299551295e-17
flat,92,ENTJ,band_lo,0.08,0.0,0.0,0.0
flat,92,ENTJ,band_lo,0.12,0.0,0.0,0.0
flat,92,ENTJ,band_lo,0.2,0.0,0.0,0.0
flat,92,ENTJ,constant_mix,0.03,0.1006249730163293,0.1006249730163293,0.0
flat,92,ENTJ,constant_mix,0.05,0.10081658010641069,0.1008165801064106,8.326672684688674e-17
flat,92,ENTJ,constant_mix,0.08,0.10161043162520587,0.1016104316252058,6.938893903907228e-17
flat,92,ENTJ,constant_mix,0.12,0.10286646390409765,0.1028664639040976,5.551115123125783e-17
flat,92,ENTJ,constant_mix,0.2,0.10389610216190306,0.103896102161903,6.938893903907228e-17
flat,92,ENTJ,mandate_conditional_oracle,0.03,0.011857398951094257,0.0118573989510942,5.724587470723463e-17
flat,92,ENTJ,mandate_conditional_oracle,0.05,3.419134589211191e-05,3.419134589211191e-05,0.0
flat,92,ENTJ,mandate_conditional_oracle,0.08,0.0,0.0,0.0
flat,92,ENTJ,mandate_conditional_oracle,0.12,0.0,0.0,0.0
flat,92,ENTJ,mandate_conditional_oracle,0.2,0.0,0.0,0.0
flat,92,ENTJ,rule_analyst,0.03,0.040445351497677355,0.0404453514976773,5.551115123125783e-17
flat,92,ENTJ,rule_analyst,0.05,0.029027672712161057,0.029027672712161,5.551115123125783e-17
flat,92,ENTJ,rule_analyst,0.08,0.0029081882689506993,0.0029081882689506,9.93129189996722e-17
flat,92,ENTJ,rule_analyst,0.12,0.0,0.0,0.0
flat,92,ENTJ,rule_analyst,0.2,0.0,0.0,0.0
flat,92,ENTJ,rule_p_sma50,0.03,0.04446379380555465,0.0444637938055546,5.551115123125783e-17
flat,92,ENTJ,rule_p_sma50,0.05,0.030080314537785355,0.0300803145377853,5.551115123125783e-17
flat,92,ENTJ,rule_p_sma50,0.08,0.002942804157072463,0.0029428041570724,6.288372600415926e-17
flat,92,ENTJ,rule_p_sma50,0.12,0.0,0.0,0.0
flat,92,ENTJ,rule_p_sma50,0.2,0.0,0.0,0.0
flat,92,ENTJ,rule_rsi,0.03,0.044464334637807704,0.0444643346378077,6.938893903907228e-18
flat,92,ENTJ,rule_rsi,0.05,0.030080314537785355,0.0300803145377853,5.551115123125783e-17
flat,92,ENTJ,rule_rsi,0.08,0.002942804157072463,0.0029428041570724,6.288372600415926e-17
flat,92,ENTJ,rule_rsi,0.12,0.0,0.0,0.0
flat,92,ENTJ,rule_rsi,0.2,0.0,0.0,0.0
flat,92,INTJ,L5_full_level_free,0.03,0.045779719953874386,0.0457797199538743,8.326672684688674e-17
flat,92,INTJ,L5_full_level_free,0.05,0.03934653039580825,0.0393465303958082,4.85722573273506e-17
flat,92,INTJ,L5_full_level_free,0.08,0.02432106435481455,0.0243210643548145,4.85722573273506e-17
flat,92,INTJ,L5_full_level_free,0.12,0.02828741865823039,0.0282874186582303,9.020562075079397e-17
flat,92,INTJ,L5_full_level_free,0.2,0.0036752878847507125,0.0036752878847507,1.2576745200831851e-17
flat,92,INTJ,L5_level_free,0.03,0.03929638107429584,0.0392963810742958,4.163336342344337e-17
flat,92,INTJ,L5_level_free,0.05,0.02971937951124561,0.0297193795112456,1.0408340855860843e-17
flat,92,INTJ,L5_level_free,0.08,0.007425357059955198,0.0074253570599551,9.80118763926896e-17
flat,92,INTJ,L5_level_free,0.12,0.0038046567225022,0.0038046567225022,0.0
flat,92,INTJ,L5_level_free,0.2,0.0036752878847507364,0.0036752878847507,3.642919299551295e-17
flat,92,INTJ,always_hold,0.03,0.11085420115543322,0.1108542011554332,2.7755575615628914e-17
flat,92,INTJ,always_hold,0.05,0.11409957519759549,0.1140995751975954,9.71445146547012e-17
flat,92,INTJ,always_hold,0.08,0.1233753862153439,0.1233753862153439,0.0
flat,92,INTJ,always_hold,0.12,0.1256401350502522,0.1256401350502522,0.0
flat,92,INTJ,always_hold,0.2,0.14174554879188536,0.1417455487918853,5.551115123125783e-17
flat,92,INTJ,band_hi,0.03,0.17770851451658745,0.1777085145165874,5.551115123125783e-17
flat,92,INTJ,band_hi,0.05,0.19302834165510097,0.1930283416551009,5.551115123125783e-17
flat,92,INTJ,band_hi,0.08,0.2008299693923556,0.2008299693923556,0.0
flat,92,INTJ,band_hi,0.12,0.2007693729728333,0.2007693729728333,0.0
flat,92,INTJ,band_hi,0.2,0.20305977695862984,0.2030597769586298,2.7755575615628914e-17
flat,92,INTJ,band_lo,0.03,0.026535024972897173,0.0265350249728971,7.28583859910259e-17
flat,92,INTJ,band_lo,0.05,0.011275341193017771,0.0112753411930177,7.112366251504909e-17
flat,92,INTJ,band_lo,0.08,0.0032043280025626578,0.0032043280025626,5.767955557622884e-17
flat,92,INTJ,band_lo,0.12,0.0038095753230764197,0.0038095753230764,1.951563910473908e-17
flat,92,INTJ,band_lo,0.2,0.0036752878847507203,0.0036752878847507,2.0383000842727483e-17
flat,92,INTJ,constant_mix,0.03,0.10110248431255106,0.101102484312551,5.551115123125783e-17
flat,92,INTJ,constant_mix,0.05,0.10113707488531576,0.1011370748853157,5.551115123125783e-17
flat,92,INTJ,constant_mix,0.08,0.10125582349585707,0.101255823495857,6.938893903907228e-17
flat,92,INTJ,constant_mix,0.12,0.10119731069364064,0.1011973106936406,4.163336342344337e-17
flat,92,INTJ,constant_mix,0.2,0.1019641695685792,0.1019641695685792,0.0
flat,92,INTJ,mandate_conditional_oracle,0.03,0.014772844659740911,0.0147728446597409,1.214306433183765e-17
flat,92,INTJ,mandate_conditional_oracle,0.05,0.0033184522192998772,0.0033184522192998,7.719519468096792e-17
flat,92,INTJ,mandate_conditional_oracle,0.08,0.0032035468933335606,0.0032035468933335,6.071532165918825e-17
flat,92,INTJ,mandate_conditional_oracle,0.12,0.003809576700247672,0.0038095767002476,7.19910242530375e-17
flat,92,INTJ,mandate_conditional_oracle,0.2,0.0036752878847507047,0.0036752878847507,4.7704895589362195e-18
flat,92,INTJ,rule_analyst,0.03,0.043140125603417755,0.0431401256034177,5.551115123125783e-17
flat,92,INTJ,rule_analyst,0.05,0.031886991440585315,0.0318869914405853,1.3877787807814457e-17
flat,92,INTJ,rule_analyst,0.08,0.006157047594984541,0.0061570475949845,4.163336342344337e-17
flat,92,INTJ,rule_analyst,0.12,0.0038095753230764163,0.0038095753230764,1.6046192152785466e-17
flat,92,INTJ,rule_analyst,0.2,0.0036752878847507125,0.0036752878847507,1.2576745200831851e-17
flat,92,INTJ,rule_p_sma50,0.03,0.04673084741760073,0.0467308474176007,2.7755575615628914e-17
flat,92,INTJ,rule_p_sma50,0.05,0.03275597053319553,0.0327559705331955,3.469446951953614e-17
flat,92,INTJ,rule_p_sma50,0.08,0.006020286796559045,0.006020286796559,4.5102810375396984e-17
flat,92,INTJ,rule_p_sma50,0.12,0.003809576820430061,0.00380957682043,6.114900252818245e-17
flat,92,INTJ,rule_p_sma50,0.2,0.003675287884750728,0.0036752878847507,2.8189256484623115e-17
flat,92,INTJ,rule_rsi,0.03,0.04717913822952154,0.0471791382295215,4.163336342344337e-17
flat,92,INTJ,rule_rsi,0.05,0.033403482989098836,0.0334034829890988,3.469446951953614e-17
flat,92,INTJ,rule_rsi,0.08,0.006673345910711453,0.0066733459107114,5.2909066017292616e-17
flat,92,INTJ,rule_rsi,0.12,0.003754441479678215,0.0037544414796782,1.5178830414797062e-17
flat,92,INTJ,rule_rsi,0.2,0.0036754050596629695,0.0036754050596629,6.938893903907228e-17
flat,92,ISFJ,L5_full_level_free,0.03,0.0450399523183343,0.0450399523183343,0.0
flat,92,ISFJ,L5_full_level_free,0.05,0.03883325151231639,0.0388332515123163,9.020562075079397e-17
flat,92,ISFJ,L5_full_level_free,0.08,0.024160575479343294,0.0241605754793432,9.367506770274758e-17
flat,92,ISFJ,L5_full_level_free,0.12,0.02755233229376481,0.0275523322937648,1.0408340855860843e-17
flat,92,ISFJ,L5_full_level_free,0.2,0.003192632869289153,0.0031926328692891,5.334274688628682e-17
flat,92,ISFJ,L5_level_free,0.03,0.03880142986390604,0.038801429863906,4.163336342344337e-17
flat,92,ISFJ,L5_level_free,0.05,0.02942287691346474,0.0294228769134647,3.8163916471489756e-17
flat,92,ISFJ,L5_level_free,0.08,0.007445198951903075,0.007445198951903,7.45931094670027e-17
flat,92,ISFJ,L5_level_free,0.12,0.0033256113318111684,0.0033256113318111,6.852157730108388e-17
flat,92,ISFJ,L5_level_free,0.2,0.0031926328692891853,0.0031926328692891,8.543513119185775e-17
flat,92,ISFJ,always_hold,0.03,0.10659544676240176,0.1065954467624017,6.938893903907228e-17
flat,92,ISFJ,always_hold,0.05,0.1084695785594485,0.1084695785594485,0.0
flat,92,ISFJ,always_hold,0.08,0.11416927751140318,0.1141692775114031,8.326672684688674e-17
flat,92,ISFJ,always_hold,0.12,0.11558274364381435,0.1155827436438143,5.551115123125783e-17
flat,92,ISFJ,always_hold,0.2,0.1254243267881311,0.1254243267881311,0.0
flat,92,ISFJ,band_hi,0.03,0.1775302289133148,0.1775302289133148,0.0
flat,92,ISFJ,band_hi,0.05,0.19289447809264598,0.1928944780926459,8.326672684688674e-17
flat,92,ISFJ,band_hi,0.08,0.20129366508349017,0.2012936650834901,8.326672684688674e-17
flat,92,ISFJ,band_hi,0.12,0.20281925953591373,0.2028192595359137,2.7755575615628914e-17
flat,92,ISFJ,band_hi,0.2,0.20373931595291975,0.2037393159529197,5.551115123125783e-17
flat,92,ISFJ,band_lo,0.03,0.026397851066706366,0.0263978510667063,6.591949208711867e-17
flat,92,ISFJ,band_lo,0.05,0.0112332608054642,0.0112332608054642,0.0
flat,92,ISFJ,band_lo,0.08,0.003229942019949004,0.003229942019949,3.903127820947816e-18
flat,92,ISFJ,band_lo,0.12,0.0033279510500459643,0.0033279510500459,6.418476861114186e-17
flat,92,ISFJ,band_lo,0.2,0.0031926328692891376,0.0031926328692891,3.7730235602495554e-17
flat,92,ISFJ,constant_mix,0.03,0.09969188863129184,0.0996918886312918,4.163336342344337e-17
flat,92,ISFJ,constant_mix,0.05,0.09963169676563562,0.0996316967656356,1.3877787807814457e-17
flat,92,ISFJ,constant_mix,0.08,0.09941346565324569,0.0994134656532456,8.326672684688674e-17
flat,92,ISFJ,constant_mix,0.12,0.09979689347471206,0.099796893474712,5.551115123125783e-17
flat,92,ISFJ,constant_mix,0.2,0.1020287989271771,0.1020287989271771,0.0
flat,92,ISFJ,mandate_conditional_oracle,0.03,0.014649626117843718,0.0146496261178437,1.734723475976807e-17
flat,92,ISFJ,mandate_conditional_oracle,0.05,0.0032720090799884674,0.0032720090799884,6.765421556309548e-17
flat,92,ISFJ,mandate_conditional_oracle,0.08,0.0032295415139203276,0.0032295415139203,2.7755575615628914e-17
flat,92,ISFJ,mandate_conditional_oracle,0.12,0.0033279513880061116,0.0033279513880061,1.1709383462843448e-17
flat,92,ISFJ,mandate_conditional_oracle,0.2,0.003192632869289153,0.0031926328692891,5.334274688628682e-17
flat,92,ISFJ,rule_analyst,0.03,0.04280820846054391,0.0428082084605439,6.938893903907228e-18
flat,92,ISFJ,rule_analyst,0.05,0.03166111806423703,0.031661118064237,2.7755575615628914e-17
flat,92,ISFJ,rule_analyst,0.08,0.006097231687711696,0.0060972316877116,9.540979117872439e-17
flat,92,ISFJ,rule_analyst,0.12,0.0033279510500459526,0.0033279510500459,5.2475385148298415e-17
flat,92,ISFJ,rule_analyst,0.2,0.0031926328692891692,0.0031926328692891,6.938893903907228e-17
flat,92,ISFJ,rule_p_sma50,0.03,0.04678470945119304,0.046784709451193,4.163336342344337e-17
flat,92,ISFJ,rule_p_sma50,0.05,0.032826969353224655,0.0328269693532246,5.551115123125783e-17
flat,92,ISFJ,rule_p_sma50,0.08,0.006114803276593689,0.0061148032765936,8.933825901280557e-17
flat,92,ISFJ,rule_p_sma50,0.12,0.003327951399832733,0.0033279513998327,3.2959746043559335e-17
flat,92,ISFJ,rule_p_sma50,0.2,0.0031926328692891853,0.0031926328692891,8.543513119185775e-17
flat,92,ISFJ,rule_rsi,0.03,0.04672927481215407,0.046729274812154,6.938893903907228e-17
flat,92,ISFJ,rule_rsi,0.05,0.03309457740368146,0.0330945774036814,6.245004513516506e-17
flat,92,ISFJ,rule_rsi,0.08,0.00639190933591961,0.0063919093359196,1.0408340855860843e-17
flat,92,ISFJ,rule_rsi,0.12,0.003280691946564164,0.0032806919465641,6.375108774214766e-17
flat,92,ISFJ,rule_rsi,0.2,0.0031926811826383,0.0031926811826383,0.0
flat,93,ENTJ,L5_full_level_free,0.03,0.14115951703462923,0.1411595170346292,2.7755575615628914e-17
flat,93,ENTJ,L5_full_level_free,0.05,0.1545364764393698,0.1545364764393698,0.0
flat,93,ENTJ,L5_full_level_free,0.08,0.18256725526986442,0.1825672552698644,2.7755575615628914e-17
flat,93,ENTJ,L5_full_level_free,0.12,0.20908333297778128,0.2090833329777812,8.326672684688674e-17
flat,93,ENTJ,L5_level_free,0.03,0.14358440587087073,0.1435844058708707,2.7755575615628914e-17
flat,93,ENTJ,L5_level_free,0.05,0.15281036474107443,0.1528103647410744,2.7755575615628914e-17
flat,93,ENTJ,L5_level_free,0.08,0.1794557827905176,0.1794557827905176,0.0
flat,93,ENTJ,L5_level_free,0.12,0.19919092406998257,0.1991909240699825,5.551115123125783e-17
flat,93,ENTJ,always_hold,0.03,0.09464096958695409,0.094640969586954,8.326672684688674e-17
flat,93,ENTJ,always_hold,0.05,0.09403420561677815,0.0940342056167781,5.551115123125783e-17
flat,93,ENTJ,always_hold,0.08,0.09122055198918336,0.0912205519891833,5.551115123125783e-17
flat,93,ENTJ,always_hold,0.12,0.09013561515949697,0.0901356151594969,6.938893903907228e-17
flat,93,ENTJ,band_hi,0.03,0.13414496767986944,0.1341449676798694,5.551115123125783e-17
flat,93,ENTJ,band_hi,0.05,0.15684942948962352,0.1568494294896235,2.7755575615628914e-17
flat,93,ENTJ,band_hi,0.08,0.20178771611745377,0.2017877161174537,8.326672684688674e-17
flat,93,ENTJ,band_hi,0.12,0.20908247786354717,0.2090824778635471,5.551115123125783e-17
flat,93,ENTJ,band_lo,0.03,0.0671875,0.0671875,0.0
flat,93,ENTJ,band_lo,0.05,0.044736842105263165,0.0447368421052631,6.245004513516506e-17
flat,93,ENTJ,band_lo,0.08,0.0,0.0,0.0
flat,93,ENTJ,band_lo,0.12,0.0,0.0,0.0
flat,93,ENTJ,constant_mix,0.03,0.09881439630208633,0.0988143963020863,2.7755575615628914e-17
flat,93,ENTJ,constant_mix,0.05,0.0980528756158376,0.0980528756158376,0.0
flat,93,ENTJ,constant_mix,0.08,0.09810067992603257,0.0981006799260325,6.938893903907228e-17
flat,93,ENTJ,constant_mix,0.12,0.10267512008884327,0.1026751200888432,6.938893903907228e-17
flat,93,ENTJ,mandate_conditional_oracle,0.03,0.010895419382831083,0.010895419382831,8.326672684688674e-17
