seed,accepted,reason,sd_r,acf1,iv_mean,sd_x,mean_x,V_growth
282198,True,,0.02115470184694469,0.002386411480029672,34.544031778600775,0.022752804287153684,0.0051182350883168795,1.4468685385406086
282199,True,,0.01995218018212812,0.08736814842041545,31.1608473308297,0.0236291577744297,-0.0054090601659443,1.414236799711703
282200,False,"sustained_bull: x range [-0.10, 0.06] outside [-0.1, 0.15]",0.022467593726682535,0.018092650584201384,32.56491134248799,0.024210655726628522,-0.00046615181437794305,1.6006887803009238
282201,True,,0.021110536500528257,-0.13344672341893712,36.09699295672665,0.025933297960543757,-0.014717619871336834,1.3456335223435487
282202,True,,0.019078117516275788,-0.026821060855359936,35.582533267084344,0.022819133336656465,0.005121248290277681,1.2332024699631727
282203,True,,0.018567144840395455,0.004510925443989755,34.50788306474497,0.023033531631009626,0.007690863522586171,1.6954375913628605
282204,True,,0.022402733587183744,-0.12313726142458652,33.35099396588285,0.028182973242365992,-0.0028614129741842986,1.3879803455870008
282205,True,,0.01735854825578071,0.033724182576700325,28.0891526438669,0.016644473959516595,0.0011198793060523103,1.7444364891172126
282206,False,sustained_bull: V_T/V_1 1.11 < 1.2,0.017652712379709428,-0.08636538429242238,28.135332127531427,0.026710125978982573,-0.0038905079466364715,1.1052996293809823
282207,True,,0.01794655761749007,-0.044341672826755815,29.87868896651747,0.01885167858883345,0.0048941122313218045,1.651368021872565
282208,False,sustained_bull: V_T/V_1 1.01 < 1.2,0.021593755844734917,-0.035930661748871016,32.44358448937855,0.022189228571586346,-0.0007922526236130856,1.0134966096820832
282209,True,,0.020447348651749256,0.04864989504123215,31.271613008163712,0.024789383313910823,0.014066235132591443,2.1418594258638217
282210,False,sustained_bull: V_T/V_1 1.19 < 1.2,0.019812035424286473,0.000563610210809002,33.31947336067692,0.01683412295265474,0.0031479227923510334,1.1853888232488918
282211,True,,0.019050029878895123,0.004487720968521907,31.164185086126075,0.026967589785110983,-0.0010051219413194756,1.4575732199870275
282212,False,sustained_bull: V_T/V_1 1.11 < 1.2,0.01741889008965704,0.07103067086495635,37.206623130531746,0.020152206581022528,0.0010551649020416171,1.1096299490871016
282213,True,,0.019354994915229986,0.0420181526144663,35.0824984892417,0.02275989524646677,0.0006433076365591269,1.2791308790376512
282214,True,,0.018456709153753754,-0.1197514049885136,29.08684751686601,0.02309914764143745,-0.004138199013332129,1.4599815362385893
282215,True,,0.015844869161159205,-0.05660807825620766,27.49285001903372,0.015859939713161308,-0.005611134372963218,1.4509827841768559
282216,True,,0.0205182414125302,-0.07920013557573138,37.244512306884744,0.027934597283397637,0.015291222723415798,1.552178246882123
282217,False,"sustained_bull: x range [-0.10, 0.15] outside [-0.1, 0.15]",0.028578501452171563,-0.022073087529503224,39.16165820513515,0.03774239091147639,0.011184475456382861,1.1695020198334038
282218,True,,0.022490105004774764,-0.12095467584952806,35.78498510439586,0.019928125424869155,0.0005327674340000587,2.02637909519283
282219,False,"sustained_bull: x range [-0.14, 0.07] outside [-0.1, 0.15]",0.024652304298829662,0.02466915073200922,36.64487531835752,0.03263134000486575,-0.004115741308951755,1.0713433434624131
282220,True,,0.018994728082158362,-0.06878015823768739,28.16734692910511,0.02388011350480503,-0.0015577443689078418,1.394148211361965
282221,False,sustained_bull: V_T/V_1 1.14 < 1.2,0.021866048244497355,-0.03221297683208793,32.45454219812599,0.02759673056642758,0.0006737815167242553,1.1382724096474854
282222,True,,0.018124627756280254,0.02764658379749778,25.43266434008907,0.0158138556337822,0.0016725558210983552,1.419757649162579
282223,True,,0.017865896756033554,0.08315548895633648,34.48162653041598,0.01589892873321917,0.002758439177517867,1.2205648822177455
282224,False,sustained_bull: V_T/V_1 0.87 < 1.2,0.017299797263746964,-0.010763823722315026,33.21003848667151,0.019067180157941826,-0.004841632665312019,0.8739491523246666
282225,True,,0.02155484629012121,-0.008334270334568739,30.90945020180901,0.02295286520133739,0.0008173794630934194,1.5523769299821608
282226,False,"sustained_bull: x range [-0.06, 0.48] outside [-0.1, 0.15]",0.04015198810391215,-0.13790304836161835,44.02659267242703,0.06446494858502094,0.017331468907379327,1.9731606867514577
282227,True,,0.015594085271575945,-0.0675945022680545,30.3322489139086,0.015450727353020107,0.0016800181387340355,1.7292696163463368
282228,True,,0.0199347196173693,-0.016307337288635204,30.426934489492407,0.0231393493118354,0.004950368908812624,1.4795149705730921
282229,True,,0.020445685093588163,0.05014732248483611,30.3184385579024,0.017039631850524477,0.0019099715243125343,1.5594886874089946
282230,False,sustained_bull: V_T/V_1 1.13 < 1.2,0.01899688309960891,-0.01910689676991529,31.391565446227695,0.016381301397142604,0.0037758689119586413,1.1263639092405273
282231,False,"sustained_bull: x range [-0.15, 0.07] outside [-0.1, 0.15]",0.022731677853076226,-0.017823502077208276,32.84476649815736,0.031366870237388884,-0.003010913927874747,1.9558060136858442
282232,False,"sustained_bull: x range [-0.11, 0.09] outside [-0.1, 0.15]",0.023505006832977925,-0.14655691181703023,35.80290761795684,0.0308204086361784,0.0029480534801056813,1.9478401074979013
282233,True,,0.0201737560789226,-0.014606566805782015,32.124908425234246,0.02224014531019548,0.003990970379734182,1.2374668885758118
282234,False,"sustained_bull: x range [-0.14, 0.06] outside [-0.1, 0.15]",0.023267630910605817,-0.09857655893738573,32.02101952353646,0.025496001657123114,0.00042868889524489334,1.7479747117615179
282235,False,"sustained_bull: x range [-0.14, 0.12] outside [-0.1, 0.15]",0.025654777111004782,0.010904282508294406,39.89873049998663,0.03600960675595258,-0.005088290349729931,2.3627986393551477
282236,False,"sustained_bull: x range [-0.10, 0.07] outside [-0.1, 0.15]",0.020742007160311503,-0.09469112603987545,33.39233679083385,0.0262632127424625,0.0033022963644892367,1.417605535178839
282237,True,,0.019785402650332847,0.04969605731204988,31.904253646521237,0.021421875302510492,0.005447707627143627,1.863934505744588
282238,True,,0.022204572581788776,0.04348989313977269,37.47337609261824,0.027202019586077403,-0.006085007150826822,1.7908591925209698
282239,True,,0.019592176814494832,-0.10156586984950078,28.049283299513345,0.023171770450859656,-0.0015779982812691182,1.3160298897267013
282240,True,,0.01707043313375446,0.08681512423537836,26.573817008543042,0.014842140496456924,0.0037869824161443034,1.4000138378457276
282241,False,"sustained_bull: x range [-0.12, 0.09] outside [-0.1, 0.15]",0.021944131284709865,-0.014520209962013994,35.192618358738,0.029476127775428945,-0.004706606752920122,1.095997803265851
282242,True,,0.022328846327504513,0.0634241544816091,33.633988188217955,0.024388258734346177,0.0012605480488642254,1.2480111215746195
282243,False,"sustained_bull: x range [-0.13, 0.10] outside [-0.1, 0.15]",0.02670229232800716,-0.1667377584582687,39.128826162702225,0.039069184788010226,0.003242558227497408,1.4259134341717021
282244,True,,0.01843221401499131,-0.09373477591418274,28.323957086808615,0.020555325596798804,0.007668443080597503,1.2377479962833116
282245,False,"sustained_bull: x range [-0.14, 0.10] outside [-0.1, 0.15]",0.02281480660217383,-0.11749169600300158,29.724400538138937,0.031985922110600716,-0.006138235155565413,2.733865676759249
282246,True,,0.01857980776637338,-0.07212824428029606,27.780588846615164,0.015740737428113934,-0.007977297466967188,1.4146377001412487
282247,False,sustained_bull: V_T/V_1 1.13 < 1.2,0.022192723101626625,-0.03227952449441559,35.38443908476353,0.031245766095968304,0.0017044227564322898,1.126465043107781
282248,True,,0.01773958431205322,0.02914331104117377,32.9732806740512,0.024776690824149874,0.0020424923930338823,1.2263747786940256
282249,True,,0.01887660419785148,0.13621100705826875,33.43996724113957,0.020476014880071176,0.0064671796808576125,1.2862025886642383
282250,True,,0.020328363489872433,0.03707584850182077,34.87311411405735,0.027884019134297684,0.007552639856469785,1.8700109948696277
282251,True,,0.02320501063575676,-0.05136061593494642,30.49674652215156,0.030278021921020554,-0.002770328888646635,1.7521646972433327
282252,False,sustained_bull: V_T/V_1 1.15 < 1.2,0.02017531860863359,-0.043801871935449065,29.835579534309726,0.028092168103064113,-0.00819514430253577,1.1498358311359527
282253,False,"sustained_bull: x range [-0.11, 0.08] outside [-0.1, 0.15]",0.02522518429676452,0.002719406581245366,37.64293785533738,0.0353620741699523,-0.0046142907691213595,1.1376589088587552
282254,True,,0.01948665614131014,-0.019255909521373543,28.485512619151223,0.019286353425277052,-0.0023034411145726546,1.7043256738457477
282255,True,,0.02262686551743326,-0.11198167759384658,29.37458699080717,0.025360570576745286,0.010614509002810317,1.323100032568781
282256,True,,0.016970302668309817,0.0018480449862542275,28.770824174857044,0.018929240707813894,-0.003571003651476497,1.8632165100333238
282257,False,"sustained_bull: x range [-0.21, 0.14] outside [-0.1, 0.15]",0.028903616629546113,-0.03391907983414174,38.75096452288134,0.04185919058746236,-0.010226341355722481,1.8500001537993185
282258,False,sustained_bull: V_T/V_1 1.04 < 1.2,0.01871102960915601,-0.09833358835312325,31.177741237984616,0.02380362054193397,-0.004527134288468891,1.035881150369377
282259,False,sustained_bull: V_T/V_1 1.06 < 1.2,0.02055500197845481,0.011753005884847439,31.088664424521813,0.029023250735162844,-0.0025918351730003374,1.0575297081215405
282260,True,,0.01640049355325046,0.1710428344739372,28.8217476432071,0.01641882442944615,0.0007987772880144526,1.3870980618071442
282261,True,,0.021105357493362467,0.11101650315438069,28.827541032029803,0.022372545957527065,-0.004829651129544006,1.5713233629533785
282262,True,,0.01992678755677183,0.020360156513015246,30.82733575945598,0.01983844230796176,0.005677675125824839,2.151591757852726
282263,False,"sustained_bull: x range [-0.17, 0.10] outside [-0.1, 0.15]",0.030626080644885537,-0.11669980957479732,43.83248509545886,0.04838609420695363,-0.0030211374974741956,1.6755253938355625
282264,True,,0.01834561534157389,0.011689320006421948,28.96568654012257,0.023983595495385247,-0.006378369803779124,1.2908232086943534
282265,False,"sustained_bull: x range [-0.11, 0.10] outside [-0.1, 0.15]",0.02907316479657235,0.016726141693011193,43.03090192692025,0.03748033197300285,-0.016204562783334195,1.3620198399428567
282266,True,,0.020556012743109656,-0.1161784386099193,35.06558065773154,0.022566532216736677,-0.002890784934669237,1.5503923298487419
282267,False,sustained_bull: V_T/V_1 1.20 < 1.2,0.024214974868493857,-0.08082501229437322,33.36894014252659,0.03343074807856057,-0.0050777639780943355,1.1985706392100632
282268,True,,0.0210623232543146,0.026140362431305766,29.2716812311017,0.022390287976489932,-0.0002861430102809193,1.7134590041913504
282269,True,,0.017568815867488635,-0.0004649110196648178,29.857873458803006,0.015159322967960872,0.005648706559498431,1.4869874517602095
282270,False,"sustained_bull: x range [-0.12, 0.09] outside [-0.1, 0.15]",0.02712840822664878,-0.07840839405023983,40.5848500110944,0.03164224251752622,0.005814615489151963,1.193296606917325
282271,True,,0.01987957555479971,-0.005865382820616536,26.651863984459904,0.024613734536271706,0.010553762339894307,1.87969568749306
282272,False,"sustained_bull: x range [-0.11, 0.31] outside [-0.1, 0.15]",0.03665479324621664,-0.11805690718061175,45.77626911834981,0.0550454919607902,0.00988186301777091,1.944808081534119
282273,True,,0.01738409488096514,-0.006636911552643325,38.09233928256956,0.021333173340233432,-0.0014629321893444437,1.4381661128855385
282274,False,"sustained_bull: x range [-0.13, 0.24] outside [-0.1, 0.15]",0.028244177642347202,0.048177000065601695,45.519934022067716,0.04749794673055598,0.008035875707958183,1.2631966997358124
282275,True,,0.01951494123466899,0.05806857054369839,28.374888508623602,0.022684369455954808,0.0017773316211072063,1.4767964161537246
282276,False,sustained_bull: V_T/V_1 1.17 < 1.2,0.02133963793532635,-0.06340486498818851,32.380325303347746,0.02018891663076082,-0.004432011115497379,1.1722772865365918
282277,True,,0.019882839055700423,-0.004227358531505209,30.908771747202618,0.02139054390422405,0.000277365360359538,1.4137645669916694
282278,True,,0.018942232367476698,0.0066932290083057166,30.861304589223344,0.024948136735146814,0.00813581894680982,1.373714107333054
282279,True,,0.019129167642795798,-0.03452169908087704,29.94022821548875,0.025892179219277896,-0.003260778739237692,1.6308452699186786
282280,True,,0.019524329460217135,-0.03718871043354544,29.52061423932166,0.021067917325767852,0.002203915161174241,2.144376422655662
282281,True,,0.01893066061243178,0.005772974388822202,31.052321901597324,0.021675881128371845,0.0006039872748438264,1.534563297594144
282282,True,,0.019237518969559476,-0.0843338598023221,30.409411710116355,0.025692745030182217,-0.006025660102816257,1.7970454274036058
282283,True,,0.020019241496294568,-0.10290890230190701,31.57423701680338,0.021962822752774485,0.002213707859106291,1.361437693990217
282284,False,"sustained_bull: x range [-0.18, 0.04] outside [-0.1, 0.15]",0.022273398034232422,0.015913421371938224,35.268217628509156,0.02638917495798978,-0.005189497221818639,1.7640822648523413
282285,True,,0.022476994885183715,0.007117885604258406,34.12350388551499,0.027275917953424798,0.004482331655750142,1.5570711225511442
282286,True,,0.016858004043585284,-0.02359149944364946,25.679084397386422,0.01742337415548192,0.008603928088274926,1.6225106712779596
282287,True,,0.02306464526531724,-0.06963345347318232,34.764430851163155,0.020552505086542786,-0.0021564782220468387,1.6480721056758858
282288,True,,0.017746599667519868,0.004131942307151237,29.083081114922116,0.016643318327033505,-0.0007495332283406836,1.6300981657703495
282289,False,sustained_bull: V_T/V_1 1.19 < 1.2,0.015337775849478576,-0.04958308172432313,23.428909653276502,0.018759688668588386,0.007317428500970118,1.1879204740657714
282290,True,,0.017041656145051303,-0.01273411169134583,27.8638648559971,0.02131794308725529,0.008150488781877168,1.806245646930922
282291,False,"sustained_bull: x range [-0.10, 0.14] outside [-0.1, 0.15]",0.026167021921292312,0.11579706896051822,36.47459401133728,0.03529408304939443,0.004144591067830763,1.3013695874841766
282292,False,"sustained_bull: x range [-0.03, 0.17] outside [-0.1, 0.15]",0.021198583851674134,0.03212945732446825,29.03084164942767,0.023442267784661422,0.005203010054953106,1.7629070951104715
282293,True,,0.020340720696482788,-0.12212589858873157,33.12957539177673,0.01912060398314908,0.0077367454680466905,1.215818842615869
282294,True,,0.02576172610142553,0.1269147516383078,35.449323320708864,0.037151051511145505,-0.0034646249073121593,1.709343378661652
282295,True,,0.02113406791891236,-0.014345747532587029,29.033036354789733,0.02413702117459388,0.0023666739085814563,1.347317624210456
282296,True,,0.01907153942254757,0.07982838997213344,32.62870224882084,0.020737685155679857,-0.0011636541201486444,2.5501284242268794
282297,True,,0.02219962138039872,-0.0665136721348709,32.92716335576537,0.03078340798182011,-0.0015657687952417836,1.6099920763198534
282298,True,,0.01635231682193282,-0.05201537079559553,28.229319262431023,0.021458716225713072,0.0014713241619020156,1.9111046725138952
282299,False,"sustained_bull: x range [-0.03, 0.16] outside [-0.1, 0.15]",0.022080281126523695,-0.0677675755829732,28.729179418175733,0.024788492697063756,0.01731651535258644,2.2235995836883036
282300,False,sustained_bull: V_T/V_1 1.02 < 1.2,0.020202386359609678,0.07872256042656074,32.08371064610995,0.023282727017810267,-0.0024495708219764937,1.0173095506788363
282301,True,,0.02386905735106176,-0.05988027796244507,29.446445589591182,0.022058943414798943,0.00808887563478495,1.9041636126706973
282302,True,,0.017935904753071465,-0.09623121231198524,28.706160986091472,0.01805312956985391,-0.005199250999234526,1.4125838818692862
282303,False,"sustained_bull: x range [-0.16, 0.08] outside [-0.1, 0.15]",0.024555197925715293,-0.017426493555462757,31.881707327605596,0.03530061149108448,-0.004521376382370279,0.8261993083382615
282304,True,,0.023099928916306356,0.09325390182914295,32.330925291718366,0.019424362268579087,-0.007000415731822806,1.3154128597420762
282305,False,sustained_bull: V_T/V_1 0.94 < 1.2,0.022579887856291107,-0.06221342680980826,39.64029584367633,0.022123654640703913,0.004421363061790277,0.9364894683004475
282306,True,,0.022578569269121343,0.05526600500309403,35.60664654109986,0.02589227733869603,0.000849054857040557,1.5350473391863393
282307,True,,0.018566130713982686,-0.011984839082267537,26.379732175039194,0.019468232141867273,0.0022292131696584573,1.642276352305385
282308,True,,0.016437095507460846,-0.04643529502226279,27.386196651592844,0.01771022802792625,0.00394124585119409,1.2601927494080734
282309,True,,0.020352303200127243,-0.08272772637802739,36.990844575345854,0.026822497222453164,-0.007624136708254105,1.9185892285151251
282310,True,,0.01999190237759894,0.07825051204897454,36.62321380800772,0.021935487724128646,0.009446771515698957,1.4195724311509932
282311,True,,0.01600402112977758,-0.14585787930794178,24.743220051884446,0.017317629489370212,0.004025866001268229,1.6437889128732293
282312,True,,0.01848014739689622,0.030298352037655484,28.60755502789737,0.016072457899405996,-0.004663156063541892,1.3666930052211412
282313,False,"sustained_bull: x range [-0.09, 0.17] outside [-0.1, 0.15]",0.025786888693780638,-0.02662874674377747,34.63331892418345,0.04188134981294146,0.003202172285574657,1.6504570665271214
282314,True,,0.019738380027679175,0.028140721840590886,33.25682696000334,0.024692147642532764,0.00626419342693535,2.1707637684323116
282315,False,sustained_bull: V_T/V_1 1.01 < 1.2,0.015807892303590212,-0.06036277532958156,33.23315897573844,0.017330683229364464,0.0023022643307199163,1.0118190304458694
282316,True,,0.018108212453121542,-0.00902736211834793,28.742779000320297,0.021663434697038995,0.0026447791719443913,2.021860435851533
282317,True,,0.02019041569408339,-0.03130951746685139,32.65628895314184,0.019185384689879077,-0.0011026729852260098,1.2383531233313483
282318,True,,0.021382813187066755,0.05072238812648549,31.498087342221243,0.024171359859280872,-0.002764600816833125,1.522710549119646
282319,True,,0.018816851038035976,-0.0175529905059914,32.535485112942254,0.01743955428235167,0.0033611928884216364,1.2930170120401974
282320,False,sustained_bull: V_T/V_1 1.14 < 1.2,0.018762247984538162,0.08591616975559725,32.800151972340494,0.022330262290241626,0.002436262964230272,1.1385066357708473
282321,True,,0.01714474550794837,-0.1617907565898213,30.14984940784807,0.01583170502481704,0.002416277484496296,1.5890756858656965
282322,True,,0.02021369799968254,0.06713386998856594,31.153037148621635,0.022472210679548,0.0023418621670240627,1.3293273349357924
282323,True,,0.019986509431416596,-0.07715851858327488,30.514924042323205,0.02002424309310625,0.002999036185408901,1.3651654126568924
282324,False,"sustained_bull: x range [-0.12, 0.04] outside [-0.1, 0.15]",0.023611308342406948,0.005144233588622226,37.87750120421321,0.027084561828624,-0.014098674400794124,1.1932175386671224
282325,True,,0.017737561954401966,-0.0010332715393511994,31.41050319835639,0.020721765511353653,0.006590511964875888,1.8840109302998937
282326,True,,0.02099588075629973,0.08359789919287737,34.38692141735175,0.024475572179738888,-0.001962508872383926,1.354223855170367
282327,False,"sustained_bull: x range [-0.10, 0.07] outside [-0.1, 0.15]",0.0256245054293878,0.024405000523443632,31.595228704767973,0.02555127848673562,0.003135095492990435,2.054314331200085
282328,False,"sustained_bull: x range [-0.06, 0.23] outside [-0.1, 0.15]",0.024049851917308945,0.1403293670110574,36.76885177726462,0.042005136872380056,0.015110362985781146,2.4600344114361765
282329,False,sustained_bull: V_T/V_1 1.15 < 1.2,0.01662427735038321,-0.04278868824441788,27.2865568440095,0.01844549327293628,0.003969315579743997,1.1488977641542153
282330,True,,0.023039797621172184,-0.011835924064813038,34.95219262849867,0.02572530688620547,0.006394721415510477,1.5160503358896646
282331,False,sustained_bull: V_T/V_1 1.02 < 1.2,0.021532505662676227,-0.027351168074508513,33.73127783732021,0.024595838638779365,0.00968380721707769,1.0206545009347816
282332,True,,0.018844030954220735,-0.04880117347676895,30.785553863994227,0.025761936567757094,-0.001617493482276855,1.3206096319262537
282333,True,,0.01779054748280366,-0.06196855001817661,28.91444924956063,0.012869637922940975,0.0019866402761433144,1.3224963806636576
282334,True,,0.018820710530981534,0.050477626132586044,29.286780969725058,0.01900195152719917,0.003043160786805562,1.349732594977052
282335,True,,0.021017965420539665,0.04722619749463837,31.320994340126752,0.021361694964684715,-0.001806441655295799,1.3661846355906297
282336,False,sustained_bull: V_T/V_1 0.99 < 1.2,0.0202263638789392,-0.03218525069924295,30.415634803882366,0.017351447979067652,-0.004344343297242369,0.9905273117940363
282337,True,,0.019647446379683343,-0.08468135066460795,30.16607450479768,0.01726993107586001,-0.007627432019308642,1.3192923492889739
282338,False,"sustained_bull: x range [-0.13, 0.15] outside [-0.1, 0.15]",0.026921221437955476,-0.03950355050559339,31.66460989209434,0.036384505674409616,-0.01007038387514813,1.9148984112866678
282339,True,,0.02265330039622453,0.025058702332384164,32.442461396094465,0.03088533758095778,-0.001748548017752684,1.703719901020539
282340,True,,0.017028153719840178,0.05679408460998578,28.95228507506123,0.020213709250547805,0.007358345397991211,1.2568113180152682
282341,False,"sustained_bull: x range [-0.04, 0.65] outside [-0.1, 0.15]",0.05191340252086467,-0.10898399831515487,44.387483345633974,0.07878475694714912,0.017688544514567982,1.236143378166253
282342,True,,0.023224768019978057,-0.10562158286948546,38.33270425704712,0.030845065364026345,0.006414585044599012,1.7625574455971211
282343,False,sustained_bull: V_T/V_1 0.95 < 1.2,0.01912130929538807,0.0017176894799337554,34.18224297811246,0.022830850135887263,-0.0030278970009372263,0.95305653721294
282344,True,,0.01670051304199925,-0.07075188687043404,32.50180910390206,0.014958715124629766,0.008686084838035265,1.471152744054463
282345,True,,0.01961564656380982,-0.048670810871724736,31.452848596857965,0.02220756059335071,0.003423015186700169,1.8064453452713778
282346,False,sustained_bull: V_T/V_1 1.16 < 1.2,0.01817651487903897,0.0872733855751559,30.450207607760333,0.023691010299080342,-0.005603735004973127,1.161507911088584
282347,False,sustained_bull: V_T/V_1 1.19 < 1.2,0.01854712514827358,-0.09048826492345267,30.90281874201419,0.016167768818269673,-0.0004861273415998785,1.1926859128892033
282348,True,,0.020636977721962043,-0.056699169444665506,38.25563609237192,0.027221653323317073,1.3718042815460963e-05,1.419017716264295
282349,False,sustained_bull: V_T/V_1 1.12 < 1.2,0.019060385327563354,0.07930931647314708,33.529555483525,0.02710464728887244,-0.006328094587834887,1.1224452824585858
282350,False,"sustained_bull: x range [-0.10, 0.16] outside [-0.1, 0.15]",0.028618649402687754,-0.021411485832047775,36.32242370714689,0.039075519744165337,-0.005618451806176834,1.73312148130294
282351,True,,0.018676690705107024,0.0668314929988065,28.93006392429961,0.022533481772123852,-0.002496838349887995,1.5284251454761966
282352,False,"sustained_bull: x range [-0.15, 0.06] outside [-0.1, 0.15]",0.019301830757342618,-0.05121617412675229,33.037345649435295,0.03052028803705159,-0.006044108138369757,1.5769138541495664
282353,True,,0.018329093929765564,0.013820105479355794,28.827510977795917,0.02128396016643031,0.004708194097631929,1.4469834647870272
282354,True,,0.024587035414762145,0.04086327995039906,36.563297498281415,0.02687678941463795,-0.0027565826397643735,1.501533894202915
282355,True,,0.01874648807583578,0.11861629370334016,29.35966540895296,0.023615981529761826,-0.008294454547264645,1.3893740150473268
282356,True,,0.018743254663263344,-0.10519573080818297,31.72502986329573,0.021075307498268095,0.0022774602481322134,1.3055405129027253
282357,False,"sustained_bull: x range [-0.12, 0.08] outside [-0.1, 0.15]",0.031013283443833754,-0.11318795006336815,39.53651618828103,0.036869689300836,-0.012054109141489237,1.4130762313004501
282358,True,,0.018426606661134524,-0.09585378548883057,28.942928503224035,0.020853630304666602,-0.006377590091350028,1.8477975143427476
282359,True,,0.026026835346746637,-0.02356336416416192,31.381944142575417,0.025261907250083426,0.0034972635049613553,1.392004806343613
282360,True,,0.019080587201837737,-0.032054116242820105,31.11778185585266,0.01723555012244125,0.003371656867965476,1.3499823552256054
282361,False,sustained_bull: V_T/V_1 1.13 < 1.2,0.017653897321343447,-0.10479173490562022,29.145256370008372,0.015875642998566933,0.00717588695103411,1.1344503675943964
282362,False,sustained_bull: V_T/V_1 1.06 < 1.2,0.020017363325836708,0.010411999396393028,29.252079757671762,0.023465477865813125,0.009608744826889871,1.058719232312464
282363,False,sustained_bull: V_T/V_1 0.79 < 1.2,0.023973927493706575,0.024992066588051413,41.21916330129609,0.03294683802027698,0.007479709365738695,0.7874500615044426
282364,True,,0.02048578694912259,-0.07756433710880102,31.181122362722107,0.02150912694448224,0.005601354298537218,1.2878092552590812
282365,False,sustained_bull: V_T/V_1 0.96 < 1.2,0.017640043224384037,-0.08964825108321008,28.80079130800979,0.019924514811075905,0.004818522602988644,0.9594465722521276
282366,True,,0.02250736276644154,0.0391988283480812,30.96646008492507,0.024805718572462613,0.0008353328155251299,1.2743448185772004
282367,False,sustained_bull: V_T/V_1 1.17 < 1.2,0.017433404255764326,-0.10770358054147551,27.966313604111384,0.016310121357678127,-0.00062033757760659,1.170632138921618
282368,True,,0.018872060517716165,-0.016388905838298475,29.002850076787535,0.02006690675429977,-0.010636115584828222,1.2829504760957298
282369,True,,0.01888122489438619,0.05975603913353997,30.860591136876973,0.023596602228016763,0.0005823720169084474,1.4684387977805329
282370,True,,0.019348344946503563,0.0575609388863435,29.557439606798262,0.02643695118736838,0.0040283894476671085,1.3004695107032167
282371,True,,0.016039637064521297,-0.08617331142499639,26.7838274565957,0.01704504610157114,0.0021494101720652466,1.8846298767961518
282372,True,,0.023090958565094917,0.01331857753632642,34.781618619728576,0.026910570380332968,5.075247475903252e-05,1.3924647548878752
282373,False,sustained_bull: V_T/V_1 1.02 < 1.2,0.024852164376336555,-0.01606979078531459,35.51484905256142,0.024904798889499064,-0.008737780842721947,1.0170545083155904
282374,True,,0.019954009729186324,-0.021771765140814872,28.731202716715394,0.01840234717771283,-0.00018860057113548488,1.5167811175334904
282375,True,,0.021951095697083926,0.04136457362925584,33.93890898603818,0.030320421564053627,-0.0009762509200418357,1.9506054390344751
282376,True,,0.021080388246453582,-0.08678791385269978,31.876025773716187,0.02896911160842154,0.007729929090071963,1.7566627880073833
282377,True,,0.018848474227895855,-0.06757561650240511,31.228187642546956,0.017600265786790716,-0.0014450658709661169,1.5865517714157564
282378,True,,0.01787797072856238,0.07898636572334337,25.3430351518322,0.015622973143962778,0.0010457361676744093,1.892324110122912
282379,True,,0.020482325681241934,-0.061276090716121834,31.81508045587004,0.022096064393432154,-0.007717699562520829,1.285015980171738
282380,True,,0.01922353949699254,0.10300585317692339,31.068809488533738,0.018891910441374664,0.0027747989945794372,1.661678135376851
282381,True,,0.02286124993942336,-0.008871788442833784,36.591061666178305,0.0295143697626095,-0.007027409203007087,1.5815510613358699
282382,True,,0.02428905890530951,0.01758558856600714,33.487997448406034,0.021814013167388683,-0.004529637942613805,1.790347606569955
282383,True,,0.017225972048741094,-0.03372262652138873,26.308915314201275,0.014948058644437438,3.158917626672933e-05,1.325253456060594
282384,True,,0.01939877060446932,0.011505769706339083,31.54950699888015,0.018423953800425507,-0.0007972977573115761,1.5611783168868434
282385,True,,0.018769219956589873,-0.027057106823583466,30.056763500659518,0.018327486752625903,0.0030534176631814925,1.5781872242942419
282386,True,,0.029069592686831406,-0.11460533489607924,37.25044393025447,0.034139328482453435,0.0008021405980573648,1.387670486579262
282387,True,,0.01758489579906111,0.1372028729232929,27.796608407227524,0.01664056654699267,-0.0010746479955746299,1.256956801583268
282388,True,,0.017911003034469235,-0.02978838942665629,29.4481113193661,0.018069203452434873,-0.0019672060749496467,1.7080057815217777
282389,True,,0.020534820892489456,-0.06743697307036937,30.46755777158727,0.023866548871524486,-0.00888996824113455,1.309305457977685
282390,True,,0.02082596723694476,-0.02177524525552278,32.67067758928826,0.02631771054801561,-5.4130621861209206e-05,1.6443486900620126
282391,False,sustained_bull: V_T/V_1 1.10 < 1.2,0.020376041519059154,0.061887179337867006,31.301269013936135,0.024895932521898836,-0.0036342333221945134,1.1020553284700274
282392,True,,0.020397076407326072,-0.05206553243002155,34.5538813851895,0.027179682442950097,0.0030495680041442413,1.4945117129529815
282393,True,,0.017212642138528963,-0.002929320320622805,24.842706381772278,0.01737612263252712,0.001024552927296053,1.411425278286831
282394,True,,0.018300639056749925,0.05721192521955468,29.1579325817834,0.014405715620426482,0.004905986215065676,1.3556579049844744
282395,False,"sustained_bull: x range [-0.13, 0.06] outside [-0.1, 0.15]",0.020643763667233098,-0.023561067643121457,31.731584870263205,0.02818354993251003,-0.0059326060738959345,1.3110980411894682
282396,False,sustained_bull: V_T/V_1 0.96 < 1.2,0.022577874073595613,-0.009866664830527368,32.95874276497065,0.0252206853558914,-0.00526196674502841,0.9569637505342397
