seed,topped_hazard,top_day,top_day_realised,top_day_offset,blowoff_days,mania_days,cap_binding_share,attempts,rejected,peak_pv,schedule_mode,kappa,rv_calm,rv_mania,n_mania,rv_blow-off,n_blow-off,rv_post-top,n_post-top,post_top_drop,topped_panel_rule
280151,False,,,,100,150,0.6266666666666667,1,0,1.460091168403115,v21,0.03240454019955505,0.0004552803423662907,0.00037017213843641006,50,0.000598832908881415,100.0,,,,
280152,False,,,,73,120,0.5666666666666667,1,0,1.5948841228434838,v21,0.03472794759383811,0.0003405743395201187,0.0006562504588906335,47,0.0003772864241703081,73.0,,,,
280153,False,,,,89,132,0.6439393939393939,2,1,1.6370328671754402,v21,0.03815449670971498,0.0006861776342480473,0.0005096727677636258,43,0.0004686781508526804,89.0,,,,
280154,False,,,,41,96,0.3645833333333333,1,0,1.3800209016711968,v21,0.02980637259426576,0.00031161221738622074,0.0002737009727213377,55,0.0002684594829403923,41.0,,,,
280155,False,,,,93,135,0.6592592592592592,1,0,1.6257904503153404,v21,0.0395952758028103,0.0007774326835883029,0.0003233731288642277,42,0.00039617378245342707,93.0,,,,
280156,False,,,,44,123,0.2845528455284553,2,1,1.491086529255101,v21,0.020543154325183693,0.0004201667789202858,0.0003715460160159934,79,0.0004744918081653422,44.0,,,,
280157,True,185.0,133.0,-52.0,79,132,0.5606060606060606,1,0,1.5253010509625193,v21,0.030955133599760317,0.00045061834003710575,0.0003406892166048563,53,0.0005932278704598942,79.0,0.0003513264779087227,15.0,-0.2339943286959315,False
280158,False,,,,57,108,0.4722222222222222,1,0,1.373963940059059,v21,0.031878271287576775,0.0003211278571360231,0.00044018683867794156,51,0.0006129877586553165,57.0,,,,
280159,False,,,,60,112,0.48214285714285715,1,0,1.5214267318141428,v21,0.03132143021203243,0.00043621516000992143,0.0006622385764856949,52,0.00036638711905917834,60.0,,,,
280160,False,,,,69,129,0.4883720930232558,1,0,1.432647108670886,v21,0.02730088066153514,0.0005656227035764922,0.0003389619088845135,60,0.0007778820484716024,69.0,,,,
280161,False,,,,83,142,0.5422535211267606,1,0,1.7954009288040673,v21,0.02770440669687617,0.00031587693335895624,0.0005544530638098851,59,0.000672533804536098,83.0,,,,
280162,False,,,,71,116,0.5689655172413793,1,0,1.4422587762364754,v21,0.036318075973735875,0.00030364071914013165,0.0002682450924480687,45,0.00034966785095543926,71.0,,,,
280163,False,,,,40,115,0.2782608695652174,1,0,1.6861203053464229,v21,0.021658501317888625,0.0004369017870818095,0.000951873394402627,75,0.0003722938440377702,40.0,,,,
280164,False,,,,53,96,0.5104166666666666,1,0,1.521269961154182,v21,0.03832746478835314,0.0005096955454241423,0.0004422549453115083,43,0.0004450555979628229,53.0,,,,
280165,False,,,,54,99,0.494949494949495,1,0,1.4300314238391898,v21,0.03647020145921122,0.0005836801755702514,0.0006212594658269744,45,0.0004843974119648753,54.0,,,,
280166,False,,,,98,147,0.6326530612244898,1,0,1.932091122213451,v21,0.033722911039333364,0.00024176117429207102,0.00045236417014614513,49,0.0007394351056192295,98.0,,,,
280167,False,,,,56,120,0.4166666666666667,1,0,1.5159958225861239,v21,0.025595375912214946,0.00036718839270958014,0.0002726171096439432,64,0.0003783731239746089,56.0,,,,
280168,False,,,,42,122,0.27049180327868855,1,0,1.5381359482818944,v21,0.020283661644449804,0.00038922481462381776,0.0005239123598740883,80,0.0009179285263086446,42.0,,,,
280169,False,,,,82,129,0.6046511627906976,1,0,1.5836629029815288,v21,0.03517416627525698,0.000394796255237097,0.0003330183945446529,47,0.000693231292758111,82.0,,,,
280170,False,,,,76,122,0.5901639344262295,1,0,1.6437383553442941,v21,0.035910568195231835,0.0006268294649782065,0.000693772513074032,46,0.0005398151832811777,76.0,,,,
280171,True,185.0,181.0,-4.0,17,76,0.14473684210526316,1,0,1.5980075384895667,v21,0.02778382605204077,0.0008132873868089354,0.0008898540272644049,59,0.000802100645799804,17.0,0.00040221424408505796,15.0,-0.10398410169372885,False
280172,False,,,,90,138,0.6159420289855072,1,0,1.7082572563246052,v21,0.03429801865503773,0.000394301476590778,0.00037021884652251453,48,0.0006451714283470755,90.0,,,,
280173,False,,,,61,110,0.5,1,0,1.503956918497904,v21,0.03308126051987922,0.0006195362328596169,0.0004649469762835153,49,0.0007963726253851397,61.0,,,,
280174,False,,,,52,99,0.48484848484848486,1,0,1.381915856281174,v21,0.035223078613678085,0.00040966179898181286,0.0003172650156007853,47,0.0003677403662767775,52.0,,,,
280175,True,190.0,191.0,1.0,58,106,0.5,1,0,1.5062256889870176,v21,0.034208711515544575,0.000292213111787538,0.0004789880323275621,48,0.0005261569836564707,58.0,0.0010549724725922543,10.0,-0.21098611899094133,False
280176,False,,,,61,104,0.5480769230769231,1,0,1.4547878083480894,v21,0.038376873938637035,0.0003734122818031289,0.0002388927802002943,43,0.0003811850381654754,61.0,,,,
280177,False,,,,78,136,0.5220588235294118,1,0,1.7820795136544294,v21,0.027931397371613684,0.000262417534112453,0.000590810992247225,58,0.0008016132262502674,78.0,,,,
280178,False,,,,101,145,0.6689655172413793,4,1,1.6237955823286716,v21,0.037335056653685285,0.0010483787064454236,0.0008054377547775024,44,0.000712187902408909,101.0,,,,
280179,False,,,,60,129,0.40310077519379844,1,0,1.5590345801298857,v21,0.023522448367066844,0.00030159444025675155,0.00022357293792104127,69,0.00044091572229715937,60.0,,,,
280180,True,160.0,161.0,1.0,36,80,0.4,1,0,1.4360627598687234,v21,0.037592200801026474,0.00027995068089628136,0.00028846948435387056,44,0.00029217429549380957,36.0,0.0001887406181982838,40.0,-0.08590166436487179,False
280181,False,,,,90,139,0.6115107913669064,1,0,1.547402471968676,v21,0.03346759285387907,0.00029730829159753294,0.00031132437992566447,49,0.0004920744495386313,90.0,,,,
280182,True,193.0,188.0,-5.0,39,106,0.29245283018867924,1,0,1.522008594336444,v21,0.024087175136747636,0.0005021978844500145,0.000379062234561498,67,0.0006155303072449329,39.0,,,-0.09729223187502611,False
280183,True,179.0,182.0,3.0,32,111,0.2072072072072072,1,0,1.4663984319554644,v21,0.020550082552950058,0.0004139764578443171,0.0003595185778125919,79,0.0006107805137342664,32.0,0.00029327873363404333,21.0,-0.11008108140931605,False
280184,False,,,,55,114,0.4298245614035088,2,1,1.3943603568128968,v21,0.02769640849734397,0.00035926596274939317,0.0003774072170249234,59,0.0016701222508068863,55.0,,,,
280185,False,,,,61,110,0.509090909090909,1,0,1.3671155228207679,v21,0.033732547161350684,0.0003412290063492058,0.0006077335034364133,49,0.00045774809149875715,61.0,,,,
280186,False,,,,54,124,0.3709677419354839,2,1,1.51955387408363,v21,0.02321936907848622,0.0004828857124904249,0.0005259569853326856,70,0.0004421804971441201,54.0,,,,
280187,False,,,,38,100,0.32,1,0,1.8184963854060265,v21,0.02640340427504092,0.0006632919852507814,0.00043169402903165055,62,0.0017246307567162233,38.0,,,,
280188,False,,,,66,118,0.5169491525423728,1,0,1.6043912336914163,v21,0.031435709277212516,0.0004131537958366202,0.0005475882727204311,52,0.0003583000349853032,66.0,,,,
280189,True,181.0,177.0,-4.0,45,116,0.31896551724137934,1,0,1.5943131812902356,v21,0.02272192685390656,0.00046574586925621274,0.0003072323098471452,71,0.0008176670294511702,45.0,0.00034253529994787365,19.0,-0.12560102254523864,False
280190,False,,,,68,123,0.5121951219512195,2,1,1.4084933368599082,v21,0.029911665144783682,0.00045073346094045224,0.0005013976034938023,55,0.0003517632182909698,68.0,,,,
280191,False,,,,71,122,0.5409836065573771,1,0,1.6506528163093765,v21,0.03228981843402397,0.0007181385721223668,0.0016903293240429257,51,0.0015588577792521653,71.0,,,,
280192,False,,,,33,99,0.26262626262626265,1,0,1.4450869460664957,v21,0.024603067488929275,0.0014106485226761012,0.001372996197163341,66,0.0010386236619407796,33.0,,,,
280193,True,191.0,184.0,-7.0,84,138,0.5652173913043478,1,0,1.7140113507813728,v21,0.03027790762818316,0.00035121421369324986,0.00042074552532624896,54,0.0009203475860230095,84.0,,,-0.27613039735396505,False
280194,False,,,,83,125,0.632,1,0,1.6460821448519463,v21,0.03953455416564593,0.0006960644637312663,0.0003613930631358789,42,0.000593803623774322,83.0,,,,
280195,False,,,,61,133,0.39849624060150374,1,0,1.5690961736646472,v21,0.022588512134133307,0.0005623617227707697,0.0003013768101529561,72,0.00037558952063065763,61.0,,,,
280196,False,,,,70,119,0.5462184873949579,1,0,1.4769682363084609,v21,0.033526307704117346,0.0002806237757463039,0.0004248929601384358,49,0.0005456750230264099,70.0,,,,
280197,False,,,,83,130,0.6076923076923076,1,0,1.673278440313723,v21,0.03516006285139825,0.0003029641394873059,0.0006969295896073015,47,0.0007376548059693397,83.0,,,,
280198,True,187.0,185.0,-2.0,57,102,0.5098039215686274,1,0,1.5492867822582659,v21,0.036082197506273464,0.0006547669655237461,0.0006990582458947693,45,0.00045738140976202615,57.0,0.00010724975415061034,13.0,-0.06735264824381104,False
280199,False,,,,88,129,0.6511627906976745,1,0,1.6324907609488304,v21,0.03982477574734993,0.00044110762068880725,0.0010917195091586847,41,0.0008447209809005034,88.0,,,,
280200,False,,,,85,142,0.5563380281690141,1,0,1.5829370385786308,v21,0.028744363365815206,0.00033815733487198903,0.00024552361574914995,57,0.0007042825291429262,85.0,,,,
280201,False,,,,99,141,0.6737588652482269,1,0,1.6065181699120745,v21,0.039457837424390976,0.0002615592560421142,0.0003002762051270277,42,0.0008798774999117223,99.0,,,,
280202,False,,,,46,122,0.30327868852459017,1,0,1.4634303558630741,v21,0.021275781564781437,0.0002228259407094284,0.0003225429391280781,76,0.0006443302162726749,46.0,,,,
280203,False,,,,75,130,0.5307692307692308,1,0,1.5455502277626847,v21,0.029519367260100186,0.00023208991164617562,0.0007380881598638664,55,0.0003332188388807214,75.0,,,,
280204,False,,,,60,109,0.5045871559633027,1,0,1.6808068482942577,v21,0.0334647000770156,0.0006185656557170993,0.00021544010466619212,49,0.0003836210935643576,60.0,,,,
280205,True,157.0,149.0,-8.0,33,106,0.2358490566037736,1,0,1.4357201533413246,v21,0.022178078029182594,0.00036835987340270375,0.0004675505878954581,73,0.0004301254215713698,33.0,0.00024355145420405439,43.0,-0.2949250648917602,False
280206,False,,,,17,92,0.09782608695652174,2,1,1.3632979701978365,v21,0.021663063273310305,0.0004568678672257329,0.000533471387634857,75,0.0006271290275854493,17.0,,,,
280207,False,,,,69,122,0.5163934426229508,1,0,1.669793423592588,v21,0.030572761318342252,0.00038974732570779913,0.0006090856843895831,53,0.0006848521617828281,69.0,,,,
280208,True,194.0,175.0,-19.0,46,109,0.3577981651376147,2,1,1.4081573244541439,v21,0.025640262462817948,0.00031745223304299476,0.00033512825672779996,63,0.0005352699706734739,46.0,,,-0.08458828289521048,False
280209,False,,,,81,126,0.6111111111111112,1,0,1.578357804023743,v21,0.03656184247153552,0.0003039323239228384,0.00035199046824655914,45,0.00045021931482132615,81.0,,,,
280210,False,,,,74,131,0.5190839694656488,1,0,1.981171907454914,v21,0.028395385180750334,0.0003626957298051337,0.0007625145808378773,57,0.0022920976524356787,74.0,,,,
280211,False,,,,94,150,0.5866666666666667,1,0,1.796795434179387,v21,0.029025496250910044,0.00017941738488494306,0.0004712775506384526,56,0.000775466562285076,94.0,,,,
280212,False,,,,51,106,0.42452830188679247,2,1,1.44940112865737,v21,0.029459858411429098,0.0005551155263594778,0.0008490261906607183,55,0.0005048575490598127,51.0,,,,
280213,False,,,,75,146,0.4589041095890411,1,0,1.5033140645840406,v21,0.02275658761067928,0.0006437313722620207,0.00045221607945249924,71,0.0005549490907490472,75.0,,,,
280214,True,200.0,190.0,-10.0,55,112,0.4375,3,1,1.4810103218174577,v21,0.028722600827714224,0.00039297263625857643,0.0004391177248579997,57,0.0003443816565073895,55.0,,,-0.12581732473104779,False
280215,False,,,,57,100,0.53,2,1,1.4481865711108757,v21,0.03841764004646468,0.0013699630037532747,0.0005323384597548933,43,0.0003986694198054795,57.0,,,,
280216,False,,,,57,120,0.4166666666666667,1,0,1.5329092895396117,v21,0.025712417936575846,0.0002832691132040996,0.0002886002786318323,63,0.00048279176184398714,57.0,,,,
280217,False,,,,67,126,0.48412698412698413,1,0,1.5151945781036755,v21,0.027620356195057004,0.0004356828162639998,0.0003905763788417799,59,0.0009079877441781729,67.0,,,,
280218,False,,,,70,113,0.5752212389380531,1,0,1.4715329477173682,v21,0.03784258131043186,0.0002598298717389573,0.001279546399524041,43,0.0006338833173448458,70.0,,,,
280219,False,,,,70,115,0.5652173913043478,2,1,1.5130906975000231,v21,0.03644987554436299,0.0004724316904463536,0.0003397711162670233,45,0.0005419537730560643,70.0,,,,
280220,False,,,,30,102,0.22549019607843138,1,0,1.3514032791634618,v21,0.022671626417529914,0.0002676927196430032,0.00028783257174626244,72,0.0010704219243345078,30.0,,,,
280221,False,,,,51,122,0.3524590163934426,1,0,1.4410992237253923,v21,0.022885323990704996,0.0004095778950823987,0.000529011915469556,71,0.0005598988730734499,51.0,,,,
280222,True,126.0,125.0,-1.0,14,70,0.11428571428571428,1,0,1.596788438614053,v21,0.02930639005918971,0.00034816750633079514,0.00040987051609793414,56,0.0011279871616434827,14.0,0.0003973911928852855,74.0,-0.2140260147469698,False
280223,False,,,,53,94,0.5212765957446809,1,0,1.4907903748581648,v21,0.0398391702653606,0.0004735008741390499,0.0015576423443440252,41,0.0015779900436782529,53.0,,,,
280224,False,,,,77,129,0.5581395348837209,1,0,1.4831969079892722,v21,0.031498640909411874,0.0003624102225696961,0.0005204203082162314,52,0.0005572773029960747,77.0,,,,
280225,True,173.0,162.0,-11.0,27,80,0.275,1,0,1.4844372995761979,v21,0.030871369766182138,0.0005468502213143125,0.0003934942804193866,53,0.00026566696406951857,27.0,0.0002910424388072919,27.0,-0.2117915638219563,False
280226,False,,,,38,105,0.2857142857142857,1,0,1.5306807953558894,v21,0.024154811873904634,0.00032333725947366514,0.0007286118763998745,67,0.0044323068602956945,38.0,,,,
280227,False,,,,81,144,0.5208333333333334,1,0,1.6796197888199742,v21,0.02596934568475892,0.0004668190427609737,0.0002746237398124636,63,0.0004774064085786511,81.0,,,,
280228,False,,,,105,150,0.6733333333333333,1,0,1.7109415780976773,v21,0.036755282935400535,0.0004931419244854829,0.0006114142584838505,45,0.0007203448589976413,105.0,,,,
280229,False,,,,65,110,0.5454545454545454,2,1,1.500000253719184,v21,0.0364805396635262,0.00029216268834069927,0.0003923488892845289,45,0.00024789895719790826,65.0,,,,
280230,False,,,,58,133,0.37593984962406013,1,0,1.4900620025831552,v21,0.021697226141250855,0.0004965530710648807,0.00040252002092550765,75,0.00034194312519429535,58.0,,,,
280231,False,,,,70,135,0.4666666666666667,1,0,1.5716716917252436,v21,0.02499392427340197,0.000614794031546491,0.0006226213509480308,65,0.000606443489610016,70.0,,,,
280232,True,194.0,177.0,-17.0,56,114,0.43859649122807015,1,0,1.502486795819254,v21,0.028242227268843664,0.00039468669575092985,0.0003470079056718026,58,0.0005840346347062432,56.0,,,-0.17959958921965513,False
280233,False,,,,98,147,0.6326530612244898,1,0,1.5931792189233094,v21,0.03336046687901804,0.0005225682653090491,0.001439187123863213,49,0.00039455450211383036,98.0,,,,
280234,True,183.0,184.0,1.0,44,107,0.34579439252336447,1,0,1.5183781080482979,v21,0.025839690126281116,0.0006403631695433482,0.00036413318885258704,63,0.0004038426833855063,44.0,0.0005341080026611209,17.0,-0.21815035926023507,False
280235,False,,,,52,103,0.44660194174757284,1,0,1.3736574969760107,v21,0.0318078344310714,0.0003575162334180434,0.00045558267708346276,51,0.0004745561787967622,52.0,,,,
280236,False,,,,74,115,0.6,1,0,1.602470251208536,v21,0.039676647006797905,0.000527123297760695,0.0015862431939117898,41,0.0020539369544143845,74.0,,,,
280237,False,,,,83,129,0.6046511627906976,1,0,1.8602205832242504,v21,0.035316426976569386,0.0017878550011487982,0.0018333700002084515,46,0.0009111315662968071,83.0,,,,
280238,False,,,,67,147,0.3945578231292517,1,0,1.6039905506755305,v21,0.020335003639189272,0.0003658946995022473,0.00042482535976570197,80,0.0003981926911412847,67.0,,,,
280239,True,162.0,159.0,-3.0,51,100,0.46,1,0,1.5569048666879208,v21,0.03319983110294403,0.0005966938810462577,0.00042519871907086975,49,0.0004339322267737542,51.0,0.00030466057121898867,38.0,-0.23556978709004583,False
280240,False,,,,31,95,0.25263157894736843,1,0,1.4682609838524843,v21,0.025452435012663394,0.00028213368128012737,0.00027669729480549345,64,0.0008850315826362491,31.0,,,,
280241,True,153.0,130.0,-23.0,32,80,0.3375,1,0,1.4227431154468329,v21,0.03376047947632563,0.0002569795267343271,0.00039693909402178365,48,0.0004509167824133675,32.0,0.0004615821312652895,47.0,-0.2275516649265592,False
280242,False,,,,51,102,0.45098039215686275,1,0,1.4167802364645214,v21,0.03219210760512316,0.0006978854644805656,0.0005596086413997606,51,0.000780152622588717,51.0,,,,
280243,False,,,,96,139,0.6618705035971223,2,1,1.6555570816991654,v21,0.03857391113866789,0.00026428315244256137,0.00030850352712189833,43,0.0008520770377715381,96.0,,,,
280244,False,,,,99,146,0.6438356164383562,1,0,1.5632546246403338,v21,0.035005286826116484,0.0005425239398567488,0.0003991393557140886,47,0.00048307750773810834,99.0,,,,
280245,False,,,,49,98,0.4489795918367347,1,0,1.4032991619626434,v21,0.03342720300306675,0.0003146368286747591,0.0006012234699924317,49,0.0006746691337148809,49.0,,,,
280246,True,186.0,186.0,0.0,49,116,0.3620689655172414,1,0,1.6157853942505442,v21,0.02438910436583431,0.0003563126495507078,0.0003493074243687671,67,0.0005444340362684244,49.0,0.0003412572502033405,14.0,-0.16197129600892335,False
280247,False,,,,55,110,0.44545454545454544,1,0,1.5280898315741196,v21,0.02946741723260428,0.00026150728830607825,0.0003286535900369608,55,0.0005973131880808919,55.0,,,,
280248,False,,,,87,142,0.5704225352112676,2,1,1.6215236937339808,v21,0.02963756732120134,0.00034032158788965225,0.0005291496455479398,55,0.0005246929730021144,87.0,,,,
280249,False,,,,88,143,0.5804195804195804,2,1,1.4299980138292234,v21,0.02983113001645002,0.0004039903589771223,0.0003953578706258852,55,0.0005254009422191633,88.0,,,,
280250,False,,,,71,141,0.44680851063829785,1,0,1.6026289596397505,v21,0.023083997220605893,0.00029853072566646385,0.0002650800229692001,70,0.0005864285912314296,71.0,,,,
280251,False,,,,81,138,0.5434782608695652,1,0,1.6050715619208398,v21,0.02878860808849111,0.0003688664820381513,0.000527335889604495,57,0.0007355665947771632,81.0,,,,
280252,False,,,,56,106,0.4811320754716981,1,0,1.4340213357257454,v21,0.03299075844044788,0.0003119709578984993,0.0007408331928504076,50,0.002083100905875246,56.0,,,,
280253,False,,,,51,94,0.5,1,0,1.4777402532769253,v21,0.038433482624338086,0.0006129582005366893,0.0005080707763221575,43,0.0004305309435114356,51.0,,,,
280254,False,,,,46,106,0.37735849056603776,2,1,1.505215732118671,v21,0.02723334515732597,0.00022344087671549658,0.0005976804768233616,60,0.0003516739620709806,46.0,,,,
280255,False,,,,44,93,0.41935483870967744,1,0,1.5362884766398148,v21,0.0333613347920008,0.00040268366760166084,0.0002200297791335777,49,0.0006793921015765402,44.0,,,,
280256,True,134.0,152.0,18.0,22,68,0.2647058823529412,2,1,1.4543620075987747,v21,0.035830433134491795,0.00047145439740353283,0.0006241446288173673,46,0.0006520261426805375,22.0,0.000415922856887442,66.0,-0.24948655017860588,False
280257,False,,,,31,100,0.23,1,0,1.3856309940417366,v21,0.023533749104072944,0.00043433176095914784,0.0006493071188194565,69,0.000508898314001723,31.0,,,,
280258,False,,,,81,128,0.59375,2,1,1.4904978898458559,v21,0.03476055352083576,0.0003276882145598956,0.0002882729438118087,47,0.0008678700393450663,81.0,,,,
280259,True,146.0,196.0,50.0,41,91,0.3956043956043956,1,0,2.3649098951198284,v21,0.03273943124420598,0.00035408706648798087,0.0003181936433295417,50,0.004834516438430431,41.0,0.0017766219040268286,54.0,-0.12055468981566897,False
280260,False,,,,27,101,0.18811881188118812,1,0,1.3889768349199456,v21,0.021918050351089652,0.0004204550633398106,0.00033276215562276035,74,0.0003457914024487643,27.0,,,,
280261,False,,,,50,93,0.4838709677419355,1,0,1.5332763911167426,v21,0.03802413528426516,0.0009138836501800284,0.0008481485712441637,43,0.0034296383500286042,50.0,,,,
280262,False,,,,49,97,0.4536082474226804,1,0,1.5694572672395415,v21,0.03422251055664625,0.000498441070849672,0.0004737152089915463,48,0.0008261093018601433,49.0,,,,
280263,False,,,,49,104,0.41346153846153844,3,1,1.5257931975452033,v21,0.029483961695098405,0.00026784184542676386,0.0008895692293866545,55,0.0006293861150673293,49.0,,,,
280264,False,,,,60,138,0.3695652173913043,1,0,1.4965224295281874,v21,0.02065410530911245,0.0005408373341969123,0.0005515809328605849,78,0.0013938944970482738,60.0,,,,
280265,False,,,,72,150,0.4266666666666667,2,1,1.4725778960249467,v21,0.020872609409791913,0.0007543405881135621,0.0004209035146873562,78,0.0005597252895287229,72.0,,,,
280266,False,,,,48,101,0.4158415841584158,1,0,1.3932641631496054,v21,0.03069758432777945,0.00030974404070321286,0.000489573085307561,53,0.0009198015544731084,48.0,,,,
280267,True,152.0,131.0,-21.0,49,101,0.43564356435643564,1,0,1.5867483020397353,v21,0.03141908486804071,0.0002571879094357933,0.0007754106523437487,52,0.0005658246683776485,49.0,0.0002549748930937704,48.0,-0.2649429799632884,False
280268,True,145.0,148.0,3.0,40,85,0.4117647058823529,1,0,1.431077121846839,v21,0.03633194845508113,0.00010910543676577347,0.0002988320004781769,45,0.00030015831577865184,40.0,0.0002412505488570231,55.0,-0.14816824551915309,False
280269,True,137.0,138.0,1.0,18,60,0.23333333333333334,1,0,1.4121925990260518,v21,0.03925764670621647,0.00027582836394599816,0.00039130062854238803,42,0.0010029025101964781,18.0,0.0002174866567884756,63.0,-0.3000971918234182,False
280270,True,198.0,192.0,-6.0,56,100,0.51,1,0,1.4629421496770714,v21,0.03715041749331606,0.0002935009760158657,0.00042181443992142916,44,0.0003692765238492948,56.0,,,-0.09373302171032927,False
280271,False,,,,82,149,0.5033557046979866,1,0,1.5737960832573228,v21,0.024291574757605582,0.00022313015076995795,0.0004745337636643884,67,0.0003413491774960587,82.0,,,,
280272,False,,,,68,133,0.45864661654135336,1,0,1.4400602505095292,v21,0.02509413133073004,0.000601140601588466,0.0004465169478595369,65,0.0003866799807533857,68.0,,,,
280273,True,194.0,195.0,1.0,63,105,0.5523809523809524,2,1,1.6624412901140948,v21,0.038737308465621165,0.0007550440664113947,0.0006992390726505896,42,0.0009546385324371548,63.0,,,-0.09025722371933309,False
280274,True,168.0,156.0,-12.0,29,80,0.3,1,0,1.531473872224501,v21,0.03200537963122044,0.0003694038028467614,0.0004336605393048201,51,0.0005749927566677825,29.0,0.00024456596776337944,32.0,-0.2865394659119609,False
280275,False,,,,34,110,0.22727272727272727,1,0,1.5164794137476005,v21,0.02128926932634298,0.00041901131908614743,0.0007647785618786622,76,0.0013025605261174412,34.0,,,,
280276,False,,,,56,114,0.43859649122807015,1,0,1.497644015913658,v21,0.02822468165655074,0.0006239788881652165,0.0006150729988509327,58,0.0010865130641257742,56.0,,,,
280277,False,,,,73,115,0.6,1,0,1.5440852837266972,v21,0.03897495589502608,0.00039806520773253665,0.0004260806283725039,42,0.0006625577625773567,73.0,,,,
280278,False,,,,39,117,0.2564102564102564,1,0,1.4398263903745963,v21,0.020797333383006794,0.00036025654931732523,0.0004070195191081993,78,0.0004982653723851813,39.0,,,,
280279,False,,,,46,120,0.31666666666666665,1,0,1.499212872215665,v21,0.021853256114148636,0.0004908029356173346,0.0008310212448927077,74,0.0006064853009166705,46.0,,,,
280280,True,152.0,140.0,-12.0,38,83,0.39759036144578314,1,0,1.4203252548626621,v21,0.03647160395342236,0.0003709906794738464,0.0004185818001920174,45,0.0008230416839052039,38.0,0.00027367632113733795,48.0,-0.3095827713292466,False
280281,False,,,,58,110,0.4818181818181818,1,0,1.491691580273581,v21,0.03148070431913082,0.00024494146452100596,0.0005544625038537404,52,0.0003483460874330802,58.0,,,,
280282,False,,,,86,129,0.6356589147286822,1,0,1.5879087361756121,v21,0.03849183891538201,0.0003138413343220987,0.0001634723990174135,43,0.00039179786297618567,86.0,,,,
280283,False,,,,57,118,0.423728813559322,1,0,1.3823270427356213,v21,0.02659492704421814,0.0005495584090441384,0.00024711057099343237,61,0.0003295240991430531,57.0,,,,
280284,False,,,,81,129,0.5968992248062015,2,1,1.4424049819681501,v21,0.03441274128900027,0.0003471287501641859,0.0007656286511496189,48,0.0006005111618950023,81.0,,,,
280285,False,,,,86,136,0.5955882352941176,1,0,1.5236327143344432,v21,0.032890777921988315,0.0003491746805168342,0.000461135493089442,50,0.0007606660221035018,86.0,,,,
280286,False,,,,63,132,0.42424242424242425,1,0,1.4843889288431176,v21,0.02362629561906564,0.0003999064500520953,0.0004296116121327064,69,0.00037395835613901154,63.0,,,,
280287,True,121.0,121.0,0.0,12,61,0.11475409836065574,1,0,1.3736479428892132,v21,0.03312482773010357,0.00034684945429899316,0.00031184685626639097,49,0.0006298483492333653,12.0,0.0002848020874516659,79.0,-0.22058888452636005,False
280288,False,,,,70,130,0.49230769230769234,1,0,1.4521861032898296,v21,0.027224479725247046,0.0004322138632496467,0.0005407159509910456,60,0.000925291484498784,70.0,,,,
280289,True,165.0,155.0,-10.0,45,92,0.44565217391304346,1,0,1.4919087906655784,v21,0.03516847274734995,0.00044494208349959573,0.00037340106622383434,47,0.00039323373370135276,45.0,0.0003337199279406064,35.0,-0.29586165601171344,False
280290,False,,,,36,96,0.3020833333333333,2,1,1.5305287332995154,v21,0.0270774779399784,0.0008081355325263814,0.0007834388536955648,60,0.0007282700243278129,36.0,,,,
280291,False,,,,77,140,0.5,1,0,1.5459856295148575,v21,0.02571246587083921,0.0003424670015286253,0.000575668614847891,63,0.0010180177725522585,77.0,,,,
280292,False,,,,58,115,0.45217391304347826,1,0,1.5190536360748623,v21,0.02865372379717985,0.0002560531281556328,0.0002871976717923595,57,0.0004388694828230162,58.0,,,,
280293,False,,,,36,92,0.32608695652173914,1,0,1.5695654729029793,v21,0.028942615832104092,0.000438931316567097,0.000431181197458208,56,0.0007545045009930573,36.0,,,,
280294,True,189.0,184.0,-5.0,37,91,0.34065934065934067,1,0,1.6363015003327694,v21,0.030284247339790106,0.00022239276043376505,0.00034878705329108767,54,0.0005163094514187934,37.0,0.0006902818775791527,11.0,-0.218105888891452,False
280295,False,,,,37,106,0.2830188679245283,1,0,1.5284551792094199,v21,0.023554226655374134,0.000432757388304084,0.0002543808886542257,69,0.000595558271675125,37.0,,,,
280296,False,,,,56,113,0.4424778761061947,1,0,1.562929050977217,v21,0.028431105303105463,0.0004556374514160813,0.00026474046004528563,57,0.0006869679969343862,56.0,,,,
280297,False,,,,61,121,0.4462809917355372,1,0,1.5314888960364936,v21,0.026973783391607033,0.0012177188802673727,0.0005163229515988001,60,0.0003368427722463774,61.0,,,,
280298,False,,,,24,95,0.16842105263157894,1,0,1.3609287810137949,v21,0.022924993031955082,0.00042118205666193977,0.0008182772750113232,71,0.0004666790375387531,24.0,,,,
280299,False,,,,56,121,0.4049586776859504,1,0,1.546965495343154,v21,0.024954402104831984,0.000489119482662359,0.000512869913732592,65,0.0007885488531422248,56.0,,,,
280300,False,,,,99,142,0.6690140845070423,1,0,1.6955720650565573,v21,0.038045116621545624,0.0003000430991370987,0.00041554565261306246,43,0.0007530862439505231,99.0,,,,
280301,False,,,,44,121,0.2975206611570248,3,1,1.3863935093874622,v21,0.021097423207394474,0.0004449102340619156,0.0003235828926386223,77,0.0005226197226321275,44.0,,,,
280302,True,149.0,150.0,1.0,34,80,0.3625,1,0,1.8975859827134844,v21,0.03530662774860315,0.0005260648300168046,0.0021193155335610956,46,0.0008312510976030592,34.0,0.0002781675351906808,51.0,-0.28040380945171917,False
