seed,det_len,panic_len,front_load,delta,D_V,setup_len,schedule_mode,rejected,depth,duration,rise,onset_lag_before_event
281231,13,60,0.10884331077980758,0.6354978530272984,0.19047817757855187,96,v21,0,-0.6310367713248198,88.0,69.0,7.0
281232,5,42,0.22392185769117262,0.6552283165550827,0.29227834916682593,65,v21,0,-0.6717165901937658,89.0,84.0,46.0
281233,13,50,0.5505559915136369,0.8658226771564796,0.2859408160500473,80,v21,0,-0.46705608537361076,99.0,57.0,-2.0
281234,18,29,0.4168216183129724,0.8682516131246684,0.26203614609033704,62,v21,0,,,,
281235,4,19,0.14853291823980494,0.6272733206625056,0.17434912548103382,85,v21,0,-0.4416344414264547,88.0,82.0,64.0
281236,6,77,0.2002626797259712,0.660700087420938,0.16729310920292687,107,v21,0,-0.5873688310521561,89.0,68.0,-1.0
281237,13,81,0.12848343493455472,0.7034360359784688,0.11000734457077584,96,v21,0,,,,
281238,19,66,0.2551222862401557,0.8641193038172988,0.264943737409595,51,v21,0,,,,
281239,19,17,0.20369597764567182,0.8887340487934854,0.2802057390352265,68,v21,0,-0.520209703106941,65.0,68.0,27.0
281240,4,58,0.14783044013435784,0.6208881423974829,0.11450668726128661,86,v21,0,,,,
281241,20,16,0.19016541416093855,0.7583380116511509,0.11478051887300658,68,v21,0,-0.33128204058591704,104.0,107.0,16.0
281242,15,52,0.17983914460985373,0.7537447846450192,0.13863021831015132,62,v21,0,-0.4733485611571925,95.0,55.0,14.0
281243,24,30,0.1516853309887327,0.6085369976069992,0.2079176861400076,106,v21,0,-0.5403137832395091,55.0,54.0,-2.0
281244,5,63,0.3959092197585777,0.6693459364893682,0.1548989575821152,104,v21,0,-0.6644816692209385,122.0,35.0,10.0
281245,18,49,0.16977018569629382,0.7674820196282559,0.17608336108920214,101,v21,0,,,,
281246,3,17,0.4176454411077226,0.8533878757030162,0.2689712836064476,74,v21,0,-0.6276763313225346,90.0,73.0,53.0
281247,9,16,0.28966721023025965,0.8682752197133129,0.21798086033960284,56,v21,0,-0.4953500313857572,84.0,137.0,38.0
281248,6,33,0.3499900298874092,0.939629740187357,0.28051838714765664,59,v21,0,,,,
281249,8,63,0.2530886701779807,0.6745481510215664,0.28035787544633695,89,v21,0,,,,
281250,6,34,0.23655458568201052,0.7564354395469172,0.14856061771764298,96,v21,0,-0.38402787419745166,76.0,45.0,20.0
281251,24,35,0.25390218038809764,0.8747419953525032,0.2627355411459176,101,v21,0,-0.519738315862156,68.0,62.0,6.0
281252,8,81,0.4314532766622907,0.814692912544956,0.2175449091792529,101,v21,0,-0.4463255728639075,97.0,89.0,-3.0
281253,18,95,0.37051235840715796,0.6106678361535942,0.2110117829734731,63,v21,0,-0.4641547347951781,110.0,85.0,-4.0
281254,15,77,0.4525007482165933,0.7862842256874255,0.12837481186650848,73,v21,0,-0.376361283372331,39.0,66.0,-10.0
281255,4,34,0.22528635467203034,0.9124377794388018,0.2730911641045882,65,v21,1,-0.583862179610289,95.0,18.0,-1.0
281256,9,36,0.2532625262946466,0.7806504094825909,0.12077694257819878,56,v21,0,-0.32000345276377395,26.0,12.0,-17.0
281257,5,26,0.255332766250981,0.7928356701451132,0.13259858218493623,94,v21,0,-0.3550281176766674,59.0,29.0,-2.0
281258,19,23,0.31680410152751615,0.7805449606105109,0.1605568487270445,59,v21,0,-0.32787397712500455,38.0,28.0,-14.0
281259,8,25,0.09421712035676218,0.8507031540504147,0.2162666490077711,68,v21,0,-0.44585472714466834,71.0,78.0,3.0
281260,7,59,0.17241058095175488,0.5679361136324472,0.15228852060705808,58,v21,0,-0.5030228528413638,103.0,41.0,14.0
281261,4,42,0.3369902771045483,0.6870062667561208,0.17919155706976966,109,v21,0,,,,
281262,7,34,0.49929900704924646,0.6954514662674203,0.11051258494417693,94,v21,0,-0.3666031126172742,73.0,85.0,52.0
281263,7,83,0.22746625068277124,0.8798126484834053,0.2466934255160605,72,v21,0,-0.5376756520828025,118.0,125.0,48.0
281264,15,19,0.44637613548750993,0.7622366848553402,0.2540283346427583,82,v21,0,-0.5238659099948695,41.0,39.0,4.0
281265,9,28,0.1700768045132626,0.6298752939354537,0.15727625142371987,99,v21,0,-0.34474533518703476,10.0,3.0,-26.0
281266,5,61,0.2893734541001203,0.8186489282737329,0.18998320590134188,71,v21,0,-0.5838888626846712,100.0,83.0,38.0
281267,11,34,0.24241845888722158,0.7625378900205273,0.26616240075487774,97,v21,0,,,,
281268,13,74,0.15423888928514418,0.7254936079875977,0.18669169219659285,75,v21,0,-0.41328500843610005,88.0,122.0,-1.0
281269,4,80,0.40085661153416746,0.7858859462295283,0.1483820572200346,65,v21,0,-0.4887935076240306,93.0,24.0,-1.0
281270,6,46,0.12363936061766527,0.7436639498681733,0.20810378498940363,88,v21,0,-0.47252735672836366,50.0,48.0,-2.0
281271,15,35,0.40053886492740715,0.7645970639068118,0.1123127877123257,105,v21,0,-0.5033759288411384,44.0,38.0,-5.0
281272,8,48,0.1871890772735192,0.6896465495065858,0.19874756572764557,90,v21,0,-0.5752043953441102,105.0,29.0,-1.0
281273,17,16,0.28375344891811594,0.7851438403396463,0.18107866720860727,87,v21,0,-0.5570009168459633,98.0,138.0,51.0
281274,9,32,0.164491381194645,0.7521526149714477,0.11415360624829177,100,v21,0,-0.4376428956646806,121.0,122.0,87.0
281275,4,62,0.37769543116329746,0.8161443393248355,0.22123389843214025,86,v21,0,-0.44884783093421554,72.0,19.0,-1.0
281276,25,51,0.39518186619629375,0.6692327195894014,0.11901565884976202,62,v21,0,-0.42900742123080016,57.0,27.0,-22.0
281277,9,33,0.16556317500902223,0.8028798421147982,0.16118856344709392,56,v21,0,-0.4088251133879698,100.0,141.0,-1.0
281278,20,16,0.1560829846530464,0.6883911408505987,0.1052141920668057,93,v21,0,-0.5944173168002926,114.0,121.0,79.0
281279,17,33,0.1871163402206664,0.718229159600147,0.12164217966668706,83,v21,0,-0.30784114687108466,105.0,93.0,36.0
281280,4,30,0.11901089136126543,0.7547112837571824,0.28625075176423986,82,v21,0,-0.5696710471945219,95.0,103.0,70.0
281281,18,17,0.20492447619955395,0.6658210981854377,0.29449643685715504,101,v21,0,-0.4882823553289385,32.0,37.0,-2.0
281282,9,55,0.2367228832069869,0.8028477978991609,0.22847726395260096,73,v21,0,,,,
281283,13,17,0.2990313266975878,0.8216865308894807,0.24366016675767654,90,v21,0,-0.6339418203943379,113.0,119.0,11.0
281284,4,91,0.35896812958316404,0.7565457227560399,0.15469092858510344,82,v21,0,-0.4893845573568747,94.0,69.0,0.0
281285,8,54,0.09728257595178352,0.7410578815547296,0.18949727431034122,60,v21,0,-0.5087351633747017,86.0,36.0,10.0
281286,19,15,0.23333745929835234,0.6038133326682726,0.14029582009728178,67,v21,0,-0.4624944796808058,54.0,33.0,-4.0
281287,8,33,0.25044572471982546,0.9087511764417522,0.2793273939190739,76,v21,0,,,,
281288,6,18,0.4766724873669496,0.5824421042163082,0.1970944808272334,83,v21,0,-0.546528400416785,79.0,69.0,46.0
281289,4,83,0.18385678164079655,0.8768243583923578,0.23078017689902366,79,v21,0,,,,
281290,4,73,0.1402997043966856,0.7735615831341545,0.26706285435197485,54,v21,0,-0.4339960722906496,105.0,93.0,42.0
281291,5,19,0.25466390259456795,0.7683216328976609,0.14942271101799476,106,v21,0,-0.562622916080818,111.0,106.0,84.0
281292,8,44,0.4060533617815039,0.6194887639055053,0.23936649189807296,107,v21,0,-0.5642187701169759,65.0,25.0,-2.0
281293,11,25,0.12821872764652284,0.9305363932533829,0.29450964674852026,87,v21,0,-0.5711894890494471,48.0,58.0,3.0
281294,3,34,0.2860926562203366,0.6524120094502219,0.12616697643908767,54,v21,0,-0.42329236665965875,57.0,31.0,4.0
281295,3,62,0.2951510833409848,0.9263914896512172,0.2729634336159569,67,v21,0,-0.4759566613873889,10.0,26.0,-19.0
281296,8,41,0.32830173340160823,0.7412772879366213,0.10547238092772858,55,v21,0,-0.43628704419267106,123.0,85.0,36.0
281297,26,28,0.2662003775506887,0.8657512480249989,0.2697114217410832,94,v21,0,-0.5857392483970959,103.0,88.0,-6.0
281298,7,40,0.46426235257357995,0.7637183237744777,0.15355527984575892,84,v21,0,,,,
281299,15,68,0.1426436215279511,0.6162980055256138,0.1816257630116463,107,v21,0,-0.5593059579917596,114.0,96.0,49.0
281300,24,91,0.17280213041806256,0.8083235227584235,0.27804391251341676,75,v21,0,-0.44069682598276383,108.0,96.0,-3.0
281301,8,17,0.436090906931023,0.8992151726492195,0.2446459843979779,102,v21,0,-0.5178956709154713,65.0,52.0,29.0
281302,3,50,0.31033249076360664,0.836011663845503,0.19392585636310727,81,v21,0,-0.5985162991079178,50.0,19.0,-1.0
281303,11,16,0.41021610039025436,0.6402526731902919,0.2007343594949278,110,v21,0,-0.6891444768854174,106.0,107.0,74.0
281304,17,73,0.5018917852126389,0.6543322238623982,0.15601320587264664,69,v21,0,-0.5303354662931601,100.0,40.0,0.0
281305,9,53,0.269023679339188,0.821110960618612,0.16895086529561593,75,v21,0,-0.41710595510623194,75.0,57.0,-2.0
281306,13,53,0.1424997561064391,0.7546731432429583,0.2734704654914416,95,v21,0,-0.6550176977315081,108.0,100.0,67.0
281307,6,18,0.2833675786621727,0.7055376079554052,0.23571530944117938,103,v21,0,-0.560696809005353,26.0,21.0,0.0
281308,11,53,0.3549422366847936,0.6321823340557547,0.13751950020009782,86,v21,0,-0.45335385124757865,44.0,59.0,-27.0
281309,15,46,0.4681928975755619,0.7891301430061867,0.2533050337977106,66,v21,0,-0.619861901145442,71.0,60.0,3.0
281310,4,23,0.4831135212583838,0.6609312646974431,0.2773971003363598,51,v21,0,-0.6332317192972139,29.0,68.0,-1.0
281311,13,54,0.47996626643815365,0.8217836365563581,0.1685202734509259,73,v21,0,-0.5916747723236679,102.0,106.0,60.0
281312,13,40,0.11492347230863767,0.8201262460665929,0.1751376098560791,86,v21,0,-0.4963690003125739,65.0,10.0,-30.0
281313,19,49,0.22712657237057504,0.7596160075982042,0.10954839439875241,104,v21,0,-0.5536553571567124,65.0,74.0,-6.0
281314,25,66,0.16963786732215155,0.6219533428970384,0.22199858931632951,50,v21,0,,,,
281315,8,66,0.14522656076148469,0.7133570397322043,0.17744012991806185,106,v21,0,-0.4758410084593556,74.0,51.0,-3.0
281316,10,35,0.36546830890690835,0.7869577050584874,0.25894125188099526,106,v21,0,-0.5512580957392725,67.0,30.0,6.0
281317,9,16,0.4890866509019233,0.8921556373928343,0.2861506556842509,100,v21,0,-0.5173002840586871,64.0,60.0,23.0
281318,6,32,0.43336502251869935,0.8155991444912708,0.2617190516253056,53,v21,0,-0.5327418047666367,68.0,67.0,40.0
281319,6,40,0.16588500069934056,0.6026979519335799,0.1886488461288402,76,v21,0,-0.5151849116654454,81.0,25.0,-2.0
281320,4,37,0.2605270148408525,0.72472834494983,0.10531163189190557,96,v21,0,-0.5237328711951199,120.0,129.0,77.0
281321,4,49,0.2012042167664323,0.8545612249635071,0.2362180620114005,92,v21,0,-0.5039984286431014,57.0,24.0,4.0
281322,25,71,0.2578620928654041,0.892810788294858,0.29116241349438454,74,v21,0,-0.5823256682201374,92.0,108.0,11.0
281323,7,17,0.26991601650593133,0.6272416083777221,0.13388542748118668,70,v21,0,-0.636458098837289,65.0,59.0,36.0
281324,15,34,0.3260333225378051,0.7621565797380137,0.11157105174582355,80,v21,0,-0.3167134863012945,84.0,77.0,40.0
281325,8,84,0.46217183952937996,0.9378632551574472,0.28800116481704574,98,v21,0,-0.5733538388169681,110.0,118.0,29.0
281326,4,96,0.42986740741716967,0.7418824456859255,0.10604045403060532,78,v21,0,-0.4470708318867189,73.0,27.0,-3.0
281327,11,50,0.24407985985394234,0.8417578808133795,0.21275274380843273,53,v21,1,-0.504568564172263,101.0,43.0,-1.0
281328,8,74,0.1511336922769242,0.8365544984056338,0.21559739552083607,108,v21,0,,,,
281329,4,84,0.12689243995232757,0.7066769180679219,0.23130728830352565,83,v21,0,,,,
281330,8,20,0.5687975238338929,0.6414905302729755,0.2678570669841722,78,v21,0,-0.5778869174339731,69.0,41.0,25.0
281331,10,64,0.2695210164379515,0.7750896636051902,0.11488915708846795,98,v21,0,-0.5530741135975146,33.0,0.0,-42.0
281332,4,42,0.1423832041865059,0.7659635301331883,0.17477264389828623,79,v21,1,,,,
281333,7,19,0.17655021818272873,0.8036143266471724,0.17903169073134553,80,v21,0,-0.48859419020922357,71.0,64.0,38.0
281334,10,17,0.462870757688958,0.9053640876345961,0.25600666477320444,65,v21,0,-0.5276436316900521,88.0,78.0,52.0
281335,8,92,0.094611705140351,0.7615616431413311,0.15675554549443915,55,v21,0,-0.535140200846034,84.0,128.0,23.0
281336,4,39,0.1710275641378474,0.6479524934309664,0.2718743541653628,98,v21,0,-0.5789746232065194,38.0,41.0,17.0
281337,22,65,0.35733949088353434,0.5878837526763837,0.18414129223039083,51,v21,0,-0.5232006553219024,109.0,53.0,7.0
281338,5,67,0.15245261216636094,0.9427828911023833,0.2866214430746843,106,v21,0,-0.428277061350418,102.0,117.0,73.0
281339,8,95,0.10963818744624194,0.7457933712149574,0.18187221534593162,87,v21,0,-0.4472544969158112,33.0,49.0,21.0
281340,7,63,0.33067641159592576,0.7727948369147976,0.14580318016488464,101,v21,0,,,,
281341,13,65,0.3717839321028257,0.8397098253386773,0.23495895692762725,98,v21,0,-0.43296215334194377,77.0,86.0,53.0
281342,4,49,0.23979316703121184,0.8486914376648109,0.20562312142355232,75,v21,0,-0.4453516631050124,110.0,78.0,58.0
281343,22,52,0.26661302439092516,0.7336565548887531,0.15142693576106372,59,v21,0,,,,
281344,5,29,0.23093997552313944,0.666078748317726,0.22960131606900228,76,v21,0,-0.6205014913010444,75.0,67.0,41.0
281345,6,20,0.43332895884664435,0.7485284196378581,0.10774143756959607,90,v21,0,-0.4752571490758224,66.0,75.0,21.0
281346,24,74,0.31896249251622094,0.8369744327972557,0.25493657718914603,92,v21,0,-0.4552786532348966,28.0,1.0,-54.0
281347,6,52,0.23268021057291055,0.6868970163203103,0.1394798449450666,80,v21,0,-0.4790795801834046,104.0,70.0,42.0
281348,17,19,0.308965663317275,0.71387944475151,0.11265309827650259,71,v21,0,-0.6168291090717117,14.0,29.0,-20.0
281349,15,63,0.11364543761689036,0.719237562369382,0.10045620506933171,82,v21,0,,,,
281350,7,17,0.3096004287222831,0.8918463368167493,0.246163943758788,106,v21,0,-0.5136280483533617,75.0,54.0,34.0
281351,4,44,0.18758052708834522,0.7536430814075773,0.11546326706894867,56,v21,0,-0.5199399845966288,55.0,42.0,-2.0
281352,5,61,0.11976843629737163,0.801462136933896,0.14399471170036518,110,v21,0,-0.3375932095438001,23.0,65.0,-1.0
281353,3,17,0.24058457608905118,0.7384399213450575,0.25408486713875844,82,v21,0,-0.650434528890439,99.0,93.0,73.0
281354,6,94,0.08907655044297916,0.740182947307335,0.13119922443745421,90,v21,0,-0.37989671684805004,95.0,83.0,-15.0
281355,8,17,0.4451683011385407,0.7403494450816116,0.10980108910437675,86,v21,0,-0.42980983960413277,119.0,24.0,2.0
281356,16,34,0.4806522927381018,0.7542380098525475,0.11598785609368044,86,v21,0,-0.4191602033686094,25.0,29.0,-22.0
281357,5,48,0.1435294883030335,0.7264976467584443,0.12195058038839526,92,v21,0,-0.34237344800190217,41.0,26.0,-2.0
281358,4,47,0.2555151204392978,0.7935829841787502,0.16998430729905828,65,v21,0,-0.4301241500658497,25.0,23.0,-22.0
281359,8,58,0.35207634314798647,0.6585076401914383,0.29614740665354106,56,v21,1,-0.6407707294260254,101.0,79.0,40.0
281360,6,101,0.1497264958298792,0.7579378939578227,0.13546312809182795,65,v21,0,-0.40488746103771855,96.0,52.0,-3.0
281361,4,75,0.2797210521567477,0.7166265929209561,0.21421458411005018,93,v21,0,-0.5558427171504576,68.0,58.0,-1.0
281362,19,49,0.14033009019482184,0.7966319973500384,0.15995461267140715,76,v21,0,,,,
281363,4,70,0.14626647627276573,0.81049374368078,0.1602696202107456,67,v21,0,-0.3955270864755782,57.0,11.0,-23.0
281364,12,48,0.26733118499172087,0.8835143372452303,0.22581361467007238,95,v21,0,-0.5001224403154496,118.0,77.0,45.0
281365,5,33,0.18479462396958393,0.6630208465964337,0.21043517160365377,102,v21,0,,,,
281366,5,29,0.5642252349113973,0.8817457131352924,0.24188506780455596,87,v21,0,,,,
281367,15,81,0.29175084629845693,0.6719307234865323,0.1286986422852796,52,v21,0,-0.6980175613799822,19.0,49.0,-41.0
281368,15,39,0.30260975140648905,0.9000588206804002,0.2937033362204755,81,v21,0,-0.584937105195839,73.0,70.0,46.0
281369,7,34,0.17535012753650756,0.559757493570213,0.11484463728614486,68,v21,0,-0.5401351868912072,83.0,76.0,35.0
281370,3,19,0.30339138329794774,0.756194351589183,0.12333455504702318,59,v21,0,-0.4661333469670592,24.0,19.0,-2.0
281371,21,81,0.2091787415339137,0.8098072606923024,0.15234413198173874,73,v21,0,-0.489750593849419,91.0,41.0,-5.0
281372,4,75,0.26918019389264913,0.6789790609259679,0.1880877303553442,85,v21,0,-0.6612305676886641,99.0,126.0,45.0
281373,4,45,0.14380913164916093,0.9480310535331818,0.2898725895543637,87,v21,0,,,,
281374,5,34,0.2996830613059987,0.6292327990900919,0.11977206210754399,75,v21,1,-0.5986265752440261,31.0,35.0,-5.0
281375,4,32,0.3001261486643951,0.7505409008236871,0.2179584958643217,102,v21,0,-0.4185669645092398,110.0,111.0,86.0
281376,12,66,0.2392853527058427,0.7774284332673564,0.16055933056090624,100,v21,0,,,,
281377,6,51,0.2587087978718822,0.6898365275573002,0.2539103520196464,64,v21,0,-0.5031817893330073,36.0,33.0,6.0
281378,4,31,0.3902542602000373,0.6955670530273942,0.12731378221039807,77,v21,0,-0.5841465811224056,36.0,33.0,0.0
281379,9,66,0.261879184551308,0.8708451100279312,0.2844321731198355,62,v21,0,-0.66731006812396,81.0,88.0,14.0
281380,5,33,0.1531642919363071,0.9389033408243819,0.2812542577033521,68,v21,0,-0.45007364939633776,21.0,35.0,13.0
281381,7,17,0.40877666054367384,0.7495741728208087,0.2998214663849459,65,v21,0,-0.508323892234066,36.0,21.0,3.0
281382,15,16,0.176062330381104,0.6363355027580434,0.14040198087371733,92,v21,0,-0.4905334456803606,33.0,87.0,-1.0
281383,5,17,0.37005434936276044,0.6959770290826424,0.11118194923284055,84,v21,0,-0.4281986286566134,67.0,65.0,40.0
281384,6,65,0.35278745764240504,0.8294823317709468,0.20261302362805622,104,v21,0,-0.37590250731658315,82.0,20.0,-2.0
281385,7,36,0.10444998820839582,0.9518250403300811,0.27699928111150507,75,v21,0,-0.5467353577012226,59.0,63.0,0.0
281386,24,17,0.25192049795953114,0.6019199500769221,0.14030067922145018,79,v21,0,-0.5126027644384912,91.0,81.0,36.0
281387,5,53,0.5529801434571501,0.8953800272005553,0.25987262265057653,64,v21,0,,,,
281388,13,78,0.3076441283042097,0.6598047597032497,0.16014836823147166,75,v21,0,-0.4770690321105392,110.0,67.0,25.0
281389,3,16,0.296749596099314,0.6220977185984323,0.17523786923109064,94,v21,0,-0.465732195708344,78.0,61.0,43.0
281390,16,38,0.22772601189111238,0.7327650329120827,0.12246651559791961,107,v21,0,-0.46378222759596155,67.0,43.0,4.0
281391,6,40,0.20142240728126068,0.732775019258064,0.14863693737262657,107,v21,1,-0.5098667663364647,48.0,45.0,-2.0
281392,7,35,0.3400390615545252,0.7985089921309848,0.2148467733586299,96,v21,0,-0.476909307857589,105.0,84.0,50.0
281393,4,82,0.17737065029573285,0.5956919321723981,0.16755047705973172,104,v21,0,-0.6936136451504196,69.0,108.0,53.0
281394,15,89,0.463252799085693,0.9043294039532151,0.27328798268441035,72,v21,0,-0.44984392126866946,86.0,35.0,-3.0
281395,4,17,0.22683178936358597,0.774349675131699,0.13548650444389648,65,v21,0,-0.33596505135302335,11.0,9.0,-11.0
281396,26,23,0.3611661305663019,0.7440654978366319,0.10969048135024817,61,v21,0,-0.44497822360352324,53.0,79.0,-10.0
281397,19,60,0.3280563793375983,0.8899745637612828,0.25102101046384895,79,v21,0,-0.4670551322970993,52.0,45.0,-7.0
281398,6,33,0.34973266571533995,0.7692303221043335,0.12816712451208714,96,v21,0,-0.38820422601109306,86.0,72.0,-5.0
281399,8,62,0.3699530265338489,0.9483639648241917,0.29701961140874344,70,v21,0,,,,
281400,7,78,0.2605602082048707,0.684651808940193,0.11941362103866232,105,v21,0,,,,
281401,18,17,0.35940426003512466,0.6571852189631606,0.12506101730240668,78,v21,0,,,,
281402,8,94,0.10325501284732858,0.6830802183150608,0.2686050757115035,88,v21,0,,,,
281403,4,87,0.14322958375892017,0.7802717291431074,0.15759862369839148,91,v21,0,-0.3466952210825949,25.0,6.0,-20.0
281404,12,47,0.17083527818559935,0.8019187267099085,0.2806145954797399,77,v21,0,-0.5009170540317591,61.0,66.0,8.0
281405,11,17,0.30183267471705255,0.8614422695570242,0.24194349763157552,93,v21,0,-0.46183255186189254,117.0,85.0,62.0
281406,12,99,0.3114302163472842,0.7990955017345259,0.18506813132532546,58,v21,0,-0.6930253680260832,126.0,82.0,-2.0
281407,8,93,0.1610657258187056,0.7313257242247859,0.24472917967769842,68,v21,0,-0.6137795863671651,114.0,23.0,-2.0
281408,4,26,0.49300404107690043,0.6411197875851014,0.1490014132930376,99,v21,0,-0.5062502135480449,116.0,107.0,62.0
281409,4,31,0.11988097820360141,0.8980355148402971,0.28166033514039546,71,v21,0,-0.5236919242094866,17.0,7.0,-16.0
281410,7,27,0.14870923012357817,0.7408923370607116,0.10415782663347062,71,v21,0,-0.31424596206558075,85.0,69.0,42.0
281411,6,91,0.13480454459843821,0.8596534637378278,0.2235113839947262,93,v21,0,-0.462823937704436,71.0,40.0,-1.0
281412,10,64,0.418333497332469,0.7037273020516623,0.18079563201139703,78,v21,0,-0.5255693209756247,90.0,79.0,8.0
281413,8,29,0.29663455384173576,0.6942913040113952,0.18667684396206874,64,v21,0,-0.45145143240571795,99.0,83.0,57.0
281414,13,71,0.5063838473144767,0.6574695933999762,0.17073384074110162,106,v21,0,,,,
281415,14,88,0.4163983390171445,0.6492513649298549,0.10277732277978967,78,v21,0,-0.4614947086866611,40.0,54.0,-29.0
281416,4,20,0.5510797427520079,0.8589287012264566,0.21794124299063544,74,v21,0,-0.5876976078930931,63.0,80.0,-1.0
281417,8,41,0.48770707191478446,0.9046914241119144,0.2521323605080577,107,v21,0,-0.6603971466498604,114.0,96.0,68.0
281418,9,47,0.18435422321249728,0.7599926253666381,0.2539728795148395,98,v21,0,-0.5776175202306757,118.0,68.0,41.0
281419,6,58,0.40332986013049593,0.7821790079503371,0.13580187280752243,95,v21,0,-0.4232180523629856,120.0,120.0,41.0
281420,7,86,0.16684099517712606,0.7268498891638142,0.15187448175437837,62,v21,0,-0.5902883614625758,93.0,97.0,14.0
281421,6,93,0.3442131041121286,0.6548210959919638,0.22679224471788736,79,v21,0,,,,
281422,13,18,0.2059593240222958,0.7241258044688706,0.1505106751477362,54,v21,0,-0.4190815590878607,41.0,36.0,4.0
281423,4,82,0.2653631655059613,0.7902198996889074,0.12923512271567772,81,v21,0,-0.5028397325481032,110.0,40.0,0.0
281424,8,91,0.13168991048286255,0.8567530824390439,0.27235127832137457,79,v21,0,,,,
281425,6,54,0.2452280628942178,0.6434513266519805,0.13555872281042775,51,v21,0,-0.6070331771129731,81.0,50.0,7.0
281426,8,88,0.17671232846136462,0.921886823387028,0.2644940547387163,94,v21,0,-0.44889986389274417,95.0,71.0,32.0
281427,15,55,0.1395812077985354,0.8559161314318195,0.20023693416308863,89,v21,0,,,,
281428,6,26,0.30827611386298387,0.7875466534477186,0.13412551185234478,102,v21,0,-0.40759894922313344,32.0,29.0,0.0
281429,14,16,0.2318860126520656,0.8008613596798825,0.15926040039830808,104,v21,0,,,,
281430,14,19,0.35172757162246765,0.660521483665116,0.2023423574796086,59,v21,0,-0.584270668967019,105.0,50.0,20.0
281431,16,57,0.12346097283347522,0.746731074415309,0.10783158682072194,108,v21,0,-0.5978346317414939,114.0,106.0,32.0
281432,8,17,0.22581005600634105,0.6331693299083142,0.1426164630302749,56,v21,0,,,,
281433,7,78,0.13754567765641973,0.6422500771982118,0.1890822768680296,73,v21,0,,,,
281434,19,65,0.5153454578671871,0.8764701127565028,0.22925846352973941,74,v21,0,,,,
281435,4,41,0.49074735540861064,0.8763003832581155,0.28340119852265966,93,v21,0,-0.5150608413454749,103.0,20.0,0.0
281436,6,76,0.40323113101844854,0.7553262912696712,0.1946157070121679,53,v21,0,,,,
281437,13,75,0.26061160410535655,0.7647347765818047,0.12709551865772586,66,v21,0,-0.4269258339207359,117.0,81.0,32.0
281438,4,28,0.24398040157580173,0.7796923579529268,0.1924378866752492,54,v21,0,-0.545710752769772,117.0,134.0,47.0
281439,9,17,0.22417469874050175,0.8006435571325352,0.15971762661364935,108,v21,0,-0.4574997620310196,53.0,42.0,13.0
281440,8,85,0.2567448746921478,0.6714815945644338,0.1723554584244862,97,v21,0,,,,
281441,11,49,0.18356831133372128,0.8436260870453001,0.20280357474908484,76,v21,0,,,,
281442,8,17,0.37085840239785395,0.7493015615362628,0.10212973902848738,70,v21,0,,,,
281443,26,16,0.5010140885909964,0.7094872792934817,0.14487303086550934,88,v21,0,-0.45107461852566644,74.0,38.0,-7.0
281444,5,19,0.4878581084827922,0.7679046666091537,0.235312601081604,73,v21,0,-0.5755577760178029,107.0,51.0,31.0
281445,10,33,0.304601191863138,0.8153654427367135,0.1944662447733174,59,v21,0,,,,
281446,7,73,0.17591152774566235,0.8652649835858766,0.25909118461133523,102,v21,0,,,,
281447,15,94,0.4630378682218476,0.7910173246344602,0.2982695254750628,74,v21,0,,,,
281448,24,16,0.15824715467858658,0.7885291998780029,0.23123278619493606,104,v21,0,-0.4448134021884962,99.0,122.0,33.0
281449,7,19,0.10797845641942766,0.6739286257955744,0.10039088798722545,53,v21,0,-0.5784323136782175,71.0,42.0,16.0
281450,8,53,0.2134999890597057,0.7070953391353184,0.1453648515131095,102,v21,0,,,,
281451,18,37,0.2844587305041267,0.8296209796519252,0.2143747079432925,104,v21,0,,,,
281452,6,56,0.2523064270339273,0.7695633609959819,0.2439302608114735,65,v21,0,-0.4382171265649608,107.0,78.0,20.0
281453,19,17,0.5336155927581707,0.7616069030404369,0.19853557502978636,86,v21,0,-0.5721769007084526,29.0,29.0,-83.0
281454,7,17,0.23991354697834075,0.8964376615688988,0.2562882313995919,72,v21,0,-0.5970730299089364,58.0,53.0,27.0
281455,21,61,0.11294779384290876,0.8176614392861619,0.17970439272383273,80,v21,0,-0.6031565624315114,92.0,84.0,7.0
281456,25,46,0.1620726108964235,0.7208890879152076,0.11578426344733948,94,v21,0,-0.5032662966289423,108.0,106.0,39.0
281457,20,65,0.484727679408296,0.7511271486806637,0.10394311099750475,105,v21,0,-0.5317966136577241,86.0,76.0,-7.0
281458,5,75,0.27556338501947875,0.7351698568465466,0.15980072879001478,51,v21,0,,,,
281459,4,47,0.3410852867749553,0.613285126530826,0.24066241345011685,59,v21,0,-0.5885859191173941,59.0,80.0,0.0
281460,3,40,0.4535964662769444,0.6287849239049236,0.18053122743845534,64,v21,0,-0.5327049826921099,65.0,58.0,21.0
281461,11,49,0.38845188911069056,0.7569990780126253,0.1485631544125095,71,v21,0,-0.513436924043317,83.0,51.0,18.0
281462,8,62,0.1347287571584102,0.7958545951092308,0.15274527301748025,101,v21,0,,,,
281463,13,53,0.09400664378812376,0.5876750196111574,0.14237874715725568,89,v21,0,-0.49120780958951504,78.0,31.0,-33.0
281464,13,76,0.19859326315714004,0.7927968978734917,0.14251598117737058,101,v21,0,,,,
281465,4,66,0.29182307482289904,0.880610311107582,0.22193316855399742,97,v21,0,-0.3855469933219675,104.0,66.0,13.0
