Final_Value,Return_Pct,Max_Drawdown_Pct,Trade_Count,Rationality_Score,Avg_Buy_PE,MAS_Deviation,Avg_Cash_Pct,Cideal,Model,Persona,Agent_Type,Scenario,Seed,Crash_Discount,Status
11203.41,12.03,-29.62,53,86.0,15.0,0.1741,3.7,0.2,claude-sonnet-4-6,O3_aggressive,static,flat,456,0.92,PASS
10162.76,1.63,-19.06,41,90.0,15.0,0.1764,2.5,0.2,claude-sonnet-4-6,O3_aggressive,static,flat,789,0.92,PASS
15700.92,57.01,-17.26,44,91.5,15.0,0.1874,3.7,0.2,claude-sonnet-4-6,O3_aggressive,static,flat,999,0.92,PASS
10000.0,0.0,0.0,0,50.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,static,flat,456,0.92,PASS
10000.0,0.0,0.0,0,51.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,static,flat,789,0.92,PASS
10000.0,0.0,0.0,0,56.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,static,flat,123,0.92,PASS
10000.0,0.0,0.0,0,49.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,static,flat,999,0.92,PASS
10000.0,0.0,0.0,0,47.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,static,flat,42,0.92,PASS
10000.0,0.0,0.0,0,47.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,memory,flat,42,0.92,PASS
10000.0,0.0,0.0,0,50.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,memory,flat,456,0.92,PASS
10000.0,0.0,0.0,0,51.0,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,memory,flat,789,0.92,PASS
10000.0,0.0,0.0,0,56.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,memory,flat,123,0.92,PASS
10000.0,0.0,0.0,0,49.5,0.0,0.0,100.0,1.0,gpt-4o-mini,O3_conservative,memory,flat,999,0.92,PASS
9436.24,-5.64,-21.45,57,83.0,15.0,0.1571,20.7,0.2,gpt-4o-mini,O3_aggressive,static,flat,42,0.92,PASS
11379.8,13.8,-25.0,103,74.5,15.0,0.1472,14.5,0.2,gpt-4o-mini,O3_aggressive,static,flat,456,0.92,PASS
10757.88,7.58,-14.82,79,79.5,15.0,0.1794,19.2,0.2,gpt-4o-mini,O3_aggressive,static,flat,123,0.92,PASS
13876.68,38.77,-15.93,98,77.0,15.0,0.0903,19.7,0.2,gpt-4o-mini,O3_aggressive,static,flat,999,0.92,PASS
10302.78,3.03,-17.64,69,83.5,15.0,0.1211,16.1,0.2,gpt-4o-mini,O3_aggressive,static,flat,789,0.92,PASS
10309.84,3.1,-19.21,37,89.0,15.0,0.1759,2.6,0.2,claude-sonnet-4-6,O3_aggressive,memory,flat,789,0.92,PASS
8961.64,-10.38,-22.97,1,98.0,15.0,0.0468,24.6,0.2,gpt-4o-mini,O3_aggressive,memory,flat,42,0.92,PASS
11155.37,11.55,-15.91,2,95.0,15.0,0.0913,23.7,0.2,gpt-4o-mini,O3_aggressive,memory,flat,123,0.92,PASS
10226.77,2.27,-15.41,1,99.5,15.0,0.0087,19.3,0.2,gpt-4o-mini,O3_aggressive,memory,flat,789,0.92,PASS
11399.57,14.0,-23.94,2,99.5,14.9,0.0369,20.9,0.2,gpt-4o-mini,O3_aggressive,memory,flat,456,0.92,PASS
14511.36,45.11,-16.01,2,99.5,15.0,0.0453,15.5,0.2,gpt-4o-mini,O3_aggressive,memory,flat,999,0.92,PASS
9216.28,-7.84,-26.75,134,65.5,15.0,0.1488,8.0,0.2,claude-sonnet-4-6,O3_aggressive,memory,flat,42,0.92,PASS
15295.43,52.95,-16.31,110,72.5,15.0,0.1647,7.6,0.2,claude-sonnet-4-6,O3_aggressive,memory,flat,999,0.92,PASS
10585.73,5.86,-15.58,188,53.0,15.0,0.1139,14.0,0.2,claude-sonnet-4-6,O3_aggressive,memory,flat,123,0.92,PASS
10000.0,0.0,0.0,0,47.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,memory,flat,42,0.92,PASS
10000.0,0.0,0.0,0,50.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,static,flat,456,0.92,PASS
10000.0,0.0,0.0,0,56.5,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,static,flat,123,0.92,PASS
10000.0,0.0,0.0,0,56.5,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,memory,flat,123,0.92,PASS
10000.0,0.0,0.0,0,47.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,static,flat,42,0.92,PASS
10000.0,0.0,0.0,0,50.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,memory,flat,456,0.92,PASS
10000.0,0.0,0.0,0,51.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,static,flat,789,0.92,PASS
11511.86,15.12,-26.94,186,52.5,15.0,0.1376,11.9,0.2,claude-sonnet-4-6,O3_aggressive,memory,flat,456,0.92,PASS
10000.0,0.0,0.0,0,49.5,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,static,flat,999,0.92,PASS
10000.0,0.0,0.0,0,49.5,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,memory,flat,999,0.92,PASS
10000.0,0.0,0.0,0,51.0,0.0,0.0,100.0,1.0,gemini-2.5-flash,O3_conservative,memory,flat,789,0.92,PASS
9135.25,-8.65,-24.32,93,76.5,15.0,0.0377,17.7,0.2,gemini-2.5-flash,O3_aggressive,static,flat,42,0.92,PASS
10628.05,6.28,-16.02,81,78.5,15.0,0.0311,17.2,0.2,gemini-2.5-flash,O3_aggressive,static,flat,123,0.92,PASS
10245.75,2.46,-16.21,63,87.0,15.0,0.0255,17.7,0.2,gemini-2.5-flash,O3_aggressive,static,flat,789,0.92,PASS
11186.03,11.86,-26.35,87,75.0,15.0,0.0669,15.9,0.2,gemini-2.5-flash,O3_aggressive,static,flat,456,0.92,PASS
9377.49,-6.23,-23.32,99,73.0,15.0,0.003,19.9,0.2,gemini-2.5-flash,O3_aggressive,memory,flat,42,0.92,PASS
10302.37,3.02,-14.9,117,65.5,15.0,0.0034,20.0,0.2,gemini-2.5-flash,O3_aggressive,memory,flat,789,0.92,PASS
10710.08,7.1,-15.81,112,75.0,15.0,0.0034,19.9,0.2,gemini-2.5-flash,O3_aggressive,memory,flat,123,0.92,PASS
10987.16,9.87,-25.2,102,69.5,15.0,0.0033,19.9,0.2,gemini-2.5-flash,O3_aggressive,memory,flat,456,0.92,PASS
14723.65,47.24,-15.55,81,81.0,15.0,0.0441,15.9,0.2,gemini-2.5-flash,O3_aggressive,static,flat,999,0.92,PASS
14392.99,43.93,-14.68,115,72.0,15.0,0.0039,19.8,0.2,gemini-2.5-flash,O3_aggressive,memory,flat,999,0.92,PASS
