scope,population,feature_set,theta,n_resolvable,n_rows,n_paths,coverage,sign_acc,sign_lo,sign_hi
sustained_bull,calm,price_only,0.03,21082,36000,200,0.5856111111111111,0.587800018973532,0.5499793870502816,0.6309568134070943
sustained_bull,calm,price_only,0.04,16820,36000,200,0.4672222222222222,0.5904280618311534,0.5485691865169293,0.6366525956025401
sustained_bull,calm,price_only,0.05,13166,36000,200,0.3657222222222222,0.588637399361993,0.5441401618394858,0.6402301326062805
sustained_bull,calm,price_only,0.06,10323,36000,200,0.28675,0.5943039814007556,0.5442903853971915,0.6503499704022183
sustained_bull,calm,price_only,0.08,6282,36000,200,0.1745,0.5869149952244508,0.5234334707665245,0.6481991540134031
sustained_bull,calm,price_only,0.1,3665,36000,200,0.10180555555555555,0.5798090040927695,0.5044965850983945,0.6448395337749028
sustained_bull,calm,price_only,0.12,2205,36000,200,0.06125,0.5854875283446712,0.49882797536240653,0.6599059849203944
sustained_bull,calm,price_only,0.15,1092,36000,200,0.030333333333333334,0.6602564102564102,0.5397023587422933,0.7774240695580021
sustained_bull,calm,price_only,0.2,366,36000,200,0.010166666666666666,0.7622950819672131,0.6206755649473866,0.9239325718088055
sustained_bull,calm,price_only,0.25,131,36000,200,0.003638888888888889,0.9236641221374046,0.7785057471264368,1.0
sustained_bull,calm,price_only,0.3,53,36000,200,0.0014722222222222222,1.0,1.0,1.0
